Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Jose Calderon,25.1,TOR,Point,138,58,+5.4,85,+3.2,21,-2.2%,88,+39.6,79,+1.5,42,-4.8%,88,+62.2,68,+1.2,18,-5.8%,73,+22.1
Marcus Camby,32.6,DEN,Big,184,93,+19.4,75,+2.0,42,-0.8%,92,+48.9,33,-0.6,28,-7.6%,64,+20.5,82,+2.5,16,-6.4%,96,+71.4
Vince Carter,29.8,NJN,Wing,484,37,-1.0,12,-2.8,17,-2.5%,20,-20.3,30,-0.7,16,-15.0%,28,-20.3,12,-2.0,8,-9.8%,19,-22.0
Jarron Collins,27.9,UTA,Big,100,41,-0.6,50,+0.1,4,-4.6%,56,+5.5,20,-1.0,18,-12.4%,13,-40.0,75,+1.6,7,-10.1%,89,+50.2
Jason Collins,27.9,NJN,Big,328,29,-3.0,70,+1.7,91,+3.6%,57,+5.8,84,+2.0,86,+17.3%,75,+33.6,44,-0.4,59,+1.4%,41,-7.4
Antonio Daniels,31.6,WAS,Point,175,100,+32.8,75,+2.0,13,-3.4%,95,+51.5,97,,97,+55.0%,97,,54,+0.2,0,-33.4%,87,+50.0
Baron Davis,27.6,GSW,Point,442,87,+12.0,61,+0.8,84,+2.9%,43,-3.2,3,-2.9,74,+13.3%,2,-86.3,93,+4.0,6,-10.7%,81,+37.0
Carlos Delfino,24.2,DET,Wing,122,0,-21.2,47,-0.1,32,-1.3%,51,+2.3,80,+1.6,58,+3.8%,76,+36.0,32,-1.0,25,-4.3%,31,-13.0
Luol Deng,21.5,CHI,Forward,409,35,-1.7,1,-10.6,64,+1.4%,2,-71.5,1,-3.2,64,+5.6%,1,-89.3,1,-6.1,66,+2.8%,4,-58.7
Boris Diaw,24.5,PHX,Big,227,39,-0.8,32,-1.0,63,+1.4%,32,-9.6,52,+0.1,84,+17.0%,17,-32.4,25,-1.3,48,-0.7%,39,-8.4
DeSagana Diop,24.8,DAL,Big,139,82,+11.2,66,+1.2,72,+1.8%,34,-8.6,89,+2.4,66,+6.0%,70,+31.0,26,-1.3,39,-2.2%,11,-34.9
Chris Duhon,24.2,CHI,Point,156,24,-4.3,22,-1.5,8,-4.1%,25,-14.1,38,-0.5,17,-14.6%,40,-9.7,28,-1.2,22,-5.0%,25,-16.8
Tim Duncan,30.5,SAS,Big,733,57,+5.1,11,-2.8,54,+0.1%,18,-21.4,18,-1.2,53,+0.7%,29,-20.0,16,-1.9,63,+2.6%,12,-29.8
Monta Ellis,21.0,GSW,Combo,231,4,-14.9,38,-0.8,18,-2.4%,48,+1.2,78,+1.5,46,-3.1%,69,+28.9,10,-2.7,80,+5.5%,23,-18.0
Francisco Elson,30.7,SAS,Big,213,9,-9.7,72,+1.8,62,+1.3%,65,+10.4,89,+2.3,57,+3.0%,83,+50.0,40,-0.5,72,+3.7%,34,-11.7
Jordan Farmar,19.9,LAL,Point,114,61,+5.8,91,+4.0,59,+0.9%,91,+44.5,77,+1.4,4,-31.3%,80,+42.9,92,+3.9,94,+9.8%,96,+70.0
Michael Finley,33.7,SAS,Forward,535,64,+6.3,54,+0.4,41,-0.8%,58,+6.6,61,+0.6,27,-8.5%,57,+12.9,39,-0.5,52,+0.4%,46,-3.3
Derek Fisher,32.2,UTA,Combo,437,16,-6.1,18,-2.0,35,-1.2%,21,-17.6,27,-0.8,7,-21.2%,31,-15.9,19,-1.6,56,+1.0%,17,-23.8
T.J. Ford,23.6,TOR,Point,136,15,-6.2,14,-2.4,92,+3.8%,8,-31.7,7,-2.3,61,+4.8%,3,-83.0,59,+0.3,89,+8.5%,58,+6.3
Devean George,29.2,DAL,Forward,103,22,-4.4,68,+1.6,96,+5.8%,52,+2.3,36,-0.5,81,+15.2%,26,-21.5,81,+2.1,96,+15.5%,68,+18.1
Daniel Gibson,20.7,CLE,Combo,398,79,+9.2,23,-1.5,37,-1.2%,18,-20.7,61,+0.5,79,+14.2%,36,-12.4,20,-1.5,24,-4.5%,13,-26.7
Manu Ginobili,29.3,SAS,Wing,599,72,+7.7,56,+0.6,54,+0.1%,49,+1.9,22,-1.0,89,+18.6%,9,-46.9,80,+2.0,34,-3.4%,76,+28.5
Gordan Giricek,29.4,UTA,Wing,298,18,-5.1,46,-0.2,32,-1.3%,33,-8.7,32,-0.6,80,+14.6%,20,-25.7,72,+1.4,21,-5.5%,66,+17.0
Drew Gooden,25.1,CLE,Big,604,43,-0.3,40,-0.4,34,-1.2%,50,+2.1,45,-0.3,60,+4.5%,61,+16.5,56,+0.2,38,-2.3%,55,+3.3
Ben Gordon,23.6,CHI,Wing,393,96,+22.4,97,+7.3,93,+4.9%,97,+68.2,56,+0.3,48,-0.8%,67,+25.9,98,+7.1,75,+4.8%,99,+95.7
Richard Hamilton,28.7,DET,Wing,634,60,+5.7,35,-0.9,56,+0.6%,26,-12.9,24,-1.0,82,+15.7%,5,-75.7,48,-0.0,50,+0.1%,57,+5.8
Matt Harpring,30.4,UTA,Wing,429,48,+1.7,61,+0.8,20,-2.3%,59,+8.0,87,+2.2,70,+10.8%,81,+43.4,39,-0.6,10,-8.6%,44,-5.0
Al Harrington,26.7,GSW,Big,258,33,-1.7,65,+1.1,83,+2.8%,54,+3.7,43,-0.4,38,-5.9%,45,0.0,78,+1.9,95,+11.6%,64,+13.6
Devin Harris,23.7,DAL,Combo,160,45,-0.1,16,-2.3,12,-3.4%,39,-6.3,14,-1.4,47,-2.0%,33,-12.9,35,-0.9,14,-7.4%,49,-1.4
Udonis Haslem,26.4,MIA,Big,102,49,+2.0,4,-4.8,75,+2.1%,4,-53.5,0,-3.6,54,+0.8%,4,-80.0,27,-1.2,100,+22.2%,26,-15.0
Chuck Hayes,23.4,HOU,Big,196,23,-4.4,26,-1.1,51,-0.0%,35,-8.3,26,-0.8,56,+1.5%,35,-12.5,49,-0.0,43,-1.3%,50,-0.4
Jarvis Hayes,25.2,WAS,Forward,137,31,-2.3,79,+2.6,53,+0.1%,71,+16.7,9,-2.0,3,-31.4%,39,-10.0,95,+4.5,86,+7.8%,87,+50.0
Luther Head,23.9,HOU,Combo,138,32,-1.8,30,-1.0,90,+3.4%,11,-27.2,51,+0.1,91,+24.4%,54,+11.4,23,-1.4,71,+3.5%,7,-40.3
Nene Hilario,24.1,DEN,Big,178,1,-18.8,2,-8.0,2,-5.2%,3,-57.1,4,-2.8,11,-20.0%,11,-44.4,2,-5.2,23,-4.7%,4,-58.3
Grant Hill,34.1,ORL,Forward,142,91,+14.0,6,-4.3,11,-3.8%,23,-16.7,6,-2.3,83,+16.7%,21,-25.0,14,-2.0,12,-7.6%,32,-12.5
Kirk Hinrich,25.8,CHI,Combo,361,54,+4.1,31,-1.0,60,+1.0%,37,-6.9,63,+0.6,88,+17.7%,34,-12.6,21,-1.5,53,+0.5%,39,-9.0
Robert Horry,36.2,SAS,Big,357,18,-4.9,39,-0.5,67,+1.5%,32,-9.6,11,-1.7,82,+15.9%,11,-43.1,66,+1.1,46,-1.0%,63,+9.5
Dwight Howard,20.9,ORL,Big,167,4,-16.6,0,-15.9,28,-1.5%,1,-131.8,97,,99,+66.7%,97,,0,-16.5,1,-19.1%,1,-142.8
Josh Howard,26.5,DAL,Wing,247,83,+11.4,90,+3.8,31,-1.4%,81,+30.7,91,+2.4,93,+26.2%,85,+57.1,71,+1.3,5,-10.7%,67,+18.1
Juwan Howard,33.7,HOU,Big,154,63,+5.9,54,+0.4,52,+0.1%,46,-0.2,53,+0.2,68,+10.3%,54,+11.4,46,-0.1,25,-4.4%,52,+1.3
Larry Hughes,27.8,CLE,Combo,637,20,-4.7,86,+3.2,61,+1.3%,87,+39.5,67,+0.7,44,-3.7%,79,+42.5,82,+2.2,77,+5.3%,85,+42.0
Lindsey Hunter,35.9,DET,Point,118,2,-18.2,21,-1.8,66,+1.5%,16,-22.7,17,-1.3,87,+17.5%,25,-22.9,42,-0.5,51,+0.2%,18,-22.2
Zydrunas Ilgauskas,31.4,CLE,Big,647,19,-4.8,87,+3.3,18,-2.4%,82,+33.1,46,-0.2,59,+4.3%,59,+14.1,85,+3.0,42,-1.5%,82,+39.3
Allen Iverson,31.4,DEN,Combo,222,55,+4.2,93,+4.8,89,+3.3%,86,+37.5,97,,100,,97,,87,+3.2,41,-1.6%,71,+21.2
Stephen Jackson,28.6,GSW,Wing,451,17,-5.8,83,+2.9,99,+7.3%,69,+15.6,94,+4.1,92,+25.2%,84,+53.1,17,-1.8,69,+2.9%,27,-14.8
LeBron James,21.8,CLE,Wing,889,73,+7.7,7,-3.6,85,+2.9%,5,-39.8,4,-2.8,25,-9.4%,16,-33.3,34,-0.9,84,+7.8%,11,-34.9
Antawn Jamison,30.4,WAS,Forward,172,66,+6.4,18,-2.0,100,+8.1%,0,-158.3,97,,97,+55.0%,97,,4,-3.7,99,+21.7%,0,-164.0
Richard Jefferson,26.4,NJN,Forward,487,65,+6.4,88,+3.5,79,+2.2%,74,+18.5,93,+3.3,77,+13.9%,91,+76.6,51,+0.1,82,+6.0%,37,-9.6
Damon Jones,30.2,CLE,Combo,136,88,+12.2,9,-3.2,48,-0.1%,4,-43.8,68,+0.7,50,0.0%,37,-11.2,6,-3.3,36,-3.0%,2,-64.0
James Jones,26.1,PHX,Wing,160,44,-0.1,67,+1.3,39,-0.9%,70,+16.4,81,+1.6,85,+17.0%,73,+32.4,43,-0.5,35,-3.0%,60,+7.3
Jason Kidd,33.6,NJN,Point,483,89,+12.2,96,+5.9,96,+5.7%,94,+49.6,90,+2.4,94,+27.1%,89,+70.8,90,+3.4,85,+7.8%,84,+41.3
Andrei Kirilenko,25.7,UTA,Wing,521,56,+4.6,39,-0.5,82,+2.8%,46,-0.4,48,-0.1,23,-10.6%,56,+12.6,30,-1.1,90,+8.9%,22,-18.2
Shawn Marion,28.5,PHX,Forward,454,40,-0.7,98,+8.2,46,-0.2%,96,+64.0,73,+1.0,55,+1.2%,78,+41.0,99,+7.3,28,-4.1%,97,+80.9
Donyell Marshall,33.5,CLE,Big,201,61,+5.8,41,-0.3,86,+3.0%,31,-11.5,60,+0.4,65,+5.9%,22,-24.2,32,-1.0,67,+2.8%,29,-13.6
Jason Maxiell,23.7,DET,Big,131,50,+2.1,36,-0.9,50,-0.0%,28,-12.0,59,+0.4,18,-14.6%,82,+46.1,38,-0.6,76,+5.0%,28,-14.3
Antonio McDyess,32.2,DET,Big,348,6,-12.7,48,-0.0,49,-0.1%,36,-7.0,23,-1.0,26,-9.0%,24,-23.6,62,+0.5,58,+1.2%,46,-3.8
Tracy McGrady,27.4,HOU,Wing,279,59,+5.5,32,-1.0,5,-4.3%,40,-6.1,68,+0.7,20,-11.9%,45,0.0,22,-1.5,31,-3.8%,35,-10.1
Darko Milicic,21.4,ORL,Big,114,89,+12.5,89,+3.6,81,+2.3%,82,+30.8,86,+2.2,8,-21.2%,87,+61.9,73,+1.5,65,+2.7%,70,+20.5
Paul Millsap,21.7,UTA,Big,247,25,-3.6,28,-1.1,33,-1.2%,17,-22.3,34,-0.5,69,+10.8%,18,-31.4,53,+0.2,18,-6.0%,40,-8.3
Mikki Moore,31.0,NJN,Big,393,85,+11.9,52,+0.2,94,+5.1%,39,-6.3,46,-0.3,90,+22.8%,27,-21.4,61,+0.5,60,+1.5%,48,-3.1
Ronald Murray,27.3,DET,Combo,124,11,-8.4,46,-0.2,74,+1.9%,42,-3.8,18,-1.2,43,-4.0%,12,-41.2,67,+1.1,83,+6.8%,65,+15.0
Bostjan Nachbar,26.3,NJN,Forward,273,53,+3.8,78,+2.4,16,-2.7%,76,+22.1,65,+0.6,5,-25.1%,66,+24.0,77,+1.8,62,+2.2%,75,+23.9
Steve Nash,32.7,PHX,Point,412,71,+7.4,74,+1.9,36,-1.2%,68,+12.7,25,-0.9,44,-3.7%,30,-16.7,84,+3.0,37,-2.8%,75,+24.2
Jameer Nelson,24.7,ORL,Point,129,76,+8.0,10,-3.1,7,-4.1%,15,-23.1,39,-0.4,75,+13.6%,60,+14.3,8,-2.7,4,-11.0%,9,-35.6
Andres Nocioni,26.9,CHI,Wing,189,25,-4.1,77,+2.1,11,-3.6%,72,+17.9,85,+2.0,13,-18.2%,89,+63.6,46,-0.2,39,-1.9%,53,+1.7
Dirk Nowitzki,28.4,DAL,Big,237,68,+6.6,4,-5.7,1,-5.9%,19,-20.5,13,-1.6,12,-19.2%,39,-10.0,4,-4.1,13,-7.5%,15,-25.8
Shaquille O'Neal,34.7,MIA,Big,120,8,-11.0,20,-1.9,89,+3.3%,14,-25.1,54,+0.3,72,+12.5%,25,-22.7,11,-2.2,75,+4.8%,10,-35.0
Fabricio Oberto,31.6,SAS,Big,414,68,+6.6,81,+2.6,40,-0.9%,80,+28.6,70,+0.9,30,-7.4%,68,+27.0,79,+1.9,45,-1.2%,78,+32.8
Lamar Odom,27.0,LAL,Big,191,7,-11.8,73,+1.8,65,+1.5%,67,+12.2,96,+4.9,9,-20.8%,96,+175.0,33,-0.9,87,+7.9%,25,-17.9
Mehmet Okur,27.4,UTA,Big,584,36,-1.4,69,+1.7,88,+3.2%,75,+19.6,64,+0.6,75,+13.3%,54,+11.4,54,+0.2,82,+6.2%,61,+7.6
Anthony Parker,31.4,TOR,Wing,239,92,+15.2,95,+5.4,9,-4.0%,89,+39.9,96,+5.0,50,0.0%,93,+106.3,31,-1.0,26,-4.3%,16,-25.0
Tony Parker,24.5,SAS,Point,746,78,+8.8,25,-1.2,68,+1.5%,29,-11.8,16,-1.4,40,-5.2%,38,-10.3,57,+0.2,89,+8.5%,30,-13.1
Sasha Pavlovic,23.0,CLE,Wing,611,12,-8.0,17,-2.0,22,-2.1%,27,-12.7,41,-0.4,32,-6.8%,43,-0.9,25,-1.3,47,-0.9%,32,-13.0
Morris Peterson,29.2,TOR,Wing,183,96,+23.9,94,+5.0,27,-1.5%,96,+63.2,82,+1.7,67,+6.2%,94,+113.3,91,+3.5,17,-6.3%,94,+64.6
Mickael Pietrus,24.7,GSW,Forward,203,42,-0.3,55,+0.5,6,-4.1%,55,+4.9,15,-1.4,52,+0.2%,18,-28.3,74,+1.6,4,-11.6%,72,+22.0
James Posey,29.8,MIA,Wing,136,97,+24.1,92,+4.3,45,-0.4%,89,+42.2,71,+1.0,21,-11.6%,45,0.0,89,+3.3,3,-13.5%,89,+50.3
Tayshaun Prince,26.7,DET,Wing,660,98,+27.6,60,+0.8,46,-0.4%,62,+9.2,47,-0.1,24,-10.2%,53,+10.3,52,+0.2,55,+0.9%,51,+0.4
Jason Richardson,25.8,GSW,Wing,426,81,+10.6,57,+0.7,25,-1.8%,54,+2.8,69,+0.8,62,+5.0%,61,+16.1,41,-0.5,19,-5.8%,36,-9.8
Eric Snow,33.5,CLE,Point,241,11,-9.1,82,+2.7,57,+0.9%,75,+22.0,19,-1.1,39,-5.7%,19,-27.8,86,+3.1,44,-1.3%,82,+37.1
Jerry Stackhouse,32.0,DAL,Wing,168,52,+3.4,8,-3.5,71,+1.8%,12,-26.7,76,+1.4,19,-11.9%,70,+31.0,3,-4.9,81,+5.6%,3,-59.0
DeShawn Stevenson,25.6,WAS,Wing,122,3,-17.3,45,-0.2,87,+3.0%,13,-25.2,25,-0.9,95,+31.4%,0,-116.7,64,+0.7,40,-1.7%,47,-3.3
Amar'e Stoudemire,24.0,PHX,Big,342,77,+8.5,42,-0.3,77,+2.2%,44,-2.8,21,-1.0,10,-20.4%,45,0.0,60,+0.4,93,+9.7%,45,-4.5
Jason Terry,29.1,DAL,Point,229,62,+5.9,96,+5.8,55,+0.4%,84,+35.9,58,+0.4,76,+13.8%,50,+2.6,96,+5.5,29,-4.1%,90,+51.9
Kurt Thomas,34.1,PHX,Big,205,21,-4.6,62,+0.9,38,-1.2%,61,+8.0,62,+0.6,32,-6.7%,63,+19.4,63,+0.5,33,-3.4%,59,+7.1
Tyrus Thomas,20.2,CHI,Big,105,28,-3.0,29,-1.1,3,-5.0%,45,-1.2,49,-0.0,35,-6.3%,58,+14.1,29,-1.2,11,-7.8%,38,-9.5
Hedo Turkoglu,27.6,ORL,Wing,155,82,+10.8,99,+9.7,39,-1.1%,100,+100.8,92,+2.7,96,+39.4%,95,+137.5,97,+7.0,64,+2.7%,98,+88.4
Anderson Varejao,24.1,CLE,Big,443,38,-0.8,24,-1.5,78,+2.2%,24,-15.2,66,+0.6,22,-11.5%,44,-0.3,15,-1.9,73,+4.3%,20,-21.2
Jacque Vaughn,31.7,SAS,Point,192,10,-9.1,63,+0.9,30,-1.4%,66,+11.8,57,+0.3,54,+0.9%,42,-7.7,61,+0.5,15,-6.5%,74,+23.1
Dwyane Wade,24.8,MIA,Combo,161,51,+2.2,27,-1.1,98,+6.3%,9,-30.7,42,-0.4,96,+42.9%,6,-71.4,37,-0.7,96,+15.4%,32,-12.5
Ben Wallace,32.1,CHI,Big,369,84,+11.7,64,+1.0,73,+1.8%,68,+12.6,28,-0.7,71,+10.8%,32,-14.1,69,+1.2,61,+1.5%,68,+18.1
Rasheed Wallace,32.1,DET,Big,571,90,+13.5,43,-0.3,26,-1.5%,53,+2.6,72,+1.0,15,-16.6%,74,+32.8,18,-1.8,32,-3.5%,21,-19.8
Luke Walton,26.6,LAL,Forward,127,69,+7.0,49,+0.1,69,+1.6%,63,+9.5,11,-1.7,29,-7.5%,4,-77.8,88,+3.3,79,+5.5%,92,+60.5
Chris Webber,33.7,DET,Big,403,54,+3.9,80,+2.6,61,+1.3%,83,+34.7,75,+1.3,89,+20.8%,72,+31.1,76,+1.7,54,+0.7%,83,+41.1
Deron Williams,22.3,UTA,Point,654,67,+6.5,76,+2.0,70,+1.7%,79,+26.3,39,-0.5,78,+14.0%,23,-23.8,70,+1.3,68,+2.8%,77,+29.3
Jason Williams,31.0,MIA,Point,110,70,+7.2,58,+0.7,68,+1.5%,60,+8.0,35,-0.5,11,-20.3%,62,+17.9,68,+1.2,97,+16.8%,69,+19.4
Antoine Wright,22.7,NJN,Forward,149,5,-12.9,5,-4.6,24,-1.8%,6,-32.7,2,-2.9,49,-0.7%,7,-68.2,18,-1.7,30,-4.1%,24,-17.9
Yao Ming,26.1,HOU,Big,259,32,-2.3,37,-0.9,76,+2.2%,64,+9.6,32,-0.6,46,-3.0%,45,0.0,47,-0.1,88,+8.3%,61,+7.7
