Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Courtney Lee,23.1,ORL,Wing,548,52,-0.4,50,-0.1,19,+1.8%,65,-9.2,79,-1.6,41,+2.3%,91,-58.5,32,+1.1,11,+6.9%,38,+11.4
Rashard Lewis,29.2,ORL,Big,983,43,+0.6,37,+0.9,53,-0.3%,47,+0.4,50,+0.1,29,+7.8%,57,-10.1,35,+0.9,82,-5.4%,48,+4.5
Kyle Lowry,22.6,HOU,Point,228,42,+0.7,18,+2.8,73,-1.4%,12,+33.0,2,+3.1,18,+13.3%,17,+48.2,51,+0.1,87,-7.1%,34,+15.2
Stephon Marbury,31.7,BOS,Combo,156,46,+0.2,91,-3.8,64,-0.9%,94,-31.1,63,-0.7,88,-18.2%,67,-22.8,85,-2.5,54,-0.9%,84,-27.5
Kenyon Martin,30.8,DEN,Big,536,28,+4.5,40,+0.7,60,-0.7%,49,-0.6,22,+1.2,63,-5.2%,26,+34.0,48,+0.2,70,-2.5%,59,-5.9
Roger Mason Jr.,28.1,SAS,Wing,108,0,+28.1,9,+4.1,17,+2.1%,13,+31.4,58,-0.4,15,+15.5%,42,+9.5,3,+4.5,12,+6.8%,5,+41.7
Antonio McDyess,34.2,DET,Big,135,91,-12.0,26,+1.8,18,+2.1%,24,+17.8,76,-1.4,97,-30.3%,29,+31.4,9,+3.2,3,+9.4%,14,+30.4
Andre Miller,32.6,PHI,Point,257,1,+24.4,34,+1.1,100,-12.1%,40,+5.1,91,-2.7,98,-34.0%,79,-38.1,5,+3.8,99,-23.6%,19,+25.3
Brad Miller,32.6,CHI,Big,185,97,-16.7,36,+0.9,35,+0.7%,42,+3.4,11,+2.2,47,+0.1%,11,+56.3,68,-1.1,91,-8.9%,67,-12.9
Paul Millsap,23.7,UTA,Big,155,44,+0.4,90,-3.5,41,+0.4%,92,-28.4,49,+0.1,84,-14.9%,47,+5.6,96,-4.2,24,+4.2%,97,-71.3
Ronald Murray,29.3,ATL,Combo,323,53,-0.5,64,-1.2,92,-3.8%,80,-18.8,80,-1.6,16,+15.2%,86,-50.0,41,+0.6,93,-10.1%,54,-0.2
Joakim Noah,23.7,CHI,Big,271,9,+11.8,59,-0.8,3,+4.4%,45,+1.7,52,-0.0,28,+10.2%,43,+9.1,49,+0.2,2,+9.5%,45,+8.2
Dirk Nowitzki,30.4,DAL,Big,393,93,-12.9,68,-1.6,70,-1.1%,69,-11.8,93,-2.9,95,-25.0%,81,-39.9,39,+0.8,48,+0.1%,39,+11.3
Jermaine O'Neal,30.1,MIA,Big,161,79,-6.5,93,-4.5,47,-0.0%,76,-17.2,73,-1.2,31,+7.2%,47,+5.8,91,-3.0,6,+7.9%,78,-23.7
Lamar Odom,29.0,LAL,Big,733,70,-3.9,45,+0.2,91,-3.6%,50,-0.7,78,-1.6,62,-4.9%,82,-39.9,26,+1.7,81,-4.9%,30,+17.8
Travis Outlaw,24.1,POR,Forward,166,68,-3.5,47,+0.1,45,+0.3%,47,+0.9,33,+0.7,7,+25.0%,83,-42.9,72,-1.2,74,-3.8%,83,-26.5
Zaza Pachulia,24.7,ATL,Big,249,66,-3.2,66,-1.5,69,-1.1%,95,-32.8,90,-2.6,34,+6.2%,98,-88.8,29,+1.3,66,-2.1%,52,+1.4
Tony Parker,26.5,SAS,Point,181,89,-11.8,86,-3.2,95,-4.3%,71,-12.3,92,-2.8,92,-22.2%,61,-16.7,60,-0.4,53,-0.8%,66,-12.0
Chris Paul,23.5,NOH,Point,201,22,+5.7,97,-6.2,97,-5.9%,27,+16.7,0,,0,+59.5%,0,,100,-9.4,100,-30.2%,37,+12.1
Kendrick Perkins,24.0,BOS,Big,511,84,-8.2,28,+1.5,12,+2.7%,37,+6.8,81,-1.7,16,+15.4%,68,-25.7,13,+2.9,22,+4.5%,18,+27.3
Paul Pierce,31.1,BOS,Wing,555,66,-3.1,35,+1.0,9,+2.9%,57,-4.3,72,-1.1,22,+12.2%,84,-46.3,18,+2.3,23,+4.4%,28,+20.5
Mickael Pietrus,26.7,ORL,Wing,609,41,+0.9,73,-2.0,72,-1.3%,61,-7.8,47,+0.1,60,-4.7%,35,+20.0,81,-1.9,56,-1.1%,77,-19.7
James Posey,31.8,NOH,Wing,113,94,-13.1,60,-0.8,56,-0.6%,88,-26.7,35,+0.6,90,-20.9%,52,0.0,82,-2.0,44,+0.6%,96,-51.5
Tayshaun Prince,28.7,DET,Forward,128,40,+1.7,16,+2.9,23,+1.7%,15,+27.8,29,+0.8,72,-8.9%,8,+65.7,21,+2.1,7,+7.9%,33,+15.7
Joel Przybilla,29.1,POR,Big,161,8,+14.0,66,-1.5,20,+1.8%,90,-27.3,15,+1.9,61,-4.8%,2,+125.0,90,-3.0,5,+8.2%,97,-69.5
JJ Redick,24.4,ORL,Combo,320,73,-4.6,33,+1.2,58,-0.7%,28,+13.5,20,+1.3,65,-6.3%,10,+58.1,54,+0.0,69,-2.4%,55,-0.6
Rajon Rondo,22.7,BOS,Point,576,82,-7.9,10,+3.9,9,+3.0%,3,+46.5,62,-0.7,9,+23.8%,49,+3.0,4,+3.9,3,+8.9%,3,+66.4
Derrick Rose,20.1,CHI,Point,313,67,-3.3,81,-2.8,63,-0.9%,82,-19.2,83,-1.9,57,-3.3%,66,-21.0,83,-2.0,27,+3.8%,91,-35.6
Brandon Roy,24.3,POR,Wing,237,59,-1.7,1,+7.2,97,-5.3%,1,+67.9,3,+2.9,96,-25.0%,7,+83.3,2,+4.5,75,-3.8%,2,+71.8
John Salmons,28.9,CHI,Wing,312,4,+18.6,7,+4.4,22,+1.7%,5,+43.6,3,+3.1,47,-0.4%,16,+50.7,28,+1.5,15,+5.5%,7,+39.9
Brian Scalabrine,30.6,BOS,Forward,240,29,+4.3,83,-2.8,87,-2.6%,60,-7.6,22,+1.2,56,-2.9%,20,+44.2,95,-3.8,68,-2.4%,91,-38.1
Luis Scola,28.5,HOU,Big,416,28,+4.5,38,+0.8,30,+1.1%,54,-2.3,69,-0.9,80,-11.4%,59,-13.4,30,+1.3,26,+3.9%,46,+6.4
JR Smith,23.1,DEN,Wing,409,23,+5.6,28,+1.4,76,-1.5%,30,+9.7,46,+0.2,76,-9.7%,50,+2.2,27,+1.6,77,-3.8%,40,+11.0
Joe Smith,33.3,CLE,Big,205,91,-12.8,47,-0.0,15,+2.4%,73,-15.3,17,+1.6,10,+21.0%,19,+45.5,80,-1.9,9,+7.5%,93,-44.2
Josh Smith,22.9,ATL,Big,409,97,-20.0,31,+1.2,21,+1.7%,21,+21.0,31,+0.7,70,-7.6%,32,+25.0,41,+0.7,21,+4.9%,24,+22.2
Peja Stojakovic,31.4,NOH,Forward,162,16,+9.2,77,-2.3,10,+2.9%,63,-8.3,86,-2.1,77,-10.1%,34,+23.8,50,+0.2,10,+7.4%,80,-24.1
Rodney Stuckey,22.5,DET,Combo,127,49,-0.2,97,-5.9,78,-1.6%,74,-15.4,68,-0.9,78,-10.1%,16,+50.0,97,-5.1,84,-6.0%,94,-44.4
Wally Szczerbiak,31.7,CLE,Wing,134,3,+20.0,2,+6.1,6,+3.5%,9,+38.6,4,+2.7,2,+38.8%,9,+62.7,11,+2.9,29,+3.5%,17,+27.5
Jason Terry,31.1,DAL,Wing,322,6,+15.6,8,+4.2,16,+2.1%,18,+22.3,7,+2.5,40,+3.2%,22,+43.9,15,+2.7,35,+2.2%,27,+20.7
Tyrus Thomas,22.2,CHI,Big,187,13,+10.1,62,-1.0,46,+0.0%,72,-13.3,88,-2.3,74,-9.3%,89,-54.3,33,+1.1,4,+8.7%,56,-0.9
Hedo Turkoglu,29.6,ORL,Wing,931,34,+3.2,48,-0.1,39,+0.5%,53,-2.1,57,-0.4,46,+0.4%,66,-22.3,53,+0.1,62,-1.7%,51,+1.4
Anderson Varejao,26.1,CLE,Big,419,81,-7.8,54,-0.5,91,-3.4%,34,+8.1,85,-2.0,94,-22.6%,85,-48.8,24,+1.8,89,-8.4%,10,+35.3
Sasha Vujacic,24.7,LAL,Combo,235,34,+3.0,84,-3.1,53,-0.4%,91,-28.0,53,-0.1,45,+0.7%,53,-5.7,84,-2.4,66,-2.1%,90,-32.7
Dwyane Wade,26.8,MIA,Wing,284,99,-23.8,98,-6.4,68,-1.0%,97,-46.9,99,-4.0,49,-1.0%,97,-86.4,86,-2.6,85,-6.5%,89,-29.0
Von Wafer,23.3,HOU,Wing,164,61,-2.0,39,+0.8,62,-0.8%,28,+13.4,5,+2.7,14,+15.9%,18,+46.5,76,-1.6,88,-7.1%,76,-19.7
Ben Wallace,34.1,CLE,Big,176,5,+16.0,25,+1.9,3,+4.2%,38,+6.6,24,+1.1,6,+28.7%,28,+33.7,42,+0.5,8,+7.9%,62,-7.1
Rasheed Wallace,34.1,DET,Big,121,22,+5.8,95,-4.9,7,+3.0%,98,-64.0,27,+1.0,4,+30.3%,86,-50.0,98,-5.9,71,-2.9%,98,-77.8
Luke Walton,28.6,LAL,Wing,316,59,-1.6,59,-0.7,75,-1.5%,70,-12.3,70,-0.9,59,-4.4%,71,-28.0,57,-0.2,67,-2.4%,64,-8.4
David West,28.2,NOH,Big,178,3,+23.5,6,+4.6,80,-1.7%,3,+56.0,1,+4.2,1,+49.0%,12,+55.6,40,+0.8,84,-6.3%,3,+57.8
Delonte West,25.3,CLE,Combo,589,76,-4.8,4,+5.1,4,+4.1%,8,+41.2,47,+0.1,8,+24.4%,95,-77.8,0,+5.8,13,+6.6%,1,+83.3
Deron Williams,24.4,UTA,Point,210,90,-12.0,94,-4.7,89,-2.9%,66,-11.3,77,-1.4,30,+7.6%,74,-33.3,89,-3.0,97,-14.5%,59,-3.7
Lou Williams,22.0,PHI,Combo,148,84,-8.8,19,+2.5,22,+1.7%,7,+41.4,13,+2.2,48,-0.4%,3,+90.3,46,+0.4,38,+1.6%,35,+13.8
Mo Williams,25.9,CLE,Point,540,72,-4.2,78,-2.5,96,-4.4%,46,+1.4,67,-0.8,75,-9.4%,69,-26.6,73,-1.2,94,-10.2%,32,+16.6
Metta World Peace,29.0,HOU,Forward,487,69,-3.7,72,-2.0,49,-0.2%,77,-17.5,97,-3.9,87,-17.6%,77,-35.3,28,+1.6,9,+7.8%,21,+24.6
Antoine Wright,24.7,DAL,Wing,151,33,+3.2,65,-1.5,72,-1.4%,41,+4.8,61,-0.6,68,-7.5%,53,-5.3,55,-0.2,37,+2.0%,28,+18.6
Yao Ming,28.1,HOU,Big,322,60,-1.9,58,-0.7,61,-0.8%,56,-2.6,66,-0.8,20,+13.0%,80,-38.1,62,-0.4,78,-4.1%,53,0.0
Thaddeus Young,20.4,PHI,Forward,229,78,-6.3,100,-8.6,77,-1.6%,100,-88.9,95,-3.3,35,+5.5%,97,-84.6,97,-5.4,90,-8.5%,99,-90.5
