Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Rasual Butler,29.4,NOH,Wing,155,93,+14.2,58,+0.4,12,-3.4%,66,+10.7,93,+2.8,12,-15.0%,88,+62.5,9,-3.1,18,-5.4%,25,-17.4
Andrew Bynum,21.0,LAL,Big,399,16,-8.0,72,+2.2,80,+3.0%,63,+9.3,58,+0.5,53,+0.4%,61,+15.0,78,+1.5,94,+11.3%,59,+7.9
Anthony Carter,33.4,DEN,Point,212,47,+0.7,20,-2.0,40,-0.6%,22,-24.8,16,-1.7,28,-7.4%,21,-38.4,45,+0.0,49,+0.3%,28,-14.2
Mario Chalmers,22.5,MIA,Point,230,66,+4.8,54,+0.1,59,+1.2%,68,+11.7,61,+0.6,1,-34.3%,74,+33.3,36,-0.5,68,+4.0%,52,+1.8
Daequan Cook,21.5,MIA,Wing,142,10,-10.3,43,-0.4,37,-0.9%,43,-4.3,36,-0.4,95,+28.6%,31,-20.0,44,-0.0,24,-4.5%,54,+3.2
Samuel Dalembert,28.5,PHI,Big,133,36,-3.2,89,+3.8,16,-3.1%,84,+37.0,29,-1.0,4,-24.0%,79,+44.3,94,+4.4,38,-2.2%,87,+43.3
Erick Dampier,33.3,DAL,Big,254,79,+8.8,73,+2.2,75,+2.4%,74,+18.3,85,+2.1,76,+8.8%,83,+52.1,47,+0.1,72,+5.1%,50,+0.8
Glen Davis,22.8,BOS,Big,509,81,+9.2,59,+0.5,66,+1.5%,47,-1.6,81,+1.7,26,-7.7%,82,+51.8,29,-1.0,52,+0.8%,20,-24.3
Tim Duncan,32.5,SAS,Big,163,97,+21.5,74,+2.3,85,+3.6%,60,+8.8,78,+1.6,83,+13.2%,78,+41.7,53,+0.4,82,+8.1%,28,-14.3
Maurice Evans,30.0,ATL,Wing,244,21,-5.8,66,+1.3,28,-1.5%,59,+8.6,51,+0.3,84,+13.3%,51,+5.9,65,+0.7,30,-3.2%,57,+5.4
Jordan Farmar,21.9,LAL,Point,246,22,-5.6,53,-0.1,47,+0.1%,56,+7.3,69,+1.0,74,+7.8%,65,+19.2,28,-1.1,32,-3.0%,47,-2.6
Rudy Fernandez,23.6,POR,Wing,158,22,-5.8,28,-0.8,26,-1.9%,72,+14.6,55,+0.4,33,-5.2%,57,+11.1,23,-1.2,11,-8.2%,66,+11.9
Michael Finley,35.7,SAS,Forward,143,15,-8.5,56,+0.3,94,+5.9%,16,-30.0,19,-1.5,93,+25.9%,3,-81.8,77,+1.4,97,+13.6%,29,-13.6
Derek Fisher,34.2,LAL,Point,635,41,-1.1,22,-1.9,35,-1.2%,26,-19.0,11,-2.1,47,-1.6%,16,-49.5,46,+0.0,44,-0.9%,48,-1.8
Pau Gasol,28.3,LAL,Big,926,55,+2.5,61,+0.7,15,-3.3%,67,+11.4,37,-0.3,73,+7.6%,34,-17.6,54,+0.4,6,-10.8%,72,+17.3
Daniel Gibson,22.7,CLE,Combo,152,48,+0.9,91,+4.4,8,-3.8%,85,+39.4,59,+0.5,30,-6.0%,55,+10.4,93,+3.7,19,-5.4%,90,+51.0
Ben Gordon,25.6,CHI,Wing,303,72,+5.5,52,-0.1,18,-2.8%,36,-8.9,52,+0.4,58,+1.8%,41,-14.0,33,-0.7,4,-11.4%,34,-11.6
Marcin Gortat,24.7,ORL,Big,263,80,+8.8,21,-2.0,55,+0.8%,28,-18.2,62,+0.7,64,+3.4%,52,+6.3,10,-2.7,59,+1.9%,14,-31.7
Willie Green,27.3,PHI,Wing,147,24,-5.3,90,+4.0,3,-5.7%,90,+46.4,89,+2.3,9,-19.7%,93,+90.9,76,+1.4,3,-11.5%,73,+21.0
Richard Hamilton,30.7,DET,Wing,153,0,-34.7,6,-4.8,29,-1.4%,3,-51.4,3,-3.1,17,-12.1%,9,-66.7,15,-2.0,73,+5.6%,2,-72.2
Udonis Haslem,28.4,MIA,Big,203,94,+14.2,16,-2.5,73,+2.1%,7,-45.0,25,-1.1,34,-4.8%,12,-58.3,22,-1.4,75,+5.7%,9,-39.3
Chuck Hayes,25.4,HOU,Big,168,38,-2.5,62,+0.8,27,-1.6%,71,+14.1,59,+0.5,34,-5.0%,35,-16.7,56,+0.5,15,-7.2%,74,+23.3
Nene Hilario,26.1,DEN,Big,521,28,-4.2,78,+2.5,93,+5.5%,58,+8.1,79,+1.6,77,+9.8%,60,+14.0,70,+0.9,89,+10.0%,56,+5.2
Kirk Hinrich,27.8,CHI,Combo,207,62,+3.9,31,-0.8,54,+0.7%,42,-4.4,91,+2.5,78,+12.0%,87,+61.1,7,-3.2,31,-3.1%,15,-31.3
Al Horford,22.4,ATL,Big,251,34,-3.7,53,+0.1,68,+1.8%,53,+2.6,22,-1.4,59,+1.9%,26,-27.0,73,+1.3,69,+4.1%,69,+13.7
Eddie House,30.5,BOS,Combo,224,27,-4.3,65,+1.0,16,-3.0%,66,+10.9,38,-0.3,67,+5.5%,47,-5.2,67,+0.8,29,-3.3%,66,+10.5
Dwight Howard,22.9,ORL,Big,900,9,-10.8,67,+1.7,41,-0.6%,69,+12.4,27,-1.0,46,-1.6%,37,-15.5,85,+2.7,34,-2.8%,78,+27.5
Josh Howard,28.5,DAL,Wing,294,39,-2.5,60,+0.6,74,+2.1%,50,+1.4,63,+0.7,2,-30.7%,68,+21.3,41,-0.2,66,+3.3%,40,-9.3
Andre Iguodala,24.8,PHI,Wing,268,31,-3.9,14,-2.8,99,+8.6%,0,-87.7,99,,100,+55.6%,99,,2,-4.9,83,+8.3%,0,-100.0
Zydrunas Ilgauskas,33.4,CLE,Big,406,82,+9.3,91,+4.5,65,+1.5%,88,+45.6,90,+2.4,61,+2.7%,91,+74.7,81,+2.2,60,+2.4%,82,+33.9
LeBron James,23.8,CLE,Forward,578,76,+7.4,97,+7.2,33,-1.4%,95,+62.0,60,+0.5,38,-4.3%,63,+15.9,99,+6.8,17,-5.6%,96,+81.2
Anthony Johnson,34.1,ORL,Point,277,41,-1.3,64,+0.9,31,-1.4%,70,+13.7,56,+0.4,42,-2.3%,69,+23.1,59,+0.5,35,-2.7%,63,+9.9
Joe Johnson,27.3,ATL,Wing,428,16,-8.3,23,-1.9,51,+0.5%,12,-34.1,50,+0.3,7,-21.7%,28,-25.5,13,-2.3,25,-4.3%,11,-37.9
Dahntay Jones,27.8,DEN,Wing,262,23,-5.4,30,-0.8,79,+2.8%,46,-2.1,78,+1.4,78,+11.4%,53,+8.1,26,-1.1,64,+3.2%,51,+1.5
James Jones,28.1,MIA,Wing,234,83,+10.1,34,-0.7,25,-2.1%,45,-4.0,42,-0.2,8,-21.3%,39,-14.3,37,-0.5,46,-0.3%,52,+1.8
Jason Kidd,35.6,DAL,Point,386,26,-4.5,40,-0.5,72,+1.9%,28,-17.3,75,+1.3,41,-2.6%,72,+26.7,16,-1.8,48,+0.2%,7,-41.9
Andrei Kirilenko,27.7,UTA,Forward,135,25,-5.2,5,-4.9,22,-2.5%,18,-28.6,12,-2.1,36,-4.5%,20,-39.2,12,-2.4,12,-7.7%,24,-17.6
Linas Kleiza,23.8,DEN,Forward,181,44,+0.1,76,+2.4,21,-2.6%,62,+9.2,71,+1.1,14,-14.0%,78,+39.4,59,+0.5,22,-5.0%,33,-11.7
Kyle Korver,27.6,UTA,Wing,136,65,+4.2,70,+1.8,76,+2.6%,57,+7.5,86,+2.2,97,+34.3%,76,+35.3,31,-0.9,62,+3.0%,19,-25.0
Carl Landry,25.1,HOU,Big,220,61,+3.6,16,-2.3,91,+5.0%,9,-37.1,73,+1.1,86,+18.4%,80,+46.0,6,-3.3,91,+10.3%,3,-66.0
Courtney Lee,23.1,ORL,Wing,548,67,+4.9,35,-0.7,45,+0.0%,39,-8.1,46,+0.0,29,-6.2%,46,-5.4,35,-0.6,45,-0.9%,41,-8.6
Rashard Lewis,29.2,ORL,Big,983,53,+1.7,41,-0.5,59,+1.2%,41,-5.1,16,-1.8,37,-4.4%,14,-55.9,79,+1.6,57,+1.7%,77,+27.2
Kyle Lowry,22.6,HOU,Point,228,34,-3.5,45,-0.3,78,+2.7%,40,-7.8,32,-0.6,71,+6.7%,47,-5.4,49,+0.3,78,+6.5%,71,+15.8
Stephon Marbury,31.7,BOS,Combo,156,4,-13.6,36,-0.6,44,-0.2%,55,+6.6,23,-1.3,66,+4.7%,44,-9.0,71,+0.9,36,-2.3%,72,+19.5
Kenyon Martin,30.8,DEN,Big,536,20,-6.3,1,-6.6,11,-3.4%,20,-26.2,5,-3.0,56,+1.3%,19,-39.7,16,-1.9,21,-5.1%,45,-4.6
Roger Mason Jr.,28.1,SAS,Wing,108,75,+7.0,50,-0.1,2,-7.2%,65,+9.9,9,-2.3,0,-36.9%,16,-50.0,84,+2.6,23,-4.5%,88,+46.0
Antonio McDyess,34.2,DET,Big,135,3,-14.6,8,-4.6,1,-7.4%,23,-20.6,68,+1.0,62,+2.9%,64,+16.7,0,-5.9,0,-34.3%,8,-41.8
Andre Miller,32.6,PHI,Point,257,43,-0.8,99,+9.4,72,+2.1%,98,+89.6,98,+4.4,85,+16.2%,98,+164.7,97,+5.2,74,+5.7%,93,+59.3
Brad Miller,32.6,CHI,Big,185,71,+5.4,98,+8.0,96,+6.9%,89,+45.6,94,+2.9,79,+12.0%,90,+68.8,96,+5.2,97,+13.4%,85,+42.8
Paul Millsap,23.7,UTA,Big,155,45,+0.2,41,-0.5,20,-2.7%,33,-11.4,17,-1.7,16,-12.5%,29,-23.9,62,+0.6,26,-4.1%,39,-10.1
Ronald Murray,29.3,ATL,Combo,323,85,+11.5,96,+6.5,13,-3.3%,91,+47.1,72,+1.1,22,-9.2%,72,+28.6,98,+5.7,10,-8.5%,94,+60.6
Joakim Noah,23.7,CHI,Big,271,9,-10.6,38,-0.6,4,-5.5%,73,+16.2,21,-1.4,22,-9.4%,35,-16.7,57,+0.5,2,-15.2%,75,+24.6
Dirk Nowitzki,30.4,DAL,Big,393,70,+5.4,3,-5.8,84,+3.6%,3,-47.9,3,-3.6,9,-18.7%,11,-66.2,14,-2.2,92,+10.8%,13,-33.3
Jermaine O'Neal,30.1,MIA,Big,161,73,+5.9,71,+1.9,42,-0.4%,81,+33.0,74,+1.2,10,-17.0%,86,+58.3,66,+0.7,66,+3.6%,78,+27.3
Lamar Odom,29.0,LAL,Big,733,84,+10.2,11,-3.5,47,+0.2%,15,-30.7,41,-0.2,39,-3.8%,43,-10.3,9,-2.7,37,-2.3%,9,-40.5
Travis Outlaw,24.1,POR,Forward,166,57,+2.5,81,+3.1,77,+2.6%,79,+28.6,92,+2.7,87,+19.2%,89,+65.9,53,+0.4,65,+3.3%,30,-13.3
Zaza Pachulia,24.7,ATL,Big,249,77,+7.8,48,-0.2,10,-3.5%,49,-0.8,67,+0.8,13,-14.4%,66,+20.0,32,-0.8,14,-7.3%,43,-7.4
Tony Parker,26.5,SAS,Point,181,97,+21.7,69,+1.7,97,+7.7%,83,+35.0,95,+3.0,96,+31.7%,97,+146.2,19,-1.6,98,+14.9%,34,-11.5
Chris Paul,23.5,NOH,Point,201,99,+26.7,100,,100,+12.0%,100,,99,,99,+48.0%,99,,100,,100,+27.0%,99,
Kendrick Perkins,24.0,BOS,Big,511,37,-2.9,10,-3.6,62,+1.4%,9,-38.1,18,-1.5,49,-1.3%,22,-36.2,27,-1.1,63,+3.0%,21,-23.9
Paul Pierce,31.1,BOS,Wing,555,66,+4.8,83,+3.3,43,-0.3%,77,+22.0,64,+0.7,20,-11.3%,67,+20.4,88,+2.8,54,+0.9%,79,+28.4
Mickael Pietrus,26.7,ORL,Wing,609,53,+1.8,63,+0.8,39,-0.7%,64,+9.6,44,-0.2,41,-2.5%,49,0.0,68,+0.9,42,-1.1%,68,+13.6
James Posey,31.8,NOH,Wing,113,12,-9.8,84,+3.5,98,+7.8%,21,-25.0,80,+1.6,92,+23.8%,71,+25.0,72,+1.0,96,+12.9%,4,-57.1
Tayshaun Prince,28.7,DET,Forward,128,5,-11.5,24,-1.8,34,-1.2%,16,-30.0,34,-0.5,98,+40.3%,22,-33.3,17,-1.8,5,-10.8%,16,-30.6
Joel Przybilla,29.1,POR,Big,161,47,+0.7,55,+0.2,87,+3.9%,11,-35.0,40,-0.3,87,+19.2%,6,-70.5,60,+0.5,78,+6.2%,46,-2.8
JJ Redick,24.4,ORL,Combo,320,30,-3.9,28,-0.8,57,+1.0%,34,-11.0,53,+0.4,80,+12.4%,50,+3.1,25,-1.1,67,+3.8%,26,-17.0
Rajon Rondo,22.7,BOS,Point,576,89,+12.4,46,-0.3,90,+4.6%,31,-12.0,70,+1.0,59,+2.1%,59,+13.3,24,-1.1,90,+10.2%,18,-25.2
Derrick Rose,20.1,CHI,Point,313,64,+4.1,49,-0.1,67,+1.8%,59,+8.8,2,-3.7,90,+21.1%,1,-106.4,91,+3.1,79,+6.5%,91,+57.9
Brandon Roy,24.3,POR,Wing,237,98,+21.9,72,+1.9,84,+3.5%,75,+18.7,34,-0.5,24,-8.1%,24,-30.8,84,+2.5,86,+9.5%,97,+133.3
John Salmons,28.9,CHI,Wing,312,17,-7.6,2,-6.6,24,-2.2%,14,-32.5,10,-2.2,72,+6.9%,27,-26.7,4,-3.6,61,+2.8%,16,-31.2
Brian Scalabrine,30.6,BOS,Forward,240,72,+5.5,88,+3.8,38,-0.7%,82,+34.4,66,+0.8,52,-0.2%,53,+8.3,82,+2.4,55,+1.0%,86,+42.8
Luis Scola,28.5,HOU,Big,416,69,+5.0,85,+3.5,14,-3.3%,91,+51.2,48,+0.1,48,-1.5%,45,-7.8,91,+3.3,13,-7.4%,92,+58.9
JR Smith,23.1,DEN,Wing,409,51,+1.3,57,+0.4,41,-0.5%,47,-1.7,28,-1.0,50,-1.0%,42,-12.8,51,+0.4,56,+1.3%,44,-5.6
Joe Smith,33.3,CLE,Big,205,28,-4.2,4,-5.3,34,-1.2%,2,-54.4,13,-2.0,25,-7.8%,13,-58.3,5,-3.5,28,-3.5%,5,-54.4
Josh Smith,22.9,ATL,Big,409,19,-6.4,32,-0.7,81,+3.0%,27,-18.7,26,-1.1,81,+12.4%,7,-70.0,47,+0.2,53,+0.8%,47,-2.3
Peja Stojakovic,31.4,NOH,Forward,162,1,-21.8,3,-6.1,49,+0.2%,6,-45.7,20,-1.4,5,-23.2%,7,-70.0,1,-5.3,59,+2.2%,6,-43.9
Rodney Stuckey,22.5,DET,Combo,127,11,-10.1,33,-0.7,61,+1.4%,30,-12.7,15,-1.8,17,-12.1%,9,-66.7,66,+0.7,70,+4.3%,59,+6.7
Wally Szczerbiak,31.7,CLE,Wing,134,13,-9.6,25,-1.8,9,-3.7%,38,-8.1,31,-0.8,45,-1.9%,48,-0.9,28,-1.0,27,-3.9%,32,-12.0
Jason Terry,31.1,DAL,Wing,322,8,-11.0,27,-1.4,22,-2.6%,37,-8.3,47,+0.1,40,-3.5%,56,+10.6,21,-1.5,39,-1.8%,23,-18.2
Tyrus Thomas,22.2,CHI,Big,187,18,-7.2,19,-2.1,66,+1.6%,22,-23.2,14,-2.0,31,-5.8%,18,-40.9,42,-0.2,93,+11.2%,27,-15.8
Hedo Turkoglu,29.6,ORL,Wing,931,59,+2.9,42,-0.4,48,+0.2%,48,-0.9,57,+0.4,60,+2.3%,54,+10.4,30,-0.9,53,+0.8%,42,-7.6
Anderson Varejao,26.1,CLE,Big,419,78,+8.2,97,+7.9,95,+6.3%,96,+66.4,91,+2.6,66,+5.2%,85,+57.6,97,+5.4,85,+8.8%,95,+73.0
Sasha Vujacic,24.7,LAL,Combo,235,42,-0.9,59,+0.6,69,+1.8%,52,+1.6,77,+1.4,69,+5.9%,77,+36.3,38,-0.3,72,+5.1%,36,-10.8
Dwyane Wade,26.8,MIA,Wing,284,95,+14.9,66,+1.2,88,+4.0%,99,+90.9,83,+1.8,68,+5.6%,95,+100.0,34,-0.6,81,+8.0%,99,
Von Wafer,23.3,HOU,Wing,164,6,-11.2,17,-2.3,91,+4.8%,13,-33.7,35,-0.5,91,+21.7%,38,-14.7,18,-1.6,88,+9.9%,22,-22.5
Ben Wallace,34.1,CLE,Big,176,14,-9.2,0,-7.0,3,-5.7%,1,-67.0,8,-2.6,43,-2.2%,7,-70.0,3,-4.5,9,-8.5%,3,-69.9
Rasheed Wallace,34.1,DET,Big,121,2,-19.8,15,-2.6,70,+1.8%,10,-35.5,4,-3.1,94,+27.1%,0,-128.6,74,+1.3,71,+4.4%,70,+14.3
Luke Walton,28.6,LAL,Wing,316,50,+1.0,37,-0.6,32,-1.4%,54,+3.3,65,+0.7,16,-13.1%,75,+34.4,22,-1.3,33,-3.0%,31,-13.2
David West,28.2,NOH,Big,178,100,+28.4,29,-0.8,53,+0.6%,29,-17.1,1,-4.1,65,+4.5%,4,-77.8,87,+2.7,84,+8.6%,64,+10.0
Delonte West,25.3,CLE,Combo,589,56,+2.5,93,+5.3,92,+5.3%,86,+39.7,97,+4.0,89,+19.7%,97,+140.5,50,+0.3,91,+10.8%,37,-10.7
Deron Williams,24.4,UTA,Point,210,7,-11.1,79,+2.6,89,+4.4%,72,+14.3,76,+1.3,53,+0.5%,70,+24.0,78,+1.5,95,+12.7%,64,+10.0
Lou Williams,22.0,PHI,Combo,148,52,+1.6,9,-4.5,86,+3.7%,5,-46.4,9,-2.6,75,+7.9%,3,-90.9,20,-1.5,84,+8.7%,22,-21.0
Mo Williams,25.9,CLE,Point,540,84,+10.5,7,-4.7,83,+3.5%,8,-43.3,47,+0.1,44,-2.0%,57,+11.1,3,-4.6,87,+9.8%,1,-77.0
Metta World Peace,29.0,HOU,Forward,487,78,+8.2,82,+3.2,0,-8.5%,80,+32.7,72,+1.1,3,-25.2%,84,+52.2,80,+1.7,1,-16.8%,58,+6.0
Antoine Wright,24.7,DAL,Wing,151,40,-2.0,18,-2.1,78,+2.8%,24,-19.8,6,-2.8,97,+35.6%,5,-75.5,64,+0.7,80,+6.8%,62,+9.8
Yao Ming,28.1,HOU,Big,322,59,+3.1,26,-1.5,63,+1.5%,25,-19.3,24,-1.2,23,-8.1%,32,-19.2,39,-0.3,76,+5.8%,49,0.0
Thaddeus Young,20.4,PHI,Forward,229,35,-3.2,95,+6.3,56,+0.9%,97,+85.3,82,+1.8,21,-10.8%,94,+91.4,95,+4.8,58,+1.9%,97,+95.5
