Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Danilo Gallinari,32.2,ATL,Big,441,50,-0.7,30,-1.3,20,-2.5%,42,-6.9,26,-1.0,50,+0.4%,35,-7.4,44,-0.4,25,-3.7%,45,-5.7
Paul George,30.5,LAC,Forward,776,68,+6.1,9,-4.4,76,+2.0%,7,-39.5,34,-0.7,75,+11.0%,8,-71.8,10,-3.5,43,-1.1%,18,-32.8
Taj Gibson,35.4,NYK,Big,137,59,+3.0,18,-3.3,38,-0.2%,13,-29.8,79,+1.6,28,-7.8%,86,+70.8,4,-5.2,26,-3.4%,2,-78.9
Rudy Gobert,28.4,UTA,Big,375,58,+2.9,21,-2.7,25,-1.9%,14,-27.7,13,-1.8,43,-1.5%,10,-65.2,34,-1.0,10,-8.0%,24,-22.0
Aaron Gordon,25.1,DEN,Forward,298,26,-5.8,34,-1.2,55,+0.8%,33,-13.3,61,+0.5,53,+0.7%,47,+3.8,27,-1.9,37,-1.8%,30,-17.5
Danny Green,33.4,PHI,Forward,198,97,+26.3,19,-3.0,84,+3.4%,23,-17.4,82,+1.7,85,+17.4%,46,+2.1,5,-4.7,86,+7.2%,16,-35.5
JaMychal Green,30.4,DEN,Big,186,73,+8.3,67,+1.1,65,+1.1%,59,+2.4,45,-0.2,62,+5.6%,39,-4.5,74,+1.4,57,+0.7%,66,+12.3
Jeff Green,34.2,BKN,Big,147,16,-10.8,18,-3.0,53,+0.6%,21,-19.3,44,-0.3,44,-1.4%,34,-7.9,14,-3.3,39,-1.4%,15,-36.0
Blake Griffin,31.6,BKN,Big,317,18,-9.6,42,-0.8,34,-1.0%,39,-7.7,58,+0.4,24,-9.5%,66,+18.7,32,-1.1,55,+0.5%,31,-17.2
Tim Hardaway Jr.,28.6,DAL,Wing,261,80,+12.5,51,+0.0,93,+5.0%,19,-21.4,54,+0.2,90,+19.8%,52,+6.3,47,-0.2,94,+10.5%,10,-42.9
James Harden,31.2,BKN,Point,311,90,+19.0,74,+2.0,21,-2.5%,74,+14.5,80,+1.6,38,-4.8%,78,+46.0,56,+0.6,23,-4.2%,54,+0.9
Joe Harris,29.2,BKN,Wing,423,54,+0.8,28,-1.8,28,-1.4%,47,-2.6,30,-0.9,20,-13.2%,34,-8.3,29,-1.4,70,+3.1%,56,+2.8
Tobias Harris,28.3,PHI,Forward,436,62,+3.3,12,-4.2,74,+2.0%,22,-17.8,8,-2.3,64,+6.4%,21,-28.6,26,-1.9,95,+11.2%,46,-5.0
George Hill,34.5,PHI,Combo,203,4,-17.5,45,-0.3,6,-6.5%,50,-0.6,39,-0.5,10,-22.0%,58,+9.0,52,+0.1,2,-16.6%,47,-4.3
Solomon Hill,29.6,ATL,Forward,138,8,-15.1,49,-0.2,27,-1.6%,54,+0.9,66,+0.9,14,-17.7%,80,+53.0,24,-2.3,20,-4.6%,12,-38.8
Jrue Holiday,30.4,MIL,Combo,900,71,+7.0,89,+4.9,70,+1.8%,85,+27.7,88,+2.5,73,+10.0%,88,+84.0,80,+2.4,66,+2.4%,64,+10.7
Dwight Howard,34.9,PHI,Big,143,1,-25.1,5,-5.2,2,-8.5%,8,-37.1,10,-2.2,8,-22.5%,17,-42.9,15,-3.0,1,-17.5%,14,-36.5
Joe Ingles,33.1,UTA,Forward,306,14,-12.0,35,-1.1,67,+1.4%,49,-1.6,86,+2.5,91,+22.2%,89,+84.3,11,-3.5,26,-3.7%,18,-33.9
Kyrie Irving,28.6,BKN,Combo,318,84,+13.5,86,+3.8,87,+4.5%,90,+33.2,94,+3.2,61,+4.9%,90,+88.0,62,+0.9,88,+8.0%,62,+7.2
Reggie Jackson,30.5,LAC,Combo,621,86,+16.4,71,+1.6,68,+1.5%,70,+11.1,91,+3.0,94,+23.1%,85,+68.8,36,-1.0,50,-0.2%,38,-8.1
LeBron James,35.8,LAL,Wing,258,98,+33.9,93,+5.2,90,+4.8%,93,+44.5,74,+1.3,48,-0.8%,64,+17.7,85,+2.7,96,+11.6%,96,+60.4
Nikola Jokic,25.7,DEN,Big,344,44,-1.6,14,-3.7,45,+0.2%,11,-35.6,42,-0.4,26,-8.9%,25,-24.0,12,-3.4,48,-0.4%,9,-43.6
Kawhi Leonard,29.3,LAC,Forward,431,58,+2.6,41,-0.8,50,+0.4%,53,+0.7,26,-1.0,29,-7.5%,30,-13.6,54,+0.4,78,+4.3%,70,+13.0
Damian Lillard,30.3,POR,Point,247,98,+30.3,98,+8.4,39,-0.1%,99,+92.0,70,+1.1,0,-46.2%,76,+45.2,100,+7.7,27,-3.2%,100,+160.0
Brook Lopez,32.6,MIL,Big,660,22,-8.7,25,-2.2,66,+1.2%,30,-14.7,40,-0.5,68,+8.5%,33,-10.1,26,-1.9,42,-1.1%,29,-18.8
Wesley Matthews,34.1,LAL,Wing,124,39,-2.7,70,+1.3,17,-2.9%,64,+6.2,78,+1.5,3,-32.2%,77,+45.8,30,-1.2,70,+3.2%,28,-19.0
CJ McCollum,29.1,POR,Combo,239,26,-7.3,33,-1.2,98,+7.5%,0,-125.9,99,,100,+65.4%,99,,18,-2.9,91,+10.2%,0,-133.3
Khris Middleton,29.2,MIL,Forward,913,14,-11.2,58,+0.5,22,-2.5%,74,+15.3,33,-0.7,6,-27.9%,49,+4.4,61,+0.8,11,-8.0%,72,+15.6
Paul Millsap,35.7,DEN,Big,106,52,+0.5,80,+2.4,47,+0.3%,79,+20.7,58,+0.5,80,+15.9%,70,+24.0,77,+2.1,47,-0.5%,80,+22.6
Marcus Morris,31.2,LAC,Big,604,6,-16.8,3,-6.4,35,-0.7%,6,-43.9,1,-3.7,38,-4.6%,2,-112.5,21,-2.6,38,-1.5%,27,-19.4
Raul Neto,28.5,WAS,Combo,149,40,-2.7,15,-3.7,42,+0.1%,14,-25.9,17,-1.3,14,-17.4%,19,-31.7,20,-2.6,34,-2.0%,23,-23.1
Georges Niang,27.4,UTA,Forward,128,18,-9.8,53,+0.2,50,+0.4%,46,-2.7,50,-0.0,70,+9.2%,82,+63.1,65,+0.9,54,+0.5%,44,-6.1
Jusuf Nurkic,26.2,POR,Big,173,79,+11.4,26,-2.2,78,+2.1%,16,-24.7,20,-1.2,77,+11.9%,3,-103.8,45,-0.4,16,-5.1%,65,+11.5
Chris Paul,35.5,PHX,Point,680,34,-3.9,27,-2.1,44,+0.2%,28,-16.1,12,-1.8,36,-5.2%,13,-59.1,38,-0.9,68,+2.6%,50,-3.0
Cameron Payne,26.2,PHX,Point,403,63,+4.1,59,+0.5,32,-1.1%,62,+5.9,51,+0.1,30,-7.4%,70,+24.4,66,+1.0,44,-1.1%,61,+7.1
Bobby Portis,25.7,MIL,Big,348,78,+11.4,24,-2.4,31,-1.2%,30,-14.9,57,+0.3,52,+0.5%,45,+1.5,17,-2.9,29,-2.7%,22,-25.4
Kristaps Porzingis,25.3,DAL,Big,232,86,+16.0,66,+1.0,62,+1.0%,67,+9.9,68,+1.0,97,+27.1%,78,+46.7,50,-0.0,36,-1.9%,62,+8.1
Norman Powell,27.4,POR,Wing,215,47,-1.2,74,+1.8,94,+5.1%,63,+6.0,62,+0.7,93,+22.5%,18,-33.3,75,+1.6,83,+6.1%,86,+30.0
Julius Randle,25.9,NYK,Big,180,49,-0.9,20,-2.7,58,+0.9%,12,-32.5,6,-2.8,32,-6.7%,5,-95.0,48,-0.1,74,+3.8%,48,-3.8
Austin Rivers,28.3,DEN,Wing,302,5,-17.0,1,-8.6,3,-7.4%,5,-49.2,7,-2.3,4,-28.7%,11,-62.7,2,-6.4,3,-15.1%,6,-52.9
Rajon Rondo,34.7,LAC,Point,220,25,-7.7,70,+1.3,19,-2.6%,68,+10.8,49,-0.1,7,-22.7%,74,+40.8,70,+1.2,58,+0.7%,57,+3.2
Derrick Rose,32.1,NYK,Point,174,21,-8.9,2,-7.3,82,+2.5%,2,-63.5,34,-0.6,22,-12.3%,58,+10.0,6,-4.7,80,+5.1%,3,-76.4
Dario Saric,26.6,PHX,Big,131,74,+8.8,17,-3.3,78,+2.1%,20,-20.1,47,-0.2,71,+9.3%,54,+6.8,25,-2.0,73,+3.6%,25,-21.7
Dennis Schroder,27.1,LAL,Point,226,20,-9.0,34,-1.1,86,+4.3%,46,-3.7,2,-3.0,78,+13.3%,12,-62.5,82,+2.5,79,+5.1%,90,+37.1
Ben Simmons,24.3,PHI,Point,402,94,+21.3,48,-0.2,100,+10.2%,26,-16.8,55,+0.3,82,+16.5%,22,-27.6,42,-0.5,100,+22.6%,38,-8.4
Marcus Smart,26.7,BOS,Combo,209,81,+12.6,55,+0.3,29,-1.4%,57,+2.0,41,-0.4,65,+7.1%,71,+25.0,78,+2.1,14,-5.6%,55,+1.9
Ish Smith,32.3,WAS,Combo,149,75,+9.5,85,+3.5,89,+4.6%,71,+12.3,52,+0.2,73,+10.0%,38,-4.8,90,+3.1,84,+6.3%,73,+16.1
Jeff Teague,32.4,MIL,Combo,100,29,-5.0,8,-4.5,9,-4.1%,27,-16.4,21,-1.2,25,-9.5%,32,-11.8,7,-4.1,35,-1.9%,21,-29.9
Tristan Thompson,29.6,BOS,Big,155,11,-12.6,26,-2.1,37,-0.3%,18,-22.2,4,-2.9,95,+25.4%,4,-100.0,64,+0.9,49,-0.3%,32,-16.4
PJ Tucker,35.5,MIL,Forward,670,66,+5.3,87,+4.1,51,+0.5%,84,+26.1,42,-0.4,51,+0.4%,40,-3.5,95,+4.1,51,+0.3%,90,+36.5
Jonas Valanciunas,28.5,MEM,Big,228,90,+18.7,72,+1.6,59,+1.0%,80,+20.9,11,-1.9,87,+17.8%,14,-48.3,84,+2.6,38,-1.5%,93,+47.2
Kemba Walker,30.5,BOS,Point,124,10,-13.6,75,+2.1,18,-2.8%,82,+21.9,22,-1.1,18,-15.0%,42,-1.0,81,+2.4,18,-5.0%,77,+20.8
Russell Westbrook,32.0,WAS,Point,252,12,-12.1,63,+0.9,91,+4.9%,65,+6.4,50,-0.1,86,+17.7%,26,-21.4,72,+1.2,81,+5.5%,68,+12.7
Lou Williams,34.0,ATL,Combo,275,46,-1.4,66,+1.1,11,-3.2%,78,+19.5,46,-0.2,31,-6.7%,38,-4.8,70,+1.2,10,-8.1%,83,+29.1
Ivica Zubac,23.6,LAC,Big,301,9,-13.8,47,-0.2,26,-1.9%,61,+5.4,28,-0.9,60,+4.4%,43,-0.3,58,+0.7,41,-1.2%,69,+12.9
Torrey Craig,29.9,PHX,Big,243,55,+1.6,32,-1.2,30,-1.2%,25,-16.9,35,-0.6,21,-12.7%,31,-12.8,50,+0.1,42,-1.1%,43,-6.3
Monte Morris,25.3,DEN,Combo,282,67,+5.8,97,+7.5,86,+3.7%,97,+68.2,89,+2.8,98,+28.1%,90,+88.0,97,+4.6,78,+4.8%,95,+59.0
Kyle Kuzma,25.3,LAL,Forward,144,42,-2.3,36,-1.1,26,-1.7%,36,-10.5,78,+1.5,33,-6.5%,62,+17.4,16,-2.9,30,-2.7%,20,-30.5
Alex Caruso,26.7,LAL,Combo,149,43,-1.8,60,+0.6,10,-4.0%,48,-1.9,53,+0.2,18,-14.2%,57,+8.3,58,+0.7,13,-7.4%,49,-3.7
Bam Adebayo,23.3,MIA,Big,132,46,-1.4,46,-0.3,90,+4.8%,22,-17.4,99,,99,+54.5%,99,,28,-1.4,12,-7.9%,26,-19.4
John Collins,23.1,ATL,Big,576,77,+9.8,22,-2.4,77,+2.0%,18,-23.7,46,-0.2,66,+7.8%,29,-16.0,38,-0.8,76,+4.2%,36,-10.3
Dillon Brooks,24.8,MEM,Wing,259,95,+22.5,96,+7.5,98,+7.8%,95,+54.3,98,+4.8,96,+27.0%,97,+120.0,53,+0.3,93,+10.4%,42,-6.4
Jayson Tatum,22.7,BOS,Forward,217,22,-8.8,46,-0.3,41,-0.0%,17,-24.0,86,+2.5,37,-5.1%,73,+33.3,31,-1.1,97,+12.6%,58,+5.1
Maxi Kleber,28.8,DAL,Big,187,34,-3.9,56,+0.4,16,-2.9%,66,+9.8,3,-3.0,10,-21.1%,1,-126.0,90,+3.3,54,+0.4%,97,+72.7
Bogdan Bogdanovic,28.2,ATL,Wing,598,61,+3.1,29,-1.6,66,+1.2%,29,-15.8,38,-0.5,70,+9.1%,16,-44.9,42,-0.5,62,+1.9%,46,-5.3
Furkan Korkmaz,23.3,PHI,Forward,180,23,-7.8,90,+4.9,85,+3.4%,89,+31.3,30,-0.9,50,+0.4%,44,+0.8,99,+5.8,90,+9.1%,94,+49.3
Luke Kennard,24.4,LAC,Combo,208,27,-5.4,42,-0.5,58,+0.9%,32,-13.8,22,-1.0,42,-1.6%,26,-21.6,51,+0.1,74,+3.7%,34,-11.9
Donovan Mitchell,24.2,UTA,Combo,345,78,+10.1,52,+0.1,54,+0.7%,51,+0.1,24,-1.0,19,-13.4%,6,-84.8,57,+0.7,66,+2.3%,78,+21.5
Royce O'Neale,27.4,UTA,Wing,402,83,+13.3,81,+2.5,15,-3.0%,88,+31.0,66,+0.9,34,-5.9%,50,+4.7,62,+0.8,19,-4.9%,82,+26.8
Kevin Huerter,22.2,ATL,Wing,556,42,-2.2,65,+1.0,72,+2.0%,60,+2.8,6,-2.4,54,+0.7%,9,-71.4,83,+2.5,86,+8.0%,85,+29.9
Trae Young,22.1,ATL,Point,603,74,+8.4,62,+0.8,75,+2.0%,66,+6.6,59,+0.5,54,+0.7%,74,+35.5,55,+0.5,82,+5.7%,52,-1.2
Luka Doncic,21.7,DAL,Wing,280,99,+43.8,91,+5.0,69,+1.5%,98,+90.0,76,+1.4,98,+27.9%,94,+111.8,92,+3.6,22,-4.3%,98,+99.1
Michael Porter,22.3,DEN,Forward,331,64,+4.7,11,-4.2,49,+0.4%,9,-37.1,19,-1.2,56,+1.5%,30,-14.3,19,-2.7,69,+3.0%,11,-41.5
Jaren Jackson,21.1,MEM,Big,183,62,+3.5,44,-0.4,70,+1.5%,44,-4.1,18,-1.2,86,+17.5%,28,-17.6,49,-0.1,72,+3.4%,50,-3.3
Landry Shamet,23.6,BKN,Wing,195,56,+1.8,38,-1.1,18,-2.8%,37,-8.7,29,-0.9,67,+8.1%,20,-29.1,46,-0.4,14,-7.2%,40,-6.7
Deandre Ayton,22.3,PHX,Big,799,31,-4.2,73,+1.7,40,-0.0%,73,+14.0,69,+1.1,63,+6.3%,46,+3.3,54,+0.5,33,-2.3%,70,+14.4
Mikal Bridges,24.2,PHX,Wing,699,35,-3.6,69,+1.1,52,+0.6%,62,+5.8,75,+1.3,66,+7.3%,50,+5.4,33,-1.1,52,+0.3%,34,-11.3
Anfernee Simons,21.4,POR,Combo,105,13,-12.1,6,-5.2,6,-5.2%,4,-49.4,9,-2.3,23,-10.9%,15,-45.2,10,-3.5,15,-5.3%,5,-60.0
Grayson Allen,25.1,MEM,Wing,145,30,-4.9,79,+2.4,14,-3.1%,78,+20.2,95,+3.9,15,-17.2%,86,+71.5,40,-0.6,18,-4.9%,39,-7.6
Jalen Brunson,24.2,DAL,Combo,109,0,-25.9,10,-4.2,12,-3.2%,3,-52.6,48,-0.2,2,-40.7%,36,-6.3,8,-4.0,50,+0.1%,2,-86.4
Bruce Brown,24.2,BKN,Forward,260,54,+0.9,61,+0.6,46,+0.2%,70,+11.4,56,+0.3,41,-2.3%,63,+17.5,66,+0.9,65,+2.2%,78,+21.6
De'Anthony Melton,22.4,MEM,Combo,104,6,-16.8,4,-5.5,63,+1.1%,6,-39.8,0,-5.6,30,-7.4%,0,-128.6,67,+1.0,92,+10.3%,66,+12.1
Shake Milton,24.1,PHI,Combo,105,2,-21.1,39,-1.0,2,-9.2%,43,-5.8,32,-0.8,13,-20.2%,66,+18.8,46,-0.2,2,-17.3%,41,-6.4
Ja Morant,21.2,MEM,Point,288,89,+18.6,99,+8.8,30,-1.3%,96,+62.5,98,+7.6,69,+8.8%,98,+176.7,41,-0.6,21,-4.4%,42,-6.4
RJ Barrett,20.4,NYK,Wing,158,65,+5.2,78,+2.4,94,+5.2%,83,+26.1,43,-0.4,58,+3.2%,23,-25.0,82,+2.5,98,+13.3%,94,+50.5
DeAndre Hunter,22.9,ATL,Forward,151,50,+0.2,38,-1.1,36,-0.6%,35,-11.0,85,+2.1,49,-0.7%,96,+114.3,23,-2.4,28,-3.0%,17,-34.1
Rui Hachimura,22.7,WAS,Big,211,45,-1.5,14,-3.9,23,-2.2%,26,-16.7,65,+0.7,81,+16.3%,65,+18.6,6,-4.5,17,-5.1%,19,-31.0
Cameron Johnson,24.7,PHX,Forward,428,41,-2.5,68,+1.1,24,-2.0%,75,+15.5,18,-1.3,46,-1.2%,37,-5.0,88,+2.8,40,-1.2%,88,+33.5
Romeo Langford,21.0,BOS,Wing,113,69,+6.1,0,-8.8,99,+9.9%,1,-73.7,16,-1.4,92,+22.4%,18,-41.4,1,-7.0,99,+21.5%,4,-63.3
Matisse Thybulle,23.7,PHI,Wing,213,2,-20.8,77,+2.2,8,-4.1%,58,+2.0,70,+1.1,39,-3.5%,61,+13.5,69,+1.1,4,-14.9%,37,-10.3
Nicolas Claxton,21.5,BKN,Big,120,60,+3.0,31,-1.2,38,-0.1%,40,-7.6,5,-2.9,57,+2.5%,6,-75.2,74,+1.5,45,-0.9%,82,+28.3
Daniel Gafford,22.1,WAS,Big,142,94,+21.8,98,+8.3,95,+5.3%,94,+48.7,97,+4.5,84,+17.4%,98,+123.0,94,+4.1,90,+8.4%,84,+29.3
Terance Mann,24.0,LAC,Wing,370,76,+9.8,83,+3.3,62,+1.0%,81,+21.2,83,+1.9,26,-9.2%,82,+61.9,76,+2.0,62,+1.2%,71,+14.7
Onyeka Okongwu,19.9,ATL,Big,152,48,-1.0,37,-1.1,54,+0.8%,38,-7.8,14,-1.5,59,+4.0%,14,-54.2,37,-0.9,53,+0.4%,51,-1.5
Tyrese Maxey,20.0,PHI,Combo,144,10,-13.0,10,-4.3,5,-6.8%,34,-11.8,27,-0.9,8,-22.5%,60,+10.9,13,-3.3,6,-11.4%,26,-20.2
Desmond Bane,22.4,MEM,Wing,153,37,-3.3,23,-2.4,10,-4.1%,31,-14.5,54,+0.3,40,-3.4%,55,+7.4,35,-1.0,7,-9.6%,35,-10.7
Facundo Campazzo,29.6,DEN,Point,268,19,-9.5,7,-4.8,33,-1.0%,10,-36.2,10,-2.2,11,-21.0%,7,-74.5,18,-2.7,34,-2.1%,22,-26.7
