Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Georges Niang,29.4,PHI,Forward,153,19,-8.3,72,+1.5,41,-0.3%,58,+3.8,57,+0.2,35,-2.5%,54,+3.3,78,+1.4,43,-0.6%,59,+3.0
Chris Paul,37.5,PHX,Point,250,72,+6.7,82,+2.5,73,+2.0%,78,+15.9,90,+2.9,27,-4.4%,92,+65.7,63,+0.2,37,-1.8%,58,+2.9
Cameron Payne,28.2,PHX,Point,146,18,-8.9,31,-1.6,6,-3.9%,46,-1.8,5,-2.4,18,-8.0%,11,-50.4,71,+0.6,27,-3.0%,74,+14.2
Bobby Portis,27.7,MIL,Big,105,92,+17.4,52,+0.1,94,+4.7%,27,-12.7,15,-1.5,54,+2.8%,15,-41.4,68,+0.4,98,+17.3%,28,-13.3
Norman Powell,29.4,LAC,Wing,167,25,-5.2,0,-6.1,92,+4.6%,0,-52.0,89,+2.5,99,+45.8%,86,+47.4,2,-7.6,28,-2.9%,3,-75.5
Taurean Prince,28.6,MIN,Forward,162,6,-15.0,1,-5.8,64,+1.5%,2,-39.1,0,-5.3,83,+13.4%,1,-98.5,38,-0.9,45,-0.3%,44,-4.8
Julius Randle,27.9,NYK,Forward,329,68,+6.2,23,-2.2,20,-1.7%,23,-14.5,8,-2.2,23,-5.4%,23,-28.2,57,-0.1,54,+1.1%,47,-3.7
D'Angelo Russell,26.7,LAL,Point,496,65,+5.3,65,+1.0,83,+3.3%,50,-0.6,71,+1.1,72,+7.8%,67,+17.4,54,-0.3,93,+7.7%,37,-10.3
Domantas Sabonis,26.5,SAC,Big,242,2,-16.6,12,-3.1,99,+7.0%,8,-31.4,48,-0.1,98,+36.8%,41,-8.3,10,-2.8,97,+9.8%,7,-39.7
Dennis Schroder,29.1,LAL,Point,447,62,+4.5,32,-1.5,10,-3.1%,40,-7.0,36,-0.6,18,-6.9%,34,-12.6,43,-0.7,5,-9.0%,53,-1.4
Marcus Smart,28.7,BOS,Point,668,39,-2.2,15,-2.7,73,+2.2%,8,-31.0,49,-0.0,78,+10.7%,38,-11.0,12,-2.4,47,-0.2%,8,-37.2
Klay Thompson,32.7,GSW,Wing,467,55,+2.8,18,-2.5,74,+2.3%,9,-27.8,13,-1.9,52,+1.9%,16,-40.3,23,-1.2,96,+9.4%,15,-28.5
Karl-Anthony Towns,27.0,MIN,Big,249,77,+7.6,11,-3.2,16,-2.2%,12,-25.2,86,+2.1,5,-18.5%,74,+24.5,3,-5.1,23,-3.3%,3,-65.6
PJ Tucker,37.5,PHI,Big,292,74,+7.3,63,+0.8,28,-1.0%,55,+1.4,75,+1.2,39,-1.3%,65,+13.7,45,-0.6,44,-0.4%,42,-6.5
Russell Westbrook,34.0,LAC,Point,192,63,+4.6,62,+0.8,52,+0.5%,75,+13.3,56,+0.2,44,0.0%,63,+10.4,78,+1.5,86,+6.1%,91,+30.8
Andrew Wiggins,27.7,GSW,Forward,441,34,-3.0,73,+1.6,30,-0.8%,87,+26.6,74,+1.2,42,-0.6%,88,+59.1,64,+0.4,11,-7.4%,80,+16.9
Cody Zeller,30.1,MIA,Big,163,56,+2.9,51,-0.0,50,+0.4%,43,-4.1,39,-0.5,31,-3.4%,25,-24.4,65,+0.4,46,-0.2%,64,+6.3
Ivica Zubac,25.6,LAC,Big,129,3,-15.5,93,+5.1,5,-4.0%,95,+40.3,87,+2.3,44,0.0%,88,+53.3,76,+1.4,10,-7.5%,83,+22.4
Gary Payton II,29.9,GSW,Wing,170,52,+2.1,53,+0.2,44,-0.0%,63,+7.1,54,+0.1,74,+8.9%,66,+14.1,56,-0.1,51,+0.7%,55,+0.3
Torrey Craig,31.9,PHX,Forward,177,42,-1.3,56,+0.6,72,+2.0%,53,+0.6,76,+1.3,30,-4.1%,69,+18.8,41,-0.8,48,+0.4%,39,-7.4
Josh Hart,27.7,NYK,Wing,352,49,+1.5,3,-4.3,11,-2.9%,11,-25.7,3,-3.7,4,-20.6%,18,-36.7,39,-0.8,60,+1.7%,24,-14.6
Bam Adebayo,25.3,MIA,Big,925,31,-3.3,43,-0.7,37,-0.6%,51,-0.3,32,-0.9,57,+3.0%,43,-6.0,63,+0.4,30,-2.8%,68,+7.9
John Collins,25.1,ATL,Big,186,8,-14.5,25,-2.1,85,+3.5%,33,-9.6,25,-1.1,28,-4.3%,29,-19.4,21,-1.4,70,+3.6%,41,-6.9
Dillon Brooks,26.8,MEM,Wing,167,5,-15.0,3,-4.8,65,+1.5%,3,-38.6,23,-1.2,14,-9.3%,12,-50.0,6,-3.3,85,+5.9%,13,-30.1
Jayson Tatum,24.7,BOS,Forward,797,63,+5.0,57,+0.6,75,+2.4%,53,+1.1,62,+0.5,78,+10.9%,68,+18.5,55,-0.2,62,+2.0%,35,-10.9
Malik Monk,24.7,SAC,Wing,205,94,+18.6,96,+6.1,4,-4.5%,88,+28.4,68,+0.8,12,-10.9%,72,+21.2,99,+5.6,57,+1.3%,95,+44.5
Bogdan Bogdanovic,30.2,ATL,Wing,182,88,+14.1,95,+5.9,63,+1.5%,89,+29.0,81,+1.8,13,-10.8%,63,+11.3,93,+3.6,66,+2.6%,94,+37.5
De'Aaron Fox,24.9,SAC,Point,269,91,+17.0,47,-0.4,82,+3.1%,63,+5.7,40,-0.5,88,+19.0%,47,-2.8,53,-0.3,82,+5.5%,62,+4.3
Derrick White,28.3,BOS,Combo,590,32,-3.2,45,-0.5,49,+0.4%,42,-6.5,28,-1.0,88,+18.2%,18,-36.6,59,+0.0,53,+1.1%,50,-2.7
Jarrett Allen,24.5,CLE,Big,190,90,+16.9,80,+2.1,0,-6.8%,80,+16.7,99,+10.9,17,-8.9%,98,+152.5,1,-7.8,29,-2.9%,1,-89.8
Luke Kennard,26.4,MEM,Combo,106,98,+30.5,98,+6.2,33,-0.7%,93,+38.6,91,+3.0,61,+3.6%,94,+83.3,89,+2.9,39,-1.7%,77,+15.5
Donovan Mitchell,26.1,CLE,Combo,206,99,+33.2,92,+5.0,98,+6.9%,96,+40.7,98,+7.8,93,+26.2%,97,+136.0,25,-1.2,100,+27.5%,0,-90.9
Royce O'Neale,29.4,BKN,Wing,118,12,-11.2,58,+0.7,2,-5.0%,60,+4.0,10,-2.1,1,-37.5%,5,-70.0,85,+2.0,2,-12.6%,63,+4.5
Kevin Huerter,24.2,SAC,Wing,184,9,-11.9,24,-2.1,78,+2.4%,36,-8.9,58,+0.3,8,-13.9%,38,-11.4,11,-2.6,38,-1.8%,34,-10.9
Trae Young,24.1,ATL,Point,266,0,-22.9,44,-0.6,91,+4.3%,23,-14.5,65,+0.8,95,+27.8%,37,-11.4,35,-0.9,78,+5.3%,30,-12.0
Robert Williams,25.0,BOS,Big,410,76,+7.6,69,+1.3,13,-2.6%,74,+12.9,38,-0.6,10,-11.9%,51,-0.2,83,+1.8,18,-4.0%,82,+18.0
Michael Porter,24.3,DEN,Wing,647,70,+6.4,54,+0.3,45,+0.1%,47,-1.6,28,-1.1,24,-5.1%,33,-16.2,75,+1.3,81,+5.5%,66,+7.1
Jaren Jackson,23.1,MEM,Big,220,3,-15.4,8,-3.6,47,+0.2%,10,-25.8,96,+4.5,71,+7.5%,95,+114.5,0,-7.9,41,-0.9%,2,-87.4
Donte DiVincenzo,25.7,GSW,Wing,207,22,-6.9,7,-3.8,57,+1.1%,3,-38.0,7,-2.3,38,-1.5%,4,-73.4,20,-1.5,71,+3.7%,18,-24.5
Josh Okogie,24.2,PHX,Forward,174,15,-10.6,21,-2.3,43,-0.1%,13,-22.4,33,-0.8,82,+12.9%,13,-45.7,22,-1.4,36,-2.3%,20,-17.9
Landry Shamet,25.6,PHX,Combo,177,53,+2.4,29,-1.8,27,-1.0%,25,-13.4,11,-2.0,21,-6.4%,13,-47.7,38,-0.8,57,+1.3%,31,-11.8
Deandre Ayton,24.3,PHX,Big,319,33,-3.1,68,+1.3,29,-0.8%,73,+12.2,88,+2.4,36,-2.3%,89,+59.6,47,-0.5,9,-7.7%,60,+3.0
Mikal Bridges,26.2,BKN,Wing,157,86,+12.8,100,+12.3,51,+0.5%,99,+81.0,98,+7.5,94,+26.5%,99,+200.0,96,+4.1,8,-7.8%,93,+37.5
Lonnie Walker,23.9,LAL,Wing,154,43,-0.4,33,-1.2,40,-0.3%,38,-7.8,34,-0.7,53,+2.2%,33,-16.8,51,-0.4,35,-2.4%,56,+0.9
Grayson Allen,27.1,MIL,Wing,149,45,+0.5,6,-3.9,28,-0.8%,13,-25.1,9,-2.1,84,+14.3%,14,-41.7,8,-3.0,50,+0.7%,10,-33.1
Troy Brown,23.3,LAL,Forward,117,23,-6.8,23,-2.2,35,-0.6%,24,-14.1,38,-0.6,6,-16.7%,48,-2.2,27,-1.1,92,+6.9%,33,-11.1
Jalen Brunson,26.2,NYK,Point,442,100,+36.1,55,+0.4,7,-3.9%,62,+4.6,73,+1.1,33,-3.1%,70,+18.9,40,-0.8,13,-6.9%,48,-3.4
Isaiah Hartenstein,24.5,NYK,Big,213,50,+1.8,78,+1.9,56,+0.9%,82,+19.2,55,+0.1,44,0.0%,48,-2.0,84,+1.9,58,+1.4%,87,+25.0
Jarred Vanderbilt,23.6,LAL,Big,269,17,-9.5,85,+2.7,76,+2.4%,73,+12.2,83,+2.0,79,+11.3%,82,+37.2,69,+0.5,65,+2.6%,46,-3.8
Bruce Brown,26.2,DEN,Wing,528,38,-2.2,67,+1.2,34,-0.7%,76,+14.1,85,+2.1,37,-2.0%,87,+53.1,42,-0.7,15,-5.1%,51,-2.6
Mitchell Robinson,24.6,NYK,Big,298,35,-3.0,38,-1.0,22,-1.7%,28,-12.4,52,+0.1,44,0.0%,52,+2.0,37,-0.9,22,-3.5%,25,-13.6
De'Anthony Melton,24.4,PHI,Combo,269,41,-2.1,36,-1.1,48,+0.2%,32,-10.4,35,-0.6,9,-13.5%,28,-22.0,29,-1.1,42,-0.7%,28,-13.2
Duncan Robinson,28.5,MIA,Wing,391,68,+6.4,48,-0.2,53,+0.5%,41,-6.8,68,+0.8,65,+4.5%,61,+9.2,43,-0.7,53,+1.0%,27,-13.4
Haywood Highsmith,25.9,MIA,Big,144,36,-2.9,83,+2.6,42,-0.2%,85,+25.3,93,+3.4,83,+13.5%,93,+71.6,46,-0.5,26,-3.1%,53,-1.9
Ja Morant,23.2,MEM,Point,187,67,+6.0,79,+2.1,95,+5.0%,48,-1.4,17,-1.4,57,+3.3%,10,-51.4,94,+3.8,98,+13.5%,88,+25.2
RJ Barrett,22.4,NYK,Wing,375,13,-10.9,10,-3.4,8,-3.8%,15,-22.0,3,-2.7,64,+4.3%,9,-54.1,49,-0.4,6,-8.8%,38,-7.9
DeAndre Hunter,24.9,ATL,Forward,246,73,+6.7,17,-2.6,9,-3.2%,26,-13.2,1,-4.0,56,+2.9%,7,-58.1,73,+1.1,8,-7.7%,73,+13.9
Darius Garland,22.8,CLE,Point,188,73,+7.1,94,+5.5,62,+1.3%,98,+52.5,97,+6.2,40,-1.2%,96,+123.5,33,-1.0,52,+1.0%,49,-3.2
Rui Hachimura,24.7,LAL,Forward,408,64,+5.1,46,-0.5,23,-1.6%,48,-1.4,8,-2.1,22,-5.8%,19,-34.9,82,+1.6,20,-3.6%,78,+16.3
Cameron Johnson,26.7,BKN,Forward,151,71,+6.7,14,-3.0,93,+4.7%,18,-20.0,18,-1.4,28,-4.4%,20,-33.3,15,-2.3,76,+4.8%,26,-13.5
Nickeil Alexander-Walker,24.2,MIN,Wing,206,82,+9.0,43,-0.7,3,-4.7%,39,-7.2,83,+2.0,58,+3.4%,81,+36.8,8,-3.2,1,-16.5%,4,-45.2
Grant Williams,23.9,BOS,Big,237,48,+1.1,59,+0.8,18,-2.1%,66,+8.5,78,+1.7,63,+4.1%,84,+45.0,28,-1.1,28,-3.0%,36,-10.5
Jordan Poole,23.4,GSW,Combo,270,33,-3.0,60,+0.8,68,+1.7%,52,-0.2,84,+2.1,80,+11.8%,85,+46.9,36,-0.9,61,+1.8%,21,-17.0
Nicolas Claxton,23.5,BKN,Big,116,57,+3.0,48,-0.3,80,+2.7%,37,-8.8,37,-0.6,93,+26.0%,73,+23.2,44,-0.6,55,+1.2%,43,-5.2
Terance Mann,26.0,LAC,Combo,132,93,+18.4,64,+1.0,84,+3.5%,56,+1.4,21,-1.3,29,-4.2%,24,-24.8,91,+3.5,80,+5.3%,88,+27.0
Caleb Martin,27.1,MIA,Forward,737,87,+13.2,49,-0.2,58,+1.1%,45,-2.0,43,-0.4,26,-4.7%,36,-12.0,67,+0.4,67,+2.6%,69,+9.9
Max Strus,26.6,MIA,Wing,707,26,-5.2,53,+0.3,38,-0.5%,64,+7.1,44,-0.4,51,+1.5%,50,-1.2,68,+0.4,34,-2.5%,68,+7.7
Gabe Vincent,26.4,MIA,Combo,716,27,-5.0,13,-3.0,8,-3.7%,18,-21.0,20,-1.3,11,-11.9%,35,-12.6,17,-1.9,13,-6.4%,14,-29.2
Anthony Edwards,21.2,MIN,Wing,279,98,+28.8,63,+0.9,48,+0.3%,67,+9.1,82,+2.0,3,-20.8%,79,+27.6,34,-0.9,88,+6.1%,52,-2.5
Onyeka Okongwu,21.9,ATL,Big,150,78,+7.7,34,-1.2,23,-1.6%,34,-9.3,60,+0.5,20,-6.5%,55,+6.1,26,-1.2,56,+1.3%,23,-16.2
Obi Toppin,24.7,NYK,Big,167,28,-4.9,84,+2.7,81,+3.0%,78,+15.1,94,+3.4,75,+9.4%,83,+41.6,31,-1.0,43,-0.6%,40,-7.1
Saddiq Bey,23.6,ATL,Forward,166,79,+8.2,28,-1.9,17,-2.1%,35,-9.2,43,-0.4,43,-0.3%,55,+6.1,30,-1.1,64,+2.3%,23,-14.7
Tyrese Maxey,22.0,PHI,Combo,419,83,+9.0,86,+3.1,46,+0.1%,83,+20.8,67,+0.8,90,+21.8%,57,+7.4,87,+2.2,3,-9.5%,86,+25.0
Immanuel Quickley,23.4,NYK,Combo,171,16,-9.7,75,+1.8,93,+4.7%,71,+11.3,88,+2.4,16,-9.0%,80,+29.3,48,-0.5,93,+8.0%,54,+0.0
Desmond Bane,24.4,MEM,Wing,231,40,-2.1,9,-3.5,61,+1.2%,5,-34.7,14,-1.6,34,-2.8%,3,-75.0,18,-1.6,16,-4.5%,19,-19.8
Xavier Tillman,23.8,MEM,Big,183,57,+3.5,91,+4.9,59,+1.1%,92,+37.9,48,-0.1,38,-1.3%,45,-5.1,98,+5.3,69,+3.6%,98,+64.5
Paul Reed,23.4,PHI,Big,145,66,+5.5,26,-2.0,12,-2.8%,20,-19.8,53,+0.1,8,-15.6%,53,+3.0,16,-2.0,40,-1.3%,8,-37.0
Evan Mobley,21.4,CLE,Big,187,54,+2.8,22,-2.2,98,+6.1%,7,-31.5,26,-1.1,53,+2.8%,21,-33.3,23,-1.3,68,+2.9%,12,-33.1
Davion Mitchell,24.2,SAC,Combo,138,7,-14.7,27,-2.0,66,+1.6%,30,-11.7,66,+0.8,33,-3.0%,68,+18.6,19,-1.5,68,+3.5%,29,-12.7
Moses Moody,20.4,GSW,Wing,135,47,+1.0,42,-0.7,25,-1.3%,14,-22.3,59,+0.4,48,+0.7%,49,-1.2,28,-1.1,25,-3.2%,9,-33.7
Quentin Grimes,22.5,NYK,Wing,240,46,+0.7,87,+3.2,88,+4.0%,81,+18.3,79,+1.8,91,+23.3%,78,+27.5,74,+1.2,73,+3.9%,73,+14.0
Jock Landale,27.0,PHX,Big,106,60,+3.9,88,+3.8,18,-2.1%,91,+37.6,13,-1.8,2,-27.0%,32,-18.3,98,+4.9,63,+2.3%,96,+49.0
Austin Reaves,24.4,LAL,Wing,617,59,+3.8,37,-1.1,68,+1.6%,38,-7.4,57,+0.3,7,-16.3%,44,-5.7,32,-1.0,49,+0.6%,38,-8.9
Keegan Murray,22.2,SAC,Forward,191,43,-0.9,38,-1.1,43,-0.1%,29,-12.2,6,-2.3,68,+5.1%,3,-75.0,60,+0.0,14,-6.3%,33,-11.4
Christian Braun,21.5,DEN,Combo,243,11,-11.3,30,-1.8,33,-0.7%,33,-9.9,77,+1.5,76,+9.6%,77,+26.8,7,-3.2,12,-6.9%,11,-33.1
