Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Derek Fisher,35.2,LAL,Point,749,74,+6.3,24,-2.3,13,-2.8%,29,-13.7,45,-0.0,23,-10.4%,66,+15.1,29,-1.7,53,+0.8%,24,-30.9
Channing Frye,26.5,PHX,Big,426,60,+3.2,71,+1.3,45,-0.6%,44,-1.9,38,-0.3,58,+2.6%,16,-39.6,72,+1.6,32,-3.1%,64,+10.9
Kevin Garnett,33.5,BOS,Big,763,48,+0.3,30,-1.2,45,-0.5%,38,-8.2,48,+0.0,51,-0.1%,54,+4.7,32,-1.3,61,+2.1%,32,-15.8
Pau Gasol,29.3,LAL,Big,910,51,+1.2,47,-0.1,50,-0.1%,42,-2.7,88,+1.7,57,+2.4%,87,+41.3,22,-1.9,61,+1.9%,17,-42.9
Taj Gibson,24.4,CHI,Big,143,14,-8.5,51,+0.1,34,-1.5%,46,-0.3,64,+0.5,66,+5.8%,73,+20.0,43,-0.4,0,-23.7%,42,-1.8
Manu Ginobili,32.3,SAS,Wing,351,42,-1.4,50,+0.1,70,+1.8%,56,+6.1,87,+1.5,88,+24.3%,87,+40.0,29,-1.7,44,-1.3%,36,-7.8
Marcin Gortat,25.7,ORL,Big,190,44,-1.3,75,+1.9,33,-1.6%,77,+20.5,50,+0.1,78,+12.4%,45,-2.3,67,+1.2,22,-5.2%,71,+22.0
Jeff Green,23.2,OKC,Forward,216,4,-19.5,7,-5.0,25,-2.2%,20,-30.6,0,-4.6,62,+4.8%,2,-91.8,47,-0.2,75,+6.1%,39,-4.8
Udonis Haslem,29.4,MIA,Big,141,31,-3.6,8,-4.7,34,-1.5%,6,-52.6,3,-2.8,8,-23.3%,14,-41.7,18,-2.2,82,+8.3%,13,-51.8
Brendan Haywood,29.9,DAL,Big,133,98,+22.5,83,+3.4,91,+5.0%,86,+33.3,71,+0.9,54,+0.5%,85,+35.6,80,+2.2,92,+11.0%,80,+34.2
Nene Hilario,27.1,DEN,Big,168,50,+1.1,82,+2.9,30,-1.8%,80,+22.9,66,+0.6,16,-16.5%,62,+12.7,82,+2.7,19,-6.0%,82,+34.5
George Hill,23.5,SAS,Combo,343,26,-5.2,45,-0.3,41,-0.9%,24,-19.4,62,+0.5,44,-2.9%,48,+1.4,34,-1.1,39,-1.8%,24,-31.5
Grant Hill,37.1,PHX,Wing,449,64,+4.0,48,-0.1,10,-2.9%,64,+10.7,51,+0.2,19,-13.2%,67,+16.3,54,+0.0,29,-3.4%,65,+11.2
Kirk Hinrich,28.8,CHI,Combo,195,1,-23.6,2,-6.6,72,+2.1%,8,-51.4,4,-2.7,0,-59.3%,0,-100.0,8,-3.8,78,+7.3%,19,-36.1
Al Horford,23.4,ATL,Big,386,95,+15.4,88,+4.0,60,+0.6%,87,+37.8,30,-0.6,48,-2.3%,40,-8.2,94,+4.4,29,-3.4%,91,+61.4
Dwight Howard,23.9,ORL,Big,494,52,+1.3,34,-0.8,86,+3.9%,29,-13.8,70,+0.8,64,+5.2%,71,+18.1,35,-0.9,83,+8.6%,30,-17.8
Serge Ibaka,20.1,OKC,Big,132,88,+12.4,59,+0.6,7,-3.5%,68,+12.7,97,+2.9,22,-11.5%,91,+56.7,15,-2.7,4,-12.8%,38,-6.4
Ersan Ilyasova,22.5,MIL,Big,150,35,-3.2,11,-4.6,69,+1.8%,3,-58.7,42,-0.1,13,-18.3%,58,+8.3,4,-4.5,76,+6.4%,1,-96.8
Stephen Jackson,31.6,CHA,Wing,155,3,-20.5,54,+0.4,66,+1.7%,39,-5.0,93,+2.2,7,-24.6%,95,+85.7,21,-2.1,70,+4.1%,2,-83.3
LeBron James,24.8,CLE,Forward,459,87,+11.4,79,+2.3,52,+0.1%,65,+10.9,60,+0.4,97,+44.5%,7,-66.7,81,+2.2,2,-14.3%,68,+18.6
Antawn Jamison,33.4,CLE,Forward,373,79,+7.0,29,-1.3,31,-1.7%,43,-2.2,31,-0.5,29,-7.1%,42,-6.7,44,-0.3,21,-5.5%,55,+4.3
Richard Jefferson,29.4,SAS,Forward,331,34,-3.3,13,-4.4,4,-3.9%,19,-31.7,6,-2.5,13,-17.4%,8,-61.6,27,-1.8,8,-10.0%,31,-16.9
Brandon Jennings,20.1,MIL,Combo,248,84,+9.5,84,+3.5,87,+4.0%,83,+26.1,72,+0.9,94,+30.3%,64,+14.0,82,+2.6,72,+5.3%,74,+25.4
Joe Johnson,28.3,ATL,Wing,440,91,+13.6,44,-0.3,55,+0.1%,69,+13.1,34,-0.4,4,-33.0%,72,+19.3,49,-0.1,63,+2.4%,61,+9.3
Jason Kidd,36.6,DAL,Point,243,71,+5.4,82,+3.0,98,+7.9%,76,+20.3,79,+1.2,47,-2.5%,18,-38.9,71,+1.6,87,+9.6%,79,+33.3
Kyle Korver,28.6,UTA,Wing,209,66,+4.4,6,-5.3,24,-2.2%,15,-40.3,10,-2.2,14,-16.7%,13,-43.9,13,-3.2,45,-1.2%,18,-38.9
Nenad Krstic,26.3,OKC,Big,129,7,-17.1,1,-8.4,78,+2.6%,3,-58.3,1,-4.5,87,+22.4%,1,-97.4,5,-4.3,81,+8.1%,15,-48.9
Ty Lawson,22.0,DEN,Combo,115,86,+10.5,21,-2.7,29,-1.9%,28,-14.8,2,-3.3,10,-22.7%,22,-32.3,63,+0.9,77,+6.9%,63,+10.8
Rashard Lewis,30.2,ORL,Big,511,92,+14.2,37,-0.7,44,-0.7%,39,-7.4,15,-1.3,6,-28.7%,34,-16.1,69,+1.4,58,+1.3%,66,+13.2
Robin Lopez,21.6,PHX,Big,100,56,+2.5,8,-4.9,28,-2.0%,14,-40.4,34,-0.4,59,+3.2%,49,+2.2,7,-3.9,24,-4.6%,11,-53.4
Shawn Marion,31.5,DAL,Forward,148,59,+3.0,58,+0.6,75,+2.3%,60,+7.4,76,+1.2,25,-8.9%,85,+35.6,48,-0.2,66,+2.7%,57,+5.9
Kenyon Martin,31.8,DEN,Big,204,32,-3.4,73,+1.6,67,+1.7%,71,+14.9,13,-1.5,96,+32.6%,5,-82.7,83,+2.8,66,+2.7%,81,+34.3
Wesley Matthews,23.0,UTA,Wing,368,81,+8.2,76,+2.0,53,+0.1%,62,+8.1,91,+2.0,42,-3.2%,89,+53.8,58,+0.4,69,+3.9%,35,-9.4
Luc Mbah a Moute,23.1,MIL,Forward,172,27,-5.0,46,-0.2,21,-2.3%,67,+11.9,50,+0.2,81,+13.9%,71,+18.2,45,-0.3,15,-6.4%,48,+2.1
Antonio McDyess,35.2,SAS,Big,245,55,+1.6,22,-2.6,3,-4.4%,50,+1.7,27,-0.7,84,+16.2%,41,-6.7,24,-1.9,3,-13.9%,55,+4.3
CJ Miles,22.6,UTA,Wing,336,9,-14.3,70,+1.3,84,+3.4%,59,+6.7,25,-0.8,89,+24.6%,3,-91.7,77,+1.8,71,+4.5%,75,+26.9
Andre Miller,33.6,POR,Combo,208,70,+5.4,72,+1.4,1,-6.3%,87,+34.3,63,+0.5,2,-39.9%,92,+63.6,64,+0.9,18,-6.3%,71,+21.7
Paul Millsap,24.7,UTA,Big,322,68,+4.7,56,+0.5,9,-3.1%,73,+16.7,69,+0.8,40,-3.6%,84,+31.1,41,-0.5,8,-10.6%,60,+7.5
Steve Nash,35.7,PHX,Point,536,57,+2.8,86,+3.5,39,-1.1%,88,+38.2,57,+0.3,52,-0.1%,70,+17.2,89,+3.6,34,-2.5%,89,+51.9
Jameer Nelson,27.7,ORL,Point,479,58,+2.9,92,+5.9,61,+0.9%,93,+53.0,89,+1.8,24,-9.5%,90,+55.2,96,+4.8,65,+2.6%,92,+62.8
Joakim Noah,24.7,CHI,Big,187,82,+8.8,57,+0.6,85,+3.8%,61,+7.5,66,+0.6,3,-35.0%,78,+25.0,50,-0.0,96,+14.8%,43,-1.1
Dirk Nowitzki,31.4,DAL,Big,229,34,-3.3,97,+6.4,8,-3.2%,94,+54.4,97,+3.1,95,+32.3%,97,+172.2,87,+3.0,7,-11.2%,70,+21.3
Jermaine O'Neal,31.1,MIA,Big,116,6,-18.3,98,+6.6,40,-0.9%,99,+80.9,82,+1.4,45,-2.5%,76,+22.5,97,+5.6,26,-4.2%,98,+110.2
Shaquille O'Neal,37.7,CLE,Big,242,15,-8.4,40,-0.4,71,+2.1%,48,+1.2,18,-1.2,76,+10.4%,39,-10.6,61,+0.6,82,+8.3%,56,+5.4
Lamar Odom,30.0,LAL,Big,650,66,+4.3,61,+0.9,62,+1.0%,57,+6.5,20,-1.2,67,+6.0%,21,-36.4,73,+1.7,56,+1.1%,76,+28.7
Zaza Pachulia,25.7,ATL,Big,135,8,-14.5,9,-4.7,11,-2.9%,13,-43.9,54,+0.2,26,-8.7%,57,+8.2,3,-4.8,37,-2.2%,5,-72.9
Anthony Parker,34.4,CLE,Wing,327,22,-6.4,63,+1.1,65,+1.4%,54,+4.6,37,-0.3,55,+0.5%,32,-17.0,78,+1.9,55,+1.1%,69,+20.2
Tony Parker,27.5,SAS,Point,333,99,+25.0,96,+6.3,94,+5.8%,97,+65.1,95,+2.2,56,+1.4%,92,+64.5,92,+4.3,98,+16.3%,95,+77.7
Kendrick Perkins,25.0,BOS,Big,571,72,+5.5,65,+1.1,87,+4.0%,55,+4.7,41,-0.2,65,+5.3%,61,+9.8,68,+1.4,88,+9.6%,53,+3.7
Paul Pierce,32.1,BOS,Wing,926,67,+4.6,80,+2.6,27,-2.0%,78,+21.7,92,+2.1,55,+1.4%,88,+50.9,59,+0.4,60,+1.7%,50,+2.5
Mickael Pietrus,27.7,ORL,Wing,258,20,-7.0,20,-2.7,48,-0.4%,22,-25.1,23,-0.9,70,+6.7%,35,-14.7,19,-2.2,38,-2.1%,23,-33.0
JJ Redick,25.4,ORL,Wing,244,12,-9.6,5,-5.4,24,-2.2%,10,-47.0,24,-0.9,18,-13.3%,44,-4.4,2,-5.0,35,-2.4%,6,-68.3
Jason Richardson,28.8,PHX,Wing,531,62,+3.8,91,+4.2,23,-2.2%,90,+42.4,68,+0.7,66,+5.9%,82,+29.8,88,+3.4,17,-6.3%,88,+49.1
Quentin Richardson,29.6,MIA,Wing,148,18,-8.1,95,+6.3,35,-1.5%,95,+56.9,80,+1.3,92,+28.0%,52,+4.5,95,+4.6,5,-12.2%,90,+58.8
Luke Ridnour,28.7,MIL,Point,116,19,-7.5,10,-4.6,17,-2.7%,9,-48.0,18,-1.2,5,-31.9%,27,-24.8,12,-3.4,43,-1.4%,9,-62.5
Nate Robinson,25.4,BOS,Combo,105,61,+3.5,39,-0.5,26,-2.2%,37,-9.2,49,+0.0,63,+5.0%,34,-16.2,40,-0.5,13,-8.5%,39,-4.4
Rajon Rondo,23.7,BOS,Point,972,49,+0.4,36,-0.7,82,+3.1%,27,-18.3,8,-2.3,37,-4.8%,12,-45.0,70,+1.5,93,+12.5%,59,+7.1
Derrick Rose,21.1,CHI,Point,211,29,-4.3,4,-5.7,16,-2.7%,89,+40.1,7,-2.3,32,-5.6%,3,-90.0,11,-3.4,50,-0.2%,93,+67.0
John Salmons,29.9,MIL,Wing,283,77,+6.5,89,+4.0,73,+2.1%,82,+24.0,76,+1.0,73,+8.5%,64,+14.0,86,+3.0,74,+5.6%,86,+43.0
Thabo Sefolosha,25.5,OKC,Wing,124,11,-12.3,15,-3.5,95,+6.0%,18,-32.0,8,-2.2,86,+21.1%,9,-56.3,30,-1.6,87,+9.3%,27,-27.2
JR Smith,24.1,DEN,Wing,156,24,-5.2,12,-4.5,36,-1.4%,16,-36.6,39,-0.3,17,-15.7%,46,0.0,9,-3.8,34,-2.4%,12,-52.3
Josh Smith,23.9,ATL,Big,390,50,+0.4,61,+1.0,97,+6.3%,55,+5.5,77,+1.2,99,+48.1%,50,+3.3,56,+0.2,91,+10.2%,66,+14.4
Jerry Stackhouse,35.0,MIL,Wing,134,41,-1.4,60,+0.9,82,+3.2%,45,-1.5,56,+0.3,24,-9.4%,13,-45.0,60,+0.6,68,+3.4%,72,+23.5
Amar'e Stoudemire,27.0,PHX,Big,581,61,+3.2,93,+5.9,6,-3.5%,97,+65.5,52,+0.2,27,-8.2%,82,+29.8,97,+5.7,31,-3.3%,96,+81.6
Jason Terry,32.1,DAL,Wing,166,76,+6.5,33,-0.9,68,+1.7%,34,-11.1,39,-0.2,38,-4.2%,29,-20.5,34,-1.0,79,+7.8%,41,-3.6
Kurt Thomas,37.1,MIL,Big,198,96,+18.3,100,+8.6,59,+0.6%,100,+87.6,94,+2.2,93,+29.5%,56,+7.1,99,+6.4,16,-6.4%,99,+117.4
Anderson Varejao,27.1,CLE,Big,255,54,+1.6,66,+1.2,50,-0.3%,53,+4.1,55,+0.3,39,-3.9%,38,-11.2,62,+0.8,39,-2.0%,58,+6.9
Dwyane Wade,27.8,MIA,Wing,209,89,+12.8,81,+2.7,96,+6.2%,82,+24.4,99,,98,+45.2%,98,,65,+0.9,90,+10.0%,61,+8.0
Gerald Wallace,27.3,CHA,Forward,163,100,+33.8,90,+4.0,18,-2.6%,92,+52.4,98,+4.3,7,-24.6%,97,+187.5,39,-0.6,33,-2.9%,29,-25.0
Rasheed Wallace,35.1,BOS,Big,404,40,-2.2,53,+0.3,29,-1.9%,50,+2.4,61,+0.4,35,-5.3%,55,+4.8,50,-0.1,27,-4.2%,47,+1.9
Martell Webster,22.9,POR,Forward,132,63,+4.0,14,-3.8,88,+4.1%,8,-48.8,59,+0.4,83,+15.8%,45,-2.9,6,-4.2,80,+8.0%,3,-74.8
Delonte West,26.3,CLE,Combo,261,53,+1.6,19,-2.7,20,-2.3%,30,-12.8,73,+1.0,72,+8.2%,79,+25.5,8,-3.9,13,-7.1%,22,-34.1
Russell Westbrook,21.0,OKC,Point,211,93,+14.8,55,+0.5,92,+5.2%,31,-12.5,29,-0.6,75,+9.9%,24,-28.1,51,-0.0,95,+13.9%,29,-23.6
Deron Williams,25.3,UTA,Point,397,33,-3.3,42,-0.4,83,+3.3%,23,-19.4,90,+1.9,90,+27.0%,93,+65.6,17,-2.5,73,+5.5%,16,-45.9
Jason Williams,34.0,ORL,Point,172,37,-2.9,3,-5.9,43,-0.9%,5,-53.0,12,-1.8,74,+9.5%,10,-55.2,3,-4.8,36,-2.3%,8,-62.8
Marvin Williams,23.4,ATL,Forward,329,30,-3.7,74,+1.7,18,-2.6%,81,+23.5,45,-0.0,61,+3.7%,60,+9.2,71,+1.6,18,-6.1%,77,+29.1
Mo Williams,26.9,CLE,Point,409,78,+6.9,66,+1.2,97,+6.6%,41,-2.9,16,-1.3,29,-7.1%,26,-27.0,84,+2.9,99,+19.1%,87,+43.1
Metta World Peace,30.0,LAL,Wing,837,92,+13.6,32,-0.9,47,-0.4%,40,-4.3,71,+0.9,50,-1.3%,77,+24.1,25,-1.9,52,+0.7%,25,-29.7
Dorell Wright,23.9,MIA,Wing,107,39,-2.4,0,-10.5,64,+1.1%,0,-99.6,5,-2.7,9,-22.8%,6,-70.0,0,-7.4,92,+10.9%,0,-110.2
