Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Manu Ginobili,40.3,SAS,Wing,106,42,+2.8,0,+9.8,16,+2.6%,2,+47.7,15,+1.9,8,+17.6%,69,-16.7,1,+7.1,26,+4.3%,2,+58.1
Rudy Gobert,25.3,UTA,Big,381,48,+0.6,57,-0.6,8,+4.3%,69,-9.9,2,+3.7,27,+8.8%,7,+50.0,94,-5.6,7,+10.4%,99,-68.6
Eric Gordon,28.9,HOU,Wing,546,15,+10.1,54,-0.5,64,-1.5%,62,-7.6,19,+1.6,69,-6.0%,32,+14.6,81,-2.2,70,-4.8%,77,-20.2
Marcin Gortat,33.7,WAS,Big,159,34,+4.9,48,+0.1,65,-1.5%,43,+2.6,29,+0.8,87,-13.0%,37,+8.7,61,-0.7,30,+3.2%,51,-1.7
Jerami Grant,23.6,OKC,Big,128,95,-15.7,93,-5.6,95,-5.8%,96,-45.5,67,-0.7,84,-12.1%,70,-20.0,90,-4.9,97,-11.6%,98,-61.1
Danny Green,30.4,SAS,Wing,102,44,+1.6,99,-8.3,57,-0.9%,93,-42.5,83,-1.5,56,-2.4%,31,+16.7,95,-6.0,49,-0.3%,93,-51.3
Draymond Green,27.7,GSW,Big,816,92,-11.9,29,+1.8,68,-1.6%,27,+12.7,58,-0.4,95,-19.8%,52,-0.1,19,+2.0,40,+1.1%,11,+30.2
Gerald Green,31.8,HOU,Wing,249,25,+6.7,40,+0.8,73,-2.0%,54,-2.1,44,+0.2,63,-4.6%,50,+0.5,41,+0.7,56,-1.9%,60,-4.8
Jeff Green,31.2,CLE,Big,493,46,+0.9,63,-1.1,48,-0.2%,70,-10.5,73,-1.1,43,+3.2%,81,-34.9,56,-0.2,60,-2.3%,52,-1.8
James Harden,28.2,HOU,Combo,619,65,-3.7,35,+1.2,12,+3.5%,48,+1.3,52,-0.1,16,+13.3%,83,-39.4,28,+1.2,20,+5.8%,23,+18.5
Nene Hilario,35.1,HOU,Big,107,64,-3.7,59,-0.8,89,-3.7%,73,-12.7,35,+0.5,39,+5.5%,34,+11.5,73,-1.7,90,-9.6%,82,-27.7
George Hill,31.5,CLE,Combo,555,55,-1.4,61,-0.9,56,-0.9%,53,-1.1,60,-0.5,28,+8.6%,70,-20.0,45,+0.6,56,-2.0%,24,+18.5
Jrue Holiday,27.4,NOP,Combo,347,80,-8.6,19,+2.6,23,+2.0%,24,+13.9,27,+1.2,74,-6.3%,44,+4.4,23,+1.5,16,+6.6%,19,+23.4
Rodney Hood,25.0,CLE,Wing,228,11,+13.5,31,+1.4,44,+0.3%,34,+7.0,18,+1.7,49,-0.9%,14,+38.6,75,-2.0,62,-2.6%,81,-26.5
Al Horford,31.4,BOS,Big,677,83,-9.2,56,-0.6,52,-0.5%,68,-9.9,60,-0.4,32,+6.8%,62,-8.0,37,+0.8,40,+1.1%,48,+0.7
Serge Ibaka,28.1,TOR,Big,258,50,+0.5,68,-1.4,18,+2.5%,81,-20.8,62,-0.5,42,+3.4%,86,-44.2,76,-2.0,14,+7.9%,80,-23.0
Andre Iguodala,33.8,GSW,Wing,400,71,-5.3,73,-1.8,51,-0.5%,73,-12.4,61,-0.5,51,-1.3%,48,+0.9,60,-0.6,45,+0.1%,66,-7.9
Ersan Ilyasova,30.5,PHI,Big,231,81,-8.8,30,+1.7,84,-3.4%,40,+5.3,69,-0.8,29,+8.1%,73,-22.1,15,+2.5,85,-8.1%,17,+25.4
Joe Ingles,30.1,UTA,Wing,379,85,-10.3,85,-3.5,81,-3.2%,81,-21.9,86,-1.7,33,+6.5%,81,-35.2,77,-2.1,81,-6.6%,73,-18.7
LeBron James,32.8,CLE,Forward,912,35,+4.6,17,+2.9,52,-0.5%,16,+23.0,22,+1.6,83,-12.0%,19,+30.4,46,+0.6,23,+4.8%,31,+12.2
James Johnson,30.7,MIA,Big,160,40,+3.2,10,+3.9,87,-3.6%,17,+22.3,16,+1.8,94,-19.2%,18,+33.3,22,+1.7,77,-6.3%,27,+15.3
Cory Joseph,26.2,IND,Combo,130,5,+17.7,2,+6.1,63,-1.4%,1,+48.2,54,-0.2,24,+10.0%,48,+2.4,2,+5.8,50,-0.6%,4,+56.1
Kyle Korver,36.6,CLE,Wing,496,88,-11.0,69,-1.4,69,-1.6%,60,-6.2,84,-1.6,70,-6.1%,78,-30.2,52,-0.1,66,-3.5%,46,+1.6
Shane Larkin,25.1,BOS,Combo,150,56,-1.8,14,+3.1,43,+0.3%,7,+31.1,15,+1.9,7,+18.2%,19,+32.5,30,+1.1,74,-5.6%,19,+23.4
Damian Lillard,27.3,POR,Point,162,6,+16.0,77,-2.6,40,+0.4%,79,-18.4,98,-3.0,97,-21.4%,72,-21.8,55,-0.1,1,+19.1%,94,-57.1
Shaun Livingston,32.1,GSW,Combo,347,37,+3.9,46,+0.2,61,-1.4%,51,+0.5,43,+0.3,65,-4.9%,40,+8.2,59,-0.5,51,-1.1%,63,-7.4
Kevon Looney,21.7,GSW,Big,360,60,-2.4,58,-0.6,19,+2.4%,63,-7.8,55,-0.2,10,+15.9%,60,-6.5,65,-1.1,35,+1.7%,73,-16.2
Kevin Love,29.1,CLE,Big,655,66,-4.3,32,+1.4,27,+1.6%,29,+10.3,10,+2.3,64,-4.8%,15,+35.9,63,-0.8,37,+1.3%,49,-1.0
Kyle Lowry,31.6,TOR,Point,359,47,+0.8,60,-0.8,32,+1.3%,58,-4.6,56,-0.3,89,-13.5%,61,-6.9,69,-1.3,17,+6.3%,69,-11.5
Thon Maker,20.7,MIL,Big,128,81,-9.0,83,-3.2,85,-3.5%,90,-38.3,94,-2.9,16,+13.3%,98,-104.2,48,+0.1,94,-10.9%,35,+8.8
Luc Mbah a Moute,31.1,HOU,Forward,130,23,+7.8,56,-0.5,65,-1.5%,48,+1.3,12,+2.0,62,-4.3%,9,+48.2,83,-2.5,75,-6.1%,81,-24.3
CJ McCollum,26.1,POR,Wing,155,1,+21.9,51,-0.1,86,-3.6%,37,+5.9,23,+1.5,2,+33.9%,22,+28.6,21,+1.8,83,-7.4%,15,+26.7
TJ McConnell,25.6,PHI,Point,152,90,-11.7,84,-3.5,90,-4.4%,83,-23.6,77,-1.4,67,-5.8%,74,-23.0,69,-1.3,95,-11.1%,67,-9.7
JaVale McGee,29.8,GSW,Big,145,60,-2.3,52,-0.2,30,+1.4%,35,+6.3,28,+0.9,30,+8.1%,27,+21.9,64,-0.9,10,+8.4%,56,-3.0
Khris Middleton,26.2,MIL,Forward,274,19,+8.2,65,-1.1,100,-8.9%,44,+2.0,70,-0.8,98,-28.0%,36,+10.0,54,-0.1,78,-6.4%,42,+4.0
CJ Miles,30.6,TOR,Wing,225,69,-4.8,78,-2.8,77,-2.6%,77,-16.8,91,-2.1,90,-16.9%,73,-23.0,53,-0.1,82,-7.0%,65,-7.6
Darius Miller,27.6,NOP,Forward,146,26,+6.2,44,+0.2,91,-4.5%,38,+5.7,69,-0.8,53,-2.0%,43,+5.2,31,+1.0,92,-10.2%,41,+4.5
Patty Mills,29.2,SAS,Combo,164,89,-11.2,88,-5.0,79,-2.7%,82,-22.9,93,-2.5,31,+7.1%,93,-80.0,77,-2.1,87,-8.5%,70,-11.9
Nikola Mirotic,26.7,NOP,Big,319,87,-11.0,40,+0.5,2,+6.3%,60,-5.8,36,+0.5,35,+6.5%,46,+2.6,50,+0.1,2,+16.8%,64,-7.4
E'Twaun Moore,28.7,NOP,Wing,281,85,-9.4,72,-1.5,2,+6.3%,80,-20.1,25,+1.4,21,+11.7%,46,+2.6,85,-2.9,6,+11.2%,85,-35.1
Marcus Morris,28.2,BOS,Forward,555,43,+2.2,35,+1.2,75,-2.4%,27,+10.5,48,+0.1,59,-3.5%,29,+18.7,31,+1.1,63,-2.7%,29,+12.7
Markieff Morris,28.2,WAS,Big,180,27,+6.1,95,-6.5,59,-1.1%,95,-45.0,100,-6.6,23,+10.0%,98,-113.0,66,-1.1,76,-6.2%,76,-20.0
Larry Nance Jr.,24.8,CLE,Big,273,51,+0.4,76,-2.4,33,+1.2%,78,-18.1,71,-1.0,20,+11.7%,80,-33.3,68,-1.3,52,-1.5%,69,-10.8
Victor Oladipo,25.5,IND,Wing,256,98,-19.8,94,-5.8,97,-7.0%,86,-30.2,53,-0.2,100,-43.6%,54,-2.4,97,-6.3,84,-7.6%,90,-44.4
Kelly Olynyk,26.5,MIA,Big,145,35,+4.8,67,-1.3,88,-3.7%,61,-7.1,94,-3.0,36,+6.0%,90,-67.1,24,+1.4,86,-8.4%,22,+21.3
Kelly Oubre,21.9,WAS,Wing,143,67,-4.4,1,+7.9,36,+0.8%,5,+34.4,13,+1.9,60,-3.7%,21,+29.6,4,+4.5,41,+1.1%,13,+27.4
Jabari Parker,22.6,MIL,Big,166,53,-0.7,66,-1.2,6,+4.9%,89,-32.1,44,+0.2,6,+20.8%,60,-5.5,74,-1.8,15,+6.9%,96,-59.9
Chris Paul,32.5,HOU,Point,515,77,-6.6,71,-1.5,70,-1.7%,50,+0.5,90,-2.0,85,-12.6%,68,-14.8,51,+0.1,42,+0.9%,47,+1.3
Jakob Poeltl,22.0,TOR,Big,125,28,+5.9,31,+1.4,69,-1.6%,40,+5.0,77,-1.3,44,+2.5%,65,-11.9,8,+3.4,69,-4.3%,23,+18.6
Otto Porter,24.4,WAS,Forward,158,68,-4.4,81,-3.0,83,-3.4%,43,+2.6,51,-0.0,9,+16.7%,37,+8.7,81,-2.3,96,-11.6%,45,+2.1
JJ Redick,33.4,PHI,Wing,342,73,-5.8,85,-4.2,90,-4.1%,77,-17.1,82,-1.5,48,-0.8%,67,-13.7,85,-2.8,80,-6.5%,77,-21.6
Josh Richardson,24.1,MIA,Wing,128,2,+18.4,10,+4.0,62,-1.4%,9,+29.7,10,+2.2,61,-4.0%,15,+38.5,34,+0.9,58,-2.1%,27,+14.5
Rajon Rondo,31.7,NOP,Point,302,73,-6.0,62,-1.0,7,+4.5%,31,+9.8,24,+1.4,24,+10.0%,35,+11.1,89,-3.6,12,+8.2%,53,-2.7
Derrick Rose,29.1,MIN,Wing,113,44,+1.7,81,-3.0,50,-0.4%,75,-14.0,90,-2.1,96,-19.9%,96,-100.0,80,-2.2,23,+4.9%,75,-19.7
Terry Rozier,23.6,BOS,Combo,687,48,+0.6,43,+0.3,56,-0.9%,55,-3.3,87,-1.7,65,-5.1%,84,-41.2,39,+0.8,35,+1.9%,43,+4.0
Ricky Rubio,27.0,UTA,Point,180,96,-15.7,89,-5.1,13,+3.1%,90,-38.2,5,+3.0,13,+15.3%,16,+35.0,100,-8.6,18,+6.3%,100,-98.7
Domantas Sabonis,21.5,IND,Big,156,10,+14.1,16,+2.9,77,-2.5%,21,+19.5,59,-0.4,80,-9.3%,56,-3.3,10,+2.9,65,-2.9%,15,+26.1
Dario Saric,23.6,PHI,Big,328,3,+17.9,23,+2.3,14,+3.0%,23,+16.9,30,+0.8,88,-13.3%,10,+43.5,36,+0.9,3,+14.2%,50,-1.7
Mike Scott,29.3,WAS,Big,123,76,-6.3,2,+5.6,37,+0.8%,6,+32.8,4,+3.4,37,+5.9%,4,+67.5,6,+3.5,8,+10.0%,14,+27.1
Pascal Siakam,23.6,TOR,Big,159,57,-2.0,82,-3.1,85,-3.5%,56,-4.3,45,+0.1,46,+0.7%,27,+21.2,79,-2.1,81,-6.9%,68,-10.7
Ben Simmons,21.3,PHI,Combo,368,4,+17.7,7,+4.6,15,+2.8%,20,+20.4,14,+1.9,92,-18.5%,13,+39.0,29,+1.1,5,+11.8%,54,-2.7
Marcus Smart,23.7,BOS,Wing,443,59,-2.2,60,-0.9,35,+0.8%,56,-4.1,42,+0.3,45,+1.0%,57,-4.9,71,-1.5,60,-2.5%,65,-7.7
JR Smith,32.1,CLE,Wing,705,38,+3.8,11,+3.4,53,-0.6%,15,+23.5,26,+1.4,40,+4.7%,12,+41.0,15,+2.6,44,+0.3%,20,+22.6
Tony Snell,26.0,MIL,Wing,129,75,-6.3,3,+5.3,29,+1.6%,0,+54.9,20,+1.6,47,0.0%,11,+41.7,7,+3.5,43,+0.8%,2,+57.7
Lance Stephenson,27.2,IND,Wing,139,10,+14.5,50,-0.0,41,+0.4%,47,+1.4,27,+0.9,52,-1.9%,23,+24.1,27,+1.2,39,+1.2%,37,+6.7
Jeff Teague,29.4,MIN,Point,152,2,+18.1,6,+4.6,46,+0.0%,3,+38.3,32,+0.6,16,+13.3%,52,0.0,6,+3.5,48,-0.3%,6,+45.1
Klay Thompson,27.7,GSW,Wing,790,65,-4.0,27,+1.9,66,-1.5%,23,+15.2,31,+0.7,66,-5.6%,28,+19.1,33,+1.0,57,-2.0%,28,+13.4
Tristan Thompson,26.6,CLE,Big,398,41,+2.8,41,+0.5,35,+1.1%,46,+1.5,47,+0.1,68,-6.0%,26,+22.2,38,+0.8,13,+8.1%,48,+0.9
Karl-Anthony Towns,22.0,MIN,Big,169,0,+28.0,25,+2.2,49,-0.2%,19,+20.5,0,,2,+34.6%,0,,16,+2.4,33,+2.0%,7,+34.5
PJ Tucker,32.5,HOU,Forward,567,79,-7.8,49,+0.0,28,+1.6%,45,+1.8,50,-0.0,15,+14.8%,44,+4.4,52,-0.0,31,+2.3%,44,+3.1
Myles Turner,21.6,IND,Big,195,98,-22.7,94,-6.3,15,+2.6%,94,-43.1,65,-0.6,12,+15.7%,79,-30.9,93,-5.1,47,-0.1%,91,-46.6
Jonas Valanciunas,25.5,TOR,Big,243,90,-11.6,15,+3.1,10,+3.9%,14,+24.8,23,+1.6,27,+9.0%,25,+23.7,27,+1.3,6,+11.1%,16,+26.0
Fred VanVleet,23.7,TOR,Combo,109,29,+5.4,90,-5.3,99,-8.2%,84,-24.8,56,-0.3,86,-12.7%,24,+23.9,91,-5.0,100,-15.5%,92,-47.9
Dwyane Wade,35.8,MIA,Combo,126,99,-23.6,98,-7.6,5,+5.5%,92,-42.2,99,-5.1,3,+24.7%,99,-126.7,73,-1.7,9,+9.9%,36,+7.6
John Wall,27.2,WAS,Point,233,52,+0.1,91,-5.5,81,-3.2%,85,-25.0,7,+2.8,23,+10.3%,10,+46.4,98,-6.4,90,-9.5%,86,-35.8
David West,37.2,GSW,Big,168,7,+16.0,36,+1.2,74,-2.0%,52,-0.5,38,+0.4,55,-2.2%,65,-11.8,43,+0.6,73,-5.0%,59,-4.4
Russell Westbrook,29.0,OKC,Point,235,61,-2.6,13,+3.3,9,+4.0%,2,+45.6,2,+4.3,99,-33.1%,2,+84.8,65,-1.0,2,+18.7%,79,-22.9
Andrew Wiggins,22.7,MIN,Wing,163,8,+15.3,21,+2.5,72,-1.9%,25,+13.4,6,+2.8,60,-3.9%,1,+100.0,25,+1.4,65,-3.5%,34,+11.3
Justise Winslow,21.6,MIA,Forward,122,52,+0.2,37,+1.1,92,-4.8%,65,-8.8,85,-1.6,77,-8.0%,77,-28.7,13,+2.8,91,-10.2%,58,-3.9
Delon Wright,25.5,TOR,Combo,195,91,-11.8,73,-1.6,45,+0.2%,69,-10.1,81,-1.5,54,-2.1%,75,-23.4,32,+1.0,44,+0.2%,40,+5.0
Nick Young,32.4,GSW,Wing,159,31,+5.2,69,-1.5,31,+1.3%,66,-9.8,88,-1.8,5,+21.2%,85,-42.2,35,+0.9,85,-8.4%,33,+12.1
Thaddeus Young,29.4,IND,Big,232,31,+5.2,47,+0.1,40,+0.5%,59,-5.5,49,+0.1,94,-19.4%,54,-2.4,70,-1.4,28,+3.6%,71,-12.2
Quinn Cook,24.6,GSW,Point,130,69,-4.8,79,-2.9,60,-1.4%,88,-31.4,41,+0.3,11,+15.7%,64,-9.5,88,-3.5,71,-4.9%,97,-61.0
Jordan Bell,22.8,GSW,Big,133,27,+6.1,64,-1.1,58,-1.0%,65,-9.3,35,+0.5,85,-12.5%,33,+12.7,58,-0.4,55,-1.6%,62,-7.0
OG Anunoby,20.3,TOR,Forward,237,15,+10.1,6,+4.6,25,+1.8%,10,+29.5,9,+2.5,14,+14.9%,6,+51.0,44,+0.6,24,+4.8%,30,+12.6
Jayson Tatum,19.7,BOS,Forward,674,93,-11.9,75,-2.1,54,-0.6%,74,-12.9,34,+0.5,34,+6.5%,31,+17.9,84,-2.8,48,-0.2%,83,-28.0
Semi Ojeleye,22.9,BOS,Forward,206,36,+4.2,20,+2.6,4,+6.0%,32,+9.3,21,+1.6,35,+6.0%,42,+6.3,35,+0.9,11,+8.2%,40,+4.9
Donovan Mitchell,21.1,UTA,Combo,409,82,-9.2,77,-2.4,48,-0.2%,64,-8.5,46,+0.1,40,+5.4%,35,+10.9,87,-3.4,38,+1.2%,85,-32.1
Royce O'Neale,24.4,UTA,Wing,254,24,+7.3,34,+1.3,20,+2.3%,26,+12.9,31,+0.8,81,-9.4%,41,+6.7,49,+0.1,34,+2.0%,35,+10.9
