player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Xavier Cooks,WAS,27.2,Big,109,36,97,43,86,16,0,63,0,19,67,0,18,22,24,39,16,87,79,37,49,92,96,82,92,84,3,83,91,6,7,33,5,86,32,75,98,97,44,98,97,4,38,85,66,97,79,93,69,24,74,40,53,40,76,6,79,62,91,83,91,90,78,42,22,62,45,39,9,12,98,34,2,6,73,25,36,27,77,18,37,33,27,27,68,20,63,59,54,0,58,0,0,0,65,96,0,87,0,0,0,53,0,89,92,37,0
Robert Covington,LAC,31.9,Big,697,72,95,25,12,30,72,63,38,16,12,15,44,30,64,71,69,2,5,22,4,44,34,4,15,25,19,51,9,20,22,38,18,72,29,60,44,54,23,16,12,46,88,61,88,32,16,14,41,20,56,45,78,30,55,21,78,7,65,3,23,16,62,78,5,56,12,89,20,41,32,82,93,93,9,28,14,44,4,61,74,22,89,22,5,23,36,32,6,41,4,65,79,78,15,18,38,15,68,96,92,15,79,13,58,1,76
Torrey Craig,PHX,31.9,Forward,1936,97,45,30,97,69,97,91,21,15,28,45,22,48,40,60,28,79,76,62,82,65,40,68,73,75,15,45,69,27,82,69,37,86,61,55,43,51,52,73,71,56,14,39,13,90,69,86,56,82,54,90,59,93,22,68,21,54,69,34,89,78,84,44,29,51,36,46,87,77,56,61,26,47,19,69,53,72,10,77,22,30,19,86,5,89,63,40,29,36,28,79,51,73,52,52,42,46,84,44,60,33,72,44,66,61,40
Jae Crowder,MIL,32.3,Forward,325,63,83,67,69,66,85,47,0,24,8,26,14,97,64,85,91,49,60,54,100,0,99,38,6,67,60,67,11,87,68,78,87,45,0,99,100,100,8,63,28,12,65,99,95,6,41,18,25,90,26,5,1,4,83,99,91,93,0,0,0,0,1,47,69,58,67,1,99,61,15,2,35,3,97,96,98,69,1,93,78,86,92,57,0,77,98,99,85,24,76,0,97,98,8,81,44,74,53,79,73,80,98,19,81,18,0
Jarrett Culver,ATL,23.7,Wing,125,79,87,16,93,99,0,100,0,89,89,14,38,11,7,4,17,44,50,79,56,5,28,41,41,9,73,79,16,85,74,83,87,61,24,27,55,32,74,53,66,60,69,30,56,34,42,35,69,76,66,33,57,31,80,89,76,56,2,10,17,2,88,91,17,27,14,60,94,92,45,22,32,19,69,84,86,74,35,84,58,43,78,70,54,80,6,57,98,53,87,0,0,0,96,6,75,28,17,23,13,84,0,94,82,92,0
Cade Cunningham,DET,21.1,Wing,400,82,28,57,54,95,0,24,63,48,93,14,99,12,100,92,31,34,26,20,78,31,61,55,64,49,26,34,57,17,41,14,7,50,57,56,64,64,96,31,73,14,66,77,78,27,77,64,78,70,75,44,53,42,84,77,76,39,37,28,33,47,26,18,37,39,36,46,35,36,62,75,74,80,5,32,13,17,22,21,24,34,26,19,30,21,10,14,43,80,66,0,19,13,51,90,95,97,0,27,5,17,12,100,100,99,98
Seth Curry,BKN,32.2,Wing,1181,18,59,38,9,13,0,0,99,10,68,94,61,70,62,53,62,83,18,10,32,90,81,99,99,92,23,97,99,23,26,100,100,99,97,90,99,100,1,92,59,20,99,3,89,88,12,27,65,6,50,99,3,96,12,54,6,7,97,90,97,96,82,10,23,99,69,3,45,16,9,88,50,79,11,85,67,63,79,61,29,88,9,67,4,83,72,31,83,94,90,71,75,74,6,15,100,91,52,72,61,48,77,60,83,45,78
Stephen Curry,GSW,34.6,Point,1940,54,20,78,48,87,65,37,100,59,76,87,83,100,46,13,48,94,97,87,98,49,85,62,57,31,91,26,45,90,72,81,50,89,36,53,88,74,60,37,40,58,20,21,13,68,81,84,47,84,39,54,35,30,55,65,58,95,47,44,79,69,77,44,95,79,94,61,85,86,16,65,85,79,66,47,53,78,30,79,79,67,74,63,9,68,100,98,89,78,87,94,93,98,20,20,54,26,50,91,83,93,98,30,26,20,72
Dyson Daniels,NOP,19.6,Wing,943,50,83,22,83,86,70,86,1,42,55,93,17,19,85,100,2,9,67,47,12,70,36,0,0,30,43,87,1,36,34,74,91,27,0,4,83,12,4,35,7,6,97,100,99,0,16,1,1,3,2,29,83,11,0,0,1,75,50,0,3,16,3,2,80,12,44,39,95,89,14,40,68,54,6,94,83,2,0,11,0,48,0,30,0,85,22,66,25,7,14,20,13,16,69,82,18,53,54,40,36,41,16,55,51,48,60
Anthony Davis,LAL,29.6,Big,1904,85,68,93,72,92,57,47,76,84,89,44,96,62,78,37,87,96,99,97,87,55,99,59,68,20,67,48,53,66,92,42,42,48,32,56,21,38,55,88,86,50,11,12,6,71,93,94,68,93,58,80,81,70,58,80,54,98,56,51,51,48,58,77,88,83,91,81,66,75,73,1,3,1,99,88,97,86,65,86,75,49,79,83,65,82,49,80,58,52,51,0,8,11,47,85,93,95,32,39,32,43,11,81,60,77,18
Johnny Davis,WAS,20.7,Wing,361,91,20,18,27,75,0,22,0,41,0,17,65,3,55,41,89,68,81,55,99,93,25,43,64,3,86,94,60,86,76,72,93,23,20,50,89,71,65,55,60,73,26,28,19,44,68,63,27,43,34,72,46,56,12,7,18,63,89,72,97,94,90,42,58,17,35,81,68,77,19,59,92,81,49,47,46,62,16,67,61,21,79,59,25,56,4,50,60,49,56,5,4,4,42,81,70,79,33,48,40,31,4,44,11,49,0
Terence Davis,SAC,25.5,Wing,787,75,92,1,37,87,93,78,41,28,22,24,77,44,52,30,21,92,51,57,48,58,30,97,92,9,97,96,82,97,84,96,95,83,97,20,68,36,98,44,75,97,39,1,5,26,45,34,92,83,91,85,87,89,90,89,85,45,64,60,90,85,80,34,82,55,76,77,38,55,66,77,44,67,18,32,23,46,45,42,51,30,68,38,21,34,55,22,63,48,59,47,62,52,40,12,33,12,68,87,88,53,53,41,86,32,46
DeMar DeRozan,CHI,33.2,Forward,2673,48,80,65,8,39,0,39,93,95,85,69,98,71,94,78,82,2,3,3,12,35,16,3,16,11,33,12,7,48,0,40,5,87,6,57,16,32,93,14,48,3,84,1,20,99,99,100,5,0,23,30,4,49,2,1,16,1,31,60,86,49,98,2,6,13,3,14,73,57,1,53,86,73,18,96,94,23,42,19,41,99,31,20,48,26,43,78,85,77,84,21,53,36,24,80,100,100,3,1,0,43,31,100,99,98,86
Dewayne Dedmon,MIA,33.2,Big,349,67,32,3,44,84,0,59,51,62,84,73,79,35,48,30,72,31,41,22,54,45,89,30,32,51,67,40,15,72,19,83,64,86,3,26,81,47,80,69,81,65,54,54,58,76,18,28,66,17,62,19,84,10,86,10,86,33,51,9,60,38,82,62,25,34,24,78,6,14,43,28,31,24,18,91,84,33,7,43,4,93,4,90,14,89,29,10,90,65,93,0,41,28,44,79,30,67,48,64,58,35,28,30,20,52,18
Matthew Dellavedova,SAC,32.1,Point,158,0,67,0,4,0,0,0,0,9,30,0,7,7,30,91,35,79,48,75,71,40,9,90,56,79,97,81,63,92,21,39,30,53,81,89,19,74,62,11,22,71,49,93,78,2,37,10,92,9,93,95,88,95,64,4,63,73,13,82,1,47,0,85,90,96,95,54,25,30,33,97,22,85,8,52,29,96,87,98,90,36,91,93,59,95,7,2,15,0,7,0,0,21,4,54,13,24,89,96,96,2,21,20,2,100,54
Donte DiVincenzo,GSW,25.7,Wing,1873,13,90,64,86,77,58,41,54,16,74,34,40,68,89,99,3,69,63,35,85,53,44,68,54,67,47,62,59,65,61,85,82,75,49,39,60,48,27,78,57,69,72,18,50,11,54,29,55,29,65,34,33,34,72,13,77,48,58,45,33,28,57,37,51,10,29,59,33,42,71,18,69,35,32,57,47,65,71,53,32,37,30,82,90,79,83,46,54,17,32,63,78,75,27,23,24,17,70,93,90,47,75,23,52,23,51
Moussa Diabate,LAC,20.8,Big,141,73,83,88,92,18,94,15,0,83,39,95,14,6,4,4,20,56,53,38,22,82,82,59,61,76,17,58,52,9,41,60,25,86,69,49,34,41,6,87,50,86,47,69,61,19,17,12,86,37,91,86,67,88,75,33,77,43,89,30,39,70,11,36,34,11,18,75,30,48,70,24,19,14,70,67,73,31,17,36,86,35,87,9,33,12,5,2,30,0,27,0,0,0,75,75,0,53,53,0,30,3,0,96,92,97,18
Mamadi Diakite,CLE,25.8,Big,131,83,19,5,21,16,0,0,0,2,2,0,40,11,27,27,7,59,65,38,81,42,94,50,77,64,53,9,90,61,71,61,74,35,39,81,66,82,44,88,85,21,57,69,69,56,63,66,5,67,5,38,9,33,2,80,3,59,66,26,75,60,74,55,37,20,21,6,74,44,63,20,89,52,53,37,39,25,5,32,31,1,43,32,14,42,12,23,71,65,77,0,0,0,20,57,68,56,96,58,80,32,0,3,3,1,18
Hamidou Diallo,DET,24.3,Wing,972,73,93,9,95,83,61,63,0,97,69,54,73,66,36,13,10,44,80,71,96,70,2,12,41,1,45,59,12,72,73,64,41,81,48,12,66,22,6,88,60,30,21,83,45,90,51,75,9,90,8,52,55,45,5,74,6,69,77,63,68,72,48,52,65,96,85,71,65,72,23,79,95,93,56,16,21,64,57,76,25,82,50,80,86,85,80,83,61,47,58,0,0,2,99,88,65,84,1,0,0,82,2,62,42,17,0
Gorgui Dieng,SAS,32.8,Big,259,62,7,2,22,75,83,81,0,1,58,0,66,12,95,98,5,62,41,18,16,85,96,79,58,89,39,60,80,16,46,57,49,62,39,84,56,82,65,63,67,15,82,64,82,20,73,55,74,31,77,25,41,34,89,15,87,40,94,52,56,82,12,29,14,86,34,25,25,19,95,88,41,75,34,1,2,17,48,21,36,53,31,36,39,41,12,10,95,91,98,0,9,22,7,5,90,30,66,98,96,53,22,21,3,70,91
Ousmane Dieng,OKC,19.4,Forward,515,45,51,68,31,67,0,72,0,35,35,62,33,13,62,76,35,58,72,70,54,26,74,43,85,11,24,21,49,33,49,37,31,50,52,87,36,77,58,80,80,78,23,51,28,73,28,43,60,65,69,87,62,87,35,68,48,78,40,21,26,27,46,70,58,52,57,79,57,68,18,31,38,29,64,90,92,31,46,33,34,68,45,43,73,39,21,86,35,33,30,12,4,8,62,24,45,24,62,67,65,89,8,24,12,48,0
Spencer Dinwiddie,DAL,29.6,Combo,1792,48,16,69,12,37,0,44,54,89,58,34,81,80,81,66,76,11,7,24,7,78,15,40,80,57,4,87,82,5,0,54,8,93,85,22,38,21,51,91,88,52,33,7,11,50,91,89,18,0,53,38,4,77,9,0,27,30,82,88,94,95,52,28,90,12,84,2,25,4,99,51,6,20,1,27,3,2,58,0,4,47,1,5,68,3,78,51,30,85,45,100,57,83,54,65,37,54,61,54,55,48,81,93,98,100,90
Spencer Dinwiddie,BKN,29.6,Point,917,50,33,52,7,52,0,41,34,89,46,76,65,28,89,85,87,68,79,69,42,89,3,47,23,90,21,84,41,30,74,51,25,76,8,16,81,30,11,56,28,73,7,9,4,65,92,92,51,76,44,73,78,71,41,76,39,34,94,67,97,94,84,71,25,45,30,72,72,80,62,88,40,76,71,9,16,80,34,85,52,10,47,83,40,88,24,41,35,28,33,31,12,9,74,65,39,46,41,48,41,37,9,93,100,87,89
Luka Doncic,DAL,23.7,Point,2390,72,74,41,65,100,85,98,14,98,96,59,100,91,93,30,74,69,74,68,61,27,84,56,61,43,64,23,46,52,65,47,39,56,51,97,58,95,2,43,16,55,91,30,82,46,12,14,69,62,71,90,79,88,48,35,55,70,17,78,41,32,63,90,72,77,81,80,21,38,37,87,87,92,25,18,12,90,90,87,43,43,50,94,86,88,85,96,100,41,98,14,53,44,57,78,48,72,9,43,33,100,40,100,76,96,100
Luguentz Dort,OKC,23.5,Wing,2257,43,60,15,91,36,57,27,36,77,71,22,67,17,39,22,80,12,37,18,48,84,40,4,7,81,1,34,12,6,12,2,13,9,13,51,5,22,51,21,27,33,74,87,87,77,11,20,62,14,71,65,70,63,54,13,62,19,78,95,73,91,8,7,15,41,21,60,39,46,73,15,33,15,15,83,67,88,74,78,93,97,89,61,91,43,13,6,13,86,21,52,24,30,86,34,28,26,29,55,43,13,28,61,58,69,68
Ayo Dosunmu,CHI,22.8,Combo,2030,65,37,26,62,26,0,47,39,33,3,44,17,58,20,51,24,49,59,69,61,21,32,40,21,7,99,76,7,99,91,93,93,68,39,9,59,13,28,29,20,96,15,44,17,9,35,16,83,69,83,69,42,62,82,71,84,58,11,10,25,14,55,59,87,74,87,19,84,68,5,79,95,93,61,46,49,78,12,83,85,19,90,55,10,65,71,73,61,21,46,27,17,15,93,21,30,18,82,11,22,91,15,22,21,12,2
Jeff Dowtin,TOR,25.5,Combo,237,67,66,90,70,8,0,80,0,48,2,97,1,30,35,84,89,75,62,25,51,59,96,78,49,51,100,66,45,100,35,94,98,60,6,79,92,91,13,82,58,77,78,62,77,11,14,7,86,3,85,28,21,18,92,3,93,48,14,54,82,57,91,52,6,85,32,8,32,15,64,12,77,35,84,37,56,54,53,39,64,96,42,68,12,60,33,37,70,46,66,0,0,0,52,87,87,90,84,6,21,44,0,38,49,8,54
Goran Dragic,CHI,36.5,Combo,781,15,2,49,40,18,0,30,7,30,20,47,67,18,78,73,25,28,18,28,63,60,6,58,14,22,94,89,13,98,41,76,75,63,12,11,28,10,79,31,48,26,70,2,22,86,89,93,76,25,77,92,71,89,39,12,41,13,31,86,32,45,31,34,10,76,27,96,23,64,22,95,89,97,51,8,11,91,89,88,93,98,88,72,76,70,31,34,35,46,34,91,27,45,45,66,72,66,44,51,46,31,43,42,34,56,27
Andre Drummond,CHI,29.2,Big,831,57,98,28,98,100,52,96,7,90,75,27,76,49,19,7,8,86,90,87,94,48,26,57,44,60,41,92,61,48,42,18,35,16,24,68,41,62,24,74,54,39,58,7,27,62,84,84,68,60,57,38,53,21,77,40,84,93,27,78,63,47,72,71,93,37,83,69,82,85,26,29,67,46,51,81,77,45,78,44,49,70,56,46,72,38,65,27,39,0,40,0,0,0,95,28,0,18,21,17,13,56,0,87,77,53,0
Chris Duarte,IND,25.4,Forward,876,27,52,63,15,14,56,61,76,53,72,40,68,10,54,35,50,95,97,87,92,19,98,77,91,50,51,29,84,51,87,59,45,69,86,35,88,61,70,76,80,53,36,39,31,75,50,67,42,97,40,64,96,52,22,81,25,96,12,16,46,5,97,98,26,14,15,75,82,88,36,30,70,49,40,74,70,69,48,56,40,36,35,84,42,79,4,10,52,30,24,34,16,20,41,42,85,64,65,55,55,3,25,82,60,93,92
David Duke,BKN,23.1,Combo,178,20,96,1,99,20,0,91,0,81,46,13,43,8,29,29,2,46,49,89,9,56,36,46,50,13,49,81,76,80,18,3,11,5,64,41,69,50,3,67,31,59,13,52,18,59,76,76,16,33,19,20,10,35,11,33,20,35,45,3,38,21,79,95,87,90,94,21,89,75,1,90,34,75,19,95,90,99,4,99,46,38,64,99,27,100,9,30,11,100,60,0,0,0,100,13,6,3,52,2,2,78,0,62,58,3,2
Kris Dunn,UTA,28.6,Point,555,89,80,13,30,93,93,41,26,78,17,83,46,85,65,74,70,88,83,91,68,14,67,78,55,98,22,42,85,11,71,11,20,24,34,67,78,79,30,62,51,47,89,10,68,68,23,33,85,86,90,16,76,8,95,78,97,81,34,31,40,18,82,91,42,56,47,65,82,84,50,20,49,25,65,76,77,87,51,80,85,8,66,78,51,74,93,78,87,20,91,0,100,100,78,100,4,96,13,9,9,83,100,87,72,80,33
Kevin Durant,BKN,34.1,Big,1402,68,45,94,1,44,0,14,100,66,97,87,98,91,97,75,51,38,79,76,24,55,94,8,14,58,14,51,9,9,31,66,19,90,25,59,93,85,5,17,6,31,48,71,62,16,82,60,28,46,29,49,14,75,44,90,30,64,71,9,50,48,56,44,24,99,59,83,78,87,45,63,11,36,21,84,72,81,9,93,18,8,28,96,17,98,67,88,97,85,95,0,69,72,4,90,99,99,36,65,55,65,72,97,56,95,99
Kevin Durant,PHX,34.1,Big,269,64,2,100,1,42,0,42,89,56,91,28,96,94,91,58,67,31,31,39,26,27,38,44,67,47,10,8,26,26,27,49,37,66,43,70,79,81,29,83,70,19,67,82,82,45,49,48,84,46,92,73,47,78,78,69,88,25,35,53,76,51,90,35,37,25,26,45,56,52,59,63,10,34,14,80,62,25,63,22,31,77,22,31,66,29,90,100,85,87,95,0,100,100,0,87,100,100,48,70,62,41,100,85,7,92,95
Jalen Duren,DET,19.0,Big,1652,60,60,59,92,76,93,94,15,79,39,32,26,78,33,45,16,6,14,19,65,3,2,7,3,99,10,7,17,5,16,82,15,97,15,0,30,0,25,85,67,17,100,99,100,0,2,0,1,10,2,7,39,13,1,48,1,16,3,16,0,2,0,11,33,32,28,94,46,67,40,55,94,85,2,63,25,99,50,100,3,73,4,100,26,100,85,64,43,41,41,0,0,0,91,48,28,39,19,0,9,79,0,73,67,24,0
Tari Eason,HOU,21.5,Forward,1680,93,98,22,100,90,88,69,42,66,39,52,65,18,36,21,23,86,56,75,44,49,18,93,83,7,99,82,72,99,58,84,86,62,50,92,22,78,61,62,64,92,11,4,3,54,77,76,69,65,57,77,72,60,65,51,64,48,62,82,77,70,68,58,21,41,26,45,88,82,71,13,40,15,39,73,68,69,82,76,73,76,86,53,77,56,17,16,11,14,10,45,44,45,96,61,16,45,14,27,15,11,45,85,90,61,0
Anthony Edwards,MIN,21.2,Wing,2837,90,85,76,21,88,79,39,26,76,66,75,97,50,94,51,30,47,46,44,47,63,69,50,66,59,55,3,67,51,43,65,68,54,91,7,95,31,63,34,42,67,46,17,28,83,38,59,17,35,15,82,81,81,2,40,4,27,80,47,63,44,80,60,12,40,15,14,90,67,29,61,25,45,69,72,75,65,48,63,85,29,81,36,34,35,44,52,40,41,29,76,61,56,78,50,74,59,3,52,23,44,54,97,90,91,99
Kessler Edwards,SAC,22.2,Wing,296,83,65,2,89,53,96,44,0,4,77,0,10,48,37,77,48,72,76,82,22,79,36,59,66,31,32,61,40,59,22,52,25,77,84,39,40,34,43,69,63,51,34,38,29,25,86,71,63,57,61,36,37,49,73,59,67,73,71,67,75,81,42,74,73,66,75,30,69,55,89,6,23,5,21,82,69,45,61,52,16,91,10,68,63,80,64,69,96,88,99,74,9,38,48,21,26,18,83,71,83,88,38,18,2,97,0
Joel Embiid,PHI,28.6,Big,2283,79,74,76,32,90,0,48,95,94,92,28,99,82,96,61,66,33,41,22,87,65,65,34,26,76,31,28,50,33,43,7,16,20,35,47,8,21,73,26,41,22,73,18,51,80,69,81,32,42,27,46,42,39,37,19,28,36,67,59,62,66,50,12,18,53,26,71,37,54,82,50,57,55,48,16,18,54,34,53,60,45,58,48,49,45,52,77,62,81,74,0,49,50,25,83,99,96,25,48,39,42,44,84,62,84,92
Drew Eubanks,POR,25.7,Big,1566,90,53,53,55,45,67,82,24,59,67,41,13,83,58,81,34,57,60,67,94,10,54,52,57,24,25,77,52,38,32,42,23,69,59,90,27,76,19,44,31,85,63,28,47,43,17,17,48,52,48,42,77,34,56,25,57,82,10,23,15,12,47,75,88,67,88,42,56,53,7,49,99,92,68,41,48,61,41,65,36,6,44,73,57,78,89,77,87,64,88,0,0,95,65,85,58,81,33,33,28,85,92,33,22,36,18
Bruno Fernando,HOU,24.2,Big,348,96,21,2,90,51,81,75,37,82,72,13,51,27,76,79,36,63,81,70,51,66,27,34,28,70,43,21,32,42,79,20,28,27,49,8,39,10,91,44,67,7,68,57,71,77,82,87,55,89,37,83,56,65,24,87,20,76,57,59,58,64,44,75,29,52,37,70,58,70,73,54,9,26,75,44,54,60,63,59,18,88,22,82,80,79,22,28,13,65,12,0,0,0,78,81,37,68,32,0,16,19,0,68,54,44,0
Dorian Finney-Smith,BKN,29.5,Big,718,30,47,60,36,5,0,33,0,8,1,73,30,3,42,52,75,45,88,94,68,27,41,5,1,42,87,50,2,91,40,45,74,15,7,9,5,2,38,6,8,82,21,50,26,78,25,42,54,20,41,35,46,20,68,30,58,92,46,23,63,37,81,35,97,78,97,90,90,95,42,40,19,23,98,53,85,34,45,38,14,46,19,67,83,69,3,1,23,96,27,19,33,29,18,7,12,5,93,92,93,2,29,26,88,1,89
Dorian Finney-Smith,DAL,29.5,Forward,1284,60,73,76,82,18,73,36,39,23,49,71,13,39,18,39,49,39,42,26,20,87,85,44,58,52,7,44,16,7,27,27,27,34,27,15,18,10,37,99,99,27,93,94,96,6,12,5,98,32,96,59,33,63,99,14,97,51,92,10,37,54,25,37,22,52,35,27,19,16,88,43,34,35,10,46,27,11,13,14,23,17,46,22,42,20,55,53,9,40,4,59,24,50,40,9,7,7,93,72,84,67,48,17,35,24,41
Malachi Flynn,TOR,24.5,Combo,623,33,33,19,52,47,0,63,0,17,37,85,28,7,28,42,84,50,38,31,59,83,31,66,9,57,92,99,22,93,77,81,95,24,21,57,78,71,8,6,3,30,25,42,26,68,90,90,67,54,58,5,18,8,94,77,94,46,87,73,74,91,15,31,33,20,22,17,55,39,91,96,7,72,62,1,4,22,31,23,30,13,34,24,38,24,7,15,8,16,8,87,23,33,12,48,69,52,65,88,83,2,35,19,58,35,42
Simone Fontecchio,UTA,26.9,Wing,723,49,10,48,75,9,79,12,59,30,49,7,56,14,31,21,54,98,84,72,59,80,71,98,85,97,85,78,87,89,80,93,59,96,62,91,20,79,92,47,76,65,56,36,45,21,56,40,93,85,94,37,24,62,97,98,97,69,78,92,96,93,78,87,59,11,30,62,68,72,84,89,17,66,53,7,10,25,91,13,76,40,32,16,52,16,17,9,15,85,30,68,22,32,22,41,54,43,61,82,76,8,34,9,33,9,35
Bryn Forbes,MIN,29.3,Wing,241,34,31,28,26,1,0,0,0,50,27,83,33,2,43,56,34,17,22,10,4,77,94,22,33,90,0,70,24,0,1,0,2,3,60,79,49,75,57,78,77,0,100,88,100,37,3,3,98,2,99,92,0,99,95,28,95,4,74,58,99,76,99,24,27,45,33,1,50,5,95,1,40,3,15,84,69,10,19,32,87,98,60,1,1,0,1,0,17,88,45,0,1,5,10,83,88,92,65,56,57,4,5,3,0,4,0
Trent Forrest,ATL,24.4,Combo,238,46,35,66,57,90,0,84,0,7,38,97,13,10,48,83,4,25,58,31,36,79,17,9,29,54,23,31,25,25,8,24,17,45,21,60,51,57,14,48,31,37,53,73,67,45,48,47,26,16,40,40,51,38,25,12,46,42,81,31,25,76,3,29,90,35,74,26,64,53,3,95,89,98,63,35,41,57,6,66,48,51,50,59,13,63,15,2,92,0,94,0,0,0,81,100,0,100,0,0,0,39,0,84,16,55,0
Evan Fournier,NYK,30.0,Wing,453,20,69,21,4,43,0,20,0,3,56,0,54,6,57,48,46,91,92,93,69,15,70,69,80,5,76,64,74,88,15,76,76,62,65,69,70,76,28,76,63,72,78,6,39,61,30,37,22,11,32,95,44,96,3,2,6,99,16,10,9,22,17,81,54,91,77,64,91,90,46,28,72,49,45,64,60,14,20,20,7,11,14,37,36,45,9,1,67,22,43,41,14,19,8,54,50,47,71,92,89,5,19,50,68,56,75
De'Aaron Fox,SAC,24.9,Point,2431,52,41,46,35,65,67,52,29,85,74,61,87,78,57,11,83,89,88,80,49,95,82,70,40,58,85,82,53,82,65,41,40,47,8,51,61,57,66,46,53,79,18,19,11,62,65,69,57,73,60,34,57,23,81,39,86,60,93,61,92,82,95,79,18,71,34,97,47,88,51,83,65,84,83,8,19,91,47,96,72,9,85,87,47,93,80,100,98,74,93,19,37,23,52,87,83,89,30,20,20,98,23,89,70,85,67
Markelle Fultz,ORL,24.4,Combo,1777,76,85,72,89,52,0,55,34,49,65,80,72,61,96,82,19,18,19,18,35,18,88,30,41,59,15,18,54,15,21,24,19,45,66,65,17,47,13,71,47,6,91,77,93,93,20,46,16,26,22,27,19,35,21,59,30,38,27,36,34,11,77,71,14,26,13,74,4,12,72,29,34,27,49,57,54,5,57,6,37,82,29,5,60,6,63,66,74,54,74,51,14,21,85,88,93,98,8,1,1,76,21,91,79,44,9
Wenyen Gabriel,LAL,25.6,Big,983,55,50,19,84,29,77,53,18,61,73,93,22,71,13,18,37,56,73,66,75,18,65,37,43,82,68,5,60,46,68,51,68,28,21,97,10,90,9,59,30,10,52,54,56,10,99,90,19,50,19,37,28,33,19,42,22,70,23,59,48,42,65,46,15,79,31,35,89,79,65,33,24,21,80,56,69,66,72,60,44,33,54,74,84,66,75,43,84,65,87,19,0,15,77,42,18,32,61,35,40,81,15,65,72,15,18
