player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Bismack Biyombo,ORL,24.2,Big,1714,84,5,48,65,82,52,63,7,99,83,14,15,25,35,55,10,21,18,19,43,57,73,40,77,38,33,51,68,33,61,57,48,64,96,16,46,19,5,83,49,76,67,17,35,81,19,36,30,60,24,44,64,45,33,71,28,32,57,7,6,24,5,43,13,30,12,52,33,37,18,25,63,37,83,81,86,56,16,46,40,21,52,60,21,45,35,51,13,23,11,0,0,0,80,75,19,46,0,0,0,36,0,20,7,46,0
Nemanja Bjelica,MIN,28.5,Big,1140,19,75,23,19,29,74,53,43,16,43,87,41,29,68,73,48,70,22,15,58,65,35,95,97,77,50,4,95,20,84,36,26,57,97,53,43,49,91,88,94,22,47,49,47,95,58,87,96,83,88,71,60,46,96,87,93,19,69,70,44,59,32,26,28,29,23,34,11,13,39,78,6,24,72,82,84,48,63,39,63,32,52,31,49,30,34,57,21,84,26,33,31,30,23,41,16,19,83,93,91,52,33,55,71,91,86
Tarik Black,LAL,24.9,Big,1065,65,46,10,93,53,54,43,62,81,35,83,28,57,22,27,26,84,62,36,24,96,41,92,95,61,56,44,97,46,95,23,54,10,91,71,91,92,61,50,55,89,15,10,7,78,47,63,67,97,54,61,95,67,58,88,41,50,97,77,96,99,34,27,45,19,27,62,57,60,78,68,47,60,30,21,18,13,31,17,14,30,14,21,15,28,40,25,16,17,10,0,0,0,90,42,17,21,0,32,29,37,0,62,40,66,99
Eric Bledsoe,PHX,26.9,Point,2172,85,58,69,71,90,77,88,67,90,83,48,88,73,67,33,52,77,91,80,41,51,94,32,17,58,83,52,25,73,16,57,61,45,15,28,58,40,9,53,20,60,43,12,17,20,95,80,20,15,34,42,33,60,15,12,20,86,65,82,35,39,45,46,65,55,59,71,81,83,63,8,43,17,89,71,80,73,93,61,61,98,45,80,91,70,38,71,73,15,29,6,40,29,58,52,63,62,13,50,37,48,31,85,85,87,81
Bojan Bogdanovic,BKN,27.5,Wing,1468,4,6,66,36,67,81,23,90,75,74,72,78,79,49,27,32,65,62,76,72,8,80,61,21,23,66,92,21,54,50,64,62,60,81,28,30,21,21,13,9,66,27,64,44,19,58,42,83,38,64,85,11,80,55,34,36,86,6,31,29,15,77,77,93,19,87,44,60,55,66,77,45,70,72,12,20,29,44,42,37,61,21,23,46,45,68,43,76,22,48,85,31,43,80,39,22,28,46,55,52,73,44,52,59,59,44
Bojan Bogdanovic,WAS,27.5,Forward,584,7,7,68,36,32,0,25,100,61,73,46,80,93,15,3,22,80,60,51,5,28,98,88,92,56,18,20,94,37,72,15,34,13,88,95,68,93,86,46,69,9,60,55,58,91,79,92,50,77,49,19,83,15,69,90,66,81,72,36,5,18,6,24,88,13,41,42,65,58,28,30,26,21,71,92,92,6,59,6,28,52,30,5,45,6,78,47,61,86,80,42,86,77,29,56,44,49,44,78,68,58,89,49,68,32,76
Andrew Bogut,DAL,31.9,Big,581,81,41,13,71,96,0,98,0,2,10,87,13,4,83,98,0,71,8,14,7,40,33,99,98,75,96,73,99,90,13,92,95,56,100,41,96,91,43,53,49,95,29,0,0,97,65,93,64,2,76,26,23,67,89,17,86,11,8,67,65,63,54,37,62,21,33,12,48,31,6,93,84,94,54,21,27,41,56,17,5,27,2,77,39,80,11,19,25,0,22,0,0,0,65,96,0,69,0,41,37,16,0,93,86,77,0
Devin Booker,PHX,20.0,Wing,2720,37,32,46,39,12,82,0,59,82,96,71,97,43,84,46,26,85,96,93,13,67,96,26,69,29,15,30,22,19,11,30,12,70,47,15,75,36,96,79,89,24,69,67,72,3,92,54,85,25,87,39,43,78,87,35,80,92,71,80,41,44,50,63,80,87,92,76,77,83,55,32,53,39,51,61,58,89,94,73,88,95,76,81,94,61,25,29,68,47,61,38,56,55,47,87,89,90,7,32,14,25,56,91,84,82,89
Trevor Booker,BKN,28.9,Big,1747,16,86,75,62,83,0,61,33,28,24,87,69,51,81,78,23,35,28,43,8,63,12,56,68,88,6,56,76,17,14,20,8,72,54,59,92,89,53,46,45,45,92,70,90,7,18,7,25,46,43,27,81,42,40,43,52,34,74,60,36,61,14,42,76,35,70,31,47,41,21,72,50,67,45,64,60,36,43,31,57,14,41,38,40,36,62,40,81,43,72,4,67,36,58,69,44,57,64,55,55,65,38,97,75,98,98
Avery Bradley,BOS,25.9,Combo,1829,40,55,48,97,94,0,68,23,8,21,61,52,84,11,3,85,58,85,89,34,55,35,17,20,54,4,43,32,6,35,3,8,10,46,24,50,29,49,37,38,17,60,94,89,60,26,33,37,62,23,38,26,43,48,72,31,84,39,24,77,39,93,36,87,98,98,38,95,86,24,46,84,77,64,38,45,15,28,17,26,35,29,20,32,22,90,87,52,65,66,53,81,84,52,23,77,48,69,48,50,85,84,10,15,3,48
Corey Brewer,HOU,30.7,Wing,886,64,84,7,66,50,0,0,12,74,16,75,16,11,39,68,28,57,35,52,68,46,9,78,90,84,17,17,84,28,85,55,59,45,92,28,39,26,65,91,89,45,57,26,38,31,79,66,74,92,77,70,78,65,80,87,83,20,35,78,90,64,94,20,21,24,14,49,82,77,86,62,40,49,5,33,17,86,82,65,76,68,67,82,84,56,14,50,12,100,28,8,2,4,90,53,1,6,95,7,37,82,4,25,14,53,0
Corey Brewer,LAL,30.7,Wing,353,89,97,34,79,81,0,0,0,58,40,37,58,9,80,82,33,53,18,14,82,26,31,90,70,79,62,76,98,70,1,1,14,1,49,63,94,92,6,76,35,61,62,28,43,24,60,47,5,2,13,1,1,3,65,10,74,44,45,77,29,50,21,17,40,84,67,2,9,1,93,91,17,64,14,7,6,3,84,5,79,9,65,2,87,3,15,54,18,44,13,0,0,3,95,93,7,54,50,4,9,58,3,82,82,32,82
Malcolm Brogdon,MIL,23.9,Combo,1901,45,81,60,84,48,0,39,83,37,84,74,53,85,79,76,45,75,88,78,86,59,61,41,47,34,53,56,45,49,55,24,28,31,30,27,93,70,80,47,71,3,57,89,82,92,72,89,79,45,79,78,31,82,73,40,72,88,33,34,34,40,35,30,48,28,36,87,93,95,83,26,58,35,48,33,35,83,34,76,89,34,85,63,33,54,84,56,34,55,47,89,78,88,92,39,16,15,50,35,35,68,88,27,35,24,29
Aaron Brooks,IND,31.8,Point,812,65,12,8,67,2,0,50,31,15,21,40,35,40,27,35,21,48,41,18,39,98,5,61,83,7,81,15,60,71,47,97,94,89,49,70,88,91,32,68,56,84,16,31,18,69,35,45,6,15,10,58,16,81,3,16,2,14,96,23,83,89,25,6,78,10,34,22,84,62,21,92,41,81,18,53,41,42,9,63,10,44,28,75,9,82,63,6,67,69,69,0,81,77,27,65,40,44,50,71,71,19,71,63,96,79,58
Anthony Brown,NOP,24.1,Wing,135,39,75,25,71,65,0,100,0,0,0,100,13,0,24,46,87,42,31,1,99,99,84,66,77,90,18,67,90,49,72,21,43,11,47,100,83,100,13,35,15,29,93,23,73,3,86,47,83,93,81,6,6,5,95,96,98,8,98,99,65,87,5,30,3,7,2,3,0,0,24,8,48,18,80,93,94,54,96,46,0,8,0,99,96,98,0,26,92,60,74,0,0,1,48,12,42,24,67,82,82,66,1,35,39,18,0
Jaylen Brown,BOS,20.0,Wing,1293,66,46,9,87,78,74,93,6,90,52,89,45,54,28,21,25,11,5,21,7,30,42,48,41,34,92,31,37,86,74,80,90,43,64,36,40,33,46,30,31,60,37,29,28,50,64,63,49,61,51,76,54,70,32,68,37,19,34,59,15,43,5,42,32,25,22,43,19,20,90,59,28,38,10,36,21,19,59,13,47,75,31,20,53,18,61,42,80,11,53,78,20,41,92,60,18,38,48,18,18,71,41,40,30,48,25
Nicolas Brussino,DAL,23.7,Wing,408,43,61,11,97,93,0,82,0,23,58,94,30,17,65,88,2,6,22,17,4,91,84,4,4,16,37,8,3,32,42,19,23,29,74,70,9,28,4,5,2,7,89,93,98,77,13,24,31,68,36,75,55,95,10,84,8,6,80,66,83,55,97,74,48,67,60,39,2,2,77,7,18,6,31,92,86,61,62,54,73,50,83,45,77,35,18,98,18,14,12,0,23,27,11,22,53,43,52,96,91,22,24,4,10,15,0
Reggie Bullock,DET,25.6,Wing,413,40,74,86,77,77,92,0,0,6,18,86,10,65,34,70,89,94,73,81,11,82,51,96,88,61,97,74,89,96,19,48,82,5,72,16,96,62,99,58,92,19,33,90,75,82,39,55,94,18,96,91,7,97,90,14,86,72,44,33,77,69,69,62,67,55,64,64,85,87,54,63,19,32,92,49,67,67,17,77,98,1,100,23,19,24,80,69,0,36,13,60,70,80,53,3,46,19,86,69,81,59,81,6,10,18,0
Trey Burke,WAS,24.0,Combo,640,55,8,50,24,0,0,0,26,23,23,89,77,81,76,61,35,4,4,15,6,38,4,23,53,5,37,29,25,20,52,18,17,36,60,83,13,44,27,72,53,46,41,54,46,16,80,56,76,43,62,41,52,27,81,47,79,4,35,8,27,34,38,10,69,77,84,19,45,31,3,83,99,99,13,14,10,22,10,48,33,28,60,26,22,43,89,47,61,79,82,0,94,100,15,52,98,95,32,32,24,48,98,69,69,65,47
Alec Burks,UTA,25.3,Combo,620,60,35,65,87,97,0,60,36,90,66,85,68,47,2,0,66,22,32,9,73,47,83,26,66,45,12,8,29,14,9,47,23,81,39,11,67,27,79,95,95,5,88,92,97,17,61,43,75,11,86,26,4,25,86,44,96,37,64,81,80,93,24,3,84,91,96,16,6,4,86,76,45,69,12,12,9,6,55,3,1,17,1,29,76,20,39,15,84,52,84,53,33,49,66,85,37,63,76,27,37,37,49,58,42,69,44
Jimmy Butler,CHI,27.1,Wing,2803,56,94,99,94,76,80,33,81,98,99,36,96,83,98,89,77,95,93,60,86,68,90,89,80,74,73,76,90,81,24,60,58,59,93,20,52,27,48,60,53,64,36,7,10,42,95,90,82,31,83,63,51,58,73,9,78,80,52,65,86,75,77,24,90,79,93,64,42,52,58,64,86,85,9,15,10,78,56,69,75,58,56,62,23,55,40,54,84,38,62,100,41,64,74,82,90,89,4,12,6,47,62,95,82,79,98
Jose Calderon,ATL,35.1,Combo,224,0,5,90,82,68,0,0,0,6,19,0,15,52,66,92,8,2,2,9,2,82,0,8,7,15,76,79,2,81,4,97,82,96,36,1,49,10,1,29,8,89,85,4,21,87,11,29,39,1,70,18,18,43,67,1,78,14,48,17,6,32,4,2,10,95,62,7,61,33,50,3,99,83,2,40,16,2,19,0,51,29,40,1,37,0,55,98,0,74,79,0,76,19,13,0,90,37,84,84,87,95,19,8,18,6,34
Jose Calderon,LAL,35.1,Point,272,27,4,35,83,88,0,0,0,4,4,98,8,38,46,92,2,85,44,44,31,87,17,97,96,31,86,31,99,39,97,93,98,26,99,9,17,7,91,97,98,0,98,92,99,100,26,74,10,62,3,49,13,33,12,64,3,26,71,59,88,97,37,71,19,2,3,3,88,56,45,8,58,21,23,91,84,92,16,93,54,5,71,95,26,94,58,100,4,58,35,0,67,44,2,6,92,71,88,81,85,38,44,4,6,8,15
Kentavious Caldwell-Pope,DET,23.7,Wing,2525,19,70,91,55,18,68,40,56,39,49,41,57,39,57,53,86,24,71,66,96,11,40,5,9,68,3,30,13,6,69,8,4,47,17,51,28,34,32,23,18,6,94,40,82,20,88,70,17,93,12,79,89,76,6,93,6,67,22,70,42,57,35,43,41,58,51,91,45,67,54,34,15,14,52,90,87,72,68,69,29,97,11,88,70,81,34,44,21,75,47,77,40,46,23,50,78,71,28,75,65,21,46,56,44,47,86
Isaiah Canaan,CHI,25.5,Combo,513,15,63,81,6,3,0,87,98,52,6,58,13,34,5,5,81,13,18,13,27,58,72,17,21,85,7,66,65,2,78,10,42,5,32,14,90,56,45,6,7,84,4,24,6,27,92,79,14,81,10,19,83,19,18,92,16,9,77,41,58,58,57,64,42,5,7,13,14,7,64,10,35,13,53,86,83,44,41,54,34,80,20,39,20,50,37,74,98,47,98,11,11,11,21,32,35,18,90,81,94,94,11,13,37,21,21
Clint Capela,HOU,22.5,Big,1533,84,32,43,86,80,32,68,8,65,14,62,54,94,39,36,43,61,67,79,77,73,16,48,23,33,79,94,38,84,92,76,86,41,70,23,4,4,64,25,35,62,22,35,23,29,82,69,42,69,29,48,20,31,51,41,46,86,75,41,84,88,49,38,89,68,91,67,65,71,77,79,16,42,52,30,34,27,28,37,51,26,63,36,30,42,95,83,24,89,22,0,0,0,94,29,5,9,0,0,0,95,0,18,8,38,0
DeMarre Carroll,TOR,30.3,Forward,1874,51,76,56,53,27,0,59,43,53,27,20,49,36,22,17,78,32,45,44,28,80,44,30,39,43,20,64,31,21,26,48,28,70,40,19,87,56,64,15,27,64,13,53,24,22,84,66,47,20,58,73,35,84,29,29,33,32,68,71,94,92,78,78,50,33,42,65,17,31,43,87,40,76,8,46,30,56,50,59,20,48,22,63,65,64,41,59,36,61,41,52,42,41,17,61,36,37,78,83,86,39,43,34,59,46,54
Vince Carter,MEM,39.8,Wing,1791,87,68,21,56,53,66,86,27,47,83,16,32,50,59,78,84,89,93,82,85,65,64,59,72,19,96,17,50,92,95,96,98,67,26,86,64,83,49,69,67,73,64,29,46,49,30,30,25,89,23,22,43,17,45,73,48,96,67,23,51,40,62,52,62,94,89,31,77,66,42,62,18,31,66,75,76,8,24,6,9,14,10,16,30,11,54,4,43,46,44,21,77,62,39,51,16,30,54,89,82,12,69,39,83,54,53
Michael Carter-Williams,CHI,25.1,Point,804,100,67,6,79,98,94,87,26,65,31,88,40,2,13,17,27,25,20,17,40,79,59,50,42,73,82,27,38,67,89,94,76,95,96,32,36,28,7,17,8,52,19,57,30,54,70,70,42,78,32,74,94,61,31,81,30,27,66,44,42,55,28,25,62,51,59,20,30,20,26,95,64,89,21,22,17,44,31,38,57,30,48,35,37,35,0,15,29,12,12,18,2,2,62,96,33,83,87,13,17,2,2,15,10,2,10
Omri Casspi,MIN,28.4,Big,216,7,98,41,4,1,0,58,0,32,4,0,3,31,45,81,7,53,31,27,8,91,21,77,92,90,17,60,94,29,33,46,34,64,95,99,29,94,80,28,49,15,94,26,77,61,53,59,16,29,12,1,66,1,84,42,77,16,97,90,46,94,4,61,55,6,14,7,31,13,89,64,14,27,11,51,35,71,92,75,87,98,75,48,86,58,47,95,32,0,29,0,0,0,56,74,0,34,78,64,66,83,0,13,14,1,38
Omri Casspi,SAC,28.4,Forward,393,2,27,83,83,92,0,83,0,46,88,86,51,29,73,80,32,2,20,4,7,98,89,1,0,97,19,4,2,3,79,25,1,95,2,4,15,4,14,0,0,35,76,14,41,65,77,79,0,26,0,0,48,0,4,11,5,2,100,92,99,95,89,90,3,2,1,2,3,0,91,89,2,25,13,48,34,66,88,72,62,22,47,55,99,70,46,51,0,0,2,0,70,68,95,78,0,31,10,32,17,41,68,39,19,90,0
Willie Cauley-Stein,SAC,23.2,Big,1384,49,83,49,34,46,0,75,30,56,27,47,65,49,63,54,71,26,26,39,77,19,7,42,51,78,12,76,69,9,44,6,3,41,17,81,51,73,92,32,65,63,55,67,65,50,20,22,71,50,56,60,21,71,64,77,38,44,17,42,26,27,46,82,35,60,47,26,49,38,13,89,80,91,24,29,24,28,52,18,36,25,35,24,62,20,50,74,29,56,33,0,0,0,63,84,60,74,0,0,0,53,0,47,14,66,0
Tyson Chandler,PHX,34.1,Big,1295,23,46,78,87,99,37,70,57,93,34,17,7,99,7,20,5,79,84,77,38,60,87,57,20,92,71,69,37,80,22,62,72,46,19,41,20,20,31,36,24,96,35,1,3,11,80,52,61,13,81,76,72,81,41,2,64,82,54,49,31,35,43,43,65,15,27,81,90,93,73,6,24,7,95,73,86,66,56,58,84,92,63,43,24,45,98,84,10,5,2,0,0,0,99,3,8,1,0,0,0,98,0,78,62,1,0
Wilson Chandler,DEN,29.5,Forward,2186,49,25,66,75,80,75,61,20,47,69,98,85,54,64,34,56,29,55,35,79,36,32,15,33,39,28,10,19,24,55,70,54,78,91,30,29,20,52,8,10,59,34,57,43,43,49,49,22,57,19,67,37,71,10,38,8,47,37,10,24,13,63,77,40,94,78,5,20,9,12,78,52,73,91,51,67,56,11,62,68,30,65,49,11,58,58,71,73,69,76,18,64,39,51,81,49,71,27,56,41,64,38,75,63,71,75
Marquese Chriss,PHX,19.3,Big,1698,65,82,14,26,15,41,71,15,43,60,39,60,25,20,11,46,15,34,61,18,38,21,10,3,56,45,74,4,50,20,19,6,68,11,21,19,12,6,12,4,39,52,46,48,15,88,67,25,17,34,47,17,73,24,32,22,36,26,85,46,24,82,97,37,48,43,37,10,14,52,48,61,53,60,42,46,54,93,41,63,87,41,50,96,45,31,30,30,40,24,24,23,31,49,23,35,20,92,68,81,44,32,41,52,52,72
Rakeem Christmas,IND,24.9,Big,177,29,3,6,90,14,84,18,0,96,94,0,5,79,2,6,11,31,38,31,0,100,60,33,47,77,4,42,88,2,16,2,11,6,9,67,21,35,93,84,95,5,98,91,99,92,2,14,41,8,43,3,10,14,93,17,92,5,100,98,69,99,1,25,18,21,12,28,94,79,86,78,9,30,16,48,36,96,91,98,69,100,46,99,81,100,56,8,98,0,100,0,0,0,93,35,0,10,0,0,0,55,0,20,14,1,0
Semaj Christon,OKC,24.0,Combo,873,32,29,47,47,15,0,32,0,31,13,58,10,3,56,90,39,9,35,39,30,64,45,4,12,46,15,29,9,4,86,39,47,33,6,13,17,7,96,49,85,14,37,71,57,85,74,86,19,73,9,48,16,42,12,82,5,27,77,2,90,83,84,29,37,59,48,48,50,49,68,84,23,57,26,35,29,30,0,64,9,3,17,66,0,85,6,24,47,21,24,5,4,5,63,79,56,76,52,21,23,18,5,61,32,74,0
Ian Clark,GSW,25.7,Combo,925,58,40,63,73,23,0,48,66,11,24,98,27,90,13,13,84,14,22,20,14,46,39,16,61,17,13,39,42,16,12,13,29,14,29,50,80,70,74,61,71,30,67,30,48,86,56,75,35,15,63,32,32,46,41,21,59,18,45,6,52,43,62,39,78,52,67,38,18,20,25,92,73,90,31,20,17,23,1,42,6,21,14,52,4,64,97,97,74,85,89,32,91,77,50,73,40,47,85,45,60,98,77,2,6,0,0
Jordan Clarkson,LAL,24.4,Combo,2352,23,53,87,56,35,82,73,57,40,35,76,81,73,19,11,48,33,59,41,29,72,90,16,41,41,16,19,18,13,66,37,28,55,37,33,59,48,43,64,58,24,64,47,56,33,86,76,56,86,51,46,85,43,62,72,55,63,86,32,22,58,7,57,75,45,66,5,25,9,94,84,12,42,20,13,11,33,30,46,15,42,26,46,29,48,71,85,71,63,74,18,54,42,48,90,34,71,39,55,44,84,42,71,60,73,56
Norris Cole,OKC,28.1,Combo,101,0,100,2,0,71,0,0,0,34,87,0,74,5,15,8,90,16,11,4,75,14,99,37,72,10,86,3,8,74,94,98,83,99,36,0,8,1,8,100,99,58,18,13,10,83,87,92,41,91,32,23,26,39,74,96,82,31,4,3,4,14,6,53,7,64,19,99,0,0,94,81,95,96,0,0,0,27,0,60,43,0,96,23,3,36,5,5,5,53,13,0,0,0,16,84,94,98,10,37,19,2,0,40,97,13,0
Darren Collison,SAC,29.2,Combo,2055,27,52,84,26,8,0,0,81,48,50,50,66,92,85,69,69,55,76,67,91,54,37,27,17,46,68,63,14,66,56,61,74,36,27,31,24,17,30,49,34,75,11,71,32,9,67,42,60,47,55,88,6,87,42,67,33,66,52,24,34,41,36,31,59,53,58,86,59,76,43,31,43,31,46,79,75,88,13,92,85,39,79,82,7,86,92,61,79,81,90,100,83,95,60,47,92,85,45,15,16,81,95,53,26,52,61
Mike Conley,MEM,29.1,Point,2287,67,63,88,33,60,0,46,74,75,85,46,73,92,75,46,87,92,94,95,88,34,69,64,49,36,67,81,67,64,75,23,37,16,52,10,92,54,40,43,39,78,75,24,49,31,25,20,51,78,34,96,95,91,9,46,9,98,33,72,77,45,88,95,68,90,89,41,75,68,25,65,19,35,63,86,85,59,76,56,40,94,39,65,67,63,88,85,48,63,52,64,90,94,29,50,48,42,42,75,69,75,92,38,40,25,71
Pat Connaughton,POR,23.8,Wing,227,17,16,50,82,95,0,62,0,5,0,0,15,77,71,96,0,28,33,52,1,69,23,35,28,20,95,32,5,93,58,93,87,91,52,29,8,10,7,82,58,88,69,20,42,59,8,14,76,43,69,77,91,60,48,27,58,21,80,7,63,70,44,22,24,34,27,54,88,85,19,16,91,67,38,70,62,63,5,84,19,10,47,88,6,92,82,26,0,3,1,0,100,98,71,4,34,5,15,90,74,14,98,4,3,100,0
DeMarcus Cousins,NOP,26.2,Big,573,63,87,35,31,97,95,97,71,75,99,90,99,61,96,75,41,80,97,95,90,60,99,12,12,14,30,67,14,52,69,82,92,43,33,10,3,2,48,54,47,60,25,21,17,31,91,81,7,75,7,76,47,75,2,42,2,99,52,34,73,82,37,23,64,77,78,95,89,96,95,9,11,5,56,72,71,63,13,73,42,62,46,75,17,78,38,11,73,40,53,0,76,73,48,31,54,33,0,83,73,21,74,98,99,98,96
DeMarcus Cousins,SAC,26.2,Big,1885,67,87,62,33,94,86,90,68,86,99,64,100,56,100,83,56,66,35,27,2,88,91,90,27,82,99,84,63,99,35,74,97,21,44,66,62,69,17,23,14,51,96,7,56,16,61,43,56,16,61,53,3,61,75,52,76,38,87,36,23,66,3,2,10,13,5,28,88,72,99,0,4,0,18,99,94,13,27,11,83,67,77,3,13,3,23,26,26,51,31,0,64,60,43,48,65,57,47,72,64,19,56,93,95,93,96
Robert Covington,PHI,25.9,Forward,2110,92,97,39,68,81,88,29,75,56,25,25,69,44,47,25,14,88,50,42,61,68,36,96,91,81,89,67,92,97,77,89,90,67,93,19,81,50,37,86,77,86,30,14,14,51,44,46,57,71,61,64,92,48,42,47,54,46,50,95,31,64,11,18,77,59,77,49,46,46,47,51,50,48,28,63,51,49,96,42,67,63,59,37,92,34,32,29,7,63,8,24,44,32,59,24,10,5,14,95,81,46,32,31,41,24,61
Allen Crabbe,POR,24.6,Wing,2224,46,26,43,11,32,61,65,69,52,34,68,18,90,17,28,75,30,46,31,38,5,96,25,47,14,83,6,26,70,64,83,85,61,7,39,89,76,64,61,66,36,32,45,33,80,73,84,11,59,12,13,86,13,17,86,18,53,14,14,9,4,57,44,34,63,50,67,20,31,40,54,59,56,73,44,50,33,35,26,80,71,81,13,37,11,92,57,83,69,76,51,97,95,26,39,81,68,64,57,63,59,95,12,16,6,32
Jamal Crawford,LAC,36.6,Wing,2006,36,48,82,11,1,59,26,73,55,84,54,89,38,83,65,41,9,25,8,22,13,79,8,19,31,38,1,7,45,13,12,18,18,5,62,31,37,51,80,76,4,44,97,91,83,51,68,28,11,40,18,89,26,55,41,61,27,20,6,8,8,26,33,47,29,27,24,4,4,25,81,11,37,60,84,83,6,9,13,8,69,9,11,27,23,31,20,65,73,72,27,57,51,15,70,97,94,24,43,27,24,50,97,100,92,99
Jordan Crawford,NOP,28.0,Wing,419,18,29,56,17,4,0,0,0,26,48,90,94,82,91,76,73,43,95,99,81,25,32,2,2,62,1,55,1,1,8,13,6,45,6,77,3,13,17,4,3,43,6,87,41,26,82,68,65,23,68,96,66,96,17,4,26,92,22,6,27,6,94,99,86,39,75,96,91,97,8,90,59,84,3,82,53,98,28,100,82,88,69,97,44,99,82,96,98,25,86,0,91,77,18,82,71,82,13,74,55,84,77,89,95,93,73
Jae Crowder,BOS,26.3,Forward,2328,22,56,75,25,64,0,92,70,71,56,39,53,88,66,75,61,98,98,96,95,42,88,73,86,57,32,41,82,41,57,50,39,65,53,61,74,71,68,78,83,61,28,23,19,59,76,75,55,80,67,15,15,18,87,67,89,99,30,89,93,49,99,66,98,33,94,76,96,95,44,24,67,41,55,66,65,32,92,16,37,73,12,32,83,26,88,95,44,53,44,96,74,89,24,10,59,39,46,86,76,75,88,15,12,19,68
Dante Cunningham,NOP,29.5,Forward,1623,69,37,81,58,46,0,71,0,3,2,86,0,78,3,8,88,55,80,93,63,32,31,20,18,47,78,46,12,64,96,75,57,84,59,9,29,10,50,27,31,28,27,83,61,92,37,64,45,83,22,81,87,76,12,65,6,87,18,42,33,26,66,63,65,88,86,93,67,87,47,29,51,33,95,48,71,84,52,85,56,38,52,84,51,87,90,81,81,73,78,64,78,75,39,29,41,29,100,20,73,90,75,12,15,5,0
