player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Antonio Daniels,WAS,33.6,Point,287,0,13,85,0,72,0,0,20,100,9,91,2,76,39,93,39,2,3,7,5,10,24,17,2,83,40,75,18,46,4,27,62,8,5,15,38,17,55,3,6,18,67,27,36,93,83,92,12,1,30,2,58,4,58,6,67,5,15,5,51,42,70,10,3,8,2,12,76,43,67,37,20,17,45,83,74,13,3,31,12,4,36,18,8,23,35,65,6,6,4,0,0,0,81,50,26,24,54,37,41,13,0,11,17,2,54
Marquis Daniels,IND,27.8,Wing,1697,74,69,65,91,54,58,56,14,57,67,94,71,23,53,38,50,59,37,35,18,89,40,74,43,68,77,71,62,74,30,40,37,51,59,41,66,63,12,56,27,38,48,69,66,81,26,46,48,40,48,34,16,44,54,54,50,26,90,75,83,84,59,35,33,79,56,26,41,33,82,89,24,60,26,17,14,25,66,20,57,41,67,17,62,12,23,69,69,26,43,0,3,1,92,96,30,70,10,13,9,72,1,78,33,75,3
Jermareo Davidson,GSW,24.0,Big,104,35,25,62,41,75,0,20,0,67,85,29,42,30,3,3,70,29,4,1,29,35,96,97,92,97,48,52,96,77,34,69,32,86,96,2,98,77,8,81,32,90,98,1,17,1,92,33,91,25,94,65,85,30,91,39,97,3,75,78,77,85,54,3,99,7,53,0,0,0,10,71,100,100,6,1,0,0,14,1,31,24,52,0,20,0,59,43,100,80,95,0,0,0,23,6,96,86,0,0,0,62,0,65,84,46,0
Baron Davis,LAC,29.6,Point,2246,96,78,44,65,70,0,57,18,52,54,48,91,19,87,57,52,75,64,60,83,17,18,73,63,86,47,33,71,62,54,90,73,90,64,16,44,21,79,55,70,63,35,9,9,80,89,90,17,59,23,71,81,74,7,53,10,66,13,87,25,30,26,80,66,51,62,10,12,7,90,17,8,5,50,86,78,76,86,53,34,69,15,80,85,69,15,35,26,24,17,3,30,21,54,48,28,28,33,76,67,24,19,91,61,93,91
Glen Davis,BOS,22.8,Big,1552,10,85,32,47,12,57,17,60,76,35,41,48,24,54,57,68,18,35,14,86,50,63,13,10,64,38,29,6,27,49,22,45,12,17,19,2,1,24,84,73,67,7,74,37,41,42,40,86,26,93,75,17,67,91,26,95,40,56,15,33,45,32,4,16,34,23,87,36,61,26,9,82,48,58,77,74,19,15,26,31,64,29,23,17,42,18,27,21,60,43,0,0,0,29,35,90,80,68,62,59,18,0,12,13,23,68
Paul Davis,LAC,24.3,Big,297,8,76,28,54,17,0,6,75,56,34,0,45,13,41,42,93,65,63,21,26,99,95,55,52,96,10,9,46,13,64,72,10,98,7,2,98,83,78,93,91,2,96,42,80,12,100,91,17,91,21,2,75,1,71,72,82,26,95,90,97,97,73,50,14,7,5,97,85,97,25,84,91,96,65,3,10,84,54,88,12,80,12,98,43,99,9,13,24,26,24,0,0,0,31,37,88,78,0,73,68,10,0,20,51,13,0
Ricky Davis,LAC,29.1,Wing,755,29,29,40,9,11,0,42,74,17,54,66,54,4,83,92,42,18,24,37,69,5,35,25,29,73,10,38,76,16,1,2,2,15,21,86,84,92,54,29,31,7,96,83,97,39,22,24,3,4,10,8,66,3,4,1,17,55,8,5,8,4,47,47,37,31,30,15,72,58,2,28,69,48,95,93,96,8,20,11,36,36,40,5,31,7,8,46,14,24,20,37,13,20,5,35,81,65,67,81,75,6,20,26,70,24,53
Luol Deng,CHI,23.5,Forward,1654,48,66,93,57,55,50,75,60,73,48,14,61,20,59,48,77,47,24,32,39,55,29,76,76,39,58,58,60,79,38,31,59,20,77,82,35,58,34,79,74,56,56,39,43,65,40,51,92,62,95,79,86,72,92,49,98,20,41,83,63,66,58,45,81,26,45,68,43,51,58,38,92,86,16,9,8,65,85,52,82,78,73,45,82,34,11,55,38,27,38,0,0,91,57,45,100,98,16,16,14,21,75,38,30,25,89
Boris Diaw,CHA,26.5,Big,2208,26,51,95,6,13,48,9,43,7,63,77,83,65,100,99,19,60,37,12,10,97,98,76,83,79,3,90,66,7,88,55,22,88,62,20,31,17,96,98,99,3,10,94,76,89,90,93,96,96,95,66,75,83,99,96,99,19,98,45,16,28,13,8,91,22,63,79,3,8,68,5,84,47,72,24,41,75,47,70,77,5,82,65,78,49,75,35,84,73,85,81,74,81,33,46,43,34,85,91,91,63,78,49,62,63,87
Boris Diaw,PHX,26.5,Forward,523,50,21,77,64,18,79,30,12,29,71,100,36,100,89,89,4,94,74,66,93,9,54,94,93,18,79,79,77,97,58,81,59,88,81,45,32,32,90,95,95,9,2,73,27,100,92,99,69,89,70,53,97,42,72,88,76,55,6,26,35,2,98,83,64,28,42,11,46,23,97,25,8,7,63,51,60,73,71,86,27,20,32,92,75,98,98,93,91,91,98,0,0,0,80,96,30,77,14,25,18,98,0,88,73,86,11
Yakhouba Diawara,MIA,26.2,Wing,820,38,8,19,71,10,63,31,0,15,2,84,12,18,10,20,94,31,25,28,23,49,68,52,85,7,46,38,35,52,55,86,53,94,90,7,85,36,28,84,72,89,17,19,11,60,38,46,79,45,81,41,26,57,85,66,84,36,66,22,34,61,12,59,74,17,34,27,31,25,11,13,57,29,96,86,93,14,20,11,11,76,23,31,12,14,33,79,1,46,25,4,55,18,8,2,7,3,96,96,99,63,19,7,27,59,3
Travis Diener,IND,26.7,Point,685,81,41,80,11,80,0,91,0,0,43,0,6,87,43,89,96,68,76,94,55,4,64,46,65,53,9,28,58,5,75,40,12,85,86,74,33,53,75,19,36,37,52,65,63,52,50,52,51,96,25,68,90,39,42,89,27,85,3,31,9,10,27,97,40,13,17,97,54,82,11,7,22,8,95,99,98,93,64,93,20,54,13,98,57,97,96,100,15,26,19,0,82,81,0,4,19,6,61,100,100,67,83,33,74,61,80
Ike Diogu,SAC,25.1,Big,129,7,2,60,73,71,94,4,66,93,80,100,91,100,33,12,91,20,34,11,85,91,19,14,23,1,81,76,15,28,81,75,100,0,57,1,54,3,72,73,77,69,91,97,99,58,0,0,90,8,80,87,4,69,74,5,70,28,88,0,94,87,88,1,92,83,93,100,2,19,16,74,92,95,13,31,20,2,0,3,16,0,7,3,0,5,96,55,59,99,100,0,0,0,35,71,61,70,83,78,80,96,0,99,76,96,68
DeSagana Diop,CHA,26.8,Big,543,80,70,40,99,59,75,27,0,43,20,20,12,10,36,60,15,3,11,18,13,67,28,3,10,88,1,15,18,2,13,0,0,8,52,4,21,5,15,53,33,1,62,92,91,30,94,83,69,56,64,50,85,37,70,31,68,10,67,38,29,59,8,22,58,37,45,43,15,18,42,89,61,81,17,30,23,81,36,70,100,98,99,4,35,7,24,27,17,80,20,0,0,0,68,85,23,40,0,0,0,24,0,26,24,17,0
DeSagana Diop,DAL,26.8,Big,432,70,65,43,76,58,0,5,1,75,38,12,2,3,26,75,61,6,46,65,3,97,22,1,1,8,62,30,0,20,97,41,72,11,2,76,3,12,34,3,4,79,15,43,26,6,80,40,39,84,19,11,11,6,74,90,54,53,95,7,52,83,12,69,2,8,2,78,99,99,29,72,60,67,45,61,59,11,8,8,45,29,87,4,40,2,5,9,16,8,5,0,0,0,84,43,34,22,0,0,0,5,0,59,12,99,0
Juan Dixon,WAS,30.1,Point,782,83,67,22,6,22,96,63,73,11,6,78,54,26,33,33,11,50,30,67,17,12,70,69,79,29,49,60,68,54,48,38,25,64,76,89,10,31,86,66,84,48,67,27,36,34,79,68,65,78,65,4,32,6,97,94,98,62,21,11,22,11,58,86,60,54,59,91,20,38,38,48,61,54,33,71,62,12,31,14,26,17,38,9,34,12,37,74,19,44,31,0,48,47,26,81,59,69,43,61,56,43,45,52,57,20,89
Keyon Dooling,BKN,28.5,Combo,2013,40,51,65,33,14,0,91,55,40,60,51,42,91,70,79,58,16,29,54,21,34,56,17,30,43,33,5,15,30,29,39,45,39,41,66,28,44,44,48,43,29,80,75,85,28,26,25,41,45,56,10,45,15,74,80,80,45,51,2,13,12,28,36,75,5,20,89,55,85,19,68,18,29,95,79,89,23,3,52,33,4,63,27,6,48,88,86,88,14,33,96,65,94,40,42,30,40,79,56,72,65,94,42,30,88,58
Quincy Douby,SAC,24.5,Wing,131,97,0,0,4,61,0,37,0,24,18,0,55,1,7,3,100,70,23,34,39,57,60,93,75,11,96,77,95,100,64,77,83,55,47,68,98,97,9,26,14,96,4,71,31,71,2,6,23,99,8,0,7,1,88,100,93,67,90,72,85,83,70,21,49,96,87,46,10,13,39,94,31,72,40,41,39,1,54,1,0,19,0,6,41,17,1,15,9,68,21,0,0,2,10,92,42,69,54,79,67,4,2,84,89,88,86
Chris Douglas-Roberts,BKN,21.8,Wing,515,72,30,74,56,8,85,13,45,81,66,57,65,48,69,67,23,86,61,48,50,79,58,91,79,73,52,85,94,69,91,56,73,27,47,89,50,75,74,91,90,15,85,55,77,15,86,64,30,84,38,38,63,16,26,72,53,40,87,15,71,83,37,68,17,6,6,31,92,82,98,65,30,39,8,13,8,82,7,98,91,6,98,61,3,85,35,62,52,20,33,0,0,0,96,91,38,59,13,4,4,66,0,80,46,74,3
Goran Dragic,PHX,22.5,Point,580,0,65,6,100,81,0,0,7,80,57,9,50,6,17,17,2,22,18,13,7,97,58,49,9,98,45,8,16,9,76,54,46,60,12,8,71,26,91,6,25,19,8,86,55,25,93,81,83,38,76,83,48,70,76,35,69,9,98,68,85,87,60,27,11,44,17,77,5,12,67,6,80,46,40,45,42,42,47,44,63,38,40,32,22,48,7,11,72,17,22,0,41,28,67,17,69,46,28,56,43,9,26,43,24,48,59
Jared Dudley,CHA,23.3,Forward,421,11,93,36,75,4,59,63,0,68,21,27,9,14,43,79,86,28,56,52,70,90,5,14,22,59,14,59,15,9,99,56,62,48,3,83,4,17,17,92,71,76,35,9,8,97,53,83,87,99,62,80,99,22,87,88,83,16,84,36,93,74,97,20,65,93,90,28,48,33,42,61,41,47,41,70,64,80,21,91,64,21,73,76,28,91,30,4,93,93,96,0,0,0,61,23,98,95,39,21,23,52,0,39,68,18,11
Jared Dudley,PHX,23.3,Forward,599,18,82,45,93,27,80,43,5,88,34,27,21,79,20,38,23,41,43,29,40,94,62,47,50,93,6,11,43,3,65,49,15,89,62,26,89,68,25,37,25,55,14,87,65,23,34,28,64,76,51,97,41,96,25,86,14,28,93,72,66,83,35,32,14,94,44,89,14,43,14,20,67,41,80,87,88,69,31,62,86,73,56,39,10,46,91,82,54,96,91,74,35,57,50,34,32,23,89,50,64,95,55,55,70,63,11
Chris Duhon,NYK,26.2,Point,2898,24,9,94,43,13,0,94,80,57,30,61,22,85,59,81,13,34,52,61,50,13,52,27,26,32,53,60,25,56,4,45,47,45,3,12,83,49,24,86,75,11,34,35,30,91,98,98,18,6,33,34,13,42,15,7,28,62,11,6,23,8,77,39,27,63,43,22,81,68,63,37,31,26,64,65,69,44,9,47,43,29,38,48,11,53,78,30,35,57,46,72,70,70,69,15,2,2,63,94,89,52,70,63,89,87,83
Tim Duncan,SAS,32.5,Big,2518,74,19,93,52,96,84,57,47,79,83,55,100,59,99,90,82,69,78,92,42,12,77,41,36,10,59,94,19,69,66,66,56,74,78,76,1,7,61,43,47,51,21,29,20,69,85,85,89,81,74,52,68,56,86,85,71,91,19,67,54,52,64,87,90,47,76,52,93,89,69,98,10,67,41,17,19,27,72,18,26,74,8,44,86,53,52,54,78,73,80,0,0,0,28,88,58,82,0,57,51,57,0,93,57,88,0
Mike Dunleavy,IND,28.1,Forward,494,55,27,61,14,34,0,5,81,63,61,70,84,36,89,75,29,39,56,55,82,3,89,30,14,59,76,37,28,37,93,91,96,41,12,12,62,30,71,30,51,76,33,98,92,0,12,1,21,71,9,5,8,8,54,91,28,72,8,10,5,3,46,74,28,8,10,42,79,76,8,19,50,27,93,94,96,32,17,58,48,7,91,24,49,36,21,30,32,29,29,86,20,39,20,54,46,41,59,82,71,14,43,16,27,30,11
Kevin Durant,OKC,20.1,Wing,2880,85,60,98,52,95,75,71,85,84,83,47,95,88,71,37,31,14,54,52,55,58,45,4,5,12,61,45,1,58,87,44,61,28,38,18,26,12,2,14,3,34,58,39,44,85,58,75,63,89,56,11,40,20,90,96,81,50,46,81,61,79,30,66,30,17,17,59,74,77,60,12,45,20,52,81,76,68,68,65,67,91,70,62,80,55,56,93,38,67,58,12,94,91,55,82,92,94,4,29,12,67,89,70,63,45,48
Monta Ellis,GSW,23.0,Combo,887,81,65,86,47,91,0,93,61,47,26,84,93,40,33,9,63,34,45,44,78,12,35,33,14,59,83,47,17,70,6,40,53,29,23,39,6,10,91,17,44,51,25,60,44,83,32,55,36,6,58,48,23,66,43,3,55,57,21,62,45,31,74,49,60,45,53,53,47,50,77,59,68,69,32,10,11,33,72,39,41,76,48,32,66,41,42,74,58,40,44,0,0,8,72,51,98,98,14,7,9,77,8,84,33,58,98
Francisco Elson,MIL,32.7,Big,950,52,88,25,71,32,43,26,93,17,29,8,4,40,27,63,9,28,53,32,46,84,52,15,12,35,41,82,7,44,83,79,73,72,14,78,6,21,71,10,23,91,48,31,30,11,25,15,53,62,61,51,55,58,54,59,58,36,81,58,62,64,55,43,35,25,27,66,71,72,41,66,76,77,10,46,28,41,59,28,43,51,32,44,60,36,40,29,56,67,63,0,0,0,56,20,74,55,76,0,63,43,0,54,59,43,0
Melvin Ely,NOP,30.5,Big,341,39,1,16,44,1,71,8,35,41,93,0,57,6,65,66,28,8,6,8,14,7,78,43,66,39,16,83,92,17,21,25,57,10,69,4,82,40,61,79,81,27,45,71,67,47,60,58,8,10,14,32,1,53,6,70,10,12,6,3,3,5,9,40,10,12,5,38,66,52,7,99,40,91,19,62,46,50,14,73,50,58,84,52,48,60,4,30,10,20,5,0,0,0,46,98,20,67,0,0,0,4,0,85,68,76,0
Maurice Evans,ATL,30.0,Wing,1782,19,41,25,96,33,79,66,67,30,17,75,13,71,6,10,91,31,46,47,30,84,37,26,52,27,18,48,42,21,48,30,42,32,20,69,83,87,47,58,56,40,89,38,69,34,44,39,25,60,23,38,60,26,29,39,29,39,85,51,52,69,30,5,53,65,62,72,70,79,72,34,26,20,82,49,67,44,29,49,55,54,55,44,23,51,88,45,77,39,48,58,52,68,64,20,13,8,90,63,85,74,67,37,66,53,50
Reggie Evans,PHI,28.5,Big,1091,6,89,38,90,84,38,91,16,99,90,10,23,24,15,20,8,24,47,26,29,83,80,14,23,63,9,41,23,7,54,29,63,13,22,68,6,18,63,71,73,23,93,73,91,9,37,18,70,24,70,42,37,55,82,24,81,40,82,16,76,94,19,4,44,16,25,96,80,96,69,7,60,24,76,50,64,42,6,71,90,21,90,13,8,32,18,4,90,1,88,0,0,0,98,15,5,3,76,0,62,18,0,98,84,90,0
Jordan Farmar,LAL,21.9,Point,1093,74,69,41,59,37,81,39,0,54,22,65,46,15,13,9,33,9,7,23,8,48,11,37,44,95,4,28,62,6,1,6,5,41,39,92,46,77,48,66,59,3,87,85,93,39,77,69,50,2,68,42,9,58,64,1,74,9,69,87,12,59,2,29,28,13,13,37,36,31,92,5,31,10,73,50,63,70,94,59,71,84,30,62,90,68,22,44,30,13,15,17,41,36,59,30,22,15,56,70,70,30,34,22,13,28,56
Raymond Felton,CHA,24.4,Combo,3079,91,77,72,65,77,0,63,35,33,79,63,79,28,95,86,30,81,51,51,95,5,38,91,72,71,68,86,80,80,28,47,20,84,81,36,24,21,81,59,76,17,54,21,26,99,80,97,83,69,72,65,78,45,81,73,79,51,5,28,10,0,86,37,91,31,70,29,56,47,65,41,68,57,76,15,32,65,78,54,54,68,35,72,77,71,23,19,93,58,84,17,24,25,65,60,84,91,26,28,21,47,28,63,70,37,16
Rudy Fernandez,POR,23.6,Wing,1919,24,70,73,49,42,48,28,70,27,82,74,49,93,66,77,52,34,28,36,32,14,77,53,80,40,28,27,80,34,41,50,29,80,45,41,96,92,67,66,72,50,15,76,52,70,34,49,14,77,12,18,63,25,22,97,17,45,31,36,6,5,31,34,21,19,14,62,49,55,37,22,13,9,63,97,94,40,44,24,29,45,18,51,50,43,93,97,36,6,13,43,83,71,18,19,17,12,71,99,95,61,72,20,19,67,68
Kyrylo Fesenko,UTA,21.9,Big,132,98,98,1,30,33,85,26,0,57,18,42,20,57,20,25,5,62,61,16,58,98,71,55,92,85,1,47,72,1,11,7,2,79,93,99,95,99,13,10,6,41,99,9,55,74,41,57,99,54,99,99,100,99,93,3,95,2,98,98,100,99,89,73,0,9,1,100,2,18,81,34,54,42,19,44,30,97,94,96,93,81,40,99,66,100,94,89,1,26,1,0,0,0,95,9,29,8,0,0,0,95,0,33,6,100,0
Michael Finley,SAS,35.7,Forward,2326,14,9,98,2,30,0,11,86,2,20,13,25,61,34,54,91,46,86,93,88,29,17,8,9,3,80,75,4,89,66,53,68,30,30,23,47,27,31,2,2,61,5,38,13,83,79,85,33,62,27,55,41,65,24,63,16,90,32,20,44,39,63,69,93,75,92,56,90,86,35,77,61,71,55,41,44,46,41,29,20,24,16,64,63,55,79,71,82,77,82,66,93,86,2,36,82,59,95,68,84,43,89,9,52,23,38
Derek Fisher,LAL,34.2,Point,2433,28,50,48,19,9,0,35,70,26,26,46,7,59,6,15,98,86,91,75,89,45,78,58,50,5,88,88,48,88,99,92,93,63,66,6,52,15,38,28,24,98,11,12,4,42,29,32,32,97,20,30,80,28,29,97,20,92,32,17,89,48,96,74,78,85,87,50,69,65,13,95,70,91,14,49,33,13,12,22,15,30,48,21,20,23,74,7,69,93,93,76,66,72,9,31,48,52,94,81,83,48,72,13,43,19,28
T.J. Ford,IND,25.6,Point,2236,80,52,54,81,57,0,93,89,78,89,63,85,54,57,20,54,48,49,30,66,63,51,47,56,67,51,28,34,84,49,73,81,47,69,37,47,39,12,81,53,55,51,45,45,43,50,48,46,43,66,36,50,41,60,58,79,31,72,85,69,61,69,18,46,66,59,30,38,31,80,30,47,32,57,35,43,52,76,46,58,96,52,49,75,45,50,52,83,46,67,62,45,55,70,98,50,85,35,17,15,61,57,94,48,81,37
Jeff Foster,IND,31.8,Big,1818,37,71,51,87,38,56,46,36,66,62,74,16,52,79,96,26,85,66,44,50,88,48,87,83,52,89,52,87,85,91,85,92,43,72,43,71,66,72,68,76,93,14,20,10,37,39,38,43,73,36,26,69,16,61,48,57,36,87,42,88,60,93,57,38,81,64,28,57,49,32,45,94,90,22,18,14,59,36,67,76,34,67,49,21,66,48,43,29,24,23,0,0,0,79,10,52,22,0,77,70,55,0,57,62,26,68
Randy Foye,MIN,25.1,Combo,2464,93,28,58,37,35,72,53,74,51,42,16,72,53,53,30,72,72,91,89,91,38,48,24,40,49,7,56,39,12,50,44,18,88,58,36,28,24,49,47,45,40,2,78,31,68,83,83,40,90,36,86,86,67,22,46,24,89,58,55,54,51,61,84,80,61,75,31,92,81,58,96,21,68,22,34,26,78,57,80,87,79,91,60,63,61,53,33,49,60,56,46,56,58,56,72,28,53,33,58,47,42,58,67,67,74,72
Channing Frye,POR,25.5,Big,628,30,53,23,15,30,75,57,46,1,60,14,67,4,40,31,85,1,3,6,11,26,6,3,17,32,21,10,2,13,73,95,76,97,22,9,64,28,11,39,19,97,48,15,17,44,10,14,42,64,46,11,52,30,73,97,64,5,33,8,4,10,9,17,8,6,3,92,5,41,17,6,90,63,45,79,71,20,14,28,19,23,25,29,20,43,7,7,62,46,45,0,0,9,4,13,99,96,92,84,85,6,9,5,70,14,68
Dan Gadzuric,MIL,30.7,Big,912,69,87,13,75,70,68,37,8,34,57,42,32,25,45,62,50,45,72,83,49,58,20,21,21,66,49,17,41,53,26,18,28,20,76,65,11,24,46,3,6,23,23,67,51,34,90,80,4,24,4,10,3,20,7,41,5,65,43,36,23,22,34,79,10,85,43,93,96,98,15,71,86,88,26,47,38,97,64,98,88,69,86,95,74,95,38,34,59,55,55,0,0,0,54,62,60,59,0,0,0,40,0,60,73,35,0
Danilo Gallinari,NYK,20.2,Forward,408,30,63,23,25,21,0,7,0,25,86,11,30,96,9,16,64,97,93,83,70,61,65,85,83,77,65,13,74,68,60,86,86,55,98,90,13,59,19,50,32,19,54,96,93,46,14,18,34,67,48,67,46,84,13,23,21,86,47,39,79,42,94,37,93,38,76,60,82,83,36,30,32,22,93,75,85,70,60,66,30,11,43,89,70,80,95,25,96,25,61,94,95,100,7,7,38,7,80,96,96,29,100,43,43,91,82
Francisco Garcia,SAC,26.8,Wing,1937,98,82,23,54,38,71,25,59,46,79,29,62,62,65,66,26,26,25,17,64,42,65,40,53,72,14,18,46,14,5,9,4,67,60,91,26,71,55,35,37,32,67,71,77,55,27,36,49,10,67,70,17,78,37,19,47,30,25,37,42,62,23,12,46,11,18,11,60,28,43,29,17,14,70,92,90,26,21,32,21,42,16,41,13,54,54,72,34,49,37,89,57,73,50,27,73,52,37,67,46,46,73,69,80,44,79
Kevin Garnett,BOS,32.5,Big,1768,53,90,94,7,90,71,76,95,10,77,82,84,67,95,87,84,95,73,94,53,15,27,96,88,79,75,81,96,81,70,65,60,66,85,56,96,94,83,41,60,35,97,31,75,37,36,35,60,82,49,77,96,69,42,76,36,86,7,95,6,20,5,95,73,92,89,39,46,44,79,89,10,39,57,27,35,90,99,74,68,58,51,92,95,77,70,98,87,76,86,0,0,0,13,75,88,94,66,69,65,73,0,21,1,49,68
Marc Gasol,MEM,23.8,Big,2504,49,63,67,50,56,65,70,62,92,97,75,65,79,76,76,27,42,73,72,73,19,35,18,7,44,46,51,6,63,50,70,39,87,25,20,16,9,10,55,29,13,55,55,58,87,79,87,24,44,35,48,76,41,25,38,43,72,36,25,59,26,92,84,39,84,64,44,43,42,32,56,56,59,61,58,62,51,49,63,27,61,28,65,69,75,63,72,65,82,71,0,0,0,49,95,30,65,0,55,50,67,0,96,64,93,0
Pau Gasol,LAL,28.3,Big,2981,38,23,99,57,46,70,81,74,58,89,48,80,93,98,93,82,70,92,82,71,80,84,15,15,6,29,93,16,27,39,16,13,48,27,36,15,14,63,26,38,39,27,51,38,86,61,76,51,63,48,77,37,89,26,82,30,87,79,19,74,73,56,72,95,35,86,54,72,71,22,87,46,72,14,75,57,75,4,89,32,55,57,91,11,92,87,82,90,74,95,0,0,0,45,87,42,68,65,0,47,88,0,81,55,79,68
Rudy Gay,MEM,22.2,Forward,2932,64,70,57,36,43,75,52,37,57,46,34,89,45,50,20,38,26,75,74,77,14,70,4,1,29,85,39,3,79,51,15,42,7,4,51,7,14,9,21,9,21,70,75,80,52,41,45,22,40,31,50,31,47,21,29,35,67,33,41,31,14,79,72,42,96,84,41,59,48,21,81,71,80,12,64,43,85,59,91,33,52,36,95,74,96,41,29,77,70,79,80,30,43,43,80,55,79,38,48,43,57,45,96,84,98,88
Devean George,DAL,31.2,Wing,653,78,74,38,84,13,0,90,0,43,50,39,4,20,1,4,47,10,21,29,15,76,22,12,17,83,6,64,37,14,6,19,10,69,60,76,14,36,93,1,4,26,53,53,55,84,56,73,2,14,11,2,5,8,12,26,30,23,85,23,48,65,33,60,52,88,81,6,19,6,26,60,76,75,84,22,46,7,31,20,3,13,6,27,39,49,27,29,88,71,86,2,77,12,62,21,16,11,95,39,84,75,9,24,25,46,3
Daniel Gibson,CLE,22.7,Combo,1664,84,26,26,60,16,0,28,16,16,16,56,9,58,7,19,95,21,37,40,39,35,85,14,66,19,32,7,36,15,33,37,31,50,62,28,72,55,92,35,68,65,25,73,59,7,52,23,14,49,14,20,52,22,20,51,17,43,54,21,45,32,69,42,56,34,41,44,38,36,23,41,28,25,89,87,90,40,21,42,24,32,44,59,38,57,65,21,26,53,42,54,74,78,14,26,33,19,98,77,93,21,81,7,35,12,35
Manu Ginobili,SAS,31.3,Wing,1171,69,97,56,33,94,84,95,97,82,99,66,96,96,94,85,29,43,69,49,59,42,95,23,7,82,48,55,14,50,29,72,30,97,45,42,9,11,67,8,13,10,93,84,95,69,14,28,31,51,15,24,27,14,45,69,31,69,52,97,61,65,55,89,5,58,22,42,10,14,92,20,2,1,87,84,88,64,96,56,83,98,80,46,96,35,78,92,53,72,66,15,33,22,70,42,22,23,38,86,68,98,23,85,87,92,92
