Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Alex Caruso,CHI,27.7,Combo,1136,70,97,18,77,47,0,95,34,88,47,52,13,40,53,84,20,66,65,27,26,77,53,57,70,49,39,30,57,57,66,50,43,31,19,61,70,70,56,68,9,36,85,58,75,70,70,76,25,52,30,44,42,40,57,57,47,78,50,16,73,15,67,92,69,65,65,30,78,68,72,68,63,27,27,43,26,22,18,79,17,30,27,27,32,1,53,4,88,96,97,65,65,22,57,16,29,87,10,18,40,18,38
Willie Cauley-Stein,DAL,28.2,Big,170,14,79,59,30,16,98,6,0,1,9,0,4,3,43,75,18,100,100,97,95,97,34,91,92,25,31,84,91,91,83,76,69,56,54,57,92,92,98,80,2,36,41,87,77,92,92,5,41,16,22,12,100,99,91,91,85,93,60,95,39,81,57,64,39,100,100,96,90,96,97,98,48,97,97,46,57,65,64,13,100,99,97,97,28,29,43,30,99,51,84,100,100,98,59,98,99,98,98,82,24,90,4
Justin Champagnie,TOR,20.3,Wing,227,67,43,6,100,72,94,49,0,55,46,61,6,42,8,28,9,96,52,40,53,53,41,98,99,87,32,29,98,98,98,34,46,65,47,73,99,99,88,82,19,58,91,99,99,99,99,47,22,55,29,61,67,71,98,98,91,53,93,95,60,97,80,41,84,52,52,36,56,20,13,22,22,40,40,57,39,39,36,45,40,40,40,40,47,46,77,64,53,38,40,52,52,91,41,90,67,9,60,92,19,92,29
Chris Chiozza,GSW,25.9,Combo,307,0,73,38,73,7,0,89,0,5,21,96,24,5,86,98,0,97,59,58,4,66,96,98,99,17,100,8,98,98,88,99,99,98,98,98,99,99,20,68,79,80,98,99,99,99,99,90,1,13,2,63,89,90,98,98,96,99,94,98,79,96,75,99,87,59,59,90,26,55,1,39,1,58,58,0,85,20,55,94,100,100,58,58,6,44,86,74,2,98,78,59,59,7,93,9,40,10,66,9,66,12,6
Marquese Chriss,DAL,24.3,Big,278,46,90,1,66,44,93,87,0,12,70,12,68,26,48,28,58,96,97,99,86,68,35,69,27,63,96,89,69,69,49,92,99,72,92,21,27,27,22,12,58,16,23,59,44,27,27,96,65,28,48,40,3,5,69,69,62,99,47,30,93,14,80,97,69,97,97,99,60,53,57,48,61,99,99,78,87,91,97,67,93,93,99,99,71,59,7,20,63,58,64,97,97,58,58,61,73,68,63,35,28,44,32
Josh Christopher,HOU,19.9,Combo,1195,52,84,60,91,63,75,50,16,69,50,48,51,53,37,33,4,40,49,61,76,22,5,36,33,32,82,54,36,36,29,86,80,89,95,49,33,33,62,19,79,38,12,39,22,33,33,68,50,51,53,34,35,28,36,36,20,49,20,55,31,64,17,72,12,49,49,61,17,14,27,44,21,61,61,28,85,11,51,95,59,87,61,61,26,31,39,29,85,81,86,49,49,44,8,58,56,45,69,30,9,38,65
Gary Clark,NOP,27.0,Big,314,29,86,96,33,41,0,71,0,6,1,0,8,17,21,41,89,22,40,65,46,40,16,20,2,73,89,72,20,20,13,92,16,27,86,3,2,2,17,6,2,1,52,7,9,2,2,61,67,21,46,93,13,41,20,20,16,2,23,3,1,3,71,7,75,40,40,69,51,30,14,11,36,65,65,79,35,7,10,7,81,54,65,65,71,4,12,2,90,84,90,40,40,17,67,8,34,22,16,17,87,12,29
Brandon Clarke,MEM,25.1,Big,1188,84,63,63,76,26,59,19,19,44,46,90,41,87,60,66,96,45,39,39,63,46,34,61,80,29,28,26,61,61,64,16,28,73,45,83,80,80,84,32,65,43,52,73,71,80,80,39,30,53,34,63,70,74,61,61,53,40,51,67,21,65,45,65,40,39,39,33,53,78,60,51,67,39,39,64,33,33,29,68,37,49,39,39,26,78,58,76,66,39,47,39,39,59,79,62,64,52,72,58,88,65,89
Jordan Clarkson,UTA,29.4,Combo,2109,42,36,68,83,31,0,60,54,41,67,81,86,46,30,12,73,17,11,11,6,36,78,50,62,86,15,63,50,50,67,32,5,53,9,93,62,62,47,89,95,95,5,70,34,62,62,32,71,92,88,9,51,21,50,50,33,10,39,58,31,85,19,50,16,11,11,20,49,2,3,14,5,11,11,52,75,11,39,10,32,14,11,11,19,68,79,79,42,59,55,11,11,17,7,20,19,4,32,21,13,18,53
Nicolas Claxton,BKN,22.5,Big,940,81,55,39,74,22,0,72,11,77,58,81,24,93,34,42,46,75,58,78,92,12,8,79,41,49,91,90,79,79,58,95,93,87,92,59,41,41,68,67,28,52,27,11,9,41,41,97,12,6,5,43,52,50,79,79,37,88,30,53,51,59,31,82,21,58,58,79,15,31,26,8,75,78,78,81,96,37,91,36,36,35,78,78,55,52,32,39,64,52,60,58,58,27,69,27,36,83,39,24,50,23,95
Amir Coffey,LAC,24.4,Wing,1472,44,28,80,30,49,56,69,86,74,38,49,45,82,61,72,80,57,70,21,95,20,96,37,47,37,63,74,37,37,29,25,93,7,66,1,47,47,3,13,0,1,88,98,98,47,47,41,74,76,82,8,51,21,37,37,98,65,95,16,5,36,99,95,98,70,70,63,43,22,35,22,68,21,21,3,9,98,44,88,85,93,21,21,34,83,69,83,20,40,30,70,70,52,12,65,10,12,8,83,17,92,76
John Collins,ATL,24.1,Big,1662,52,26,55,19,49,85,97,80,27,84,51,66,61,54,38,88,90,46,32,53,84,77,97,96,77,36,78,97,97,88,58,42,94,44,98,96,96,80,17,42,17,76,96,97,96,96,92,7,18,6,80,46,63,97,97,94,64,96,7,22,26,99,92,98,46,46,44,85,88,45,77,13,32,32,17,39,83,47,50,47,47,32,32,87,47,61,53,30,18,17,46,46,31,91,14,48,53,31,30,69,24,55
Zach Collins,SAS,24.0,Big,482,66,64,24,58,56,70,71,77,51,79,27,76,42,90,86,6,38,57,59,22,93,19,24,13,45,54,55,24,24,26,27,51,56,29,72,13,13,33,4,33,5,58,19,24,13,13,86,17,12,7,19,85,65,24,24,11,31,11,33,57,29,14,14,16,57,57,35,95,47,93,90,84,59,59,77,84,64,81,79,54,67,59,59,15,99,78,97,16,22,12,57,57,42,13,56,95,48,96,15,9,19,26
Mike Conley,UTA,34.1,Point,2056,50,68,50,56,16,0,58,42,36,64,44,52,74,56,62,76,28,12,50,12,16,12,74,68,23,83,95,74,74,60,76,30,78,90,39,68,68,54,4,23,3,95,74,91,68,68,94,60,4,16,60,15,20,74,74,92,15,94,88,21,91,84,46,87,12,12,26,30,31,44,54,36,50,50,90,32,68,48,42,52,44,50,50,5,41,93,80,16,90,75,12,12,37,9,41,72,80,70,18,2,22,86
Pat Connaughton,MIL,28.8,Wing,1655,34,61,91,62,80,55,50,58,19,20,61,18,92,19,32,92,33,52,54,40,32,18,23,52,1,88,74,23,23,18,84,5,73,59,76,52,52,19,97,12,83,31,48,39,52,52,78,73,4,25,99,7,45,23,23,38,6,30,68,21,69,29,3,20,52,52,52,28,52,88,79,84,54,54,41,96,28,84,17,90,74,54,54,1,80,93,93,39,87,80,52,52,14,31,16,28,91,64,22,33,23,93
Tyler Cook,CHI,24.1,Big,188,22,34,21,48,68,98,26,20,100,68,6,9,78,1,1,59,72,14,22,70,22,57,97,93,98,19,87,97,97,99,16,91,42,57,30,93,93,57,97,14,94,95,65,91,93,93,47,77,67,79,23,28,18,97,97,42,95,54,83,67,89,19,90,21,14,14,22,16,84,62,56,60,22,22,49,58,49,56,19,11,7,22,22,76,21,10,9,28,86,76,14,14,53,71,44,46,20,41,61,58,49,85
DeMarcus Cousins,MIL,31.2,Big,286,44,96,8,41,92,99,58,85,78,96,98,79,52,52,29,64,64,24,14,33,56,31,91,77,34,94,71,91,91,94,82,60,72,87,33,77,77,24,23,89,57,37,94,90,77,77,70,23,64,36,80,24,40,91,91,18,43,9,8,46,1,57,48,54,24,24,9,64,6,77,30,96,14,14,54,30,12,20,49,6,11,14,14,35,20,41,21,92,71,85,24,24,47,5,52,63,3,90,33,14,22,25
DeMarcus Cousins,DEN,31.2,Big,424,48,92,4,81,97,94,75,52,76,97,19,98,25,94,72,2,94,88,96,50,34,49,86,85,21,79,76,86,86,87,79,74,42,65,23,85,85,50,26,82,55,86,77,89,85,85,49,14,42,15,98,36,84,86,86,56,78,57,77,56,81,53,60,53,88,88,93,38,43,51,31,74,96,96,91,77,83,82,82,93,96,96,96,13,64,99,97,45,17,20,88,88,68,66,56,38,62,50,85,58,67,17
Robert Covington,LAC,30.9,Forward,478,99,96,17,66,95,0,95,74,38,73,4,45,100,21,17,56,78,94,86,93,55,69,30,27,63,26,6,30,30,8,25,50,36,12,78,27,27,72,33,32,24,8,36,16,27,27,49,16,80,39,77,44,60,30,30,80,92,67,77,92,51,76,59,66,94,94,81,68,76,79,64,83,86,86,81,63,10,23,79,97,97,86,86,35,57,76,70,71,35,45,94,94,93,72,94,95,30,93,76,63,76,100
Robert Covington,POR,30.9,Forward,1425,98,93,37,38,78,61,78,65,7,37,5,16,26,20,39,9,29,36,48,84,13,14,39,26,16,68,77,39,39,33,59,20,44,52,37,26,26,51,47,16,25,21,27,18,26,26,78,24,13,12,88,43,67,39,39,45,30,43,19,48,18,67,29,60,36,36,61,21,5,30,17,63,48,48,50,89,60,84,66,19,29,48,48,25,50,83,74,87,29,52,36,36,9,4,19,16,58,23,13,3,23,33
Torrey Craig,IND,30.9,Forward,1013,52,32,35,80,33,88,88,48,26,19,74,24,59,45,52,30,70,81,96,57,15,27,42,34,69,52,30,42,42,33,69,42,70,76,48,34,34,76,37,77,57,20,13,9,34,34,74,31,34,26,32,60,49,42,42,39,28,32,68,8,78,19,27,13,81,81,89,33,79,47,24,80,96,96,89,56,26,36,83,71,83,96,96,81,2,17,2,92,79,88,81,81,69,92,55,26,87,18,86,90,73,74
Torrey Craig,PHX,30.9,Forward,521,93,70,16,73,65,96,70,0,18,6,88,28,56,40,48,6,35,29,15,67,80,30,54,85,62,13,7,54,54,67,8,46,25,15,53,85,85,46,85,21,69,88,82,90,85,85,44,52,77,72,76,19,32,54,54,82,50,88,76,43,81,78,60,85,29,29,26,81,26,55,67,33,15,15,29,32,22,19,25,22,15,15,15,88,19,40,20,24,55,43,29,29,8,19,10,9,20,5,20,23,30,80
Jae Crowder,PHX,31.3,Forward,1884,38,91,36,10,77,67,89,53,31,48,62,32,39,43,41,77,67,84,93,73,55,43,33,29,90,14,81,33,33,60,5,28,8,12,22,29,29,30,60,10,26,72,48,64,29,29,26,85,84,90,78,12,22,33,33,80,31,83,42,13,60,91,13,88,84,84,93,48,73,52,41,63,93,93,78,82,35,66,77,89,93,93,93,62,72,57,71,64,15,24,84,84,40,89,40,29,90,16,40,76,45,41
Jarrett Culver,MEM,22.7,Combo,201,59,98,1,90,33,0,98,0,46,61,0,34,8,19,15,36,100,99,100,42,63,71,95,91,6,88,100,95,95,91,94,23,59,79,32,91,91,42,91,51,90,60,67,69,91,91,95,5,4,2,54,79,79,95,95,89,50,92,42,36,78,94,36,94,99,99,96,50,94,81,61,91,100,100,97,100,88,100,16,72,56,100,100,98,81,42,70,98,0,2,99,99,97,99,97,94,90,94,91,98,90,8
Cade Cunningham,DET,20.1,Wing,2082,86,76,31,60,91,53,40,70,37,89,53,98,16,99,94,4,38,39,60,21,9,71,46,54,66,18,33,46,46,48,24,29,20,10,67,54,54,76,63,93,87,14,41,25,54,54,54,68,79,79,11,36,13,46,46,52,65,48,50,82,58,54,74,49,39,39,54,15,15,32,41,27,60,60,86,33,60,43,41,45,45,60,60,60,33,72,50,74,29,42,39,39,32,15,44,12,36,10,52,9,64,14
Seth Curry,BKN,31.2,Wing,568,10,52,38,2,15,0,37,0,9,83,92,59,99,72,73,40,71,50,53,86,12,32,79,73,83,33,44,79,79,93,39,70,14,52,7,73,73,59,74,12,46,23,86,76,73,73,31,19,59,28,68,83,87,79,79,31,51,36,33,37,14,36,27,53,50,50,49,8,54,36,19,65,53,53,47,77,45,72,55,64,64,53,53,3,87,54,80,71,81,80,50,50,64,79,49,27,58,21,81,71,69,100
Seth Curry,PHI,31.2,Combo,1564,31,22,67,17,26,0,66,88,17,51,90,39,93,44,55,37,78,82,47,68,88,87,56,71,55,59,5,56,56,65,42,91,47,83,12,71,71,70,86,54,84,40,63,56,71,71,3,90,54,86,57,85,86,56,56,42,77,35,38,32,38,49,53,53,82,82,66,87,97,74,83,37,47,47,37,64,54,62,77,17,38,47,47,85,49,74,63,37,9,12,82,82,81,96,61,70,74,60,83,93,66,91
Stephen Curry,GSW,33.6,Point,2203,48,52,80,28,86,0,0,97,54,70,54,84,100,58,10,52,6,1,4,4,62,10,66,78,2,70,93,66,66,74,83,2,7,40,6,78,78,74,81,81,89,55,62,64,78,78,47,98,40,94,35,6,6,66,66,77,7,78,57,62,74,85,23,77,1,1,3,25,44,31,73,9,4,4,7,26,66,50,19,11,7,4,4,40,79,95,94,19,7,6,1,1,26,14,18,40,42,41,28,5,22,90
Anthony Davis,LAL,28.6,Big,1402,92,78,94,39,68,76,9,41,44,89,65,94,44,80,55,77,6,12,10,5,98,3,7,2,2,99,70,7,7,4,98,12,16,81,3,2,2,1,90,0,25,29,40,30,2,2,51,97,98,100,11,1,0,7,7,33,2,31,14,58,8,37,1,47,12,12,13,94,24,33,96,1,10,10,4,73,98,86,25,12,12,10,10,72,87,6,43,43,37,37,12,12,14,2,23,2,1,3,69,16,91,36
Ed Davis,CLE,32.4,Big,158,75,23,2,44,82,0,39,0,95,65,0,0,32,12,80,87,65,61,69,86,17,61,60,65,29,58,58,60,60,50,44,89,44,66,26,65,65,60,11,79,23,44,72,70,65,65,56,27,16,14,95,47,81,60,60,89,93,83,94,40,89,72,89,67,61,61,84,14,10,16,34,15,69,69,46,23,84,52,87,68,83,69,69,42,37,76,55,35,57,51,61,61,68,4,82,59,26,63,62,2,78,87
Terence Davis,SAC,24.5,Wing,517,72,94,4,41,82,0,72,73,44,45,91,87,36,64,22,50,46,13,58,57,0,20,88,90,98,17,84,88,88,97,2,30,13,5,55,90,90,29,86,55,85,99,88,97,90,90,11,16,8,6,98,97,99,88,88,67,16,59,88,47,79,25,32,26,13,13,85,1,1,2,0,97,58,58,1,94,62,90,98,35,87,58,58,26,15,66,33,87,74,83,13,13,1,31,2,76,3,63,0,25,1,33
DeMar DeRozan,CHI,32.2,Forward,2737,16,34,72,24,46,71,22,90,94,93,52,99,86,93,61,76,62,82,66,54,94,66,28,40,2,87,43,28,28,5,57,64,52,16,84,40,40,20,24,50,27,71,26,38,40,40,93,10,1,2,50,84,82,28,28,90,63,82,97,22,97,51,77,30,82,82,72,98,73,90,96,32,66,66,26,29,97,83,8,91,69,66,66,48,69,70,76,6,54,29,82,82,53,38,65,77,85,76,22,28,26,46
Dewayne Dedmon,MIA,32.2,Big,1057,65,35,12,70,85,75,82,54,46,52,26,41,76,35,30,8,48,57,79,69,4,33,42,41,25,41,88,42,42,42,36,53,48,48,53,41,41,40,56,31,41,7,66,34,41,41,98,61,25,43,16,4,2,42,42,51,60,55,48,71,61,48,80,48,57,57,78,7,37,6,3,31,79,79,83,66,27,41,78,54,68,79,79,59,13,2,2,78,95,95,57,57,52,77,64,62,49,71,46,82,58,75
Donte DiVincenzo,MIL,24.8,Combo,327,48,56,65,97,83,0,0,0,25,75,36,42,17,22,19,7,88,91,69,48,92,80,60,64,43,72,39,60,60,68,74,26,37,74,15,64,64,44,60,53,61,69,73,78,64,64,37,45,91,75,46,37,36,60,60,36,19,42,48,61,74,30,5,29,91,91,83,89,52,80,64,81,69,69,14,78,15,53,54,99,98,69,69,42,97,22,85,60,12,20,91,91,50,48,47,12,48,11,74,55,71,13
Donte DiVincenzo,SAC,24.8,Combo,660,41,95,72,79,95,97,75,57,36,78,11,50,44,50,57,21,52,42,14,95,75,83,65,92,57,10,55,65,65,65,5,80,88,42,96,92,92,72,77,95,93,47,88,83,92,92,3,5,95,33,97,96,98,65,65,95,88,93,66,61,49,97,74,96,42,42,23,65,82,69,89,8,14,14,31,38,52,42,30,55,43,14,14,7,99,89,99,11,17,9,42,42,97,52,99,69,69,50,99,15,100,37
Mamadi Diakite,OKC,24.8,Big,181,82,64,5,59,72,0,64,0,28,48,29,11,21,4,5,56,21,43,64,37,35,12,14,5,68,24,80,14,14,7,10,92,2,13,3,5,5,10,98,17,97,10,1,2,5,5,78,6,64,12,91,37,66,14,14,99,80,99,77,73,93,99,96,99,43,43,50,37,40,95,43,99,64,64,100,0,98,2,26,34,30,64,64,68,92,54,85,95,1,8,43,43,1,85,2,0,98,1,50,96,37,37
Hamidou Diallo,DET,23.3,Wing,1248,62,99,9,92,93,57,92,5,90,72,74,76,34,52,25,71,69,82,58,88,79,42,40,21,15,84,73,40,40,19,78,48,17,66,6,21,21,38,21,52,24,12,43,25,21,21,55,48,58,56,18,55,34,40,40,81,56,82,81,13,68,74,63,80,82,82,62,76,60,86,82,76,58,58,91,45,57,48,9,41,18,58,58,70,88,9,51,43,33,33,82,82,62,51,65,75,46,84,50,44,39,38
Gorgui Dieng,ATL,31.8,Big,302,53,61,10,61,84,0,54,0,32,42,9,37,65,85,95,40,38,86,63,90,69,95,5,43,19,3,9,5,5,7,6,84,57,42,72,43,43,10,61,51,61,64,78,77,43,43,64,76,74,82,3,38,9,5,5,66,93,66,31,51,17,85,92,89,86,86,94,83,11,13,72,3,63,63,22,85,93,93,66,79,81,63,63,33,84,43,75,51,38,41,86,86,31,7,49,7,54,5,77,12,88,66
Spencer Dinwiddie,WAS,28.6,Point,1330,22,10,42,68,82,86,20,44,80,68,20,56,28,66,66,90,42,38,29,89,50,6,56,59,67,28,94,56,56,90,28,8,8,9,30,59,59,42,27,44,28,60,53,60,59,59,85,26,5,7,79,56,71,56,56,24,17,39,61,18,69,11,19,27,38,38,12,22,84,73,34,95,29,29,27,71,66,72,43,27,22,29,29,16,66,46,56,18,92,80,38,38,95,85,88,94,55,91,84,80,70,20
Spencer Dinwiddie,DAL,28.6,Wing,649,41,34,68,24,53,0,0,20,100,36,61,89,95,98,93,70,93,95,93,77,44,93,66,26,17,98,98,66,66,27,97,99,90,91,66,26,26,62,38,43,37,3,54,15,26,26,44,25,8,9,94,79,95,66,66,72,98,39,95,92,88,41,86,16,95,95,98,48,7,33,14,78,93,93,76,93,80,93,90,53,76,93,93,83,2,72,8,61,73,72,95,95,28,30,30,27,75,27,31,17,38,87
Luka Doncic,DAL,22.7,Point,2299,74,38,66,60,100,82,98,17,88,96,68,100,72,100,34,36,53,68,79,45,92,11,33,37,8,73,83,33,33,20,67,16,61,73,34,37,37,44,25,61,29,47,35,33,37,37,78,10,30,10,32,82,73,33,33,66,16,65,80,4,82,54,16,52,68,68,78,88,44,72,81,34,79,79,56,77,65,70,71,86,88,79,79,24,56,96,91,53,17,21,68,68,30,40,29,24,49,38,46,52,40,76
Luguentz Dort,OKC,22.5,Wing,1664,47,37,39,39,48,53,0,68,72,84,27,84,33,39,9,47,22,27,13,69,62,35,32,21,10,91,69,32,32,6,86,76,89,65,93,21,21,97,2,92,24,46,3,4,21,21,59,27,7,8,77,82,88,32,32,68,58,50,41,36,36,78,94,65,27,27,22,56,21,48,53,38,13,13,56,15,9,7,66,6,14,13,13,86,51,72,63,33,9,12,27,27,48,8,63,33,50,38,71,6,79,27
Ayo Dosunmu,CHI,21.8,Combo,2020,68,37,25,22,34,0,26,9,40,10,75,10,86,38,73,16,60,53,20,90,83,34,61,70,26,26,91,61,61,71,27,12,11,11,28,70,70,32,13,90,40,74,87,87,70,70,34,46,53,52,5,95,67,61,61,60,50,62,6,4,5,90,68,89,53,53,50,70,59,61,87,11,20,20,12,54,44,53,81,27,43,20,20,46,95,37,83,32,22,20,53,53,32,29,30,35,24,19,39,37,51,92
PJ Dozier,DEN,25.0,Forward,332,50,54,18,64,62,0,99,0,35,51,10,57,5,74,81,49,43,52,39,42,47,60,40,24,27,92,81,40,40,31,91,54,73,78,52,24,24,21,6,18,4,87,51,76,24,24,92,57,69,68,5,11,4,40,40,30,28,26,35,81,25,27,17,24,52,52,30,44,81,60,37,76,39,39,20,72,31,62,46,44,45,39,39,19,21,49,27,61,94,91,52,52,76,92,53,42,91,33,90,93,77,7
Goran Dragic,BKN,35.5,Combo,396,40,51,28,82,56,0,59,0,34,62,18,49,16,66,77,2,62,46,63,49,24,68,71,46,61,82,56,71,71,44,88,55,87,80,81,46,46,68,22,43,20,49,41,40,46,46,79,15,74,30,29,47,34,71,71,42,47,41,52,67,62,47,62,42,46,46,43,16,82,47,38,58,63,63,38,61,74,71,76,33,56,63,63,53,36,31,27,90,48,71,46,46,74,84,76,43,21,56,85,88,81,21
Andre Drummond,BKN,28.2,Big,534,71,84,38,99,90,0,98,6,83,73,91,74,67,55,34,34,18,33,44,12,69,48,19,8,31,97,14,19,19,16,98,60,86,93,50,8,8,71,58,30,42,8,4,2,8,8,56,22,67,36,40,61,55,19,19,5,42,3,18,38,27,5,64,4,33,33,29,81,84,46,70,25,44,44,20,26,89,61,76,18,39,44,44,77,10,12,5,98,48,81,33,33,56,60,67,83,89,81,38,59,51,76
Andre Drummond,PHI,28.2,Big,894,82,99,25,98,99,59,98,5,50,74,71,64,18,86,86,3,69,95,99,71,6,90,15,35,28,12,49,15,15,14,10,53,58,14,88,35,35,56,26,30,19,47,57,51,35,35,17,78,80,86,23,67,47,15,15,49,85,53,67,33,50,32,81,46,95,95,99,11,5,62,3,98,99,99,95,95,91,98,97,30,75,99,99,52,22,4,5,90,86,92,95,95,39,33,40,88,88,91,9,27,7,36
Chris Duarte,IND,24.4,Wing,1527,17,70,78,65,71,0,34,54,54,83,36,75,39,61,38,24,60,56,42,66,85,18,59,48,20,95,89,59,59,41,94,60,19,44,17,48,48,32,17,76,36,95,25,69,48,48,58,50,86,74,71,10,16,59,59,89,48,90,86,45,78,77,55,86,56,56,42,78,53,95,92,84,42,42,71,40,21,23,11,46,23,42,42,77,26,22,16,56,60,63,56,56,19,29,11,35,3,88,16,74,8,39
David Duke,BKN,22.1,Wing,295,75,80,21,97,60,95,0,0,50,77,11,39,4,15,14,88,73,40,60,2,95,28,89,73,81,99,78,89,89,79,99,71,99,100,91,73,73,97,99,1,81,5,15,7,73,73,96,41,5,11,92,7,23,89,89,50,3,52,38,99,36,61,1,61,40,40,16,98,90,100,99,98,60,60,24,11,99,68,98,74,93,60,60,40,100,28,100,1,1,0,40,40,54,45,50,22,1,9,42,50,40,4
Kris Dunn,POR,27.6,Forward,335,17,100,11,33,52,93,6,0,55,69,86,90,14,100,99,2,82,60,45,88,27,95,85,96,40,32,31,85,85,93,29,78,60,47,72,96,96,93,25,61,37,69,95,94,96,96,52,12,16,7,61,94,94,85,85,77,84,68,85,31,76,60,70,55,60,60,40,31,72,59,22,88,45,45,54,50,28,39,26,74,60,45,45,29,78,36,63,31,68,59,60,60,90,81,86,10,49,7,99,72,98,6
Kevin Durant,BKN,33.1,Forward,2047,76,30,94,9,88,0,47,98,80,100,31,98,98,98,85,24,44,54,64,82,47,3,40,48,14,52,88,40,40,35,81,35,32,35,41,48,48,76,42,12,17,33,47,39,48,48,62,69,16,41,44,48,44,40,40,61,46,63,91,45,94,36,58,34,54,54,58,55,42,37,63,19,64,64,67,46,48,45,30,73,64,64,64,23,71,58,70,79,43,59,54,54,50,35,57,56,54,58,37,35,37,86
