Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Kevin Garnett,MIN,29.5,Big,2949,63,89,97,42,99,86,85,89,51,98,72,94,92,98,95,82,97,98,98,81,29,86,63,66,8,96,57,63,63,37,96,93,97,88,93,66,66,68,75,61,75,71,10,15,66,66,64,29,11,9,50,97,92,63,63,55,98,23,5,20,2,94,96,73,98,98,96,19,32,63,12,97,98,98,99,97,99,99,47,29,36,98,98,51,97,74,95,45,1,3,98,98,90,81,91,52,23,66,93,77,93,78
Pat Garrity,ORL,29.2,Forward,920,30,2,38,18,5,38,12,72,5,13,75,22,70,37,55,38,34,45,34,19,50,96,33,36,58,48,14,33,33,26,43,28,50,41,64,36,36,20,27,58,41,61,74,77,36,36,18,70,51,62,59,70,69,33,33,67,53,70,41,37,54,67,91,68,45,45,59,65,11,29,26,55,34,34,61,7,13,6,36,24,21,34,34,34,3,15,2,90,98,98,45,45,29,7,50,59,40,82,15,20,13,78
Pau Gasol,MEM,25.3,Big,3125,79,27,99,17,53,79,90,53,70,99,32,96,67,99,98,66,65,83,72,89,44,93,24,43,1,55,96,24,24,76,70,4,4,26,1,43,43,48,46,14,20,99,49,88,43,43,4,91,64,87,15,90,67,24,24,4,5,8,1,24,3,21,4,29,83,83,85,34,64,61,63,45,72,72,63,94,95,96,4,18,3,72,72,87,87,1,6,52,86,82,83,83,62,39,79,32,69,42,73,63,85,53
Devean George,LAL,28.2,Wing,1509,93,84,27,87,86,83,67,16,19,28,21,18,31,11,21,77,54,43,10,69,76,80,70,74,84,9,37,70,70,85,7,63,11,10,32,74,74,65,50,84,79,47,75,73,74,74,28,81,84,90,19,19,16,70,70,70,96,78,53,69,47,79,97,88,43,43,16,85,42,88,82,77,10,10,30,28,47,37,8,13,6,10,10,19,23,45,29,96,79,87,43,43,40,21,68,7,18,6,76,15,92,37
Manu Ginobili,SAS,28.3,Wing,1804,78,95,56,44,57,44,73,53,90,98,46,89,96,94,85,56,89,91,76,80,81,96,54,25,92,18,59,54,54,33,26,86,65,49,72,25,25,51,25,8,7,78,48,66,25,25,61,51,54,55,35,33,34,54,54,68,92,52,92,84,90,34,76,25,91,91,92,87,90,82,93,19,76,76,14,61,78,79,43,81,68,76,76,95,42,7,8,74,52,62,91,91,62,61,54,76,56,56,39,49,34,83
Gordan Giricek,UTA,28.4,Wing,952,20,8,50,12,6,88,15,40,14,68,83,75,28,58,39,34,33,30,47,24,32,25,52,32,51,74,47,52,52,60,65,38,45,75,21,32,32,35,10,16,6,24,88,76,32,32,52,10,32,14,75,91,89,52,52,17,15,16,28,24,29,29,29,26,30,30,62,36,2,10,9,34,47,47,34,94,81,91,57,18,19,47,47,2,31,96,92,52,61,59,30,30,4,5,4,6,7,5,12,9,11,35
Ryan Gomes,BOS,23.2,Forward,1341,7,42,97,87,73,45,40,57,77,45,33,28,65,32,38,65,76,80,63,87,59,72,48,43,24,85,48,48,48,33,82,90,81,82,60,43,43,26,76,34,52,83,62,79,43,43,13,71,73,79,55,53,54,48,48,53,72,39,73,54,43,37,53,33,80,80,66,47,52,72,54,86,63,63,55,65,43,53,39,71,62,63,63,32,27,67,49,58,69,66,80,80,85,62,86,82,74,75,76,48,78,65
Drew Gooden,CLE,24.1,Big,2156,30,59,89,80,86,96,80,52,65,40,58,63,68,36,22,69,20,24,7,53,83,11,38,33,30,71,87,38,38,27,86,78,65,67,53,33,33,65,75,6,20,54,31,35,33,33,27,11,63,39,96,62,83,38,38,57,51,62,71,42,85,43,69,43,24,24,11,54,97,89,88,63,7,7,11,37,86,75,43,28,26,7,7,50,97,95,99,0,2,0,24,24,38,95,21,49,59,52,31,95,16,65
Ben Gordon,CHI,22.6,Wing,2465,8,43,38,20,7,40,15,60,28,79,57,92,56,83,53,58,78,87,75,75,73,58,33,76,44,10,27,33,33,64,21,70,9,16,10,76,76,67,84,68,83,65,40,52,76,76,33,13,77,51,72,58,65,33,33,77,92,53,58,53,35,61,74,48,87,87,77,73,62,80,65,84,75,75,39,51,86,83,44,85,79,75,75,16,64,65,70,58,57,58,87,87,48,56,45,56,75,50,48,43,48,65
Joey Graham,TOR,23.4,Wing,1531,47,23,6,70,71,95,95,73,76,26,44,30,75,6,7,10,33,32,45,28,38,33,49,89,29,6,53,49,49,58,11,53,38,12,90,89,89,57,70,89,92,69,82,85,89,89,53,75,58,72,23,26,21,49,49,72,83,73,40,94,47,75,74,71,32,32,39,36,47,12,15,29,45,45,36,46,26,33,78,72,81,45,45,33,76,80,86,1,59,19,32,32,59,81,62,26,62,37,75,88,72,73
Stephen Graham,CLE,23.4,Wing,110,86,33,0,78,55,0,84,0,60,4,0,33,13,2,1,8,79,81,64,50,99,83,55,68,87,49,3,55,55,51,5,45,0,11,0,68,68,2,99,99,100,0,72,22,68,68,18,96,45,83,88,11,36,55,55,100,17,100,92,74,96,99,2,97,81,81,47,100,95,99,97,88,64,64,3,100,92,99,40,79,68,64,64,96,4,69,29,40,13,16,81,81,86,15,93,4,6,8,100,60,99,7
Danny Granger,IND,22.5,Forward,1697,90,63,30,82,58,90,58,70,58,58,70,33,67,58,70,42,20,18,30,32,23,47,51,60,58,22,33,51,51,40,7,32,48,30,70,60,60,87,39,52,43,20,69,46,60,60,35,77,76,84,17,28,20,51,51,81,35,78,68,74,59,73,48,78,18,18,29,27,14,33,24,64,30,30,48,34,51,41,67,21,30,30,30,28,24,73,56,61,64,64,18,18,6,12,4,12,3,9,13,23,10,68
Brian Grant,PHX,33.7,Big,234,11,32,11,4,59,93,31,0,1,35,98,20,8,32,44,85,9,42,38,45,60,28,4,16,1,45,59,4,4,7,41,27,53,22,80,16,16,4,46,83,79,0,68,7,16,16,90,97,5,40,11,24,15,4,4,2,51,1,6,97,1,4,21,3,42,42,29,62,9,21,51,5,38,38,9,50,94,92,72,21,36,38,38,10,4,99,89,29,46,41,42,42,56,4,84,65,18,98,37,6,60,8
Devin Green,LAL,23.0,Wing,113,0,9,57,92,63,100,51,0,100,3,31,9,0,33,72,89,1,5,0,86,72,100,3,14,84,1,3,3,3,25,1,4,1,3,9,14,14,25,1,77,1,38,95,90,14,14,6,9,100,98,4,16,6,3,3,20,2,21,13,1,17,13,2,20,5,5,6,82,20,58,80,17,0,0,4,5,0,0,94,8,21,0,0,57,54,37,41,41,65,58,5,5,25,2,67,39,0,94,24,11,46,0
Gerald Green,BOS,19.8,Wing,340,67,77,17,64,30,0,57,71,60,0,45,72,66,34,15,64,41,16,47,13,0,85,84,88,30,94,24,84,84,64,92,59,90,89,70,88,88,85,16,47,26,93,87,95,88,88,70,90,60,84,2,18,6,84,84,72,65,75,51,69,55,81,78,90,16,16,31,1,22,4,4,22,47,47,87,92,24,54,7,45,13,47,47,13,94,60,90,73,16,29,16,16,85,42,68,45,81,10,89,7,85,64
Willie Green,PHI,24.3,Combo,138,0,5,36,5,75,0,0,0,5,25,95,58,56,2,0,24,25,12,16,67,18,4,75,100,0,80,52,75,75,98,51,10,29,72,11,100,100,99,34,99,98,94,58,82,100,100,71,78,96,96,12,1,0,75,75,49,34,50,99,38,99,3,75,2,12,12,18,16,21,8,16,17,16,16,65,9,3,2,29,42,30,16,16,55,7,26,7,94,87,91,12,12,53,5,75,2,3,3,93,12,97,85
Orien Greene,BOS,23.7,Combo,1167,78,98,4,91,67,71,87,2,49,13,15,13,7,38,64,0,30,2,1,6,76,58,96,93,95,64,10,96,96,79,50,55,85,51,96,93,93,73,81,78,88,69,90,90,93,93,44,55,73,72,26,35,28,96,96,96,85,97,94,85,86,91,82,95,2,2,2,81,47,55,69,27,1,1,8,5,2,1,63,16,24,1,1,89,76,24,40,20,33,26,2,2,23,40,18,27,59,11,32,10,28,9
Adrian Griffin,DAL,31.3,Wing,1199,41,78,28,94,90,64,60,51,49,8,19,3,52,42,95,41,75,56,69,32,64,30,82,28,83,87,64,82,82,44,92,96,87,92,49,28,28,24,63,69,72,62,4,8,28,28,50,41,36,33,88,49,71,82,82,39,83,24,76,80,49,21,46,24,56,56,44,76,16,44,25,72,69,69,39,85,35,63,23,93,87,69,69,54,26,76,61,7,65,40,56,56,62,22,82,94,11,85,21,7,51,60
Eddie Griffin,MIN,23.4,Big,1333,99,9,77,46,85,41,52,25,19,9,60,48,3,44,44,96,21,20,13,59,63,29,43,69,18,4,89,43,43,84,5,2,6,5,28,69,69,95,90,15,51,14,27,13,69,69,2,16,88,65,70,94,92,43,43,23,3,49,24,8,45,30,14,46,20,20,21,48,70,65,78,26,13,13,18,19,19,13,25,31,21,13,13,76,23,16,10,48,88,83,20,20,40,43,35,24,88,20,68,32,57,2
Anthony Grundy,ATL,26.5,Combo,104,0,96,27,24,100,0,0,0,89,53,78,55,100,15,7,35,98,74,88,79,9,97,99,99,59,98,32,99,99,96,100,98,25,23,53,99,99,100,51,98,97,51,35,45,99,99,51,100,31,96,0,9,1,99,99,98,100,98,9,31,0,100,100,100,74,74,81,17,98,52,8,94,88,88,98,80,40,59,3,42,4,88,88,97,13,23,9,91,15,45,74,74,77,100,15,56,97,21,71,98,18,98
Richard Hamilton,DET,27.7,Wing,2820,29,13,79,61,3,65,9,84,29,78,79,91,75,89,64,70,81,69,88,82,2,69,77,73,60,18,84,77,77,75,33,34,11,13,21,73,73,40,83,62,78,86,58,79,73,73,52,14,60,39,67,57,63,77,77,93,73,92,89,75,75,84,58,89,69,69,90,7,26,16,6,67,88,88,31,92,97,97,76,51,66,88,88,78,71,38,49,12,41,27,69,69,27,79,31,11,77,8,46,83,50,75
Matt Harpring,UTA,29.4,Wing,1928,36,47,30,98,66,95,74,27,86,94,51,62,62,28,16,48,49,63,63,36,65,77,30,54,38,36,26,30,30,31,42,28,71,57,70,54,54,44,47,67,60,33,73,63,54,54,44,63,67,72,18,40,28,30,30,58,45,59,31,70,39,70,43,70,63,63,58,68,79,71,62,73,63,63,59,69,45,54,71,38,42,63,63,77,36,41,33,43,51,48,63,63,67,73,50,47,47,43,70,75,55,55
Al Harrington,ATL,25.7,Forward,2773,10,60,52,45,68,43,80,26,48,73,62,98,50,92,72,58,43,57,72,87,21,5,29,18,34,46,73,29,29,14,47,60,79,74,71,18,18,41,15,31,15,34,36,29,18,18,33,68,28,39,82,68,79,29,29,35,40,20,51,14,43,40,52,24,57,57,73,7,31,22,13,52,72,72,90,62,67,69,61,22,32,72,72,29,56,71,71,55,36,43,57,57,26,61,29,81,95,75,10,50,12,50
Othella Harrington,CHI,31.8,Big,806,15,5,41,20,9,47,11,32,57,94,49,83,51,67,55,42,53,64,67,60,62,39,35,49,28,59,49,35,35,24,68,73,82,81,68,49,49,49,54,58,55,50,12,16,49,49,74,58,2,5,63,98,95,35,35,66,42,79,31,23,20,82,42,93,64,64,49,62,69,89,79,87,67,67,87,54,71,70,17,84,63,67,67,3,95,91,98,16,22,18,64,64,79,73,71,89,77,88,54,78,49,46
Devin Harris,DAL,22.7,Point,1216,94,67,37,65,44,65,67,21,100,92,87,75,77,42,25,50,47,41,25,65,17,98,61,83,65,21,25,61,61,46,32,16,64,34,84,83,83,81,5,74,25,59,98,97,83,83,29,18,86,64,65,45,52,61,61,84,25,90,63,44,80,86,39,90,41,41,37,36,46,28,13,69,25,25,33,8,44,15,52,57,59,25,25,96,37,37,31,36,12,14,41,41,57,49,51,33,46,27,69,49,65,65
David Harrison,IND,23.2,Big,978,80,61,17,43,54,61,13,5,87,84,51,65,50,16,9,18,25,11,16,49,5,41,78,72,66,63,52,78,78,64,66,85,94,93,77,72,72,54,59,60,57,52,71,69,72,72,79,92,2,15,42,76,68,78,78,44,37,35,10,36,12,72,82,69,11,11,14,8,22,54,20,89,16,16,37,31,27,27,88,11,34,16,16,36,77,76,84,55,11,18,11,11,18,51,11,40,27,50,19,61,12,71
Jason Hart,SAC,27.5,Combo,716,60,78,20,56,27,0,76,5,47,45,9,18,5,27,40,51,18,4,10,12,16,38,84,87,90,19,18,84,84,75,9,52,74,15,98,87,87,48,78,83,91,45,91,82,87,87,55,62,63,68,11,42,22,84,84,90,67,81,85,32,74,78,88,68,4,4,5,7,22,14,21,24,10,10,83,13,32,17,25,20,14,10,10,8,95,73,94,31,26,25,4,4,68,10,85,83,19,82,51,5,76,7
Udonis Haslem,MIA,25.4,Big,2477,4,43,85,37,76,46,27,84,30,16,22,27,78,52,66,84,77,76,84,52,60,64,60,36,52,52,85,60,60,60,64,60,16,36,7,36,36,29,47,73,66,55,17,25,36,36,13,70,30,41,94,79,89,60,60,76,58,77,77,43,70,63,18,73,76,76,72,48,43,47,49,51,84,84,96,35,42,39,88,71,86,84,84,35,55,97,96,10,7,6,76,76,87,36,87,74,60,67,85,25,84,64
Trenton Hassell,MIN,26.7,Combo,2499,95,9,62,96,5,91,93,40,78,16,80,16,38,22,31,40,51,77,74,46,75,65,21,21,14,71,78,21,21,24,84,72,53,54,53,21,21,23,60,36,40,8,66,33,21,21,14,28,80,63,49,78,73,21,21,17,86,17,27,74,36,22,88,26,77,77,78,73,31,85,81,78,74,74,90,89,65,83,84,30,46,74,74,14,97,80,97,26,7,8,77,77,17,20,24,40,28,68,12,40,15,47
Chuck Hayes,HOU,22.4,Big,486,50,99,24,92,90,73,51,34,61,44,87,11,97,28,51,89,94,61,19,82,94,40,98,92,97,72,19,98,98,93,37,91,73,94,12,92,92,73,54,80,76,75,80,87,92,92,42,9,72,41,87,48,69,98,98,98,91,99,86,96,72,98,43,98,61,61,22,93,94,75,91,22,19,19,16,78,29,49,14,15,6,19,19,94,1,44,5,44,83,76,61,61,90,80,77,68,63,35,89,61,86,96
Jarvis Hayes,WAS,24.2,Forward,497,0,50,72,20,27,0,15,96,25,5,92,53,40,52,52,78,33,22,22,82,23,22,66,68,25,74,66,66,66,74,64,64,69,68,60,68,68,39,96,31,75,20,52,33,68,68,87,47,5,6,80,72,81,66,66,37,68,29,55,36,61,31,94,24,22,22,24,16,70,45,21,82,22,22,73,33,11,15,31,32,25,22,22,25,60,57,63,50,61,59,22,22,24,84,19,61,86,38,13,55,13,42
Brendan Haywood,WAS,25.9,Big,1873,81,26,63,78,22,43,61,20,73,72,31,41,59,26,25,46,58,36,38,63,77,3,82,84,37,35,98,82,82,89,53,48,88,86,66,84,84,55,88,74,88,28,14,12,84,84,97,6,1,0,90,92,95,82,82,47,15,68,30,5,41,57,23,72,36,36,27,48,97,87,90,38,38,38,13,38,47,42,28,87,83,38,38,42,86,53,75,31,29,28,36,36,27,96,19,18,52,24,36,97,26,66
Luther Head,HOU,22.9,Combo,2248,44,71,64,40,85,93,53,16,31,15,42,20,42,35,49,45,57,41,46,51,20,74,76,78,42,63,47,76,76,88,47,73,33,62,15,78,78,77,79,51,68,90,42,71,78,78,58,20,91,70,13,31,18,76,76,46,69,32,80,90,76,24,73,16,41,41,42,18,39,45,39,61,46,46,51,21,15,12,59,58,64,46,46,89,83,2,12,79,58,70,41,41,70,38,79,75,33,79,62,37,69,71
Alan Henderson,CLE,32.9,Big,449,27,35,47,84,35,58,9,63,80,5,75,8,84,14,20,37,19,37,22,81,25,73,19,61,52,2,18,19,19,72,2,2,2,2,14,61,61,40,86,83,92,61,36,43,61,61,4,73,89,91,55,49,51,19,19,9,4,10,4,5,2,31,3,27,37,37,47,57,18,11,32,14,22,22,34,28,36,31,45,21,25,22,22,52,22,58,41,88,40,63,37,37,64,35,56,92,98,92,30,33,24,74
Grant Hill,ORL,33.1,Wing,612,55,80,67,49,75,0,81,46,85,86,75,88,74,66,32,74,37,45,24,90,21,63,38,9,91,85,23,38,38,25,85,82,49,89,4,9,9,8,41,22,24,46,35,33,9,9,48,31,57,48,26,71,53,38,38,47,36,42,64,11,37,25,24,34,45,45,40,26,93,53,55,43,24,24,92,16,5,4,8,14,5,24,24,88,82,39,63,24,10,10,45,45,72,93,59,88,74,40,49,93,65,67
Kirk Hinrich,CHI,24.8,Combo,2943,69,42,58,11,60,69,62,65,60,78,18,67,55,89,78,78,39,65,58,69,43,65,19,19,6,86,82,19,19,27,94,69,56,85,16,19,19,55,65,25,37,11,18,8,19,19,41,73,17,29,68,84,83,19,19,13,54,7,38,37,13,14,49,15,65,65,28,53,53,78,53,92,58,58,38,72,26,39,66,70,72,58,58,91,30,47,35,30,24,24,65,65,98,37,98,55,14,86,99,54,98,53
Robert Horry,SAS,35.2,Big,1171,73,91,73,18,36,51,41,42,7,65,0,45,20,85,91,88,75,61,54,69,10,89,75,51,84,83,24,75,75,54,71,85,44,62,29,51,51,55,30,25,22,84,84,90,51,51,67,23,83,64,12,30,17,75,75,78,84,80,26,86,19,89,83,90,61,61,80,13,30,12,14,25,54,54,40,24,35,24,71,31,49,54,54,29,25,7,5,94,96,97,61,61,35,40,30,68,8,73,22,60,19,30
Eddie House,PHX,27.5,Combo,1337,76,29,87,20,31,0,36,70,4,18,5,87,40,33,13,93,30,20,44,52,11,21,63,77,16,65,50,63,63,72,44,61,79,73,74,77,77,55,70,64,73,63,91,89,77,77,4,91,60,85,45,83,74,63,63,14,57,8,52,35,40,9,66,6,20,20,34,28,53,46,38,65,44,44,34,8,77,50,59,47,54,44,44,25,11,89,65,39,67,58,20,20,9,68,17,28,98,28,6,50,13,78
Dwight Howard,ORL,19.9,Big,3015,67,54,89,82,97,50,91,24,94,92,64,85,80,64,46,39,83,90,91,79,51,53,34,24,6,94,86,34,34,21,98,52,52,81,18,24,24,33,30,2,2,80,64,77,24,24,61,21,17,12,79,90,90,34,34,40,50,48,4,43,4,92,18,96,90,90,76,38,63,92,74,95,91,91,86,52,75,72,95,59,84,91,91,89,64,15,23,41,49,46,90,90,96,39,95,82,71,89,93,39,89,81
Josh Howard,DAL,25.5,Wing,1901,75,67,55,96,89,77,75,29,85,56,78,76,57,35,14,96,79,83,81,57,72,60,48,34,59,50,60,48,48,39,43,82,16,45,6,34,34,33,60,35,42,38,33,35,34,34,64,64,19,26,95,37,70,48,48,83,88,69,86,86,70,65,66,61,83,83,69,44,73,78,69,75,81,81,59,77,59,73,93,73,89,81,81,60,84,45,67,17,33,24,83,83,93,67,84,75,59,62,87,68,80,59
Juwan Howard,HOU,32.7,Big,2533,1,41,87,22,27,42,37,88,23,18,78,70,27,73,66,65,11,15,19,64,28,5,23,16,8,78,87,23,23,11,80,50,71,63,75,16,16,16,58,9,16,24,77,59,16,16,12,28,70,54,64,86,83,23,23,60,22,55,49,11,55,59,67,56,15,15,22,32,43,27,49,19,19,19,47,39,66,53,46,15,17,19,19,1,71,93,94,64,43,50,15,15,18,59,15,51,85,44,14,57,9,25
Troy Hudson,MIN,29.6,Combo,785,56,7,76,13,0,0,82,100,15,85,91,82,27,64,45,96,45,67,57,59,67,41,22,38,14,34,61,22,22,28,22,39,76,75,66,38,38,32,35,83,60,70,26,39,38,38,57,6,90,54,49,32,36,22,22,16,12,15,54,78,18,12,3,23,67,67,75,78,33,34,73,7,57,57,69,62,4,14,72,74,78,57,57,38,54,4,8,76,96,95,67,67,26,6,28,34,13,76,26,13,24,25
Larry Hughes,CLE,26.8,Wing,1255,81,83,61,32,70,69,47,38,87,60,36,86,35,82,60,25,32,74,66,62,53,84,8,8,80,5,62,8,8,24,7,42,9,5,45,8,8,61,52,6,12,45,7,9,8,8,16,33,94,83,71,24,41,8,8,27,81,14,21,68,11,45,79,30,74,74,74,62,82,37,62,24,66,66,21,68,61,67,80,80,89,66,66,62,66,55,64,8,50,29,74,74,78,84,63,78,94,57,60,82,50,23
Kris Humphries,UTA,20.7,Forward,522,82,72,15,88,82,93,93,4,47,82,18,62,7,45,37,82,27,16,10,34,63,43,67,77,56,19,25,67,67,85,20,31,9,12,24,77,77,24,98,41,86,56,84,84,77,77,71,63,48,54,43,19,22,67,67,26,71,37,6,82,7,60,82,68,16,16,20,51,79,32,83,4,10,10,33,27,6,7,83,54,68,10,10,43,93,54,82,47,14,19,16,16,58,71,61,41,38,65,63,88,59,8
Lindsey Hunter,DET,34.9,Point,334,46,96,6,85,79,94,0,0,4,2,0,29,12,62,77,56,55,10,27,7,37,19,97,83,87,82,51,97,97,80,73,8,75,18,96,83,83,88,5,43,14,95,94,98,83,83,20,99,83,98,6,4,3,97,97,99,28,99,88,49,94,99,45,100,10,10,21,27,33,11,14,27,27,27,93,46,62,56,8,7,2,27,27,27,35,90,79,78,17,33,10,10,11,83,4,44,47,10,8,44,7,31
Steven Hunter,PHI,24.0,Big,1283,84,6,80,53,6,75,24,11,79,15,84,27,94,11,11,39,44,38,49,49,46,16,58,74,21,56,70,58,58,51,62,7,21,14,56,74,74,84,81,20,48,85,14,38,74,74,72,4,31,8,77,91,89,58,58,80,8,82,55,25,45,83,8,87,38,38,43,50,28,42,31,66,49,49,77,35,25,29,88,27,55,49,49,47,75,46,62,53,37,43,38,38,20,58,29,40,72,42,17,46,25,98
Andre Iguodala,PHI,21.8,Forward,3063,20,92,82,30,28,17,37,55,83,32,27,30,93,83,93,30,92,80,95,28,53,68,88,84,16,88,81,88,88,75,94,34,28,29,43,84,84,62,18,89,70,46,92,87,84,84,8,76,42,56,98,64,85,88,88,92,82,92,28,65,23,97,63,97,80,80,79,57,85,90,66,95,95,95,97,77,74,84,83,47,67,95,95,73,44,51,47,65,22,37,80,80,65,83,51,79,94,67,56,35,47,88
Zydrunas Ilgauskas,CLE,30.4,Big,2273,87,32,61,88,48,26,18,96,66,76,59,92,87,65,41,63,72,48,41,26,88,14,85,70,8,58,99,85,85,50,67,98,93,73,97,70,70,90,29,17,15,57,23,29,70,70,100,16,0,1,59,79,77,85,85,96,95,93,91,93,85,92,73,88,48,48,37,77,65,76,86,34,41,41,47,42,79,70,25,72,49,41,41,73,95,83,96,1,8,1,48,48,44,53,55,49,62,43,42,41,58,58
Allen Iverson,PHI,30.4,Point,3091,37,83,100,29,15,65,48,58,94,100,52,100,65,85,4,96,92,97,91,98,26,70,34,47,86,13,13,34,34,62,35,15,13,5,73,47,47,31,36,75,62,34,77,67,47,47,1,60,66,69,83,99,99,34,34,5,40,4,11,25,8,10,26,11,97,97,98,11,94,46,47,50,91,91,43,95,89,96,72,92,92,91,91,41,64,74,77,27,30,27,97,97,88,93,80,89,81,72,73,96,64,56
Royal Ivey,ATL,23.9,Point,939,81,13,4,87,48,88,0,0,2,6,54,4,21,0,6,100,29,13,14,84,55,0,78,16,86,83,95,78,78,20,87,93,98,96,76,16,16,5,57,38,42,75,56,71,16,16,36,69,37,49,94,37,67,78,78,80,14,78,83,26,82,76,37,77,13,13,17,30,67,7,9,22,14,14,80,6,24,9,60,8,18,14,14,43,35,96,92,20,7,7,13,13,32,73,23,41,72,35,30,79,20,46
Jarrett Jack,POR,22.0,Combo,1522,18,18,49,29,69,62,89,58,82,40,67,38,73,69,84,36,39,28,20,53,6,95,66,78,52,27,36,66,66,78,21,79,22,18,47,78,78,59,26,91,80,70,51,63,78,78,74,48,41,41,53,30,37,66,66,59,94,47,53,73,42,52,94,44,28,28,47,9,44,5,5,33,20,20,29,93,17,46,49,12,16,20,20,37,65,69,75,62,20,30,28,28,43,72,26,26,41,19,58,76,36,55
