player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Stephen Curry,GSW,23.6,Point,728,83,86,33,69,83,0,64,50,13,36,19,72,98,53,31,42,97,86,87,54,65,35,90,79,85,53,81,90,89,71,25,23,59,13,88,57,68,68,5,66,33,81,13,57,29,46,36,36,90,81,35,80,63,64,39,87,14,90,86,81,69,81,64,60,63,55,70,89,87,91,54,82,30,58,35,42,82,65,75,86,70,70,76,23,83,14,91,57,96,98,41,31,100,97,100,92,100,17,20,78,61,81,78,81,92,100,19,8,31,47
Samuel Dalembert,HOU,31.5,Big,1432,94,51,44,86,83,0,73,86,43,35,15,45,62,19,16,32,67,60,55,9,95,59,64,53,51,81,75,64,61,89,81,84,82,73,84,56,28,37,9,27,11,82,22,12,8,57,79,77,64,25,32,35,19,67,19,33,11,40,60,47,91,86,81,86,51,29,40,96,81,19,66,41,74,59,50,54,30,30,28,60,67,84,51,84,68,81,38,79,29,61,58,66,61,61,0,0,0,50,82,41,60,0,0,0,62,0,76,65,68,0
Marquis Daniels,BOS,30.8,Wing,440,88,84,28,81,60,0,65,0,48,82,97,54,3,81,83,9,24,18,33,6,63,30,60,51,83,30,18,60,70,14,11,40,39,41,39,59,89,85,20,40,26,51,89,23,59,56,30,38,60,44,14,51,5,93,5,76,8,78,18,17,66,17,82,80,72,55,5,58,16,74,68,76,46,98,24,81,14,33,22,18,39,7,83,39,26,60,26,6,69,3,11,17,8,6,0,0,0,97,97,25,68,5,1,1,11,0,53,16,53,0
Baron Davis,NYK,32.6,Point,584,52,91,25,81,41,0,0,0,36,14,30,70,25,77,67,8,54,78,97,10,83,11,18,25,87,3,70,18,44,4,18,26,5,79,17,53,64,64,69,37,46,39,98,60,92,13,10,7,18,15,27,33,11,8,42,30,35,39,78,84,84,92,87,90,56,88,90,61,83,86,78,89,48,12,38,16,80,81,84,78,60,78,22,87,75,64,40,79,11,39,45,23,70,38,0,18,25,41,53,20,22,53,91,88,41,25,72,83,100,61
Ed Davis,TOR,22.4,Big,1459,65,58,53,57,85,55,34,40,53,53,75,27,57,57,75,39,14,17,20,5,88,16,35,36,48,80,16,35,34,80,63,63,81,32,21,78,82,88,56,14,19,24,71,48,61,69,58,67,35,29,45,23,21,66,21,34,72,24,17,11,90,55,49,76,18,20,30,38,35,62,14,22,32,78,30,50,58,65,65,17,36,60,37,58,70,56,23,57,24,63,93,58,19,30,0,0,0,47,86,43,64,0,0,0,65,0,35,35,35,0
Glen Davis,ORL,25.8,Big,1395,13,71,92,36,48,75,45,50,65,35,68,81,18,48,28,72,23,43,14,66,52,67,21,16,72,34,78,21,49,21,72,22,36,15,16,31,85,73,12,14,7,38,60,43,49,70,59,67,21,22,54,27,60,31,67,10,57,12,43,56,39,9,12,23,14,18,91,49,78,36,42,36,26,83,98,98,5,6,4,43,22,7,36,11,13,23,46,10,52,14,32,65,30,37,0,0,0,32,62,76,74,71,76,75,16,0,55,42,62,66
Austin Daye,DET,23.4,Wing,494,99,75,5,49,84,0,94,82,43,25,48,76,1,42,21,29,7,5,4,21,65,8,52,31,82,56,32,52,39,43,39,19,62,4,28,87,38,67,94,1,17,70,84,16,44,3,75,34,52,77,34,67,41,68,23,81,55,76,5,8,52,84,25,67,7,40,19,3,5,27,11,9,6,71,86,90,46,68,62,5,17,39,25,50,39,49,11,14,24,0,65,64,3,9,0,6,4,20,81,89,91,25,49,35,3,4,48,38,40,3
DeMar DeRozan,TOR,22.2,Wing,2180,40,21,46,37,22,0,56,62,93,88,50,89,36,52,22,65,78,87,83,96,14,69,39,21,59,39,51,39,9,55,95,54,50,56,52,12,2,2,30,85,75,50,48,22,28,61,79,79,39,97,96,97,81,91,75,98,80,97,87,82,10,26,79,37,97,97,79,73,80,40,45,41,74,41,82,74,19,16,15,87,82,29,96,48,36,66,90,42,98,17,34,91,39,54,56,7,14,67,85,91,93,7,11,7,34,12,55,20,39,87
Carlos Delfino,MIL,29.2,Wing,1517,32,92,58,13,87,67,75,53,22,28,63,29,54,61,73,53,6,38,54,82,8,6,2,1,53,36,78,2,1,52,9,19,13,45,25,7,4,2,22,5,4,1,62,95,93,64,74,75,2,9,6,15,9,1,16,31,28,33,38,67,2,9,11,5,52,63,56,45,52,21,67,47,20,34,58,48,86,68,79,38,10,12,14,29,58,20,16,14,20,65,23,95,26,44,35,59,55,49,13,24,11,83,78,84,45,57,50,76,66,58
Luol Deng,CHI,26.5,Wing,2114,81,34,97,78,77,69,94,35,50,59,58,61,33,59,51,67,70,46,58,25,42,25,83,41,51,97,79,83,71,98,61,83,94,48,82,44,22,25,54,27,28,52,89,31,67,48,24,25,83,32,18,39,38,27,64,27,23,25,46,53,47,42,40,50,45,57,3,77,32,22,96,84,44,69,48,60,23,61,46,46,34,53,42,12,19,17,63,53,58,36,48,37,34,28,28,73,65,59,69,66,70,42,37,34,24,68,53,53,47,28
Boris Diaw,CHA,29.5,Forward,1007,54,10,67,48,77,75,35,6,17,40,15,63,21,98,100,2,33,26,52,58,15,1,59,55,9,98,50,59,29,99,82,92,94,58,78,31,31,24,40,59,51,47,55,28,36,64,71,73,59,60,73,53,81,63,80,47,93,43,26,35,9,29,27,30,32,63,85,24,43,3,59,31,27,35,9,8,74,96,94,26,66,12,70,37,14,57,85,16,76,27,13,96,77,90,0,23,28,48,67,46,52,10,83,63,58,28,54,56,50,71
Boris Diaw,SAS,29.5,Big,366,15,74,23,12,23,86,57,0,10,2,0,19,98,94,98,6,73,51,88,12,5,23,83,85,61,81,27,83,92,66,23,37,68,10,63,40,93,83,62,86,86,23,50,94,89,59,11,18,83,34,8,46,87,16,93,11,12,14,51,71,3,84,31,21,73,27,92,83,96,85,58,81,45,5,68,23,91,62,79,51,69,95,49,22,20,15,89,86,73,99,44,98,98,99,0,0,0,52,12,49,22,87,91,90,92,0,16,17,48,66
DeSagana Diop,CHA,29.8,Big,300,60,26,57,57,42,96,34,0,3,1,0,6,1,90,99,2,28,9,7,9,95,10,84,54,71,87,62,84,79,96,18,84,70,86,89,36,10,11,68,28,37,22,13,77,49,44,86,79,84,5,15,7,35,84,22,3,29,5,9,10,97,68,31,74,4,0,27,20,20,97,74,91,8,83,79,90,51,57,56,9,4,79,2,20,95,8,4,79,5,1,8,73,11,11,0,0,0,25,75,80,84,0,0,0,2,0,16,5,51,0
Keyon Dooling,BOS,31.5,Combo,629,22,13,29,0,7,0,47,9,33,67,11,7,62,11,31,33,5,16,30,17,20,56,4,13,30,2,33,4,32,1,20,4,3,21,4,46,93,85,11,20,10,35,72,52,64,97,14,47,4,9,58,6,2,12,11,38,96,22,16,12,30,3,61,21,99,83,71,9,21,29,30,22,15,96,27,79,45,60,56,16,80,5,97,69,11,92,80,19,92,73,44,53,96,98,48,31,44,18,4,51,13,98,84,98,82,44,20,36,40,24
Toney Douglas,NYK,25.6,Combo,617,9,69,47,64,62,0,76,71,11,4,91,80,7,49,40,44,26,23,17,73,34,14,52,66,22,25,54,52,35,27,94,78,69,82,35,57,77,74,32,72,62,19,56,5,8,96,99,99,52,71,96,75,52,74,35,68,98,80,23,30,24,44,62,29,92,80,59,4,11,64,18,26,3,67,73,78,77,85,85,23,12,41,8,17,62,21,29,42,16,9,31,47,13,16,0,6,10,27,58,42,44,22,93,82,20,8,44,58,47,33
Goran Dragic,HOU,25.5,Combo,1707,40,84,27,84,27,76,56,37,69,93,62,82,89,91,87,29,70,84,80,83,49,35,33,22,76,43,25,33,22,45,49,46,31,67,35,45,64,58,41,10,13,64,29,55,41,72,35,46,33,46,80,38,29,25,20,61,83,57,84,75,49,30,46,69,19,82,91,16,60,70,34,57,80,43,23,21,90,29,54,84,87,28,92,85,45,74,68,13,83,89,96,44,51,40,14,47,41,80,49,7,9,33,60,53,93,41,96,89,98,84
Jared Dudley,PHX,26.3,Wing,2009,46,22,81,91,53,91,59,28,72,75,84,34,91,34,36,72,91,90,94,69,48,44,72,67,23,79,83,72,68,83,83,76,87,36,74,12,67,32,35,35,24,96,4,3,1,39,99,94,72,56,84,45,29,52,32,68,86,63,90,92,53,64,48,38,66,91,93,95,98,29,54,45,60,29,54,39,63,48,52,90,64,87,49,47,25,46,69,95,52,92,91,70,92,94,47,76,74,61,45,64,59,49,46,43,95,75,28,34,15,27
Chris Duhon,ORL,29.2,Point,1199,72,33,55,28,36,75,34,0,8,3,47,0,84,14,84,5,44,21,34,9,13,94,80,75,86,26,85,80,84,26,51,74,59,85,75,41,70,61,60,61,64,42,64,37,47,42,70,63,80,34,47,42,68,99,63,14,27,20,21,34,21,11,15,14,37,36,34,44,36,94,46,70,18,72,93,95,8,36,19,21,31,17,53,15,22,12,57,11,78,94,50,6,39,25,96,96,98,28,16,6,2,91,95,95,34,96,16,84,13,59
Tim Duncan,SAS,35.5,Big,1630,76,43,99,30,96,38,64,57,68,76,67,95,51,93,74,83,66,26,11,84,52,47,92,89,35,75,85,92,88,79,51,69,48,85,95,92,32,75,48,48,44,52,24,31,22,77,77,83,92,77,65,68,84,54,87,58,83,47,26,20,45,58,32,40,32,58,16,39,23,50,29,36,30,85,99,99,20,0,1,26,52,61,54,36,43,22,70,44,73,48,64,62,86,78,0,0,0,22,80,77,84,74,60,64,52,0,73,58,70,0
Mike Dunleavy,MIL,31.1,Wing,1403,25,10,70,34,78,61,31,67,70,69,41,45,97,66,71,75,94,71,56,46,73,93,93,97,46,53,28,93,96,42,96,76,91,30,95,75,91,92,59,91,87,97,50,17,23,12,9,6,93,83,97,71,71,80,50,73,88,69,71,61,91,86,73,84,42,31,19,85,57,70,48,57,64,10,47,18,68,71,72,71,76,74,68,57,17,63,75,75,68,95,70,87,86,93,93,69,83,51,27,49,36,51,72,60,93,84,9,6,11,32
Kevin Durant,OKC,23.1,Forward,2535,83,56,94,10,98,35,94,94,75,83,75,96,96,92,60,23,30,48,11,48,92,80,26,72,3,74,59,26,46,58,3,7,9,19,48,87,85,95,53,66,66,8,86,89,94,29,31,26,26,74,28,88,43,85,37,86,31,96,48,13,82,99,99,99,70,20,40,31,32,31,43,29,79,98,81,97,0,3,0,48,74,92,64,62,65,84,75,98,57,88,83,92,92,92,100,74,82,38,83,60,77,15,65,42,90,79,90,85,88,92
Jerome Dyson,NOP,24.5,Point,178,84,97,17,30,59,0,0,21,100,97,86,66,59,8,8,11,29,2,2,80,14,49,98,98,37,15,98,98,98,13,44,1,14,1,99,85,36,67,18,98,90,63,90,67,86,47,1,4,98,100,60,100,100,80,100,97,69,98,2,5,11,49,24,41,21,1,15,1,1,44,79,78,50,56,59,61,29,50,41,2,20,39,40,4,18,19,59,28,69,22,78,11,27,11,0,0,0,100,75,2,14,67,14,17,59,0,80,73,19,2
Devin Ebanks,LAL,22.0,Wing,377,78,23,63,95,19,85,0,15,97,22,9,11,19,8,10,13,51,71,42,77,86,51,24,10,41,72,51,24,5,81,85,59,88,14,20,43,90,81,3,2,1,44,33,37,30,80,72,80,24,91,65,85,90,79,83,78,56,71,71,33,89,58,92,95,50,23,85,23,59,23,71,50,92,86,63,83,4,3,2,71,96,30,99,98,80,98,66,23,74,16,27,47,85,74,0,0,0,97,52,56,54,22,3,6,72,0,52,38,16,0
Wayne Ellington,MIN,23.9,Wing,935,52,38,66,16,36,0,20,48,28,23,87,21,27,13,16,92,66,60,65,78,16,65,63,64,50,50,47,63,64,48,78,38,55,28,70,52,31,36,85,54,74,51,57,73,73,42,21,22,63,67,86,64,77,75,55,44,78,53,60,68,35,21,71,32,93,93,10,61,26,63,59,63,28,46,49,46,42,79,73,60,14,32,13,30,7,42,15,36,10,41,79,39,77,72,55,25,35,23,37,86,78,48,57,51,50,35,57,82,42,66
Monta Ellis,GSW,26.0,Combo,1360,60,71,89,33,44,0,89,40,58,96,60,100,44,82,51,62,30,57,29,31,83,96,16,20,17,17,82,16,15,41,3,23,17,52,5,72,0,4,99,44,84,87,10,20,8,33,80,69,16,28,9,46,44,5,68,24,14,30,57,44,95,16,55,53,58,23,79,29,58,16,13,11,87,22,61,41,88,6,21,57,32,27,56,3,85,3,87,27,98,42,56,60,69,71,83,11,23,49,56,80,87,38,22,18,58,23,62,33,60,71
Monta Ellis,MIL,26.0,Wing,752,37,69,57,2,41,0,83,37,64,73,62,97,28,99,93,52,9,76,18,94,85,76,1,0,83,5,31,1,0,9,1,8,1,79,1,4,1,0,39,19,20,20,62,11,19,99,89,99,1,19,3,46,37,0,28,17,5,53,76,44,70,62,96,70,98,17,14,71,33,10,43,22,50,6,80,39,86,43,62,76,73,30,77,92,64,81,66,76,70,22,67,44,52,48,20,8,10,66,78,90,90,16,14,15,52,10,91,60,84,84
Semih Erden,CLE,25.3,Big,303,19,55,4,16,62,0,17,9,91,79,10,30,41,36,53,30,35,25,38,24,40,75,62,79,57,36,4,62,42,33,92,91,81,93,96,97,0,35,2,68,31,26,16,69,42,100,46,84,62,62,48,64,74,65,83,55,22,48,25,70,56,28,8,26,4,60,18,15,12,88,33,52,71,91,8,35,24,60,46,25,1,77,2,8,23,8,1,92,2,71,47,19,0,10,0,0,0,91,47,8,11,0,0,0,73,0,65,29,99,0
Jeremy Evans,UTA,24.0,Forward,162,100,48,6,100,81,0,52,0,83,85,0,2,75,54,90,83,1,3,13,0,80,22,3,6,8,34,26,3,2,15,13,1,3,2,62,3,22,3,6,30,8,48,3,93,54,16,70,48,3,58,29,74,7,1,27,94,89,95,3,2,72,18,20,28,26,79,21,12,10,1,50,9,44,34,81,71,60,28,35,3,62,31,78,5,51,29,91,80,90,94,90,21,0,2,0,0,0,98,35,19,21,0,0,0,98,0,92,92,2,0
Maurice Evans,WAS,33.0,Wing,318,0,81,10,51,2,0,47,0,15,10,97,18,43,3,3,96,93,84,82,44,78,47,86,86,49,70,55,86,84,75,67,69,57,69,23,97,78,96,80,71,84,67,81,75,86,10,7,3,86,68,75,45,13,47,18,91,81,76,84,77,93,74,33,55,17,49,48,93,79,11,99,91,39,78,18,39,94,43,72,84,63,85,65,91,47,89,21,68,37,61,4,33,95,73,83,0,75,25,73,47,62,91,28,66,27,70,47,32,49,72
Reggie Evans,LAC,31.5,Big,739,6,92,13,95,98,86,61,11,98,98,50,4,33,20,52,1,4,8,7,4,86,61,7,1,82,95,14,7,8,94,76,79,97,14,2,28,30,23,7,9,4,13,85,63,83,71,40,51,7,2,12,3,2,1,7,9,11,10,8,9,86,3,13,11,36,2,27,58,44,25,66,46,2,72,97,97,51,46,45,8,19,13,12,29,11,16,28,21,33,46,37,4,37,3,0,0,0,95,26,13,6,0,0,0,48,0,99,93,88,0
Tyreke Evans,SAC,22.1,Wing,2152,68,72,74,59,69,76,22,44,83,33,64,94,49,93,90,24,53,66,65,34,59,82,37,20,20,88,67,37,12,74,85,59,89,11,29,18,36,19,55,48,48,57,22,64,43,43,53,51,37,79,66,80,98,87,97,19,27,26,66,49,40,74,77,58,75,88,13,23,13,46,63,58,99,18,57,35,10,4,4,66,78,71,77,94,89,91,41,73,46,39,59,28,22,17,0,3,3,98,66,29,41,1,20,9,78,3,98,88,96,89
Kenneth Faried,DEN,21.9,Big,996,60,73,54,99,73,51,74,36,86,75,35,55,95,32,29,67,36,66,31,52,99,46,13,30,13,32,23,13,8,30,50,58,46,67,85,70,5,13,79,11,30,11,68,76,81,59,56,61,13,61,30,81,59,21,77,59,20,75,66,13,98,87,99,98,89,28,38,67,52,28,82,62,12,97,76,96,25,27,23,66,94,34,89,34,45,52,98,60,94,92,83,59,33,48,0,0,0,88,40,17,16,0,0,0,93,0,57,45,47,0
Jordan Farmar,BKN,24.9,Combo,796,7,27,87,9,31,0,67,94,42,51,40,69,100,80,84,31,24,63,72,41,40,88,7,11,17,57,10,7,6,39,89,72,82,34,39,8,3,1,42,66,62,52,61,25,35,86,49,68,7,16,78,9,4,72,1,45,75,45,63,64,40,4,65,29,91,78,29,47,38,78,58,72,49,9,49,19,56,85,81,63,49,1,84,43,4,75,58,7,80,100,51,60,53,62,93,94,97,53,9,49,11,53,87,73,64,97,24,53,22,44
Derrick Favors,UTA,20.3,Big,1349,70,61,64,89,70,48,76,35,84,45,46,75,52,35,24,29,33,15,30,3,96,43,76,75,47,93,32,76,59,97,62,87,94,51,75,76,52,68,48,52,50,90,74,35,56,23,6,6,76,79,50,87,74,85,82,73,27,82,15,8,98,90,95,98,28,27,22,18,15,37,16,16,97,36,9,8,40,34,34,15,56,77,31,31,68,20,79,53,57,57,58,27,23,14,0,0,0,71,68,22,34,0,0,0,58,0,84,68,81,0
Raymond Felton,POR,27.3,Point,1899,55,63,70,41,19,78,41,43,34,47,64,61,47,70,53,31,95,88,88,89,34,41,87,74,77,83,78,87,43,87,79,97,90,92,70,39,37,34,69,72,79,76,25,21,16,75,57,69,87,93,74,90,71,57,56,95,47,93,88,87,36,56,25,33,31,74,88,45,72,77,64,74,90,40,31,27,10,44,28,88,81,72,86,53,55,46,85,45,91,52,55,58,44,52,0,29,35,63,19,56,38,20,63,56,63,31,70,75,52,58
Rudy Fernandez,DEN,26.6,Wing,685,16,88,86,18,37,0,35,19,41,68,72,48,66,82,91,32,68,45,71,42,8,62,81,46,96,42,61,81,66,61,95,79,76,75,76,56,19,25,39,36,31,78,35,26,25,65,42,50,81,78,86,78,97,97,98,36,88,26,45,47,10,30,16,9,67,76,85,84,91,83,5,18,57,5,30,7,76,89,88,45,95,35,91,95,14,89,85,37,82,76,96,81,94,100,56,17,23,29,29,37,29,59,91,84,97,22,11,3,37,35
Landry Fields,NYK,23.3,Wing,1855,47,78,90,66,76,90,87,0,72,55,59,38,37,72,85,12,82,67,89,10,72,74,82,68,76,49,71,82,90,38,25,17,54,5,34,48,61,56,46,92,87,37,46,40,38,50,83,78,82,48,30,59,21,50,41,72,21,74,67,57,68,57,62,72,37,78,57,59,58,16,88,70,99,68,18,29,10,5,5,67,97,66,97,82,76,81,95,58,97,59,72,50,28,33,1,22,6,95,71,8,19,34,30,27,92,6,65,36,71,36
Derek Fisher,LAL,37.2,Point,1100,34,47,44,9,17,84,86,69,39,6,25,6,34,6,52,41,55,47,32,37,66,97,65,16,76,72,94,65,56,91,46,49,70,30,30,9,86,52,13,18,9,89,95,5,31,91,3,19,65,66,28,86,49,13,73,67,39,79,47,41,63,91,39,69,14,28,51,48,52,19,18,11,88,95,70,93,5,0,1,47,89,89,93,97,95,100,50,75,39,36,5,42,78,72,21,37,37,19,13,94,81,88,34,55,30,42,6,14,3,38
Derek Fisher,OKC,37.2,Point,361,0,14,39,2,9,0,89,0,23,2,47,5,6,0,0,97,87,97,98,92,13,95,32,38,56,21,25,32,14,42,93,32,45,31,22,28,3,4,15,98,91,87,26,43,29,3,57,24,32,86,93,85,77,12,62,87,89,92,97,99,8,2,92,55,98,72,67,89,93,95,53,88,30,0,24,3,100,94,99,97,60,7,75,93,98,68,23,3,52,6,47,42,6,8,0,0,23,20,22,75,58,97,42,73,5,23,9,80,2,2
Jonny Flynn,POR,22.7,Point,270,39,2,67,75,48,100,94,0,70,88,66,75,36,86,75,27,34,74,86,64,42,26,6,35,4,22,48,6,77,5,63,1,18,0,4,100,43,98,16,50,25,43,87,64,85,6,31,14,6,9,53,12,55,18,79,4,62,4,74,79,56,85,50,79,23,96,52,64,61,61,52,58,8,85,15,43,83,93,92,74,91,88,78,86,100,72,91,84,82,34,58,72,17,33,0,22,52,44,81,42,64,73,41,47,25,52,41,11,63,77
Gary Forbes,TOR,26.7,Wing,649,17,67,36,84,71,0,28,20,74,90,34,84,35,78,52,8,45,42,41,14,87,74,55,61,79,48,38,55,87,33,23,68,80,42,26,38,96,89,42,69,63,32,96,55,88,14,23,14,55,5,21,4,23,36,31,10,38,7,42,45,87,79,61,87,12,6,58,76,76,98,9,49,38,77,29,49,72,57,63,42,16,50,9,51,68,33,9,35,4,34,4,72,63,75,75,23,46,50,76,63,71,50,38,40,33,47,82,78,87,60
T.J. Ford,SAS,28.6,Point,160,88,92,3,73,67,0,0,0,61,55,0,42,41,75,89,0,59,53,90,2,76,77,65,62,32,98,23,65,65,99,65,86,93,54,91,18,95,76,20,45,28,55,97,92,98,5,1,1,65,26,32,46,45,46,70,34,64,34,53,78,62,98,39,92,2,100,1,100,25,55,67,68,61,15,27,13,96,56,81,53,56,99,25,75,54,61,25,98,18,38,31,11,56,48,0,0,0,47,28,95,92,30,22,19,27,0,36,5,34,91
Jeff Foster,IND,34.8,Big,140,4,100,2,98,53,0,96,0,93,1,53,5,81,34,71,8,69,12,14,8,69,98,98,94,99,98,1,98,95,97,95,73,86,40,0,5,97,80,95,99,100,90,63,1,3,85,85,91,98,89,31,73,38,94,22,98,5,86,12,43,85,15,48,26,84,18,3,11,2,93,54,84,44,1,94,34,44,78,72,12,1,50,1,6,3,21,0,11,1,72,38,0,20,6,0,0,0,86,1,46,13,0,86,84,31,0,98,98,1,66
Randy Foye,LAC,28.1,Wing,1632,71,36,43,22,10,80,41,89,22,34,66,71,53,71,67,77,32,32,48,63,8,37,51,43,24,51,93,51,44,59,43,37,29,54,50,39,56,50,52,29,29,76,49,18,24,30,69,56,51,54,44,61,53,48,54,57,63,62,32,52,8,25,12,20,18,54,59,26,37,31,69,53,59,39,47,41,19,69,53,32,51,32,63,75,46,84,31,48,30,62,32,13,38,16,34,84,77,30,31,40,31,57,90,83,12,74,34,31,46,68
Jimmer Fredette,SAC,22.7,Combo,1056,18,22,80,38,2,0,0,57,7,22,13,38,36,24,20,64,14,21,49,57,5,15,29,69,19,29,37,29,48,51,27,54,19,89,78,63,47,55,88,31,63,16,78,53,70,52,68,66,29,16,36,26,3,20,6,54,67,59,21,42,13,20,21,18,54,30,86,80,91,41,34,31,9,52,40,41,82,93,90,21,25,19,36,3,31,9,72,24,69,58,73,18,73,27,86,61,67,9,78,31,47,36,98,96,24,64,42,20,56,87
Channing Frye,PHX,28.5,Big,1653,59,49,47,7,56,46,75,99,8,58,88,69,40,66,56,93,97,97,100,73,32,27,64,66,8,45,99,64,70,51,87,38,54,31,52,50,25,33,28,56,36,97,7,1,0,69,98,96,64,72,95,54,47,66,37,78,92,72,97,98,42,42,47,19,87,99,92,92,96,66,94,94,51,21,33,20,69,80,80,97,88,86,84,68,21,87,87,94,73,43,40,93,60,76,100,63,73,4,23,66,47,93,98,98,30,74,32,88,63,91
Sundiata Gaines,BKN,25.5,Combo,723,20,100,51,91,80,89,80,0,91,58,71,58,16,78,80,53,49,37,43,46,57,46,69,63,84,34,44,69,89,32,59,7,12,22,48,93,78,93,24,56,39,69,76,64,79,40,6,8,69,33,82,17,55,96,27,32,59,28,37,34,74,83,53,88,12,3,24,98,89,80,51,66,72,69,87,89,3,12,7,37,64,76,58,52,71,32,63,39,65,20,7,40,82,53,0,64,31,64,60,40,42,13,56,47,11,26,98,93,76,96
Danilo Gallinari,DEN,23.2,Forward,1347,42,50,81,21,42,42,13,97,88,90,21,75,81,81,67,71,88,62,69,71,16,89,92,78,41,94,88,92,78,98,92,95,94,83,8,88,82,93,61,64,69,75,19,16,10,80,74,81,92,67,78,49,40,69,27,77,64,64,62,78,12,26,18,13,52,61,82,22,55,38,82,69,69,21,65,46,24,51,39,62,46,60,55,41,97,28,53,10,64,58,29,71,35,50,50,49,46,67,29,40,31,42,77,71,54,46,69,69,81,79
Francisco Garcia,SAC,29.8,Wing,770,100,82,20,10,81,95,32,47,11,53,0,13,25,14,24,91,46,13,29,37,8,16,90,80,93,74,17,90,88,65,55,83,73,82,90,30,6,5,29,96,90,90,58,45,48,26,8,8,90,40,52,54,7,60,16,75,86,78,13,33,3,20,6,4,33,38,82,27,61,13,25,12,9,47,30,28,97,91,95,13,16,45,14,73,5,76,7,55,5,38,97,76,41,45,19,15,19,16,15,43,24,95,66,91,82,19,9,17,7,50
