player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
John Collins,ATL,20.1,Big,1709,77,58,31,73,60,34,86,40,62,83,64,51,83,53,58,27,56,68,60,20,94,27,39,78,36,22,10,39,47,23,62,48,27,77,61,62,83,84,81,59,72,21,89,56,82,46,46,46,39,51,78,60,49,51,58,56,74,62,68,30,97,39,96,89,87,10,68,48,61,22,96,93,35,44,83,71,36,50,43,68,74,13,82,65,52,78,67,12,68,83,69,43,28,29,37,0,65,80,33,47,27,68,34,42,79,47,44,34,30,31
Zach Collins,POR,20.0,Big,990,47,23,21,23,38,51,34,21,19,31,27,39,5,36,42,26,44,91,33,98,71,98,6,19,1,92,22,6,8,91,30,78,83,48,13,26,41,23,24,38,29,76,72,5,20,48,52,52,6,5,21,6,41,23,32,4,5,4,91,93,81,15,37,63,19,75,92,96,97,28,58,43,1,98,100,100,1,14,5,91,12,4,16,13,22,34,19,7,21,6,16,54,13,22,66,6,15,32,52,54,50,85,75,75,13,16,50,37,78,79
Kyle Collinsworth,DAL,26.1,Wing,451,89,64,24,96,96,92,72,3,91,76,41,31,8,81,96,15,76,63,84,18,23,19,77,68,35,83,49,77,55,79,69,81,79,62,78,52,9,15,76,75,82,85,54,52,54,40,8,10,77,75,45,68,80,69,75,71,28,66,63,70,15,22,16,8,50,98,82,54,78,56,52,54,12,59,85,80,82,51,64,63,69,52,73,85,41,92,45,35,39,10,15,40,32,32,0,0,5,85,99,6,70,20,10,7,18,6,90,93,74,1
Darren Collison,IND,30.2,Point,1989,52,77,82,57,18,0,54,84,43,13,66,21,90,44,74,93,68,43,66,59,48,29,82,84,78,30,36,82,89,36,88,76,48,89,50,91,53,83,94,60,85,21,18,49,25,94,86,94,82,28,87,11,45,97,20,24,67,20,43,50,56,81,79,64,81,96,61,41,53,14,5,5,99,28,25,19,13,10,7,43,41,81,35,46,95,37,46,67,44,92,87,10,75,70,83,100,100,48,3,97,62,92,33,46,82,98,30,31,51,21
Mike Conley,MEM,30.1,Point,373,57,48,66,0,11,0,75,43,89,97,72,79,56,26,8,100,47,48,32,79,61,83,51,51,88,19,9,51,66,6,80,17,39,15,27,92,9,42,82,57,74,54,41,58,50,22,62,45,51,58,90,66,95,73,97,19,81,25,48,44,56,26,92,44,98,59,8,80,45,46,19,24,35,12,94,62,73,44,52,48,17,35,15,44,66,27,12,36,10,26,48,34,11,18,0,37,29,62,39,13,16,39,74,75,34,29,62,64,70,77
Pat Connaughton,POR,24.8,Wing,1402,72,4,41,61,21,79,56,74,14,14,63,16,37,34,62,70,13,22,24,88,8,50,18,22,33,44,69,18,13,28,73,65,52,64,48,17,2,2,92,24,61,41,56,36,46,45,71,65,18,76,49,85,82,33,87,54,76,68,22,28,37,17,12,22,11,11,17,18,10,40,89,81,22,67,18,35,84,81,84,22,62,12,76,20,17,58,77,53,82,46,45,55,39,43,6,56,39,56,33,30,21,46,87,80,63,39,20,18,39,47
Quinn Cook,GSW,24.6,Point,697,7,5,33,41,56,0,79,0,11,8,92,15,82,15,33,84,12,32,32,29,80,19,8,16,30,58,34,8,5,63,40,14,7,57,23,8,53,15,58,36,43,36,69,63,73,73,26,40,8,96,61,88,52,12,54,97,92,95,32,32,89,48,8,41,1,37,60,77,75,28,76,57,2,98,90,98,2,75,38,32,64,71,66,36,94,32,85,85,88,93,36,95,90,93,69,98,93,21,38,66,49,66,61,64,85,93,7,10,13,26
DeMarcus Cousins,NOP,27.2,Big,1715,73,94,71,41,97,84,96,48,87,98,53,99,59,98,84,11,4,6,13,33,11,21,12,8,67,52,43,12,14,50,28,47,45,51,35,21,16,11,64,12,20,23,90,79,91,38,23,23,12,22,13,21,16,50,18,45,41,37,6,15,8,43,9,16,12,14,19,93,61,19,22,16,4,10,99,86,87,61,75,6,35,63,18,41,65,24,35,80,23,42,23,55,26,36,0,55,53,50,34,45,25,40,77,69,45,51,89,92,97,88
Robert Covington,PHI,26.9,Forward,2515,92,94,29,37,63,82,4,87,29,51,63,55,65,47,53,16,83,88,67,96,58,38,55,34,41,81,61,55,40,80,93,70,82,38,12,28,31,21,17,70,56,95,5,3,1,77,83,87,55,56,90,43,97,94,77,15,45,20,88,71,49,33,70,55,79,46,60,39,57,88,46,68,30,52,29,36,80,77,81,88,79,24,82,52,13,61,82,32,84,65,63,24,39,24,50,69,65,22,24,27,20,31,96,90,47,65,4,18,12,35
Allen Crabbe,BKN,25.6,Wing,2160,76,17,56,17,82,93,65,81,29,41,56,52,76,39,27,76,56,66,38,60,66,71,41,56,61,6,29,41,33,18,9,26,9,76,31,63,35,58,46,63,63,41,1,81,14,85,86,91,41,67,22,72,58,5,63,63,28,69,66,29,63,76,84,74,82,64,82,57,80,23,31,22,81,97,46,88,35,2,3,66,65,88,74,51,59,59,67,96,79,71,90,61,30,43,55,70,66,6,41,48,40,41,97,92,34,66,9,12,16,48
Torrey Craig,DEN,26.9,Wing,585,91,16,13,97,70,95,96,6,64,57,0,8,59,10,24,30,42,75,68,8,95,75,19,14,19,64,65,19,14,71,11,25,31,33,10,50,21,30,23,30,21,46,16,29,15,55,91,88,19,46,19,57,57,38,83,47,17,49,75,38,94,93,94,97,35,54,20,69,33,93,36,71,98,79,5,32,33,6,7,75,84,62,79,22,78,11,95,64,93,67,50,16,99,63,38,10,18,94,11,4,4,76,27,44,95,19,39,54,1,1
Jamal Crawford,MIN,37.6,Wing,1613,18,24,90,23,2,0,22,98,30,82,82,88,36,85,76,60,93,93,88,91,30,76,80,48,95,33,36,80,82,11,99,91,62,94,46,15,35,14,83,45,64,89,10,48,16,18,49,31,80,20,97,5,84,96,36,4,88,2,93,98,42,60,11,32,9,42,51,7,18,98,56,92,93,5,15,5,81,64,73,93,58,69,58,79,79,70,18,46,22,35,18,92,80,94,56,30,38,1,49,100,97,42,56,48,50,35,90,97,85,88
Jae Crowder,CLE,27.3,Forward,1324,24,57,27,57,20,0,18,79,55,53,10,27,49,22,31,67,42,52,76,37,12,26,38,28,53,66,36,38,44,72,43,43,62,18,25,60,50,58,36,30,29,33,47,43,43,88,58,78,38,14,40,13,23,82,15,24,37,35,52,69,9,48,21,10,48,77,55,91,84,30,69,59,57,74,87,85,20,9,8,52,33,67,34,81,89,74,17,62,19,39,61,20,31,22,23,44,33,61,8,55,24,65,76,71,55,33,10,12,8,43
Jae Crowder,UTA,27.3,Forward,737,41,55,45,45,18,0,57,47,35,65,6,73,22,55,39,69,61,96,95,26,63,91,6,23,14,18,35,6,12,35,16,44,20,76,27,52,25,36,19,43,29,62,61,45,55,71,19,30,6,5,40,8,9,20,13,14,51,23,96,96,67,78,76,77,58,79,81,73,84,85,79,86,73,24,3,7,84,86,88,96,66,89,55,15,83,22,92,98,78,24,49,27,27,27,35,29,22,49,12,69,29,71,73,78,33,20,22,14,18,71
Dante Cunningham,NOP,30.5,Forward,1075,49,39,63,80,35,94,71,0,33,16,24,2,31,2,8,92,36,20,55,37,4,13,68,68,58,73,65,68,75,15,52,92,90,80,1,4,91,24,83,98,98,87,31,62,45,80,5,14,68,16,50,17,10,98,1,18,45,42,20,49,3,21,2,3,10,63,61,93,86,13,46,23,29,46,58,51,49,74,71,20,40,76,58,11,78,7,85,52,95,57,57,4,100,47,28,7,30,73,18,20,14,98,10,65,76,30,2,8,4,33
Dante Cunningham,BKN,30.5,Big,442,50,58,68,39,44,0,45,0,15,2,92,32,39,39,49,61,77,88,80,71,39,85,38,48,17,57,72,38,38,52,78,72,54,78,63,65,54,63,75,31,47,40,97,34,85,35,18,16,38,54,83,51,75,65,70,56,78,57,88,89,51,24,34,44,29,62,26,34,24,86,61,78,52,4,12,4,42,99,97,88,56,21,60,75,40,81,40,14,37,49,37,25,47,24,56,56,73,38,31,35,18,99,59,83,45,73,8,27,1,31
Stephen Curry,GSW,29.6,Point,1619,26,75,75,80,85,79,43,98,66,84,25,89,100,51,18,57,97,89,79,87,37,99,94,95,8,51,91,94,92,69,47,73,46,87,93,55,52,54,35,84,82,84,56,1,4,97,48,83,94,23,80,19,34,29,41,31,82,17,89,95,36,5,70,35,89,68,83,47,77,64,62,67,44,38,70,52,50,54,53,89,34,8,44,18,32,18,58,8,70,97,92,70,100,100,34,94,91,33,7,28,11,79,95,93,100,91,18,11,11,61
Troy Daniels,PHX,26.3,Combo,1586,7,0,48,4,18,0,55,92,5,13,0,11,95,0,0,93,24,26,20,25,63,95,35,55,62,22,21,35,46,7,68,49,51,45,25,12,70,27,54,87,87,37,70,44,61,55,48,54,35,59,71,68,62,78,69,45,67,58,26,19,76,61,49,65,31,36,44,7,13,6,67,35,48,86,21,61,41,46,42,26,74,59,76,77,38,73,75,69,83,96,4,98,46,80,92,84,92,0,5,25,7,95,100,100,21,92,0,9,2,20
Anthony Davis,NOP,24.6,Big,2703,93,91,98,50,75,59,23,89,75,99,61,95,79,69,20,84,12,49,78,24,83,28,4,9,22,48,56,4,7,32,98,70,26,93,18,81,6,36,8,35,15,30,37,57,47,27,89,79,4,19,98,5,85,95,57,5,85,3,49,69,81,61,24,70,8,42,86,96,98,53,37,40,67,7,89,40,40,47,41,49,72,61,83,79,54,88,57,89,72,54,90,76,35,50,48,44,38,44,72,87,86,40,50,45,58,36,56,27,60,89
Deyonta Davis,MEM,20.9,Big,867,72,14,14,58,49,69,28,25,25,29,24,18,88,30,51,60,53,30,27,68,23,72,76,89,30,61,45,76,71,62,94,94,75,95,41,62,87,88,35,93,89,64,47,28,33,6,82,55,76,47,89,15,28,80,12,88,93,70,30,28,8,24,11,6,52,8,64,37,52,98,35,71,34,78,59,78,39,36,33,30,84,54,85,81,95,76,75,38,77,89,95,39,57,43,0,0,0,71,40,82,65,0,0,0,87,0,39,29,23,0
Ed Davis,POR,28.4,Big,1456,61,40,25,95,92,41,39,25,85,50,55,6,73,3,11,16,96,92,88,91,71,67,89,96,63,33,58,89,84,40,68,58,11,92,85,98,64,96,95,47,80,56,45,56,51,79,23,39,89,81,88,83,82,85,66,61,51,64,92,92,77,74,29,53,15,16,72,46,62,45,84,80,96,2,2,0,64,92,91,92,69,72,74,29,62,33,87,68,92,76,36,49,83,46,0,0,0,94,47,3,17,0,0,0,71,0,86,83,43,0
DeMar DeRozan,TOR,28.2,Wing,2700,31,48,87,57,35,0,60,59,95,97,52,98,64,98,87,77,64,60,82,24,85,17,61,95,34,5,6,61,61,2,65,4,6,22,99,91,95,98,14,2,2,45,1,22,2,100,95,100,61,98,67,99,73,89,95,97,15,94,60,57,93,96,98,93,96,7,100,73,100,8,70,24,100,21,1,2,87,15,30,60,15,95,29,30,83,45,16,96,31,36,70,87,67,81,10,37,30,48,96,93,99,16,12,7,59,27,97,87,89,91
Dewayne Dedmon,ATL,28.2,Big,1516,55,57,47,42,85,66,94,67,29,38,92,43,74,52,66,23,17,6,2,25,97,61,66,59,22,98,52,66,69,89,72,50,89,6,15,47,38,35,12,99,95,9,68,25,44,77,94,94,66,30,36,41,21,2,33,24,56,29,6,7,98,88,72,98,6,7,10,6,5,32,5,7,75,33,78,59,7,37,20,6,4,57,3,1,68,2,25,81,20,72,98,59,79,75,58,20,40,31,50,82,69,90,58,68,80,41,14,25,12,31
Sam Dekker,LAC,23.5,Forward,809,33,49,39,92,47,88,69,16,71,22,27,31,35,18,12,31,40,43,87,12,87,3,42,20,20,71,96,42,34,80,32,33,61,12,23,16,69,33,39,18,17,67,43,18,23,60,57,63,42,54,26,45,76,30,83,35,16,22,43,44,75,28,81,86,54,81,62,92,87,64,33,49,87,37,72,54,83,5,12,43,63,16,82,49,35,60,71,17,89,45,71,65,14,39,0,0,0,100,41,14,22,22,16,12,90,0,47,27,37,76
Malcolm Delaney,ATL,28.6,Combo,963,20,50,30,5,48,0,61,75,75,77,36,36,34,73,84,36,31,25,30,7,42,50,50,10,65,89,85,50,20,94,14,96,98,14,20,1,90,18,14,42,22,35,98,54,93,21,14,10,50,76,1,86,72,5,98,69,8,60,25,3,18,99,46,87,11,19,4,51,15,100,6,70,94,19,76,41,35,7,8,25,100,100,100,100,100,99,98,100,96,18,11,9,38,20,69,55,70,30,20,89,55,80,61,66,5,72,27,45,25,54
Matthew Dellavedova,MIL,27.1,Combo,700,2,4,21,61,21,0,32,100,18,39,80,23,30,86,98,5,2,2,3,6,76,24,14,11,71,11,31,14,8,21,31,31,45,27,21,22,75,49,57,17,23,48,92,97,98,3,3,1,14,83,32,87,75,64,86,76,66,76,2,2,80,57,37,80,12,32,1,12,0,37,8,10,71,23,51,30,59,47,48,2,52,34,42,44,56,24,57,52,58,16,0,54,27,38,0,76,66,7,91,32,59,46,91,84,0,66,23,61,50,23
Cheick Diallo,NOP,21.1,Big,495,57,25,19,55,92,0,90,51,90,25,71,35,83,7,7,42,16,12,35,75,1,41,40,78,29,7,30,40,37,7,61,23,15,64,89,82,35,71,77,34,55,10,52,51,52,88,85,90,40,94,72,97,86,68,87,92,86,95,12,50,2,0,7,2,66,35,15,64,37,54,40,45,12,24,27,18,98,92,97,12,10,0,32,29,1,59,12,0,23,70,89,65,23,40,0,0,0,65,72,69,72,0,0,0,66,0,16,5,31,0
Gorgui Dieng,MIN,27.8,Big,1281,51,75,36,53,68,83,51,61,47,27,7,43,24,42,43,51,89,53,30,77,47,79,96,98,80,21,43,96,98,28,90,61,25,90,96,72,54,72,67,95,94,64,16,59,31,53,56,59,96,47,98,52,52,95,44,35,94,40,53,37,49,67,75,54,91,27,52,74,69,58,19,22,44,45,72,60,44,49,45,53,51,56,47,28,55,21,64,43,64,21,17,64,79,83,21,0,25,29,43,100,95,86,41,50,28,25,24,56,12,95
Spencer Dinwiddie,BKN,24.6,Combo,2257,46,21,50,27,43,70,86,65,89,46,38,75,52,95,89,88,58,23,17,64,92,12,88,80,64,75,60,88,85,84,57,84,81,70,61,98,81,97,17,80,55,27,32,38,31,6,98,89,88,63,33,55,59,6,70,59,59,46,23,22,92,94,80,93,27,84,24,10,9,56,13,17,28,85,24,65,79,47,59,23,21,68,8,63,15,64,11,79,7,32,34,45,25,34,28,29,26,45,52,18,18,32,88,80,36,30,88,95,86,88
Tyler Dorsey,ATL,21.7,Combo,870,16,2,73,29,80,0,0,25,29,71,46,38,27,18,9,96,55,82,72,57,65,70,24,20,47,49,54,24,39,47,90,39,63,16,36,9,47,12,37,32,32,47,40,61,52,51,48,50,24,8,86,6,34,97,12,8,74,9,82,68,70,83,76,73,68,71,48,55,52,89,72,85,37,72,49,67,18,61,44,82,83,74,70,74,90,77,73,85,49,34,38,4,64,18,38,57,55,18,27,55,32,63,89,86,16,51,20,34,20,32
Damyean Dotson,NYK,23.5,Wing,374,14,56,37,49,93,0,72,0,21,27,86,39,40,44,43,73,76,92,96,61,16,58,31,19,59,39,67,31,17,49,64,59,31,82,34,42,3,5,28,71,54,40,21,43,24,26,93,85,31,68,78,58,95,76,88,21,49,22,92,92,17,81,42,36,50,66,84,95,96,94,73,89,62,40,28,27,55,65,65,92,82,92,73,41,68,32,90,97,84,58,43,98,94,100,0,23,18,40,35,77,59,50,59,56,90,18,21,16,22,1
Goran Dragic,MIA,31.5,Point,2352,33,23,61,70,74,82,57,41,49,80,52,69,64,33,28,77,20,18,13,85,51,33,37,13,77,85,48,37,12,85,98,85,94,37,29,41,7,9,22,16,10,97,35,37,33,17,9,7,37,93,89,82,63,43,47,91,93,85,18,12,29,34,53,36,62,12,31,80,59,20,17,13,14,72,89,86,6,70,41,18,70,32,72,89,13,85,47,33,54,57,61,72,41,56,46,69,63,69,80,38,61,48,41,36,66,63,43,34,59,30
Andre Drummond,DET,24.2,Big,2591,80,93,64,99,99,76,98,13,86,80,16,79,30,85,78,24,95,93,96,76,15,16,86,91,61,55,20,86,74,15,83,67,14,95,59,88,94,98,60,37,50,81,43,3,8,89,52,75,86,89,95,83,39,72,30,95,87,92,93,97,7,31,45,17,89,65,99,34,92,46,89,85,79,22,35,20,5,81,55,93,31,78,25,92,50,93,11,56,12,40,33,20,11,13,0,0,0,84,68,6,40,0,25,21,46,0,90,84,59,0
Jared Dudley,PHX,32.3,Big,667,20,77,18,2,8,0,9,57,17,51,47,8,28,88,99,32,89,74,54,42,91,62,91,96,16,78,51,91,53,47,46,91,34,98,93,49,98,95,16,93,79,46,96,69,92,1,67,6,91,96,94,90,96,98,86,92,82,91,74,75,94,24,56,35,80,56,37,20,24,12,66,47,94,15,51,23,66,13,20,74,35,28,49,37,56,69,52,47,54,25,23,9,24,9,94,24,49,11,3,60,10,88,94,94,12,52,6,6,66,31
Kris Dunn,CHI,23.6,Point,1459,93,100,11,26,90,93,51,22,33,39,41,75,23,79,49,33,64,24,10,75,53,41,92,73,38,77,98,92,59,80,12,96,77,96,80,30,86,70,20,50,37,96,24,30,18,90,3,15,92,85,14,93,98,8,98,54,29,65,24,9,60,64,13,68,3,17,15,53,22,21,21,16,13,50,83,76,47,74,69,24,96,72,97,75,18,87,96,80,97,31,28,62,66,61,29,35,32,66,75,74,82,20,21,20,44,32,89,80,67,62
Kevin Durant,GSW,29.1,Forward,2308,100,29,92,18,82,0,76,97,86,98,67,96,98,98,90,20,75,30,50,68,19,15,93,92,88,35,39,93,86,50,60,87,66,90,71,72,49,68,87,83,91,60,51,19,28,67,59,67,93,82,42,91,53,78,72,86,61,89,30,38,10,42,22,11,57,45,63,94,89,20,40,27,4,33,45,35,80,98,98,30,68,61,68,61,24,68,63,64,54,94,90,100,90,98,100,89,93,27,71,98,96,10,55,27,86,91,88,49,71,96
Henry Ellenson,DET,20.8,Big,237,0,20,60,5,71,0,18,0,34,7,27,82,8,58,32,76,53,39,39,66,10,69,65,40,36,95,95,65,57,92,59,85,93,39,48,85,93,96,16,8,5,81,87,6,34,52,21,26,65,37,31,32,54,39,43,38,42,38,39,73,11,6,7,7,25,51,5,67,17,36,50,44,44,28,7,9,93,88,93,39,15,25,10,29,51,25,17,24,13,5,34,25,14,13,0,81,31,14,75,51,67,76,80,81,4,31,60,56,92,31
Wayne Ellington,MIA,29.9,Wing,1966,12,34,89,20,47,0,32,87,7,33,86,39,90,13,12,89,33,12,22,63,15,51,78,79,7,59,99,78,82,46,9,37,33,52,87,45,74,65,85,23,48,84,50,7,15,92,18,46,78,71,14,80,71,44,81,61,36,66,12,27,14,27,23,17,48,44,12,31,12,12,63,36,73,11,87,44,71,22,31,12,21,54,19,50,69,55,16,43,14,90,50,11,53,32,93,63,78,4,1,21,4,81,100,100,45,78,7,24,33,44
Joel Embiid,PHI,23.6,Big,1899,87,36,57,55,90,65,80,60,79,99,31,100,43,92,55,28,50,81,43,21,92,78,20,32,41,61,13,20,23,73,59,89,83,79,37,7,79,26,46,56,52,58,60,61,66,49,20,24,20,8,43,9,31,38,39,7,37,6,81,51,94,54,82,89,40,11,73,45,64,47,63,58,73,83,28,65,17,23,15,81,48,36,25,76,74,74,40,35,19,28,74,53,61,54,0,22,18,35,79,81,87,41,61,55,41,20,95,73,97,90
James Ennis,DET,27.3,Wing,528,54,32,21,87,25,0,62,33,88,59,70,30,70,13,14,62,57,62,78,12,50,79,47,24,80,60,64,47,34,70,55,56,32,79,28,41,48,41,62,21,30,47,95,14,70,9,55,29,47,42,73,27,54,95,55,34,44,14,62,51,52,96,85,73,80,86,91,22,50,26,72,56,64,49,36,38,69,39,44,62,75,98,51,68,98,37,69,92,48,68,44,89,96,98,13,30,23,87,17,22,13,68,40,45,93,22,15,11,22,1
James Ennis,MEM,27.3,Wing,1027,60,46,46,93,48,0,92,90,89,22,27,12,93,23,53,18,84,82,64,88,86,44,73,82,63,32,53,73,76,26,18,48,38,61,88,91,84,93,75,20,36,57,37,68,53,27,48,37,73,69,46,78,99,15,99,9,22,19,82,50,79,82,88,78,79,92,81,18,49,54,38,39,77,94,35,81,5,11,6,82,88,66,88,87,81,79,79,41,90,87,84,40,62,47,58,41,47,89,30,36,22,56,24,28,93,48,35,30,41,1
Tyler Ennis,LAL,23.2,Combo,639,70,79,7,77,54,89,80,27,21,57,43,48,18,64,80,68,54,93,71,22,67,99,9,38,27,15,3,9,18,11,50,17,24,27,31,79,46,71,12,51,27,22,91,13,58,95,42,78,9,36,59,37,37,55,50,39,46,32,93,90,84,18,47,43,51,34,86,23,63,14,65,38,93,19,4,6,68,64,68,93,17,20,13,16,29,17,28,35,29,27,16,55,86,68,0,6,15,91,45,45,30,27,25,21,52,15,73,75,27,70
Jawun Evans,LAC,21.3,Point,713,56,82,3,23,51,0,92,39,39,21,36,16,3,13,30,61,92,62,48,10,89,86,97,93,60,68,93,97,95,77,19,93,75,93,74,89,58,85,76,40,57,98,13,1,1,90,47,73,97,44,8,48,61,17,80,38,5,26,62,29,87,84,63,85,22,39,15,87,47,23,41,28,89,8,60,20,59,33,39,62,87,77,81,60,84,57,90,78,87,3,10,38,16,21,6,24,18,72,54,75,72,61,16,25,7,18,26,23,5,26
Tyreke Evans,MEM,28.1,Wing,1579,50,72,81,70,87,75,75,40,70,88,61,97,72,100,93,54,86,86,80,75,55,46,67,38,65,80,89,67,47,81,79,69,68,55,52,29,22,18,22,85,71,25,43,77,66,15,85,68,67,76,84,65,79,65,73,63,77,50,86,78,51,94,78,74,76,93,46,70,58,63,35,41,68,29,36,25,82,48,61,86,56,97,42,53,56,62,60,97,39,66,20,27,54,41,0,87,84,93,15,37,19,1,57,27,54,84,98,95,93,99
Dante Exum,UTA,22.3,Combo,223,63,34,46,43,32,0,0,58,86,91,13,80,80,80,57,16,89,89,77,81,80,77,74,87,13,40,39,74,83,34,88,50,60,32,56,82,55,78,47,91,89,47,28,66,43,44,66,61,74,45,94,34,80,70,66,38,94,38,89,84,85,92,89,93,42,75,16,43,20,35,80,66,62,20,41,22,4,89,72,89,80,86,68,90,46,94,51,94,30,66,45,88,2,84,0,0,19,98,61,2,16,66,7,16,88,19,71,66,27,36
Kenneth Faried,DEN,28.0,Big,442,49,55,55,98,57,0,84,33,66,68,4,54,22,21,19,49,70,42,75,76,20,1,84,60,42,74,99,84,63,86,5,77,40,91,70,80,52,74,76,27,40,60,26,46,29,54,65,65,84,68,6,66,59,5,83,73,17,56,42,75,17,54,14,20,21,70,37,28,28,87,89,94,43,58,73,71,51,34,37,42,30,68,23,60,64,41,28,70,26,27,13,39,95,49,0,0,0,78,76,29,53,0,0,0,31,0,60,32,61,0
Derrick Favors,UTA,26.3,Big,2130,66,54,83,76,37,73,62,22,70,33,60,53,66,40,36,68,23,28,23,74,29,14,30,23,86,70,7,30,27,68,89,69,79,32,58,53,46,51,14,28,15,19,86,66,84,28,57,45,30,41,67,32,88,77,80,9,74,10,28,40,31,26,32,40,26,19,62,17,37,98,24,55,9,95,54,88,71,44,51,28,14,42,13,58,88,23,7,22,13,71,91,53,50,47,2,0,7,62,47,77,64,71,30,44,78,7,29,28,13,31
Kay Felder,CHI,22.6,Point,102,0,7,23,8,33,0,0,0,54,44,0,85,5,49,16,7,29,36,57,45,2,92,33,86,31,8,7,33,68,4,39,11,19,24,98,79,48,73,30,43,38,7,43,66,58,98,69,90,33,56,52,64,33,50,31,63,78,77,36,65,4,0,18,2,90,41,26,29,23,47,60,57,65,13,8,7,96,83,92,36,19,1,38,88,6,95,5,0,11,5,11,34,31,28,0,0,0,54,34,93,85,31,26,26,10,0,52,26,39,46
Cristiano Felicio,CHI,25.3,Big,862,9,21,44,58,33,0,29,31,82,19,54,12,75,53,84,6,43,44,42,48,45,85,49,70,19,32,62,49,48,41,61,55,35,80,76,77,84,90,64,19,28,56,38,27,27,51,74,72,49,43,81,44,20,30,33,52,90,48,44,52,58,9,45,33,59,69,71,48,63,67,16,24,22,47,59,53,83,65,75,44,46,14,55,28,12,46,53,20,54,75,55,44,36,32,0,0,0,90,29,51,29,0,32,29,74,0,39,19,48,0
