player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Brandon Clarke,MEM,23.1,Big,1258,58,49,85,44,51,62,20,64,47,13,87,52,88,55,53,83,88,100,97,97,57,99,6,3,11,58,75,6,2,38,77,39,47,35,17,2,10,3,60,7,13,52,61,29,42,62,54,58,6,62,82,39,22,82,10,87,30,79,100,100,67,15,64,69,46,86,74,57,72,79,98,99,25,49,57,54,23,82,70,100,69,18,81,32,43,40,84,23,87,88,83,95,52,95,20,78,58,60,85,52,78,52,33,37,88,58,19,16,23,18
Jordan Clarkson,CLE,27.4,Wing,665,59,31,97,78,16,0,26,90,74,91,94,92,77,92,70,66,55,85,47,51,68,93,18,39,53,25,28,18,40,23,55,13,17,22,63,76,79,84,9,24,8,58,34,65,47,12,71,46,18,36,82,41,12,76,13,62,72,69,85,77,87,88,49,72,17,56,75,18,57,69,26,44,32,51,58,57,75,55,63,85,51,93,35,68,97,57,43,90,36,59,56,75,19,52,49,61,60,50,76,37,48,28,63,51,56,60,84,92,89,81
Jordan Clarkson,UTA,27.4,Wing,1025,28,35,64,70,24,0,45,43,38,59,76,91,61,47,6,70,88,43,86,65,1,22,96,82,88,45,99,96,93,61,30,68,38,82,76,41,90,69,43,65,56,94,12,17,8,75,25,38,96,60,36,66,74,57,79,47,38,49,43,91,0,36,0,0,15,78,16,69,28,82,75,86,39,33,31,26,93,62,80,43,16,77,24,56,34,47,8,51,21,70,87,83,43,85,48,50,58,41,94,25,75,56,48,49,80,57,94,96,92,83
Nicolas Claxton,BKN,20.5,Big,161,52,2,96,62,2,99,8,0,85,36,88,26,27,82,93,73,67,38,19,24,54,82,81,66,84,59,61,81,83,55,31,77,67,75,83,68,75,79,16,49,30,64,74,72,80,19,15,11,81,26,26,23,16,34,8,42,40,45,38,20,64,53,63,70,44,55,23,23,19,52,5,9,92,19,10,8,63,57,60,38,51,62,41,41,13,36,56,56,50,61,62,86,0,90,0,0,0,70,70,0,44,68,33,40,83,0,73,24,93,18
Chris Clemons,HOU,22.3,Combo,211,67,52,44,11,14,0,0,0,0,70,100,47,12,12,6,98,66,67,85,62,47,24,53,27,77,68,71,53,53,60,64,29,33,34,40,82,12,49,48,19,21,60,52,27,36,24,68,54,53,32,71,25,37,71,37,29,57,22,67,70,51,42,23,22,46,72,39,58,44,95,70,92,19,13,92,57,82,64,76,67,84,72,84,92,40,91,61,63,67,17,6,94,88,95,0,29,24,11,2,5,0,5,100,98,27,24,58,79,94,89
Amir Coffey,LAC,22.4,Wing,106,81,70,25,44,6,0,0,0,33,85,0,48,8,39,37,90,11,11,19,66,39,8,32,9,63,56,82,32,20,58,24,12,35,9,8,15,31,13,46,40,40,44,65,73,75,24,43,31,32,42,15,40,23,10,17,57,22,64,11,27,28,33,12,18,24,39,28,29,26,24,56,42,25,79,97,97,25,10,8,11,25,34,26,44,69,43,25,28,17,6,12,61,34,47,0,0,0,76,67,50,54,45,23,29,22,0,56,67,30,1
John Collins,ATL,22.1,Big,1362,67,34,60,56,64,75,81,78,50,81,74,77,86,35,12,71,97,83,94,29,18,96,95,90,57,75,96,95,95,83,62,77,76,64,75,93,63,90,91,44,67,95,29,19,18,40,14,16,95,19,52,27,10,69,13,46,63,58,83,93,20,45,32,17,82,86,44,68,52,80,77,87,89,20,51,26,43,34,35,83,23,81,20,56,93,45,16,44,17,86,85,49,65,59,48,88,86,61,46,57,46,39,55,48,85,88,35,18,65,75
Zach Collins,POR,21.9,Big,289,19,15,32,68,21,100,57,0,8,66,0,15,21,25,40,18,43,68,91,73,33,2,24,17,3,91,93,24,16,79,86,41,92,4,53,48,44,45,30,5,6,83,39,17,22,15,57,35,24,69,57,65,58,35,67,66,68,56,68,85,32,75,47,51,42,84,92,51,85,87,50,64,87,53,23,33,40,32,30,68,31,74,29,28,60,53,46,89,33,29,21,22,28,17,0,0,68,55,47,57,47,66,53,54,22,67,46,59,36,18
Mike Conley,UTA,32.1,Point,1359,14,22,47,71,35,0,67,55,67,59,49,57,43,37,24,67,22,44,40,53,29,94,19,34,14,44,40,19,22,21,93,11,42,9,37,44,9,25,31,56,47,70,12,49,20,93,35,64,19,71,96,65,81,88,76,50,97,39,44,64,38,36,9,15,12,67,11,80,24,65,21,27,68,44,33,34,4,78,48,44,30,37,33,55,44,75,14,79,10,39,47,45,43,31,67,54,68,12,98,31,71,88,55,59,20,74,47,27,57,65
Pat Connaughton,MIL,26.8,Wing,1146,87,13,89,92,94,57,28,58,34,19,88,15,56,50,83,18,12,15,19,85,24,43,25,34,16,19,95,25,19,30,59,70,35,89,97,15,92,51,16,3,3,38,53,69,67,13,70,48,25,62,74,70,56,20,68,59,85,64,15,26,25,49,36,36,45,43,51,44,49,13,26,16,43,89,40,78,12,47,29,15,41,44,37,18,55,19,76,35,80,63,86,35,3,5,9,40,26,71,10,14,6,22,86,66,93,25,32,27,13,44
Quinn Cook,LAL,26.6,Combo,430,15,8,82,50,3,98,0,0,6,3,64,41,17,23,18,27,30,45,22,10,97,73,31,82,36,23,9,31,59,32,76,2,11,8,25,54,98,93,84,78,85,88,38,77,57,12,12,5,31,99,93,98,100,88,100,69,88,51,45,54,99,32,42,95,2,4,67,89,81,1,96,59,93,49,45,44,16,20,13,45,7,8,5,17,7,30,8,26,4,42,14,33,68,56,94,28,64,30,29,94,71,85,39,52,21,64,33,18,58,29
Robert Covington,HOU,28.9,Big,725,88,92,54,17,53,58,67,78,18,12,54,36,20,21,24,67,7,27,62,49,10,73,5,21,24,17,21,5,14,18,70,34,24,57,52,18,34,14,26,42,31,23,52,52,52,48,83,79,5,15,59,10,31,89,26,11,38,7,27,71,13,1,8,6,46,77,13,16,11,61,87,89,58,39,61,49,75,37,48,27,17,4,25,12,10,35,35,28,34,21,46,3,97,20,58,27,33,15,1,13,1,85,98,96,68,34,5,22,2,18
Robert Covington,MIN,28.9,Forward,1410,97,96,21,23,89,0,83,57,35,65,67,55,63,11,12,28,71,74,76,22,70,52,54,24,82,50,64,54,65,44,14,27,24,44,65,56,29,43,18,33,21,15,73,92,88,50,38,39,54,23,7,21,44,17,63,23,9,13,74,74,54,94,30,75,8,47,99,23,83,30,66,54,68,58,26,39,78,30,43,74,80,97,57,57,56,40,87,95,72,71,48,96,60,93,30,54,52,27,28,32,23,9,96,84,87,52,20,16,16,69
Allen Crabbe,ATL,27.6,Wing,504,27,34,72,31,28,0,83,0,13,1,94,11,11,25,60,88,73,39,82,59,1,30,86,82,47,92,49,86,67,85,69,95,92,74,71,75,30,57,83,41,62,92,54,5,18,56,19,26,86,85,29,87,72,22,78,84,61,89,39,56,4,77,14,2,86,65,64,18,36,92,91,96,9,57,57,62,84,76,83,39,72,96,64,44,58,38,84,94,84,16,90,13,51,17,62,14,25,9,44,68,51,66,90,86,10,24,13,81,4,1
Allen Crabbe,MIN,27.6,Wing,131,0,0,36,6,39,0,0,0,6,4,0,9,2,7,19,16,36,42,41,47,44,88,41,68,13,47,24,41,38,36,72,30,33,37,30,59,73,70,71,75,80,36,62,82,78,47,33,34,41,76,66,73,68,59,70,72,67,67,42,40,46,73,60,39,77,64,15,14,11,22,56,36,85,38,5,10,70,59,64,42,69,57,63,20,53,14,86,56,84,6,99,91,34,60,0,0,0,11,12,51,20,100,52,94,95,0,0,0,0,1
Torrey Craig,DEN,28.9,Wing,1041,96,27,1,98,60,73,91,1,25,42,93,12,56,11,27,79,1,6,4,45,33,35,3,17,30,5,15,3,10,7,4,83,17,99,20,24,80,44,21,21,16,43,32,56,39,81,58,72,3,3,2,4,55,32,62,1,2,2,6,6,37,14,3,14,4,14,68,30,55,16,8,6,21,95,55,88,57,23,28,6,81,36,92,45,14,44,87,85,94,77,94,10,22,8,10,56,33,77,20,20,12,72,47,57,94,33,38,36,28,35
Jae Crowder,MIA,29.3,Big,553,23,92,43,4,42,60,32,46,23,13,48,30,92,63,78,95,58,86,94,13,50,87,20,3,61,98,32,20,11,97,96,50,93,7,4,32,17,19,50,4,8,66,23,23,18,13,90,74,20,34,89,14,59,31,73,24,98,3,86,99,55,24,43,21,87,94,81,86,90,91,41,76,81,55,28,38,37,35,34,86,0,72,1,3,3,7,1,98,0,92,60,86,39,55,89,100,100,7,1,43,3,95,97,99,69,100,8,17,2,89
Jae Crowder,MEM,29.3,Forward,1321,29,63,89,41,85,0,76,52,31,85,43,52,20,73,85,65,65,57,40,79,63,67,63,63,5,77,84,63,79,77,35,33,71,15,41,79,96,94,5,68,35,56,83,88,90,50,4,5,63,21,28,16,14,24,9,38,26,32,57,68,54,47,31,49,26,27,18,61,22,28,48,33,73,5,4,2,93,89,96,57,26,65,31,29,15,35,36,89,38,20,52,9,65,31,18,29,23,20,17,57,27,45,95,92,53,21,48,71,24,85
Jarrett Culver,MIN,20.7,Combo,1454,94,62,52,94,41,0,70,0,70,27,24,35,9,6,5,74,80,83,66,88,22,77,55,63,10,61,73,55,66,67,57,80,83,50,88,53,77,68,57,20,25,69,79,30,61,44,16,19,55,6,74,8,22,19,22,10,79,17,83,81,31,82,64,40,84,78,8,15,6,79,71,84,50,18,63,29,87,52,69,83,48,84,34,85,93,82,27,74,22,15,27,18,9,14,0,31,19,94,30,8,9,38,38,36,44,19,50,50,42,47
Seth Curry,DAL,29.2,Combo,1543,20,26,61,30,8,0,18,49,17,30,92,21,98,11,12,91,96,87,61,40,86,90,88,93,46,54,65,88,95,45,7,75,51,83,94,89,72,91,29,82,67,65,49,70,63,17,35,22,88,11,12,17,17,10,19,33,12,46,87,64,70,43,71,81,33,39,30,44,32,10,90,63,52,33,7,10,96,69,87,87,93,32,89,92,75,84,83,6,84,98,89,85,95,97,69,100,97,3,48,65,61,79,89,88,88,97,23,45,24,56
Stephen Curry,GSW,31.6,Point,139,76,43,75,67,98,0,0,100,94,41,55,88,63,84,47,47,13,20,72,14,30,36,23,52,52,23,42,23,61,24,3,22,13,55,69,84,31,67,71,29,42,6,60,57,62,84,89,95,23,16,18,13,45,50,33,16,18,19,20,39,27,17,29,34,36,60,32,83,56,85,58,79,55,37,91,74,17,40,27,20,47,37,48,85,70,87,20,30,22,22,88,94,96,94,0,6,4,37,4,61,18,61,82,86,96,6,31,14,45,55
Troy Daniels,LAL,28.3,Wing,387,4,6,61,51,7,85,0,0,7,8,97,27,38,0,1,94,42,82,96,45,84,45,11,13,26,54,38,11,5,81,19,62,21,93,59,32,53,46,11,29,16,6,95,56,91,93,25,54,11,32,22,43,72,8,78,6,12,3,82,69,71,95,100,100,91,97,17,99,90,1,37,3,100,67,1,12,47,1,1,82,84,29,88,96,51,98,41,17,31,52,21,97,34,78,62,31,54,6,29,73,46,86,83,91,29,54,9,31,6,29
Anthony Davis,LAL,26.6,Big,2130,89,88,90,43,67,71,13,93,73,98,69,96,74,90,46,80,57,66,61,14,35,96,43,69,34,16,31,43,30,21,16,24,20,50,43,29,59,35,73,87,89,34,84,45,74,61,36,42,43,88,22,94,59,88,65,83,13,90,66,61,66,38,83,66,89,60,57,48,55,8,67,31,99,76,2,21,54,4,7,66,14,30,21,4,28,5,57,67,67,40,77,52,45,38,76,40,50,43,72,94,90,42,43,42,43,49,83,56,92,68
Ed Davis,UTA,30.4,Big,281,46,88,2,85,84,0,90,0,21,93,98,4,10,27,76,11,72,37,38,47,33,56,85,78,83,68,36,85,86,62,21,63,48,72,11,35,32,30,84,96,97,63,43,14,22,60,64,67,85,47,23,42,50,12,55,52,63,49,37,44,36,72,29,34,37,56,87,83,92,94,1,6,36,52,42,45,17,82,67,37,26,87,33,53,61,45,20,80,30,14,18,5,97,6,0,0,0,82,84,30,69,0,0,0,15,0,95,96,2,0
Terence Davis,TOR,22.5,Combo,1136,58,53,17,91,91,86,68,66,20,9,97,23,80,17,21,36,72,90,86,96,49,61,32,12,32,70,81,32,14,75,49,74,75,54,33,27,16,11,23,47,32,5,4,89,31,77,99,99,32,41,50,39,35,59,32,40,43,38,90,93,53,28,40,43,43,75,47,67,52,26,83,70,90,41,17,22,53,35,39,90,67,49,68,38,22,51,76,74,69,86,91,9,3,2,81,38,63,59,11,6,2,91,85,91,86,63,11,33,14,15
DeMar DeRozan,SAS,30.2,Forward,2315,24,51,64,7,57,77,68,85,96,92,53,97,85,99,91,64,66,25,39,92,13,16,88,57,29,97,94,88,40,99,69,74,89,27,50,49,49,50,15,82,68,56,75,67,79,67,10,18,88,97,27,97,99,36,97,64,29,67,25,38,11,41,26,13,65,84,86,17,58,22,10,9,78,59,34,48,36,31,28,25,55,81,61,84,50,89,29,84,27,64,88,84,83,88,0,14,12,48,100,99,100,0,0,0,65,11,99,96,88,69
Dewayne Dedmon,ATL,30.2,Big,233,85,90,4,39,92,0,97,0,22,8,98,52,5,2,1,74,76,78,93,58,8,43,56,49,42,76,22,56,64,82,56,12,58,4,77,51,67,60,38,28,28,12,3,66,16,97,96,100,56,48,68,42,64,87,67,53,53,45,78,73,7,31,47,5,96,90,55,79,71,95,77,91,40,45,78,65,73,38,48,78,90,64,86,81,47,73,85,78,85,4,44,8,39,8,0,35,12,39,40,43,29,76,71,75,29,12,23,21,2,91
Dewayne Dedmon,SAC,30.2,Big,526,75,58,6,58,76,82,96,81,17,70,85,65,6,2,1,5,91,59,90,40,15,6,94,88,95,84,12,94,94,71,97,24,83,3,94,69,38,59,44,42,41,90,55,30,40,27,12,10,94,61,93,68,91,75,94,32,89,30,59,69,43,44,53,53,53,80,98,18,93,34,54,54,84,8,24,8,97,41,71,59,58,42,57,38,64,33,68,15,71,4,46,29,59,32,0,10,8,33,38,69,46,55,76,71,39,8,37,42,40,18
Matthew Dellavedova,CLE,29.1,Combo,804,5,27,18,58,6,0,38,94,12,35,77,14,6,89,100,0,99,66,83,3,79,84,99,92,84,99,99,99,92,99,17,98,89,92,96,90,28,79,3,94,74,50,56,61,63,87,19,39,99,100,2,98,95,79,89,97,0,97,66,19,57,73,97,91,95,92,1,40,1,37,98,94,97,92,9,65,37,3,3,66,98,42,100,83,0,97,97,41,95,6,21,91,50,92,29,3,6,8,92,9,58,67,83,85,55,6,45,24,79,2
Donte DiVincenzo,MIL,22.7,Combo,1488,70,94,65,95,97,73,39,21,26,42,11,15,73,21,32,32,21,12,23,17,50,11,64,42,40,89,64,64,48,84,81,93,84,88,43,78,4,33,93,59,83,2,75,100,97,71,49,59,64,25,58,18,23,67,16,41,61,35,12,10,61,65,32,33,49,18,4,66,13,5,86,48,65,24,11,10,60,82,80,12,60,83,51,63,83,59,57,85,51,85,67,30,94,68,4,60,34,80,8,29,6,48,74,73,95,34,18,8,45,44
Cheick Diallo,PHX,23.1,Big,406,42,23,38,40,71,88,47,0,36,40,56,32,88,43,49,23,26,75,85,87,31,2,6,0,8,56,100,6,1,56,32,83,35,93,15,6,34,8,6,3,1,4,93,76,93,12,85,61,6,43,24,45,20,4,20,45,20,51,75,73,15,5,40,10,94,25,31,24,37,64,96,98,67,27,94,73,5,39,18,75,79,6,88,82,85,89,53,7,71,87,68,86,59,82,0,0,0,80,64,79,73,25,0,13,79,0,24,5,40,18
Hamidou Diallo,OKC,21.3,Wing,837,49,76,18,93,72,74,85,4,65,15,79,51,15,10,5,23,64,48,28,46,78,68,69,88,69,60,27,69,83,84,58,98,72,97,85,10,1,1,95,93,98,48,85,22,57,81,28,44,69,4,49,2,37,72,44,1,43,1,48,26,51,33,92,78,93,71,23,75,32,11,36,17,87,93,34,80,27,4,3,48,63,15,53,58,8,50,74,9,68,25,32,21,51,21,18,0,15,97,81,30,52,50,1,2,42,15,54,34,42,45
Gorgui Dieng,MIN,29.8,Big,769,80,93,40,64,83,0,79,76,33,60,16,68,39,79,74,55,5,8,10,21,15,74,25,64,63,13,11,25,61,14,6,16,23,25,68,34,21,24,95,36,70,85,24,79,49,26,13,11,25,27,3,56,55,76,69,26,1,47,8,6,26,76,44,20,86,32,17,57,29,26,16,12,38,71,73,76,3,64,37,8,59,79,46,74,76,62,42,71,37,39,16,43,49,38,88,68,85,33,30,80,55,70,72,72,17,86,32,63,44,70
Gorgui Dieng,MEM,29.8,Big,297,82,89,40,26,81,89,59,52,73,89,72,36,58,32,34,27,61,80,66,27,44,42,35,44,56,12,24,35,45,17,11,6,6,25,45,43,44,41,62,63,66,27,57,67,69,32,67,58,35,47,35,46,38,58,43,43,43,42,80,82,59,82,42,51,34,59,60,35,47,20,73,55,50,14,37,17,89,71,82,80,24,88,17,71,94,56,10,78,11,35,95,94,39,82,0,4,13,35,46,82,64,77,58,61,84,13,33,10,52,92
Spencer Dinwiddie,BKN,26.6,Combo,1993,56,6,48,27,33,0,0,36,100,71,32,97,62,97,76,71,60,86,64,37,91,86,22,38,37,46,11,22,48,35,11,33,58,17,36,79,84,89,51,17,22,63,72,78,81,61,6,11,22,9,13,16,30,4,31,9,11,16,86,54,92,3,87,92,43,28,89,50,80,78,69,81,11,83,52,75,79,55,65,86,73,0,87,51,7,58,81,0,87,30,58,24,26,20,15,34,27,74,70,21,36,24,45,33,50,27,92,94,80,94
Luka Doncic,DAL,20.7,Wing,2047,21,44,85,84,100,55,90,32,94,100,82,100,76,100,94,20,42,70,78,42,40,55,21,25,76,3,40,21,43,3,73,31,11,86,30,19,61,26,82,31,51,7,48,71,63,87,86,92,21,8,91,5,4,17,4,41,95,32,70,82,46,29,51,69,23,37,78,76,83,74,72,82,23,73,47,67,79,48,60,70,31,25,37,43,33,49,29,33,35,62,94,69,31,65,0,28,22,59,92,24,66,1,62,36,88,17,100,98,96,100
Luguentz Dort,OKC,20.5,Wing,799,14,84,5,65,10,96,50,42,76,57,89,23,20,4,2,75,22,13,12,7,82,60,59,65,74,15,56,59,59,10,4,84,10,100,54,100,18,99,89,6,15,90,63,60,67,99,0,4,59,20,7,36,19,27,56,60,15,60,13,3,84,56,92,62,100,10,90,16,67,41,19,18,49,47,48,44,0,97,58,13,96,36,95,59,11,35,96,31,99,18,27,7,3,0,11,11,14,89,26,4,10,71,32,44,38,14,37,35,48,1
Damyean Dotson,NYK,25.5,Wing,771,15,40,94,12,43,0,20,10,12,14,10,49,36,56,62,95,83,50,50,43,73,11,90,80,68,78,59,90,87,70,72,43,50,39,47,78,17,52,86,63,77,99,23,8,9,20,8,4,90,69,88,65,53,93,50,72,80,66,50,55,69,79,45,68,20,28,46,72,60,69,26,39,95,50,17,26,49,18,22,50,28,77,23,14,36,7,60,65,62,42,47,61,68,75,29,49,46,17,17,93,73,30,85,69,40,51,51,54,44,74
Sekou Doumbouya,DET,18.9,Forward,724,28,47,19,24,63,76,29,18,65,20,85,49,16,4,3,32,35,56,45,76,21,64,28,59,72,9,31,28,66,13,60,3,9,8,37,74,28,55,82,53,69,38,30,76,50,73,54,64,28,45,84,52,49,59,57,40,83,44,56,76,19,46,13,25,11,40,24,19,18,38,67,60,60,15,4,4,90,89,95,56,25,51,21,19,61,13,39,51,39,15,23,27,27,20,11,31,21,76,40,47,40,60,36,48,21,23,32,24,29,53
PJ Dozier,DEN,23.0,Combo,385,82,65,8,55,61,0,98,13,62,55,18,62,38,58,59,30,30,42,8,35,99,69,32,24,85,32,8,32,29,17,74,59,47,62,68,68,11,41,56,7,16,53,65,75,75,29,26,23,32,44,58,51,54,79,53,32,50,39,42,8,99,90,99,99,82,8,61,35,47,9,17,9,93,12,49,19,29,43,36,42,46,32,47,58,52,56,45,54,42,52,97,11,74,18,0,97,87,47,86,71,89,20,27,21,24,87,70,17,92,80
Goran Dragic,MIA,33.5,Point,1645,33,18,65,45,45,0,57,30,69,78,27,76,71,55,41,45,82,80,63,55,90,39,67,64,54,26,96,67,54,32,57,47,41,56,81,36,43,34,69,34,49,53,49,4,14,93,73,90,67,93,53,92,66,36,74,92,39,90,80,70,88,82,92,84,87,75,81,11,51,55,75,73,17,80,82,84,56,39,42,80,17,64,14,75,82,67,3,46,4,71,94,41,61,43,63,48,54,33,47,53,45,73,67,71,67,54,29,16,33,59
Andre Drummond,CLE,26.2,Big,220,73,96,67,89,99,0,99,3,82,78,80,95,48,71,21,8,59,47,74,64,21,35,64,62,79,58,9,64,51,58,32,60,74,33,17,63,31,49,91,43,68,59,3,11,4,94,94,98,64,71,19,67,48,62,49,70,14,66,47,69,17,32,14,29,12,72,83,42,68,49,74,71,11,81,71,81,50,58,56,47,77,43,82,57,66,54,82,61,87,64,26,77,10,70,0,0,0,85,27,13,20,46,35,36,60,0,86,79,27,97
Andre Drummond,DET,26.2,Big,1651,76,99,61,96,100,48,100,10,78,85,28,94,32,85,44,10,55,39,85,50,6,5,65,61,61,63,74,65,58,66,58,54,67,35,53,74,37,60,54,71,72,19,82,40,71,86,51,69,65,74,55,77,53,18,67,61,81,65,39,57,1,40,15,11,49,84,69,74,76,33,73,61,35,53,35,40,46,76,72,39,77,73,77,73,50,77,68,71,65,38,36,27,24,24,0,0,0,81,82,14,63,18,23,22,43,0,91,79,79,18
Jared Dudley,LAL,34.3,Big,292,5,85,13,0,7,0,34,0,0,1,100,2,60,74,99,82,61,52,49,77,46,25,65,53,22,77,62,65,25,83,61,73,83,42,60,69,68,74,76,16,37,43,76,44,68,35,49,41,65,88,52,91,53,49,48,93,42,95,52,42,32,68,41,54,27,68,9,4,3,71,36,53,87,21,62,31,92,11,33,52,79,66,79,87,80,83,77,53,82,72,1,99,10,20,0,68,99,10,0,48,4,95,96,98,0,99,1,24,2,18
Kris Dunn,CHI,25.6,Point,1259,84,98,2,35,90,0,78,20,43,16,82,6,22,16,67,33,59,71,64,63,91,30,43,19,35,80,68,43,24,72,71,27,69,12,4,44,22,29,63,31,39,98,21,6,7,19,27,18,43,81,76,75,76,51,59,67,50,74,71,30,90,39,96,83,94,70,16,19,13,86,79,90,63,61,59,65,13,48,31,71,75,21,82,24,29,37,88,33,90,27,80,49,12,25,13,10,8,92,63,12,27,80,29,35,84,8,14,18,10,10
Carsen Edwards,BOS,21.6,Combo,284,33,35,24,41,71,0,52,0,18,53,32,26,3,5,9,92,20,40,43,40,52,40,21,46,10,33,72,21,37,37,38,34,34,42,52,61,64,64,47,40,41,54,36,54,41,59,53,56,21,35,56,35,42,29,40,39,76,46,40,32,49,40,34,24,71,66,96,52,93,60,28,33,17,85,90,92,2,56,25,40,78,46,61,63,38,70,71,53,49,3,0,0,36,8,0,42,28,21,6,67,29,35,95,94,0,28,27,42,38,64
Wayne Ellington,NYK,31.9,Combo,528,42,11,55,3,58,0,61,0,5,33,64,8,21,9,30,89,16,18,46,8,15,98,37,93,39,7,0,37,78,5,11,49,32,71,96,33,99,89,80,51,67,44,46,81,69,33,46,38,37,18,14,24,13,81,11,71,17,82,18,30,14,93,44,59,23,33,1,99,27,77,19,36,21,6,5,3,99,98,99,18,79,80,66,26,68,24,94,86,92,29,73,0,14,3,88,32,33,0,0,45,3,83,98,100,2,33,0,11,14,12
Joel Embiid,PHI,25.6,Big,1505,67,64,48,72,95,59,77,80,89,99,47,99,59,92,45,47,14,63,47,76,41,20,3,4,64,55,27,3,3,71,10,35,50,24,29,12,48,16,53,4,7,42,94,52,88,11,26,15,3,40,3,55,73,15,87,22,3,28,63,49,39,4,30,32,40,12,92,74,93,13,82,57,16,85,68,83,31,52,45,63,71,1,75,81,28,86,62,2,62,24,55,70,57,61,0,49,42,32,86,96,98,24,51,43,27,37,95,86,95,88
James Ennis,PHI,29.3,Wing,758,85,36,21,99,84,0,64,44,77,51,33,36,57,17,18,42,88,59,77,23,72,54,91,86,87,35,41,91,91,44,60,44,64,26,56,56,49,53,76,89,90,28,44,12,21,61,95,95,91,52,67,53,56,90,50,47,57,57,59,49,75,17,60,74,19,54,30,33,28,54,74,75,89,5,20,5,98,42,74,59,78,13,87,50,11,34,78,7,89,55,35,6,56,5,70,9,50,85,24,15,14,81,24,46,61,49,31,23,36,1
