player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Erick Dampier,DAL,34.3,Big,1273,83,9,49,76,81,0,45,21,76,58,20,9,97,16,34,11,85,64,74,48,51,38,88,94,5,94,59,68,87,47,96,96,71,95,57,64,64,36,72,61,66,36,7,6,58,93,90,86,15,91,87,56,91,79,11,79,72,59,66,75,83,46,83,39,29,24,90,75,88,35,87,27,55,51,59,58,14,57,22,20,40,27,19,36,26,98,69,97,54,99,0,0,0,98,19,8,3,71,60,67,98,0,55,25,84,65
Marquis Daniels,BOS,28.8,Wing,869,29,53,12,71,7,0,63,1,65,44,91,31,54,50,63,21,39,57,65,60,61,7,27,25,87,11,37,59,10,15,7,9,24,8,52,54,57,23,69,50,71,84,57,76,14,9,8,47,48,41,52,40,65,52,60,39,87,67,12,31,52,14,16,79,67,83,81,79,86,13,85,15,41,42,92,88,1,8,3,12,32,16,2,5,3,70,66,46,100,75,0,0,2,95,97,6,53,22,9,7,89,2,52,12,67,5
Baron Davis,LAC,30.6,Point,2518,98,84,37,78,61,90,67,63,71,78,61,88,31,92,73,67,94,84,63,84,45,89,89,82,63,39,79,81,64,50,69,42,84,76,63,89,90,55,44,50,34,27,69,53,64,59,65,70,76,68,87,99,62,45,52,56,71,35,98,58,53,57,68,63,72,79,43,15,18,90,76,10,21,21,51,39,92,99,75,90,76,82,82,99,73,24,45,35,27,27,7,33,26,73,39,37,24,29,65,53,49,26,90,49,90,98
Glen Davis,BOS,23.8,Big,903,19,46,29,86,12,81,26,50,86,52,53,72,26,48,36,54,9,18,10,38,71,28,12,12,45,41,10,10,39,32,48,48,51,6,50,18,23,53,53,56,49,77,34,55,46,46,46,29,26,35,42,14,32,41,38,56,16,68,25,39,64,13,1,49,22,27,79,59,70,40,64,44,51,24,73,59,34,10,42,74,86,56,21,12,38,13,9,26,30,27,0,0,0,63,52,55,48,77,0,64,13,0,43,13,74,0
Ricky Davis,LAC,30.1,Wing,433,24,27,30,33,39,82,79,2,34,31,0,41,16,65,75,7,7,28,41,58,30,37,5,3,45,16,14,9,10,37,4,23,4,4,50,15,19,24,40,25,34,98,63,95,3,21,7,13,34,10,22,3,50,40,75,13,61,53,21,37,25,67,79,12,87,48,51,33,40,2,6,98,91,95,31,59,2,19,3,25,32,29,1,35,2,27,15,15,73,65,44,96,89,4,21,100,98,59,30,37,18,89,18,60,15,63
Austin Daye,DET,21.4,Wing,846,98,26,3,70,100,0,98,67,31,63,85,40,52,8,5,18,29,37,43,33,70,59,29,41,49,49,7,36,24,54,36,85,6,2,93,22,55,48,99,97,19,94,64,91,15,37,20,35,20,63,73,10,88,23,50,41,43,70,38,55,61,36,42,24,43,28,81,11,34,80,41,4,3,78,87,88,49,41,48,38,16,26,60,49,73,53,76,89,81,89,28,5,8,43,70,52,59,72,39,46,85,11,41,37,38,5
DeMar DeRozan,TOR,20.2,Wing,1612,53,41,11,85,48,0,32,43,91,37,61,34,70,1,0,70,24,23,33,73,16,6,36,20,37,48,92,34,54,13,72,19,94,26,48,71,65,32,22,17,13,43,62,57,46,91,84,11,6,19,36,59,39,7,5,15,23,11,70,49,29,78,49,59,31,39,51,57,49,67,84,86,93,1,6,2,68,81,60,55,87,57,66,79,57,62,60,89,51,69,0,0,0,93,69,85,80,8,3,3,78,0,42,17,30,5
Carlos Delfino,MIL,27.2,Wing,2264,50,72,72,37,98,55,93,47,22,17,34,50,43,76,78,26,73,74,77,68,26,43,59,23,69,77,91,55,86,91,55,75,26,23,32,20,15,49,54,54,72,20,25,15,81,60,71,58,84,33,25,90,12,64,80,51,78,35,26,41,20,78,89,36,31,28,74,61,72,47,40,27,24,78,76,78,59,56,51,72,37,63,43,49,30,60,32,39,41,40,82,25,57,30,20,30,23,86,73,89,36,55,25,60,32,40
Luol Deng,CHI,24.5,Forward,2644,71,24,96,60,69,69,58,63,73,73,60,76,47,73,56,64,92,88,53,83,96,54,78,58,38,82,95,70,73,86,98,93,89,48,92,32,66,53,58,59,21,41,56,49,53,83,78,34,80,27,76,80,76,21,65,16,57,91,82,92,96,40,56,78,35,53,79,55,73,59,93,78,95,8,3,3,93,29,95,87,69,90,86,15,83,36,58,76,78,78,83,0,97,47,53,96,96,44,16,29,33,97,76,73,47,73
Boris Diaw,CHA,27.5,Big,2900,24,43,95,8,6,52,4,76,12,47,86,57,60,99,98,26,75,81,95,90,1,27,52,57,9,53,64,44,63,51,80,57,84,45,39,37,33,52,68,66,43,2,45,10,82,95,96,33,62,22,83,36,73,9,66,5,95,3,5,8,2,66,71,95,51,86,36,98,95,39,37,30,25,51,88,83,81,17,91,14,31,20,98,25,99,62,63,60,65,67,0,44,31,39,19,52,33,84,92,89,70,31,18,8,70,65
DeSagana Diop,CHA,27.8,Big,233,81,13,52,66,18,90,100,0,56,18,99,0,45,14,51,3,70,99,94,85,93,84,4,87,8,2,7,64,6,87,26,55,17,48,99,62,96,58,51,57,98,94,9,44,4,7,3,0,89,0,0,11,0,30,28,48,99,90,18,48,78,12,66,28,94,86,86,80,91,54,12,40,17,83,76,81,68,9,60,31,21,72,84,19,61,79,95,0,1,0,0,0,0,91,43,11,12,0,0,0,81,0,56,33,0,0
Keyon Dooling,BKN,29.5,Combo,943,0,62,38,6,2,81,28,44,21,26,94,49,40,64,74,34,92,69,80,67,27,30,95,98,41,40,43,90,27,54,79,77,64,80,80,64,81,88,99,99,55,27,73,57,19,52,36,98,30,97,95,8,96,97,56,96,80,55,3,19,15,48,67,26,77,56,98,49,97,1,53,65,61,100,71,92,38,4,64,54,21,73,30,1,45,51,64,28,30,19,63,33,61,13,32,45,34,96,70,89,26,61,36,60,85,49
Toney Douglas,NYK,23.6,Combo,1017,19,68,15,87,21,96,47,49,23,53,34,32,74,28,28,64,33,64,46,30,85,67,13,22,88,6,19,22,19,12,25,4,93,39,30,27,20,46,55,51,19,51,88,82,33,50,43,35,45,38,53,62,60,45,55,42,48,63,67,60,79,23,13,91,15,38,85,71,80,22,40,43,38,78,83,85,86,37,91,92,93,77,55,30,74,89,60,87,70,83,94,56,65,68,19,17,0,57,81,81,87,65,60,43,57,89
Chris Douglas-Roberts,BKN,22.8,Wing,1692,54,61,90,46,43,0,46,86,71,23,40,59,30,46,37,22,36,19,18,21,65,81,71,53,85,67,41,71,80,69,54,52,54,70,66,80,83,57,15,21,18,60,95,92,22,29,19,17,72,25,14,95,14,27,42,35,19,39,37,35,32,47,57,14,24,12,23,17,11,87,86,50,71,4,12,6,58,47,65,52,30,34,58,45,65,22,33,28,62,41,8,0,5,92,85,51,68,27,7,6,44,7,72,32,64,83
Goran Dragic,PHX,23.5,Combo,1288,47,34,26,79,74,62,23,10,66,70,26,62,79,74,72,19,47,38,29,20,87,40,63,63,94,15,9,77,9,46,20,21,41,63,32,72,51,75,46,66,27,13,84,52,12,88,68,54,33,55,41,28,59,52,15,45,24,88,56,66,80,31,4,5,26,6,92,74,92,68,10,34,13,85,71,79,54,43,59,91,41,72,18,19,37,83,85,60,34,34,84,70,80,62,43,19,17,49,77,72,74,80,72,55,83,79
Jared Dudley,PHX,24.3,Wing,1906,33,88,43,91,19,89,73,39,67,52,20,11,93,28,55,50,74,70,56,36,82,77,64,73,97,10,7,76,11,43,16,22,30,81,32,76,56,68,65,71,26,45,90,82,10,53,29,79,76,75,65,73,58,67,47,61,43,92,60,86,79,72,14,6,82,21,64,79,80,42,15,15,8,93,91,94,53,35,55,95,38,91,17,16,29,94,15,25,92,67,83,98,98,55,23,7,5,96,70,92,45,98,6,16,23,5
Chris Duhon,NYK,27.2,Point,2046,12,29,92,43,39,0,65,17,20,22,12,14,24,49,84,33,72,73,62,69,42,60,60,27,51,92,57,34,85,82,96,99,25,47,34,8,10,79,23,44,71,76,18,36,65,32,44,55,41,51,53,33,45,45,24,51,69,40,35,15,21,30,76,39,71,62,15,50,32,55,34,29,23,53,81,75,70,58,69,88,20,96,45,61,43,39,12,39,6,6,28,55,46,45,14,2,0,55,100,96,12,48,27,71,24,78
Tim Duncan,SAS,33.5,Big,2431,74,38,99,60,93,96,39,57,58,77,42,99,65,99,85,87,85,49,68,86,3,33,93,80,13,97,99,76,95,96,96,97,53,52,46,58,55,81,81,89,87,44,6,7,43,71,67,88,69,91,89,84,90,74,81,74,82,4,26,3,3,37,84,92,38,80,61,74,75,19,100,78,99,9,2,1,24,57,19,25,65,36,37,51,15,60,75,89,47,82,0,0,0,22,97,59,89,0,67,58,62,0,84,36,88,65
Mike Dunleavy,IND,29.1,Forward,1465,29,31,58,4,76,0,11,97,58,40,91,64,67,84,80,67,60,74,53,79,36,62,38,45,30,40,55,24,21,84,81,68,76,50,59,12,20,34,87,79,81,17,82,56,20,12,12,81,77,74,77,82,57,76,78,73,82,36,23,27,15,60,60,76,34,57,10,51,33,37,23,36,21,86,81,87,19,31,13,42,83,33,22,30,17,31,76,71,38,40,10,52,34,27,27,40,29,58,91,80,40,34,13,13,42,60
Kevin Durant,OKC,21.1,Wing,3229,94,67,98,65,97,56,76,97,94,98,24,98,92,70,18,43,100,99,95,100,20,99,64,76,60,52,68,83,46,63,7,28,7,64,56,97,94,4,88,57,2,39,94,83,84,82,88,65,97,54,58,24,68,48,98,28,99,26,97,16,26,27,95,74,90,90,67,41,46,64,1,83,26,75,57,65,100,99,99,100,85,98,97,96,93,71,91,85,53,73,6,76,52,39,90,72,87,5,45,25,76,52,79,65,61,86
Wayne Ellington,MIN,21.9,Wing,1260,10,2,93,37,50,61,16,88,29,9,36,37,46,32,35,13,69,52,30,38,80,85,76,83,35,77,24,64,51,83,80,43,90,84,30,74,56,37,74,62,90,13,43,21,39,29,25,84,86,78,63,92,58,86,82,80,37,73,18,81,50,93,40,44,23,25,95,12,40,47,74,46,56,43,49,48,51,10,59,19,34,43,84,14,79,56,84,67,21,24,92,71,88,23,42,84,70,51,59,49,33,88,59,42,63,81
Monta Ellis,GSW,24.0,Wing,2640,46,95,75,25,25,48,22,36,64,76,45,97,37,93,74,28,8,10,18,5,64,65,23,8,62,71,41,7,56,45,73,47,74,9,76,3,11,14,73,40,39,34,43,38,49,80,75,37,23,44,42,74,48,38,17,40,8,56,8,56,54,54,73,4,47,14,28,10,10,95,54,66,62,14,5,5,40,8,51,88,55,82,21,9,31,37,46,51,54,52,79,48,49,82,74,73,77,10,24,18,48,46,97,89,89,94
Maurice Evans,ATL,31.0,Wing,1213,71,28,17,86,6,0,63,34,25,15,74,13,56,3,14,99,14,26,23,8,87,68,15,32,81,8,4,20,5,14,29,8,79,57,45,36,36,80,14,31,6,88,42,71,79,84,87,31,12,48,21,7,48,55,18,59,16,79,26,64,73,33,4,30,89,72,60,23,35,59,42,47,42,71,46,53,73,21,69,24,11,28,91,51,89,72,58,82,71,78,23,41,33,66,31,21,18,91,42,76,85,32,39,37,41,51
Reggie Evans,TOR,29.5,Big,281,8,100,31,75,91,0,99,3,97,99,72,61,13,18,13,21,53,11,42,19,47,6,96,57,100,50,68,98,45,39,70,66,60,3,84,98,97,73,36,53,72,42,50,46,33,31,24,17,8,38,34,21,71,16,15,25,8,65,66,1,42,0,73,11,79,45,59,16,23,67,49,86,81,29,7,8,99,62,100,100,64,100,32,22,60,44,47,5,94,4,0,0,0,94,40,8,9,0,0,0,44,0,85,69,84,0
Tyreke Evans,SAC,20.1,Combo,2671,79,77,70,70,98,57,13,18,91,68,51,98,53,81,47,47,22,16,13,65,13,31,47,69,41,34,46,66,34,13,21,13,58,17,77,57,76,37,88,85,75,39,15,16,95,38,67,38,22,44,89,23,87,10,48,12,14,16,41,12,11,43,35,7,16,5,11,32,15,97,21,18,12,18,60,47,72,54,62,29,33,33,86,63,76,36,68,23,9,9,0,19,11,100,51,26,26,0,19,6,66,11,100,79,98,100
Jordan Farmar,LAL,22.9,Point,1368,71,45,49,16,47,0,35,7,59,16,84,29,61,4,0,84,33,23,21,79,22,24,55,64,28,62,53,46,37,72,49,59,37,68,13,76,42,68,79,83,15,86,74,87,68,28,41,79,80,71,94,52,86,49,90,44,27,25,34,3,10,9,45,29,62,41,14,20,10,23,13,53,24,82,89,90,81,59,73,73,46,62,72,56,73,71,82,33,59,47,52,52,54,51,27,20,14,71,92,82,80,54,14,4,20,63
Raymond Felton,CHA,25.3,Point,2633,78,86,67,82,86,0,80,34,43,47,69,55,53,63,59,55,60,67,81,93,3,16,47,24,41,88,55,20,91,61,90,86,79,18,5,46,13,37,83,72,30,18,51,32,97,66,88,67,48,52,81,34,67,36,81,30,65,1,43,30,6,93,92,94,55,86,30,27,25,48,55,67,63,69,27,38,88,71,93,36,67,33,96,72,98,57,67,67,20,33,24,93,80,80,47,59,53,45,24,27,59,80,53,37,45,39
Rudy Fernandez,POR,24.6,Wing,1410,35,89,73,42,54,0,24,89,19,82,65,46,67,78,87,24,19,14,12,10,59,61,47,72,86,11,5,83,32,16,27,29,45,37,94,82,94,12,82,50,28,57,67,71,62,44,51,12,29,12,35,46,39,9,33,9,11,64,54,41,51,32,37,17,19,10,21,14,8,30,26,13,10,77,97,96,61,42,72,71,38,76,51,42,64,54,73,24,15,14,19,88,64,11,37,20,19,77,98,97,11,62,19,26,44,68
Kyrylo Fesenko,UTA,22.9,Big,349,64,14,3,44,14,69,14,5,94,19,68,35,59,43,50,40,90,42,44,68,76,79,98,100,26,44,31,97,60,43,58,39,79,94,74,67,76,99,80,98,97,30,1,2,20,89,74,92,85,84,98,65,98,68,86,50,26,60,91,60,94,4,37,5,72,22,95,51,76,91,43,55,47,19,20,17,98,86,89,97,99,85,81,56,67,84,82,20,1,14,0,0,0,84,77,3,25,0,0,0,84,0,28,11,64,0
Michael Finley,BOS,36.7,Wing,306,23,3,64,0,67,0,0,0,3,6,0,16,83,63,89,93,31,82,76,73,19,68,6,4,5,52,81,6,82,65,11,58,4,70,7,3,2,6,18,7,65,73,13,27,24,75,64,12,68,9,31,93,10,11,29,13,66,27,30,84,17,99,32,84,100,99,67,29,43,11,82,12,32,82,91,92,38,51,35,14,93,9,62,54,67,93,1,59,99,100,0,99,96,2,17,92,76,61,86,83,79,96,20,1,33,57
Michael Finley,SAS,36.7,Wing,384,51,6,100,7,33,92,0,0,2,2,0,10,11,15,41,38,16,36,74,97,5,2,10,39,6,40,54,7,45,97,61,87,14,64,81,28,47,73,4,11,89,97,2,29,47,18,20,96,86,98,97,92,99,77,84,92,90,10,14,2,5,11,5,95,97,99,82,82,89,7,26,42,30,78,96,94,8,7,18,59,93,40,3,4,11,20,94,27,65,46,54,7,29,6,85,80,83,89,37,63,20,24,15,100,11,5
Derek Fisher,LAL,35.2,Point,2226,39,69,14,27,10,78,20,83,55,20,22,2,20,2,4,96,87,93,91,50,67,78,48,30,70,56,62,60,78,34,45,37,57,29,81,21,45,21,29,18,76,22,17,11,62,78,76,9,47,12,7,74,5,24,19,33,94,57,77,95,91,81,69,66,52,64,94,90,96,79,90,38,70,15,14,11,29,55,29,31,72,30,41,48,35,22,4,12,55,45,38,43,48,12,16,86,57,86,69,76,8,46,8,10,8,27
Jonny Flynn,MIN,20.7,Point,2291,4,47,98,22,29,0,29,61,80,55,16,80,29,33,6,16,17,45,62,90,4,22,8,4,29,37,84,13,67,10,29,62,13,3,15,33,17,6,71,29,9,32,57,45,60,97,95,4,5,9,4,24,6,9,10,24,67,2,81,14,15,37,31,74,50,69,86,69,81,17,45,60,53,68,78,76,54,90,36,51,56,41,48,95,33,27,33,31,29,24,41,50,50,63,76,49,61,39,39,37,24,52,82,51,84,86
T.J. Ford,IND,26.6,Point,1178,82,63,27,94,63,0,96,39,88,63,20,67,35,43,24,47,19,20,22,46,53,52,33,31,55,38,45,30,59,35,33,32,47,32,43,19,20,80,44,68,38,70,28,43,40,77,70,40,44,37,24,61,30,55,45,47,24,57,58,34,48,28,32,66,64,69,27,19,16,55,60,86,86,46,6,10,53,56,46,77,88,61,36,57,41,33,41,76,65,82,3,0,0,71,67,71,78,43,16,20,67,0,92,59,67,84
Jeff Foster,IND,32.8,Big,254,16,8,11,96,47,87,79,0,20,56,99,13,30,86,96,11,62,85,65,16,98,68,25,6,50,98,61,5,88,91,93,69,91,55,4,24,6,33,3,2,93,5,30,7,93,21,52,17,76,4,3,49,2,59,50,50,82,99,53,93,95,58,72,71,64,72,14,84,75,2,46,96,96,11,62,41,3,29,5,27,98,39,4,24,5,34,27,21,30,21,0,0,0,79,17,51,30,0,0,0,35,0,94,89,69,0
Randy Foye,WAS,26.1,Combo,1628,51,9,60,9,28,60,17,92,43,38,15,57,36,55,55,68,22,28,32,34,36,38,28,38,21,40,67,41,46,63,31,33,39,38,67,46,61,48,13,13,73,8,55,23,31,67,58,26,78,15,75,38,69,11,93,10,32,46,16,22,18,50,29,15,55,29,86,35,57,18,36,73,60,60,68,67,42,11,47,29,12,41,57,19,58,30,53,6,81,66,34,58,50,9,60,91,98,21,49,32,43,50,94,91,74,85
Channing Frye,PHX,26.5,Big,2169,42,75,50,3,32,58,46,87,8,19,28,42,85,54,61,92,81,90,96,95,4,22,39,30,74,27,81,36,27,58,14,12,38,15,36,63,48,74,31,47,77,36,53,46,52,17,20,77,76,68,52,51,37,78,84,72,97,2,6,2,0,44,79,31,94,75,60,84,80,11,2,35,3,90,99,99,60,29,67,57,20,38,56,36,70,87,36,80,60,69,100,96,94,1,7,63,33,92,99,99,19,94,5,70,36,92
Dan Gadzuric,MIL,31.7,Big,293,62,65,4,77,38,77,75,0,49,33,88,37,5,47,55,63,79,21,35,25,67,8,98,99,88,94,4,99,50,4,23,73,3,24,99,100,100,45,98,93,4,52,100,98,5,65,30,58,2,77,88,9,88,30,3,54,5,86,93,91,90,73,24,3,10,4,92,70,89,66,1,70,14,76,80,81,98,83,99,69,70,85,99,83,98,12,25,6,75,4,0,0,0,73,59,30,36,0,0,0,11,0,94,89,54,0
Sundiata Gaines,UTA,23.5,Combo,161,0,98,85,83,100,100,0,0,100,100,87,74,47,87,70,60,7,10,10,41,98,50,19,30,92,56,3,67,42,4,2,19,2,78,1,6,2,98,6,76,22,11,59,30,7,99,93,62,52,47,96,94,86,22,20,31,12,99,97,93,99,14,23,81,68,82,93,3,2,25,81,90,93,1,40,12,9,69,6,2,51,7,45,61,19,72,96,98,94,100,0,0,2,60,89,32,55,9,68,43,100,2,66,2,79,98
Danilo Gallinari,NYK,21.2,Forward,2712,62,49,60,16,56,62,4,83,56,84,27,58,89,64,51,76,78,65,63,67,25,78,75,77,33,70,65,52,75,81,87,95,38,83,45,60,53,7,89,61,58,33,64,49,47,37,39,94,60,93,65,59,56,96,44,95,84,24,19,20,16,48,19,37,88,80,59,89,85,14,57,70,68,36,74,64,16,26,16,15,14,18,33,23,34,89,36,89,56,73,45,94,89,16,18,31,18,67,98,87,29,89,47,87,80,96
Francisco Garcia,SAC,27.8,Combo,569,100,0,32,60,81,0,100,0,15,30,83,6,72,15,23,72,78,72,38,98,49,42,68,75,42,45,49,69,21,43,73,52,80,87,53,92,88,32,31,28,21,93,62,88,44,24,22,67,42,68,37,31,21,68,43,69,47,72,35,32,32,49,82,43,48,47,23,31,26,12,8,99,94,58,13,21,91,41,92,93,6,95,81,55,75,79,100,68,57,72,28,93,72,21,11,89,81,77,36,55,74,76,4,11,2,28
Kevin Garnett,BOS,33.5,Big,2058,34,86,91,6,77,43,73,95,35,81,45,81,69,96,88,82,93,80,92,32,20,70,91,92,28,85,81,90,84,68,72,81,51,70,81,90,94,27,94,87,24,37,87,77,39,50,45,42,83,30,57,73,45,29,75,22,76,12,65,24,17,51,98,43,64,54,30,72,58,92,61,84,83,16,1,1,94,89,90,46,18,62,98,89,92,60,74,84,88,91,0,0,0,16,66,90,91,63,64,58,63,0,8,2,30,100
Marc Gasol,MEM,24.8,Big,2464,65,71,72,51,57,64,82,39,87,96,63,56,92,76,79,48,96,92,95,88,35,37,87,65,80,52,82,80,52,94,47,74,22,20,70,88,91,60,67,68,17,80,5,17,82,99,99,76,87,69,92,70,84,48,79,43,90,33,49,32,14,72,88,68,78,81,87,47,72,75,28,17,13,81,69,74,87,78,87,89,23,88,70,86,69,90,92,86,39,84,0,0,0,57,92,26,57,0,48,43,90,0,62,15,81,0
Pau Gasol,LAL,29.3,Big,2398,71,19,100,69,74,93,75,81,64,94,57,82,82,95,87,70,71,91,84,59,74,80,24,16,47,43,61,33,51,35,64,50,73,63,51,19,24,7,23,8,49,73,17,34,42,76,69,5,36,10,8,79,7,7,9,20,89,67,62,90,91,53,46,88,98,98,21,62,44,60,35,32,27,74,64,70,49,31,46,24,51,23,69,39,65,67,61,79,75,87,0,0,0,46,97,33,67,62,46,47,69,0,78,39,83,0
Rudy Gay,MEM,23.2,Wing,3164,87,71,80,73,68,77,75,34,81,62,37,79,55,24,3,64,97,98,88,97,61,76,70,55,40,67,88,70,83,38,43,60,31,14,44,56,51,79,97,97,5,79,93,94,70,46,55,43,48,65,19,26,29,61,34,75,86,47,85,98,75,98,58,87,57,84,90,77,89,74,69,7,14,63,78,74,85,81,84,66,44,73,87,72,86,50,48,81,68,80,44,39,36,69,94,54,84,11,24,16,68,34,92,72,89,54
Alonzo Gee,WAS,22.4,Wing,177,19,83,54,98,72,99,55,11,98,74,6,64,62,21,6,28,94,88,31,92,94,95,85,16,99,88,89,50,50,97,100,100,100,66,31,3,4,100,1,29,79,98,2,40,1,80,21,84,23,55,78,1,48,67,10,48,56,97,98,83,95,21,9,29,1,4,88,99,99,94,49,7,10,58,58,59,50,98,64,9,58,11,98,95,100,56,11,7,2,1,0,0,0,98,72,5,9,33,14,15,11,0,86,80,100,70
Devean George,GSW,32.2,Forward,750,38,96,20,29,49,0,36,0,9,11,24,11,84,22,69,98,83,95,87,96,33,58,30,18,80,14,85,65,7,5,2,3,27,32,41,57,49,45,31,33,25,98,53,95,45,7,11,38,41,38,44,6,32,34,44,35,95,31,65,62,60,51,77,31,91,82,91,20,53,6,33,10,10,99,97,99,81,39,76,86,15,81,53,48,62,98,20,64,98,98,93,42,94,4,9,36,11,96,93,96,67,94,27,100,36,82
Daniel Gibson,CLE,23.7,Combo,1023,62,15,40,36,6,70,66,3,34,0,9,4,100,9,17,74,68,68,40,63,54,92,60,89,47,18,35,85,23,29,3,3,18,95,62,71,74,42,52,45,47,13,39,18,42,93,86,81,77,76,88,63,83,70,64,67,62,58,5,35,17,79,20,57,14,18,31,95,83,46,47,60,54,19,67,51,62,6,90,61,19,83,58,9,80,100,26,70,38,47,63,100,98,6,21,28,11,94,94,100,28,98,6,26,9,15
Taj Gibson,CHI,24.4,Big,2155,69,47,51,68,42,88,65,33,40,34,40,45,33,35,32,40,59,56,34,85,81,5,58,87,13,42,39,83,42,64,32,41,34,34,95,68,90,38,96,92,65,21,50,34,42,59,55,16,49,14,48,47,29,13,14,15,49,62,73,42,77,9,22,57,58,59,91,24,60,18,66,88,89,14,41,27,48,62,50,52,66,60,49,57,50,36,32,72,50,57,0,0,0,52,36,75,63,0,0,0,38,0,52,63,30,0
J.R. Giddens,NYK,24.7,Wing,134,33,75,1,100,95,0,85,0,84,0,20,52,28,45,39,2,1,4,3,0,100,90,4,4,73,26,15,20,15,67,79,86,39,46,1,0,0,85,63,84,18,98,56,94,57,10,16,0,19,1,5,80,5,0,28,1,1,100,96,100,100,84,36,30,3,4,97,1,5,72,30,41,32,64,50,52,1,22,0,33,94,20,0,5,0,68,100,1,18,7,0,0,0,96,14,50,33,38,16,19,98,0,100,98,80,0
Manu Ginobili,SAS,32.3,Wing,2131,56,94,59,64,56,50,35,93,74,93,69,92,87,99,97,46,84,95,82,70,55,88,35,24,75,55,23,30,57,67,57,66,39,23,27,21,14,77,82,88,27,41,85,76,21,54,42,27,69,23,29,60,35,35,80,30,91,65,75,73,67,59,61,55,19,24,46,94,84,71,25,2,1,86,96,97,58,53,64,42,20,59,76,76,69,69,46,46,33,33,15,84,64,71,61,13,24,35,80,59,59,66,88,93,76,91
