player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Seth Curry,POR,28.2,Wing,1362,35,33,70,40,7,0,16,77,14,83,48,45,91,21,16,37,85,86,95,59,3,79,65,56,25,78,93,65,50,62,64,90,96,50,18,28,88,67,23,72,58,84,9,16,6,95,34,73,65,81,38,75,25,2,46,95,74,91,86,98,2,4,9,5,38,95,77,92,91,89,64,83,7,59,29,41,96,89,96,86,28,20,30,3,6,4,81,33,86,93,29,96,59,79,90,93,96,13,37,89,77,45,78,67,42,96,60,82,55,71
Stephen Curry,GSW,30.6,Point,2326,56,59,65,61,91,0,0,100,37,80,69,87,100,26,6,67,99,99,100,48,50,55,93,20,99,26,81,93,75,9,79,10,3,44,18,88,97,97,10,14,5,61,63,87,84,7,25,10,93,95,98,91,100,76,99,22,95,14,99,99,45,23,11,16,12,89,98,75,97,86,96,98,9,66,17,36,100,84,96,99,97,75,91,99,7,98,62,42,62,100,83,78,61,72,91,94,100,11,7,39,9,87,94,96,85,100,7,11,7,57
Troy Daniels,PHX,27.3,Wing,706,18,68,22,35,25,0,16,0,11,35,94,41,67,6,4,70,29,19,17,85,6,97,62,41,10,92,93,62,53,87,43,68,97,3,91,4,88,24,29,22,17,82,46,6,13,35,64,55,62,68,10,70,68,33,57,59,9,68,19,60,15,12,23,29,20,2,3,84,28,99,7,33,96,3,17,2,31,70,61,19,3,10,3,35,21,62,2,11,1,78,10,96,79,94,85,52,70,5,18,65,36,57,95,94,46,74,42,80,35,72
Anthony Davis,NOP,25.6,Big,1849,94,94,94,68,92,53,6,77,73,96,53,97,67,93,69,90,80,44,40,42,85,25,93,87,47,69,56,93,85,62,22,47,58,37,69,43,84,71,50,86,82,43,26,51,32,81,64,75,93,87,21,89,63,6,86,85,17,82,44,47,71,68,70,80,38,53,23,65,42,26,58,46,71,67,78,81,37,6,8,44,27,51,18,28,31,18,42,57,34,47,84,57,53,50,0,35,43,45,83,87,90,33,46,43,46,40,76,53,77,22
Deyonta Davis,ATL,21.9,Big,117,68,46,70,39,47,0,92,0,90,1,0,1,99,19,76,64,98,99,96,75,60,94,93,91,61,82,61,93,89,67,93,87,58,92,81,71,46,63,76,73,81,70,58,39,51,21,35,26,93,68,99,59,84,49,89,53,98,42,99,98,69,83,64,53,69,77,87,84,92,76,89,89,43,37,41,36,96,44,74,99,89,91,79,56,44,42,87,72,83,100,99,1,39,4,0,0,0,95,2,79,16,0,0,0,99,0,30,13,1,0
Ed Davis,BKN,29.4,Big,1443,37,45,14,98,98,46,95,12,96,56,39,8,84,20,43,25,46,50,48,27,94,30,46,65,76,6,43,46,54,12,42,61,33,81,57,27,52,32,41,79,68,63,12,47,17,14,91,75,46,44,44,50,38,22,35,55,22,63,50,26,90,87,97,90,91,51,35,23,19,65,78,79,81,97,25,84,14,3,3,50,42,77,41,62,43,51,34,90,34,88,61,13,2,8,0,0,0,97,23,2,9,0,17,17,82,0,87,75,16,0
DeMar DeRozan,SAS,29.2,Wing,2687,62,62,78,51,91,61,93,70,92,96,70,99,57,99,89,51,69,64,53,74,48,46,69,37,81,77,75,69,67,79,50,40,82,12,25,89,11,64,53,17,20,98,26,3,4,23,32,25,69,76,27,84,21,20,27,86,36,90,64,68,21,60,25,19,51,84,26,18,17,31,59,43,52,55,58,59,29,54,42,64,47,70,22,27,83,8,74,61,60,30,89,82,54,72,5,0,0,49,99,98,100,0,0,0,54,0,99,95,84,1
Dewayne Dedmon,ATL,29.2,Big,1603,70,91,30,38,79,82,75,81,29,25,53,38,71,41,40,38,77,62,72,22,77,59,82,63,32,67,96,82,57,68,86,50,68,32,25,61,68,72,11,80,61,62,23,29,20,86,54,73,82,91,89,89,95,98,91,59,70,62,62,44,84,47,75,75,65,83,65,51,60,34,20,22,96,17,4,3,51,57,55,62,87,57,86,82,22,89,74,52,71,69,69,41,49,38,84,65,82,37,31,55,32,80,72,73,62,83,12,10,38,73
Sam Dekker,WAS,24.5,Forward,578,35,86,87,97,30,94,38,2,37,27,17,42,31,55,62,89,84,81,68,97,64,38,71,46,53,48,83,71,36,48,74,82,40,93,60,56,68,66,24,51,34,60,66,58,67,44,22,24,71,86,77,77,70,41,41,85,52,84,81,88,36,95,81,89,36,59,32,98,62,53,50,51,90,43,28,27,6,42,20,81,40,89,38,61,84,65,26,94,21,45,69,0,55,3,0,0,4,97,41,42,42,17,7,4,72,4,39,25,44,0
Sam Dekker,CLE,24.5,Big,155,0,100,77,35,10,0,100,0,40,4,0,24,12,28,39,94,10,10,40,16,40,0,27,13,32,42,99,27,13,54,38,40,22,71,17,45,29,32,47,44,43,5,24,84,57,58,97,96,27,54,29,44,34,34,53,68,80,51,10,22,31,24,36,38,43,37,23,95,76,63,47,53,2,69,93,93,40,77,72,10,18,27,25,34,70,43,12,25,16,11,21,1,23,1,0,0,0,64,18,64,26,71,56,60,8,0,48,67,1,22
Matthew Dellavedova,CLE,28.1,Wing,697,6,7,23,3,30,85,18,49,38,91,21,82,66,100,99,6,64,65,44,91,35,15,58,51,46,73,87,58,46,82,66,89,75,86,26,10,50,13,79,76,84,90,7,49,14,64,26,35,58,29,67,30,79,23,65,16,66,22,65,55,16,64,29,24,44,81,88,6,67,6,50,21,10,75,22,49,48,95,92,65,73,62,67,55,93,36,84,37,82,65,65,86,94,91,0,70,51,20,97,20,75,3,89,62,74,58,87,90,87,82
Luol Deng,MIN,33.5,Forward,350,72,55,80,82,42,0,42,30,52,75,80,31,93,31,32,51,85,85,87,31,81,46,66,30,58,94,89,66,54,84,85,63,76,39,34,71,20,41,54,26,35,75,55,47,54,65,13,20,66,46,89,34,77,67,76,31,85,20,85,61,65,93,84,72,86,69,35,38,31,99,30,85,86,35,23,19,99,7,39,85,87,89,65,88,76,71,75,84,56,94,83,89,55,86,87,20,79,72,48,54,55,79,11,37,96,79,46,38,39,59
Donte DiVincenzo,MIL,21.7,Wing,390,58,48,34,88,65,0,0,0,6,84,97,29,32,45,57,23,9,12,20,17,39,28,12,30,89,25,6,12,31,16,66,46,65,29,31,64,69,73,30,24,19,59,90,11,56,12,59,33,12,35,69,38,59,68,64,26,90,31,12,7,46,47,57,31,89,44,12,64,32,46,70,66,0,69,99,99,34,67,60,12,56,70,44,47,58,35,59,77,52,43,96,21,1,4,9,9,9,57,2,6,0,52,91,91,99,9,35,30,95,56
Cheick Diallo,NOP,22.1,Big,850,58,71,32,61,91,0,84,63,44,20,79,23,92,7,12,13,98,99,99,83,74,54,90,81,34,75,96,90,72,84,84,90,81,84,51,65,66,71,64,74,79,95,86,17,60,32,3,4,90,80,90,81,89,92,86,46,29,50,99,99,69,87,88,73,94,96,96,89,98,94,98,99,3,82,85,91,88,58,75,99,77,83,65,65,47,76,73,91,53,91,83,98,74,96,0,0,0,65,91,76,89,31,18,21,86,0,21,20,12,22
Hamidou Diallo,OKC,20.3,Wing,484,87,60,4,98,67,0,41,3,99,31,45,42,44,4,3,34,89,62,95,21,7,26,94,83,90,58,71,94,87,51,68,47,48,51,54,54,64,60,18,87,72,95,48,41,43,68,2,6,94,85,72,79,80,55,88,83,86,68,62,87,6,79,31,14,76,97,42,72,67,72,51,62,82,3,3,1,78,94,95,62,38,94,31,72,62,63,20,84,21,57,52,40,70,41,2,0,2,100,55,16,23,35,1,2,89,2,71,54,45,1
Gorgui Dieng,MIN,28.8,Big,961,66,95,21,47,71,42,88,80,43,68,24,65,48,62,50,43,43,76,65,86,19,62,13,64,4,69,17,13,15,72,66,57,60,46,63,41,16,22,83,67,81,23,53,65,62,69,63,70,13,43,85,65,74,61,80,23,84,36,76,84,32,8,49,37,72,93,71,99,94,62,27,41,4,44,73,61,91,89,94,76,28,5,47,47,79,59,30,1,38,39,64,72,84,83,64,0,54,27,52,99,98,75,31,42,36,55,38,35,37,22
Spencer Dinwiddie,BKN,25.6,Combo,1913,51,8,44,24,14,0,34,58,100,83,64,81,92,78,51,46,9,27,11,28,95,22,2,2,31,71,9,2,1,90,64,92,85,90,30,89,28,76,2,6,1,51,80,70,82,12,30,16,2,14,36,21,64,66,77,5,37,6,27,12,95,71,95,96,61,24,14,36,13,32,19,19,48,19,91,69,37,36,34,27,15,17,5,31,38,24,15,21,5,76,92,36,46,41,53,44,49,66,54,19,36,53,59,54,85,49,90,93,88,92
Luka Doncic,DAL,19.7,Wing,2327,43,62,95,87,99,0,86,17,89,100,52,100,60,99,91,16,40,49,12,59,94,73,36,87,30,12,4,36,42,11,31,11,13,26,53,99,52,97,95,27,57,32,42,86,72,69,35,45,36,86,61,91,84,86,85,67,61,81,49,28,74,99,96,91,85,46,82,52,78,21,0,1,99,36,19,17,21,13,10,49,54,91,15,67,92,27,45,84,20,51,58,71,39,65,90,37,36,55,91,32,73,1,61,32,62,35,100,99,93,99
Tyler Dorsey,ATL,22.7,Combo,195,19,5,36,85,92,100,66,0,49,25,100,8,3,2,7,61,61,75,72,18,70,93,34,33,40,21,76,34,16,15,33,26,10,74,32,84,74,89,31,23,20,46,61,43,56,87,25,49,34,86,64,85,94,70,91,53,45,62,75,76,51,49,59,41,76,37,43,14,17,91,86,93,53,42,20,21,72,75,79,75,56,49,49,61,60,65,41,58,33,3,47,0,7,0,0,77,7,83,14,29,12,83,49,61,3,7,0,0,0,3
Tyler Dorsey,MEM,22.7,Wing,432,4,11,66,89,76,96,38,4,50,87,77,72,49,74,62,89,68,84,72,35,64,89,33,8,49,93,40,33,6,92,13,78,84,53,4,38,72,57,14,36,21,92,93,54,88,27,1,1,33,80,3,91,52,29,72,82,2,87,84,69,55,21,46,57,39,78,8,43,9,85,62,79,65,70,2,8,29,93,86,84,76,16,87,70,17,88,77,17,83,63,30,89,80,89,63,48,55,36,58,61,52,37,73,60,67,56,70,71,72,54
Damyean Dotson,NYK,24.5,Wing,1957,11,47,72,37,57,0,63,36,30,42,23,57,37,50,50,71,42,62,60,72,20,38,25,16,35,61,80,25,10,87,28,62,34,80,42,12,16,7,72,14,32,89,50,82,72,21,4,4,25,58,44,65,18,60,26,82,68,83,62,74,20,36,35,38,40,50,78,42,57,54,50,51,20,48,13,19,40,95,94,62,37,22,32,22,20,13,56,19,54,48,34,18,70,52,79,57,68,31,21,89,71,27,68,50,26,67,48,65,38,60
Goran Dragic,MIA,32.5,Point,990,28,31,50,44,31,83,69,43,63,17,76,59,35,56,39,65,37,44,76,7,24,18,34,18,99,7,73,34,43,7,92,20,19,46,14,39,87,68,93,3,14,91,36,96,83,17,1,2,34,88,94,75,55,27,69,84,99,58,44,43,39,77,51,78,19,88,40,13,18,20,80,62,76,15,32,14,82,53,68,44,77,78,75,89,68,71,57,78,68,35,41,39,7,17,12,67,50,56,50,30,33,57,56,61,20,50,33,28,85,39
Andre Drummond,DET,25.2,Big,2640,86,97,60,100,99,77,92,9,78,60,32,81,31,22,8,48,82,95,90,10,89,97,23,27,67,15,51,23,61,36,2,7,2,48,62,39,9,17,33,43,33,48,54,54,57,12,72,45,23,4,7,5,3,30,4,26,5,24,95,86,84,45,60,68,47,34,89,22,78,80,61,75,98,13,3,2,95,24,55,95,94,63,92,88,56,83,86,81,81,46,30,34,34,34,0,1,2,85,66,10,44,29,28,27,48,2,90,90,47,99
Jared Dudley,BKN,33.3,Forward,1199,44,46,15,38,15,92,24,24,39,65,32,4,55,63,94,13,85,71,52,84,76,71,85,75,89,27,31,85,81,33,35,41,46,45,81,76,35,57,43,76,71,24,58,91,85,29,46,35,85,63,45,75,80,64,83,54,17,63,71,77,70,84,83,93,29,58,75,53,68,38,18,21,95,39,27,24,58,10,15,71,29,64,20,74,12,68,14,44,7,66,37,42,87,85,83,45,62,39,6,44,18,54,85,82,73,60,3,6,6,0
Kris Dunn,CHI,24.6,Combo,1389,80,93,8,32,83,0,44,52,20,51,90,71,17,86,81,22,70,86,73,72,52,91,35,73,42,17,12,35,68,27,47,25,25,45,78,56,41,47,49,62,59,80,52,82,75,28,7,6,35,30,78,29,20,83,20,44,53,43,86,80,51,59,49,27,85,95,44,17,22,48,46,49,94,63,13,29,61,8,13,86,71,72,62,68,40,62,79,61,73,15,24,53,53,53,51,53,54,56,92,85,93,20,10,8,19,54,95,88,86,80
Kevin Durant,GSW,30.1,Forward,2698,87,28,90,8,79,54,58,98,86,96,42,96,94,97,92,38,28,48,23,92,65,48,18,24,41,44,27,18,15,45,91,45,84,11,22,25,33,22,4,74,45,68,8,82,32,61,42,47,18,62,82,63,67,88,43,63,56,74,48,52,50,28,63,81,27,41,21,83,43,32,31,26,34,40,71,59,15,80,64,48,26,18,24,11,3,13,60,46,57,87,87,97,92,100,6,67,57,27,90,99,99,1,37,14,89,57,94,51,70,99
Henry Ellenson,NYK,21.8,Forward,176,0,48,7,28,89,0,100,0,62,86,80,59,8,61,49,59,82,52,38,32,57,79,92,83,82,62,56,92,90,65,58,57,66,43,15,84,58,85,81,90,94,16,83,53,78,88,32,59,92,57,59,71,29,33,45,81,75,88,52,53,59,65,60,54,63,55,50,54,50,21,38,26,58,36,63,49,47,47,47,52,19,73,10,91,32,78,4,63,4,6,1,30,15,14,0,0,90,28,87,54,76,85,27,58,0,91,42,94,31,69
Wayne Ellington,MIA,30.9,Wing,508,19,82,60,9,17,86,62,0,3,44,0,38,43,38,47,87,33,69,97,13,27,9,11,10,18,19,65,11,4,23,47,22,23,42,40,30,49,32,35,5,4,60,27,77,50,43,40,38,11,75,80,66,79,97,82,74,56,67,69,88,37,10,38,23,67,82,71,94,89,75,92,91,69,46,24,25,54,56,56,69,31,25,35,48,54,57,32,42,34,55,21,28,6,9,64,34,52,6,4,12,1,94,98,100,7,55,3,24,1,31
Wayne Ellington,DET,30.9,Wing,760,13,78,76,13,10,0,57,38,2,34,0,53,88,35,35,76,52,66,46,77,46,56,35,52,3,96,72,35,11,94,48,79,82,56,88,24,63,36,13,48,31,30,45,45,44,53,80,76,35,78,74,90,75,60,80,62,74,79,66,72,47,20,27,20,56,31,42,89,72,43,71,68,11,49,91,84,71,55,65,66,22,25,29,5,75,13,51,32,48,90,94,87,65,80,35,77,67,8,6,17,4,84,99,99,96,70,21,18,23,67
Joel Embiid,PHI,24.6,Big,2155,84,25,75,53,95,34,91,78,87,98,35,100,60,92,50,46,34,33,62,3,87,62,44,9,40,98,66,44,1,98,29,97,72,98,32,25,65,36,6,16,8,67,29,97,83,55,5,9,44,90,19,93,35,3,88,93,10,82,33,75,91,98,85,99,1,26,38,100,95,86,8,21,91,51,36,40,53,7,11,33,7,85,4,50,40,46,3,89,3,31,67,42,58,43,0,28,28,43,73,82,82,31,55,49,39,27,93,90,95,89
James Ennis,PHI,28.3,Wing,268,95,1,5,99,87,97,62,0,74,13,14,34,30,26,29,33,52,25,43,58,5,93,83,99,21,60,18,83,93,21,96,100,99,98,87,99,96,99,89,69,74,74,27,81,55,1,78,19,83,34,43,18,92,56,76,67,94,46,25,27,53,9,3,3,19,61,83,44,68,96,1,6,30,2,2,0,97,100,100,25,91,20,99,89,0,100,88,38,97,40,30,65,8,28,23,0,23,94,14,23,9,92,6,33,57,23,24,24,28,1
James Ennis,HOU,28.3,Wing,916,74,80,12,91,27,0,72,23,89,21,18,5,95,3,7,60,60,74,43,29,72,96,36,24,31,84,45,36,28,65,85,19,39,17,46,5,8,3,52,80,77,36,32,38,30,59,83,83,36,59,93,47,58,63,38,64,87,69,74,45,75,30,39,54,21,49,90,9,45,82,21,44,51,71,31,54,58,46,50,74,91,41,90,48,50,41,94,50,94,95,86,57,99,83,67,22,59,86,9,1,1,93,38,61,99,61,18,29,18,27
Jacob Evans,GSW,21.4,Wing,117,79,65,3,92,74,0,0,0,0,30,99,25,11,70,93,13,4,9,3,45,75,42,7,90,2,6,9,7,48,10,1,55,14,93,92,65,75,84,71,50,62,91,90,1,14,99,2,32,7,13,1,19,16,1,44,15,6,12,9,5,87,62,9,43,2,3,62,68,70,24,41,29,7,81,81,88,60,63,67,9,17,23,23,5,3,27,37,38,30,18,11,91,21,46,0,0,0,33,62,90,87,50,31,34,13,0,69,43,85,1
Tyreke Evans,IND,29.1,Wing,1371,63,83,48,57,69,82,40,27,72,82,33,96,16,88,51,18,27,30,25,53,54,50,36,64,45,31,20,36,41,42,50,59,67,43,80,53,13,24,23,80,60,53,78,31,62,29,44,34,36,51,40,57,71,83,86,43,38,37,30,32,55,23,30,58,16,25,35,56,38,47,19,26,63,21,44,25,74,57,67,30,68,9,79,23,20,25,88,9,92,13,7,25,28,26,12,65,54,93,27,57,38,8,38,15,9,54,92,96,79,89
Dante Exum,UTA,23.3,Combo,593,53,7,25,66,19,90,86,48,86,76,10,68,20,69,59,29,19,64,33,7,97,84,3,3,15,79,47,3,8,78,36,20,76,3,7,16,15,8,15,38,22,39,40,26,28,79,74,82,3,7,20,10,4,39,8,22,39,24,64,18,95,67,99,97,83,10,52,28,34,42,69,67,98,47,49,48,47,2,4,64,71,14,71,35,66,49,80,20,72,8,15,12,100,15,20,5,12,95,56,3,20,88,7,22,25,14,54,64,29,15
Kenneth Faried,HOU,29.0,Big,577,50,46,28,96,68,86,55,24,71,27,36,53,83,3,2,76,34,40,32,32,80,68,35,25,83,24,92,35,52,38,40,20,28,29,37,34,55,40,36,34,29,55,70,59,69,21,35,26,35,50,50,52,54,24,56,40,45,44,40,12,81,51,94,77,95,91,44,12,16,37,7,9,84,74,13,39,41,21,21,40,92,31,96,96,37,96,74,16,84,86,51,65,97,81,0,0,0,93,26,12,11,41,34,33,83,0,50,35,52,22
Derrick Favors,UTA,27.3,Big,1757,90,72,69,88,57,54,50,27,77,42,58,54,82,40,31,65,65,72,68,67,38,27,50,39,75,11,68,50,51,18,39,23,30,33,73,46,43,41,25,39,29,35,69,72,76,11,65,36,50,57,46,59,88,76,88,25,58,34,72,41,26,77,52,28,82,56,18,12,10,78,77,83,76,1,62,5,78,80,85,72,94,76,87,93,82,85,87,65,79,85,87,69,63,69,3,0,8,76,39,53,37,74,28,40,90,8,39,31,13,22
Cristiano Felicio,CHI,26.3,Big,606,4,17,50,84,62,0,21,25,92,46,65,23,35,29,45,15,81,57,40,87,6,77,89,96,50,56,10,89,89,19,79,60,83,26,97,25,9,10,94,85,95,74,54,11,24,51,48,48,89,93,50,96,77,32,84,91,62,93,57,57,15,3,4,3,9,29,37,80,62,61,72,71,3,73,96,95,2,90,58,57,74,11,92,28,8,48,89,5,95,29,18,33,39,30,0,0,0,90,38,45,31,0,25,23,34,0,71,46,74,0
Raymond Felton,OKC,34.3,Combo,368,73,15,49,8,15,0,0,0,7,10,0,36,27,59,73,93,78,91,65,84,99,29,37,33,37,43,90,37,26,55,92,48,67,32,73,57,73,69,79,2,7,48,54,10,23,37,89,81,37,85,96,62,84,96,70,77,67,62,91,21,97,78,99,100,79,88,1,41,6,99,44,85,99,36,7,10,24,18,14,91,99,10,100,98,9,99,96,6,97,44,27,56,85,83,0,39,44,2,47,90,83,58,68,68,42,32,71,80,100,22
Terrance Ferguson,OKC,20.5,Wing,1923,31,16,11,33,2,58,23,28,22,13,12,0,71,5,22,60,45,27,28,5,81,94,73,85,91,54,38,73,82,53,53,70,33,91,76,81,40,71,67,78,82,22,93,66,90,46,25,27,73,79,46,82,90,3,96,40,90,52,27,24,92,32,68,63,73,23,84,85,91,85,13,34,19,62,60,66,71,63,71,27,16,21,21,41,31,40,9,15,15,86,93,16,26,15,49,43,62,43,8,21,6,99,47,90,92,64,2,7,18,1
Yogi Ferrell,SAC,25.5,Combo,972,15,59,83,19,41,0,49,98,46,53,58,31,76,44,54,90,20,23,19,44,32,74,28,41,26,32,60,28,82,41,56,8,24,10,55,66,43,55,34,53,47,70,95,29,84,31,7,7,28,11,71,6,17,82,18,12,82,7,23,25,41,37,51,30,80,40,46,43,45,19,33,20,17,83,43,70,67,64,70,23,27,43,28,14,64,18,44,40,43,68,53,81,63,76,71,67,73,32,34,71,59,49,61,58,61,73,66,71,51,78
Dorian Finney-Smith,DAL,25.5,Forward,1933,66,59,32,94,38,96,46,26,45,41,69,23,32,38,48,39,97,96,88,85,77,94,93,84,81,73,77,93,93,88,98,70,92,28,41,95,45,89,63,72,71,87,63,25,45,4,39,12,93,79,98,65,42,81,30,84,91,81,96,92,71,92,91,76,93,87,71,54,73,54,38,43,94,51,11,19,62,15,21,96,63,90,62,40,78,27,76,83,78,44,48,20,48,28,33,28,22,80,15,32,14,75,54,63,73,22,56,55,42,45
Bryn Forbes,SAS,25.3,Combo,2282,7,10,61,5,59,0,61,94,15,2,98,20,93,5,8,88,16,26,11,36,56,81,13,39,72,12,12,13,47,5,11,3,1,18,84,16,88,59,71,11,16,4,33,81,61,14,99,96,13,28,44,47,15,7,28,51,81,57,26,17,61,86,33,16,69,29,2,50,7,30,15,12,5,6,14,3,85,100,100,26,22,90,19,37,22,33,24,93,28,95,58,83,80,86,100,91,95,0,31,81,63,39,97,85,63,95,8,24,5,34
Evan Fournier,ORL,26.0,Wing,2545,13,45,35,31,29,0,25,55,43,74,91,85,52,86,71,31,36,69,86,78,19,17,13,10,43,4,80,13,27,11,65,8,17,10,25,6,19,5,73,19,36,34,15,87,48,59,70,71,13,16,81,18,44,18,48,17,85,18,69,94,17,11,17,22,18,73,24,96,75,91,62,85,26,80,40,66,70,52,60,69,14,27,16,3,26,3,59,26,69,56,62,69,63,70,51,38,38,48,71,72,72,21,53,38,67,37,70,67,55,70
De'Aaron Fox,SAC,20.9,Point,2556,91,87,52,17,65,67,31,25,100,85,63,81,59,81,50,48,51,41,34,53,55,67,62,39,74,88,49,62,68,79,59,24,74,5,20,45,94,86,32,42,35,45,64,29,49,28,71,58,62,53,43,58,58,76,65,51,61,60,41,33,54,85,64,78,39,21,20,39,17,81,45,65,84,65,42,58,68,5,11,41,71,74,57,81,76,87,44,65,25,50,81,46,30,28,26,76,73,74,89,59,81,17,7,7,48,75,94,80,78,81
Tim Frazier,NOP,28.0,Point,880,20,26,9,85,70,98,94,36,24,54,57,4,70,70,100,7,67,59,40,51,61,83,67,89,52,10,23,67,80,6,38,61,8,95,97,38,84,69,5,65,39,80,32,10,13,82,39,59,67,61,55,60,48,44,32,64,15,72,59,64,66,8,21,38,9,27,59,72,72,18,62,39,55,87,27,62,10,59,36,59,51,12,55,26,7,38,72,13,66,80,78,19,81,56,100,12,58,72,20,31,13,89,46,63,89,58,9,2,69,13
Tim Frazier,MIL,28.0,Point,201,22,9,28,89,33,0,91,0,54,26,20,22,50,61,78,22,49,37,22,91,58,30,65,76,19,50,63,65,87,80,23,15,22,25,66,78,16,44,82,62,76,36,43,48,44,77,63,72,65,10,40,14,9,53,7,27,14,35,37,32,29,51,70,53,78,23,25,60,39,61,51,56,37,66,91,91,32,17,14,37,30,33,23,51,39,63,27,44,19,67,9,78,13,39,0,100,96,63,22,78,41,44,52,50,15,96,63,72,80,56
Channing Frye,CLE,35.5,Big,297,6,20,14,2,27,0,51,0,5,31,54,51,6,56,54,89,18,11,17,29,10,85,51,42,73,66,45,51,27,39,79,81,90,41,46,21,52,29,58,31,38,67,44,8,15,80,63,74,51,95,22,90,86,62,82,82,19,73,11,30,11,28,2,6,12,36,30,66,48,20,18,15,16,77,64,77,67,56,63,11,38,60,38,2,23,1,81,68,85,10,15,3,39,4,0,74,81,1,25,86,58,62,98,95,0,77,6,0,76,77
Markelle Fultz,PHI,20.4,Point,414,63,70,6,100,63,94,0,2,67,20,31,37,4,17,30,69,81,85,97,64,7,17,58,49,14,43,95,58,32,51,45,57,56,51,55,68,25,46,72,39,56,46,91,17,67,70,26,37,58,71,60,84,85,53,90,43,57,56,85,98,10,6,24,13,65,89,98,94,99,57,74,72,25,41,82,68,74,46,59,85,16,13,24,36,19,46,11,11,15,4,65,37,2,7,0,0,0,93,83,87,94,22,0,2,9,0,72,41,63,85
