Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Shareef Abdur-Rahim,28.9,SAC,Big,122,59,-2.8,93,-4.8,97,-5.0%,89,-39.0,65,-0.7,69,-6.4%,74,-35.0,94,-4.5,95,-9.3%,92,-51.4
Malik Allen,27.3,CHI,Big,116,47,-0.3,57,-1.5,3,+7.4%,77,-22.3,84,-1.6,4,+35.1%,97,-83.3,47,-0.2,13,+8.2%,63,-15.1
Carmelo Anthony,21.4,DEN,Forward,192,100,-31.9,74,-2.7,4,+5.4%,53,-7.6,0,,1,+73.1%,0,,91,-3.8,35,+3.6%,52,-6.6
Gilbert Arenas,23.8,WAS,Combo,283,39,+1.6,99,-8.2,2,+8.4%,100,-127.1,100,-7.9,51,0.0%,100,-190.5,55,-0.8,1,+24.6%,98,-75.9
Chucky Atkins,31.2,MEM,Point,101,2,+16.9,36,+0.8,0,+8.7%,75,-21.4,96,-3.2,3,+38.8%,99,-91.7,12,+2.9,0,+25.9%,21,+21.1
Leandro Barbosa,22.9,PHX,Wing,625,28,+4.4,41,+0.2,33,+1.2%,44,+2.4,40,+0.3,22,+11.7%,44,+8.0,42,+0.1,55,+0.1%,42,+3.9
Brent Barry,33.8,SAS,Wing,281,4,+15.2,32,+1.3,28,+2.0%,28,+12.2,28,+0.9,9,+21.0%,36,+17.9,37,+0.5,47,+1.4%,40,+5.6
Shane Battier,27.1,MEM,Forward,128,85,-9.3,83,-3.1,22,+2.7%,75,-21.4,45,+0.2,29,+7.9%,61,-15.0,70,-1.6,10,+9.4%,58,-11.1
Raja Bell,29.1,PHX,Wing,673,42,+1.3,65,-2.1,78,-1.7%,70,-18.4,53,-0.3,84,-11.5%,52,-0.2,71,-1.6,70,-2.4%,70,-21.3
Mike Bibby,27.5,SAC,Point,255,23,+5.5,78,-2.8,92,-3.3%,78,-23.8,0,,3,+40.6%,0,,96,-4.8,100,-17.5%,76,-30.2
Chauncey Billups,29.1,DET,Point,702,82,-8.0,47,-0.4,66,-1.1%,54,-8.4,85,-2.0,90,-16.7%,60,-14.6,29,+1.3,31,+4.0%,65,-16.7
Andrew Bogut,20.9,MIL,Big,168,94,-12.0,59,-1.6,91,-3.1%,38,+5.4,51,-0.1,14,+17.7%,41,+12.7,67,-1.5,97,-11.5%,45,+3.0
Bruce Bowen,34.4,SAS,Wing,440,78,-7.2,28,+1.4,29,+1.5%,26,+15.7,59,-0.5,57,-1.4%,55,-7.5,23,+2.0,24,+4.9%,11,+33.3
Earl Boykins,29.4,DEN,Point,139,3,+15.5,7,+4.1,99,-7.7%,13,+25.2,19,+1.6,100,-35.7%,25,+28.6,22,+2.0,99,-15.2%,23,+18.8
Elton Brand,26.6,LAC,Big,516,0,+21.6,20,+2.5,7,+4.2%,20,+18.8,3,+3.6,9,+21.9%,3,+109.3,66,-1.4,9,+9.9%,64,-15.6
Kwame Brown,23.6,LAL,Big,224,9,+11.7,2,+5.5,16,+3.0%,12,+27.0,17,+1.7,43,+2.2%,20,+33.3,8,+3.6,64,-1.4%,17,+25.6
Kobe Bryant,27.2,LAL,Combo,313,47,+0.2,51,-0.8,56,+0.1%,60,-13.4,93,-2.6,86,-12.8%,97,-85.7,20,+2.2,29,+4.1%,32,+10.7
Greg Buckner,29.1,DEN,Wing,137,96,-15.9,61,-1.9,22,+2.5%,40,+4.4,42,+0.2,2,+42.5%,41,+13.3,72,-1.7,80,-4.0%,39,+6.6
Caron Butler,25.6,WAS,Wing,261,88,-9.4,77,-2.8,1,+8.5%,99,-78.8,61,-0.7,13,+17.8%,97,-85.7,80,-2.7,4,+14.6%,99,-80.0
Marcus Camby,31.6,DEN,Big,175,74,-6.2,100,-8.2,57,+0.1%,96,-52.1,97,-3.5,31,+7.0%,86,-51.9,93,-4.4,27,+4.8%,91,-48.6
Vince Carter,28.8,NJN,Wing,449,58,-2.7,22,+2.0,62,-0.3%,16,+22.7,16,+1.7,6,+26.0%,12,+48.1,39,+0.3,38,+3.1%,28,+13.3
Sam Cassell,36.0,LAC,Point,403,3,+15.8,17,+2.9,52,+0.2%,24,+16.0,59,-0.6,49,+0.5%,64,-16.7,9,+3.5,42,+2.1%,12,+31.3
Tyson Chandler,23.1,CHI,Big,103,16,+8.0,16,+2.9,25,+2.2%,17,+21.3,36,+0.4,80,-10.4%,21,+31.8,21,+2.2,16,+7.2%,20,+21.2
Jason Collins,26.9,NJN,Big,302,51,-0.8,16,+2.9,71,-1.5%,5,+34.5,4,+3.1,41,+2.7%,3,+83.7,46,-0.1,75,-3.3%,29,+13.1
Austin Croshere,30.5,IND,Forward,173,17,+7.1,73,-2.6,98,-6.7%,31,+9.7,97,-3.5,99,-30.6%,67,-24.6,33,+0.9,98,-13.8%,13,+30.4
Erick Dampier,30.3,DAL,Big,447,31,+4.0,31,+1.4,47,+0.5%,43,+2.8,24,+1.1,11,+18.5%,47,+2.4,41,+0.3,65,-1.6%,47,-0.6
Antonio Daniels,30.6,WAS,Point,215,19,+6.9,87,-3.7,97,-5.8%,55,-8.6,8,+2.4,51,0.0%,7,+68.6,100,-6.0,90,-7.1%,83,-34.4
