Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Chauncey Billups,29.1,DET,Point,702,60,+3.6,34,-1.1,89,+3.8%,23,-18.2,38,-0.3,66,+5.4%,53,+2.6,38,-0.7,93,+11.8%,22,-26.2
Andrew Bogut,20.9,MIL,Big,168,29,-4.7,96,+4.7,97,+6.6%,76,+12.4,84,+1.4,91,+23.6%,72,+21.2,82,+2.1,97,+14.7%,27,-23.8
Bruce Bowen,34.4,SAS,Wing,440,9,-12.6,4,-5.6,16,-2.3%,4,-47.2,9,-2.3,19,-10.1%,7,-78.9,5,-3.3,16,-5.7%,14,-38.4
Earl Boykins,29.4,DEN,Point,139,33,-4.4,42,-0.6,10,-3.0%,39,-8.3,76,+1.0,16,-12.1%,69,+19.0,19,-2.1,25,-3.4%,26,-24.3
Elton Brand,26.6,LAC,Big,516,90,+18.6,97,+5.1,84,+2.7%,98,+61.6,82,+1.2,84,+16.7%,97,+134.6,96,+4.1,77,+5.7%,94,+55.3
Kwame Brown,23.6,LAL,Big,224,6,-14.1,21,-2.1,17,-2.0%,28,-14.7,49,+0.0,57,+2.2%,16,-52.3,14,-2.5,16,-6.3%,16,-31.1
Kobe Bryant,27.2,LAL,Combo,313,10,-11.4,1,-7.0,19,-2.0%,12,-27.1,0,-5.0,0,-65.9%,9,-73.1,22,-1.8,23,-3.9%,71,+11.7
Greg Buckner,29.1,DEN,Wing,137,41,-1.7,7,-4.4,68,+1.5%,27,-15.3,27,-0.8,59,+2.9%,30,-19.3,6,-3.2,36,-1.3%,40,-10.4
Caron Butler,25.6,WAS,Wing,261,3,-16.1,23,-1.9,95,+4.4%,34,-10.9,9,-2.2,86,+17.6%,5,-83.3,55,+0.1,46,+0.0%,72,+13.5
Marcus Camby,31.6,DEN,Big,175,44,-0.2,65,+0.7,84,+2.8%,68,+7.7,63,+0.5,51,+0.8%,69,+19.0,63,+0.5,72,+4.6%,66,+9.8
Vince Carter,28.8,NJN,Wing,449,91,+18.9,27,-1.4,91,+3.9%,11,-28.3,11,-2.0,76,+9.7%,14,-53.3,70,+0.7,84,+8.6%,45,-5.3
Sam Cassell,36.0,LAC,Point,403,47,+0.5,15,-2.5,66,+1.3%,13,-26.7,44,-0.0,22,-9.2%,39,-5.6,17,-2.2,88,+9.2%,18,-29.8
Tyson Chandler,23.1,CHI,Big,103,74,+8.4,79,+2.3,90,+3.8%,49,-0.7,31,-0.6,87,+17.6%,20,-43.3,92,+3.2,66,+3.6%,82,+23.3
Jason Collins,26.9,NJN,Big,302,59,+3.5,92,+3.6,86,+3.4%,72,+8.7,16,-1.8,29,-6.3%,18,-45.8,97,+5.5,90,+9.7%,88,+40.1
Austin Croshere,30.5,IND,Forward,173,80,+11.4,76,+2.0,85,+3.1%,72,+9.2,86,+1.5,100,+52.5%,99,,60,+0.4,60,+1.6%,44,-5.4
Erick Dampier,30.3,DAL,Big,447,72,+7.4,59,+0.4,47,+0.0%,53,+1.3,66,+0.6,72,+7.7%,62,+15.3,51,+0.1,49,+0.5%,52,-1.9
Antonio Daniels,30.6,WAS,Point,215,94,+20.7,72,+1.5,53,+0.3%,59,+2.8,73,+0.9,37,-4.9%,67,+18.3,68,+0.6,47,+0.1%,50,-2.7
Marquis Daniels,24.8,DAL,Wing,207,32,-4.4,49,-0.3,27,-1.1%,54,+1.6,74,+0.9,65,+4.7%,54,+2.9,33,-1.0,22,-4.0%,47,-3.8
Tony Delk,31.8,DET,Combo,114,50,+1.5,83,+2.6,46,-0.0%,86,+24.9,81,+1.2,50,+0.5%,74,+21.7,81,+2.0,18,-5.1%,85,+32.2
Luol Deng,20.5,CHI,Forward,178,12,-11.1,66,+0.8,81,+2.5%,61,+3.0,14,-1.9,40,-3.6%,17,-49.3,84,+2.4,87,+9.1%,83,+23.5
Boris Diaw,23.5,PHX,Big,793,43,-1.2,67,+0.9,34,-0.5%,59,+2.8,57,+0.2,15,-12.3%,58,+7.5,56,+0.2,40,-0.9%,53,-0.8
DeSagana Diop,23.8,DAL,Big,404,28,-4.8,33,-1.1,70,+1.5%,40,-7.7,70,+0.8,55,+1.6%,68,+18.3,26,-1.7,56,+1.1%,33,-16.2
Chris Duhon,23.2,CHI,Point,127,15,-9.5,18,-2.1,73,+1.9%,31,-11.4,3,-3.1,84,+15.3%,8,-78.2,76,+1.3,73,+5.1%,78,+19.5
Tim Duncan,29.5,SAS,Big,491,92,+19.3,66,+0.8,72,+1.7%,63,+4.4,41,-0.1,56,+1.6%,35,-12.0,73,+0.9,75,+5.4%,61,+6.3
Michael Finley,32.7,SAS,Forward,408,69,+6.1,81,+2.5,72,+1.7%,84,+21.0,89,+1.6,67,+5.6%,87,+55.6,67,+0.6,84,+7.4%,55,+0.4
T.J. Ford,22.6,MIL,Point,160,64,+4.9,28,-1.4,60,+1.0%,55,+1.9,60,+0.4,83,+15.0%,72,+21.2,23,-1.8,31,-1.8%,35,-14.4
Pau Gasol,25.3,MEM,Big,157,89,+16.3,85,+2.8,69,+1.5%,83,+18.8,50,+0.0,97,+33.3%,46,0.0,90,+2.8,74,+5.1%,84,+30.4
Devean George,28.2,LAL,Wing,120,65,+5.4,88,+3.0,64,+1.1%,90,+27.5,96,+2.7,48,-0.7%,92,+77.8,72,+0.8,55,+0.9%,66,+10.0
Manu Ginobili,28.3,SAS,Wing,424,77,+10.1,69,+1.2,49,+0.1%,82,+18.2,40,-0.2,52,+0.9%,46,0.0,77,+1.3,52,+0.6%,78,+21.3
Drew Gooden,24.1,CLE,Big,280,11,-11.4,41,-0.7,83,+2.6%,25,-16.4,33,-0.6,62,+3.6%,32,-16.1,47,-0.2,39,-1.0%,34,-15.4
Ben Gordon,22.6,CHI,Wing,244,71,+7.2,54,+0.1,82,+2.6%,34,-10.3,84,+1.3,97,+33.3%,78,+26.1,28,-1.4,59,+1.6%,28,-20.0
Danny Granger,22.5,IND,Forward,158,38,-3.3,86,+2.8,41,-0.2%,91,+33.5,62,+0.4,77,+9.9%,46,0.0,86,+2.4,34,-1.6%,91,+48.9
Adrian Griffin,31.3,DAL,Wing,338,51,+1.6,44,-0.4,77,+2.2%,41,-7.1,53,+0.1,63,+4.5%,41,-3.8,34,-1.0,41,-0.8%,30,-18.2
Richard Hamilton,27.7,DET,Wing,689,67,+5.8,32,-1.1,36,-0.4%,30,-12.0,42,-0.1,42,-1.8%,57,+7.5,28,-1.5,80,+6.5%,22,-26.9
Devin Harris,22.7,DAL,Point,556,37,-3.6,45,-0.4,11,-3.0%,50,-0.5,24,-0.9,7,-17.6%,42,-3.8,66,+0.6,38,-1.0%,62,+7.0
Udonis Haslem,25.4,MIA,Big,647,28,-4.8,51,-0.2,50,+0.2%,38,-8.8,71,+0.8,45,-1.3%,77,+23.9,30,-1.1,64,+2.4%,24,-24.9
Brendan Haywood,25.9,WAS,Big,154,0,-22.1,0,-9.2,18,-2.0%,3,-47.5,6,-2.7,25,-8.1%,12,-54.5,0,-5.8,11,-8.9%,9,-42.8
Kirk Hinrich,24.8,CHI,Combo,233,93,+20.1,99,+12.6,37,-0.4%,99,+88.6,98,+4.2,3,-26.9%,96,+97.4,100,+8.3,71,+4.5%,98,+81.5
Robert Horry,35.2,SAS,Big,223,26,-5.1,47,-0.3,30,-0.7%,60,+2.9,39,-0.2,21,-9.4%,59,+7.9,41,-0.5,42,-0.4%,48,-3.4
Eddie House,27.5,PHX,Combo,121,14,-9.6,74,+1.8,23,-1.2%,77,+14.4,41,-0.1,49,-0.5%,34,-12.8,91,+3.0,43,-0.3%,86,+35.1
Josh Howard,25.5,DAL,Wing,823,61,+4.4,26,-1.4,87,+3.4%,21,-20.7,16,-1.8,44,-1.6%,16,-53.2,54,+0.1,91,+9.8%,53,-1.8
Larry Hughes,26.8,CLE,Wing,333,56,+2.9,75,+2.0,65,+1.3%,80,+17.0,66,+0.6,17,-10.8%,84,+46.8,71,+0.7,78,+6.1%,49,-3.1
Lindsey Hunter,34.9,DET,Point,196,24,-5.4,36,-1.0,12,-2.9%,57,+2.2,48,+0.0,35,-5.2%,51,+1.6,45,-0.3,5,-12.3%,65,+9.2
Zydrunas Ilgauskas,30.4,CLE,Big,353,3,-16.0,11,-3.3,71,+1.6%,14,-26.3,8,-2.5,93,+25.3%,4,-87.5,41,-0.4,44,-0.3%,56,+0.4
Stephen Jackson,27.6,IND,Wing,227,81,+11.7,59,+0.4,66,+1.3%,17,-23.7,69,+0.7,71,+6.9%,89,+58.3,42,-0.3,63,+2.2%,2,-63.5
LeBron James,20.8,CLE,Wing,602,7,-12.8,6,-4.6,97,+6.7%,3,-47.5,10,-2.0,98,+35.3%,3,-89.5,9,-3.0,76,+5.5%,20,-29.4
Antawn Jamison,29.4,WAS,Forward,252,98,+25.3,93,+3.6,44,-0.0%,92,+36.9,52,+0.1,28,-6.7%,78,+27.3,94,+3.6,91,+9.9%,90,+43.4
Richard Jefferson,25.4,NJN,Forward,436,58,+3.1,50,-0.2,76,+2.1%,47,-1.0,87,+1.5,53,+1.5%,90,+59.8,27,-1.6,85,+8.9%,17,-30.5
Jared Jeffries,23.9,WAS,Big,214,25,-5.1,62,+0.6,28,-0.8%,47,-2.2,45,-0.0,37,-4.9%,50,+1.3,44,-0.3,94,+11.9%,37,-12.1
Anthony Johnson,31.1,IND,Point,240,95,+21.3,63,+0.6,92,+4.0%,19,-22.5,59,+0.2,78,+10.4%,13,-53.8,59,+0.4,28,-2.6%,34,-14.8
Damon Jones,29.2,CLE,Combo,171,86,+14.9,87,+2.9,14,-2.9%,93,+37.2,53,+0.1,24,-8.2%,41,-3.8,91,+2.8,22,-4.1%,93,+53.8
Eddie Jones,34.0,MEM,Wing,119,76,+9.8,71,+1.4,28,-0.9%,62,+4.2,97,+3.5,92,+24.7%,94,+88.9,18,-2.1,6,-12.2%,23,-25.1
Fred Jones,26.6,IND,Wing,165,5,-14.8,8,-4.0,61,+1.0%,9,-40.6,21,-1.3,13,-13.2%,24,-29.2,12,-2.7,82,+6.9%,10,-40.2
James Jones,25.1,PHX,Forward,345,22,-6.0,55,+0.2,15,-2.9%,65,+5.2,68,+0.7,18,-10.7%,65,+17.0,53,+0.1,13,-8.2%,63,+7.9
Chris Kaman,23.5,LAC,Big,321,17,-8.8,90,+3.2,26,-1.1%,89,+27.4,91,+1.8,33,-5.2%,85,+51.7,78,+1.4,27,-2.7%,79,+21.4
Jason Kidd,32.6,NJN,Point,449,66,+5.4,82,+2.6,100,+8.7%,10,-33.3,1,-3.4,82,+14.7%,22,-32.4,98,+6.1,100,+31.6%,100,+134.0
Nenad Krstic,22.3,NJN,Big,365,48,+0.6,56,+0.3,93,+4.0%,45,-2.9,46,-0.0,91,+22.2%,45,-2.6,62,+0.5,92,+10.7%,58,+2.9
Shaun Livingston,20.1,LAC,Wing,331,35,-3.8,30,-1.3,20,-1.9%,32,-11.2,20,-1.3,60,+2.9%,2,-95.0,48,-0.0,7,-12.1%,60,+5.0
Corey Maggette,26.0,LAC,Wing,289,47,+0.5,61,+0.6,42,-0.2%,71,+8.4,26,-0.8,33,-5.2%,40,-4.0,75,+1.1,45,-0.2%,64,+8.1
Jamaal Magloire,27.4,MIL,Big,134,45,-0.2,3,-6.5,40,-0.3%,5,-46.3,7,-2.5,3,-32.7%,24,-29.2,11,-2.9,21,-4.4%,6,-50.6
Shawn Marion,27.5,PHX,Forward,848,73,+7.9,38,-0.8,3,-5.1%,51,-0.0,58,+0.2,16,-11.0%,66,+17.1,25,-1.7,9,-9.8%,42,-9.3
Donyell Marshall,32.5,CLE,Big,342,85,+14.2,78,+2.1,16,-2.3%,87,+26.0,90,+1.7,23,-8.4%,88,+55.8,52,+0.1,53,+0.8%,70,+11.5
Kevin Martin,22.7,SAC,Wing,187,88,+15.8,72,+1.7,98,+7.4%,16,-24.1,79,+1.1,89,+19.2%,80,+28.6,64,+0.5,96,+14.3%,3,-59.3
Antonio McDyess,31.2,DET,Big,365,42,-1.4,77,+2.0,53,+0.3%,79,+16.7,78,+1.1,70,+6.6%,64,+16.6,65,+0.5,28,-2.5%,68,+10.2
Andre Miller,29.6,DEN,Combo,181,97,+24.4,40,-0.8,79,+2.4%,36,-10.0,2,-3.2,69,+6.3%,9,-59.0,89,+2.7,97,+15.4%,81,+21.6
Brad Miller,29.6,SAC,Big,166,2,-16.4,39,-0.8,25,-1.2%,64,+5.0,3,-3.0,78,+10.6%,1,-116.7,83,+2.2,34,-1.5%,96,+63.5
Mike Miller,25.7,MEM,Wing,107,1,-21.7,2,-6.8,0,-5.9%,2,-50.0,15,-1.8,4,-24.7%,46,0.0,1,-5.0,17,-5.1%,1,-68.2
Cuttino Mobley,30.2,LAC,Combo,472,30,-4.5,28,-1.4,55,+0.5%,42,-6.9,29,-0.8,47,-1.2%,28,-22.2,43,-0.3,81,+6.8%,69,+11.2
Alonzo Mourning,35.7,MIA,Big,222,79,+10.9,80,+2.5,22,-1.5%,88,+26.6,54,+0.1,58,+2.3%,55,+3.1,85,+2.4,26,-2.7%,87,+35.4
Lamond Murray,32.5,NJN,Forward,190,21,-6.8,25,-1.8,9,-3.4%,41,-7.2,32,-0.6,12,-13.6%,34,-13.5,29,-1.4,10,-9.3%,43,-8.6
Ronald Murray,26.3,CLE,Wing,387,53,+2.2,12,-3.2,24,-1.2%,20,-20.8,34,-0.5,47,-0.9%,28,-24.6,13,-2.5,33,-1.7%,32,-16.6
Steve Nash,31.7,PHX,Point,797,75,+9.3,57,+0.3,62,+1.1%,56,+2.1,18,-1.4,31,-5.5%,27,-25.0,61,+0.5,53,+0.6%,54,-0.7
Andres Nocioni,25.9,CHI,Forward,229,96,+22.4,19,-2.1,22,-1.7%,35,-10.1,88,+1.5,39,-4.8%,86,+55.0,4,-3.9,3,-13.3%,16,-37.1
Dirk Nowitzki,27.4,DAL,Big,980,62,+4.7,98,+6.1,94,+4.3%,95,+50.4,97,+3.2,41,-2.9%,97,+132.5,88,+2.7,78,+6.3%,80,+21.4
Jermaine O'Neal,27.1,IND,Big,216,99,+29.6,94,+4.4,33,-0.6%,96,+51.2,92,+2.1,8,-17.1%,91,+77.8,84,+2.3,41,-0.6%,91,+48.0
Shaquille O'Neal,33.7,MIA,Big,758,34,-4.1,16,-2.3,67,+1.4%,18,-22.8,43,-0.1,67,+5.6%,37,-9.1,21,-1.9,72,+4.8%,21,-28.9
Lamar Odom,26.0,LAL,Forward,313,97,+22.4,64,+0.7,58,+0.7%,33,-11.1,23,-1.0,64,+4.5%,0,-121.4,50,+0.0,83,+6.9%,3,-59.1
Smush Parker,24.4,LAL,Point,258,13,-10.1,14,-2.5,59,+0.7%,0,-70.6,35,-0.4,53,+1.1%,10,-58.3,22,-1.9,57,+1.2%,0,-72.2
Tony Parker,23.5,SAS,Point,473,78,+10.4,95,+4.6,48,+0.1%,97,+56.2,51,+0.1,32,-5.2%,79,+28.0,95,+4.1,51,+0.5%,95,+61.7
Gary Payton,37.3,MIA,Combo,548,34,-3.9,13,-2.9,2,-5.7%,29,-13.1,13,-1.9,5,-21.8%,23,-29.6,31,-1.1,2,-14.5%,46,-4.2
James Posey,28.8,MIA,Wing,595,63,+4.9,35,-1.0,8,-3.7%,53,+1.2,22,-1.1,20,-9.4%,29,-20.5,49,+0.0,8,-11.2%,72,+12.7
Tayshaun Prince,25.7,DET,Wing,744,19,-7.2,68,+1.1,6,-4.1%,73,+9.5,61,+0.4,6,-19.3%,60,+11.8,53,+0.1,24,-3.7%,59,+3.9
Vladimir Radmanovic,25.0,LAC,Forward,243,53,+2.5,10,-3.8,52,+0.2%,8,-41.0,22,-1.3,33,-5.2%,14,-53.3,15,-2.5,37,-1.3%,15,-37.5
Michael Redd,26.2,MIL,Wing,185,84,+12.9,43,-0.4,43,-0.2%,52,+0.2,28,-0.8,95,+26.7%,10,-58.3,57,+0.3,79,+6.4%,57,+2.9
Clifford Robinson,38.9,NJN,Big,197,41,-2.0,17,-2.3,5,-4.5%,43,-5.8,67,+0.6,30,-6.1%,61,+13.3,7,-3.1,1,-16.1%,25,-24.6
Quinton Ross,24.5,LAC,Wing,293,82,+11.8,91,+3.3,74,+2.0%,91,+33.8,91,+1.9,94,+25.4%,95,+94.4,78,+1.4,67,+3.8%,73,+15.8
Bobby Simmons,25.4,MIL,Forward,158,31,-4.5,3,-6.2,75,+2.0%,1,-51.8,12,-1.9,1,-54.5%,22,-35.0,3,-4.2,31,-1.8%,4,-55.6
Joe Smith,30.3,MIL,Big,104,40,-2.2,29,-1.3,1,-5.8%,78,+14.7,34,-0.6,59,+2.6%,33,-15.6,37,-0.7,4,-13.0%,89,+41.9
Eric Snow,32.5,CLE,Point,405,8,-12.8,41,-0.7,54,+0.3%,22,-20.1,55,+0.2,72,+7.3%,38,-7.5,46,-0.3,29,-2.1%,29,-18.6
Jerry Stackhouse,31.0,DAL,Wing,708,59,+3.5,60,+0.6,9,-3.3%,69,+8.0,30,-0.7,36,-5.1%,36,-9.6,79,+1.5,12,-8.7%,76,+18.8
Michael Sweetney,23.0,CHI,Big,118,52,+2.0,9,-3.9,29,-0.7%,15,-26.0,56,+0.2,61,+3.6%,71,+19.9,3,-4.5,54,+0.9%,7,-48.8
Jason Terry,28.1,DAL,Combo,841,70,+6.2,37,-0.9,80,+2.5%,37,-9.3,72,+0.8,88,+18.8%,56,+5.4,24,-1.7,68,+3.9%,31,-18.1
Kenny Thomas,28.3,SAC,Big,147,22,-6.0,53,+0.0,4,-4.5%,81,+18.2,65,+0.6,54,+1.5%,59,+11.1,40,-0.5,9,-9.7%,77,+19.4
Tim Thomas,28.7,PHX,Big,635,66,+5.5,20,-2.1,78,+2.3%,28,-14.9,17,-1.4,90,+21.4%,19,-43.4,35,-0.9,50,+0.5%,41,-10.3
Nick Van Exel,33.9,SAS,Point,128,16,-8.9,9,-3.9,32,-0.6%,6,-43.7,25,-0.9,43,-1.6%,21,-36.0,8,-3.1,35,-1.4%,8,-46.3
Keith Van Horn,30.0,DAL,Forward,162,9,-12.4,53,-0.1,13,-2.9%,74,+9.7,28,-0.8,14,-12.7%,66,+17.4,74,+0.9,58,+1.2%,74,+16.1
Anderson Varejao,23.1,CLE,Big,226,78,+10.3,78,+2.2,31,-0.7%,78,+16.3,85,+1.4,9,-17.1%,84,+45.5,66,+0.6,61,+1.8%,59,+4.0
Jacque Vaughn,30.7,NJN,Combo,153,16,-9.1,16,-2.4,3,-5.2%,70,+8.0,93,+2.2,27,-7.0%,81,+29.9,2,-4.8,3,-14.5%,19,-29.8
Sasha Vujacic,21.7,LAL,Wing,128,87,+15.1,84,+2.7,41,-0.2%,94,+45.7,80,+1.1,80,+14.5%,75,+22.2,80,+2.0,20,-4.6%,97,+81.3
Dwyane Wade,23.8,MIA,Wing,958,91,+18.6,97,+6.0,59,+0.9%,97,+59.5,95,+2.6,11,-13.9%,93,+78.2,93,+3.5,69,+4.1%,92,+50.6
Antoine Walker,29.2,MIA,Forward,856,39,-3.1,89,+3.1,91,+3.9%,84,+21.8,64,+0.5,81,+14.7%,44,-3.1,87,+2.6,86,+9.0%,84,+29.6
Ben Wallace,31.1,DET,Big,638,46,+0.3,47,-0.3,38,-0.4%,44,-4.2,37,-0.3,41,-3.3%,49,+1.3,39,-0.7,66,+3.8%,36,-13.8
Rasheed Wallace,31.1,DET,Big,627,57,+3.0,46,-0.4,39,-0.3%,66,+5.3,19,-1.3,26,-7.1%,26,-28.9,69,+0.7,62,+2.1%,75,+17.3
Luke Walton,25.6,LAL,Forward,234,4,-15.0,48,-0.3,57,+0.7%,46,-2.8,59,+0.3,75,+9.2%,63,+15.9,32,-1.1,59,+1.4%,11,-40.2
Bonzi Wells,29.1,SAC,Wing,248,100,+37.0,100,+13.2,78,+2.2%,100,+131.1,99,+7.1,66,+4.7%,98,+193.8,99,+6.1,70,+4.3%,99,+92.0
Jason Williams,30.0,MIA,Point,679,36,-3.6,73,+1.8,96,+6.5%,48,-1.0,78,+1.1,96,+26.7%,53,+2.5,58,+0.4,98,+15.8%,38,-11.1
Metta World Peace,26.0,SAC,Wing,196,20,-6.9,22,-2.0,34,-0.5%,16,-25.0,77,+1.0,9,-15.5%,43,-3.6,9,-3.0,19,-4.8%,12,-40.0
