Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Brandon Bass,26.5,BOS,Big,603,20,+7.7,11,+4.4,11,+3.4%,23,+17.5,36,+0.6,30,+6.5%,58,-6.0,12,+3.8,36,+2.4%,20,+28.3
Shane Battier,33.1,MIA,Wing,761,46,+0.5,33,+1.6,40,+0.7%,30,+12.7,25,+1.0,78,-11.0%,22,+28.8,44,+0.6,17,+7.1%,44,+3.5
Mike Bibby,33.5,NYK,Point,108,30,+4.4,71,-1.6,11,+3.5%,66,-9.8,54,-0.4,46,+1.6%,20,+30.0,73,-1.7,0,+15.9%,79,-24.7
Steve Blake,31.7,LAL,Point,298,18,+8.0,20,+2.5,43,+0.5%,17,+20.4,20,+1.4,66,-5.6%,24,+26.2,33,+1.3,46,+0.3%,27,+22.7
Eric Bledsoe,21.9,LAC,Combo,184,72,-4.7,93,-5.0,88,-3.6%,97,-42.4,52,-0.3,97,-36.5%,40,+6.9,97,-4.7,29,+3.6%,98,-66.0
Matt Bonner,31.6,SAS,Big,156,17,+8.2,15,+3.4,16,+2.9%,20,+18.8,5,+3.0,72,-8.2%,8,+66.6,39,+0.9,21,+5.8%,46,+1.6
Carlos Boozer,29.9,CHI,Big,200,33,+3.9,54,-0.6,47,+0.3%,57,-3.0,50,-0.2,48,+0.2%,37,+9.2,54,-0.3,64,-2.2%,61,-6.1
Chris Bosh,27.6,MIA,Big,438,63,-2.3,25,+2.1,28,+1.6%,29,+13.6,9,+2.5,15,+14.3%,11,+52.4,55,-0.3,42,+0.6%,59,-4.2
Avery Bradley,20.9,BOS,Combo,247,92,-12.5,22,+2.4,18,+2.8%,41,+7.7,75,-1.4,28,+6.9%,84,-37.8,11,+3.9,10,+8.9%,25,+25.7
Elton Brand,32.6,PHI,Big,355,66,-3.0,48,+0.0,31,+1.5%,49,+2.4,33,+0.7,9,+20.0%,46,+3.0,67,-1.0,89,-8.2%,57,-3.6
Corey Brewer,25.7,DEN,Wing,112,75,-5.8,91,-4.7,3,+5.2%,99,-50.6,80,-1.7,11,+19.6%,80,-35.7,84,-2.7,3,+10.5%,94,-57.1
Kobe Bryant,33.2,LAL,Wing,475,13,+10.4,3,+7.3,54,-0.5%,14,+26.3,8,+2.5,82,-12.2%,20,+30.1,8,+4.9,28,+4.3%,22,+27.7
Caron Butler,31.6,LAC,Wing,266,12,+10.8,7,+5.1,10,+3.8%,9,+32.4,64,-0.8,29,+6.6%,56,-5.4,5,+5.8,28,+4.0%,8,+56.3
Andrew Bynum,24.0,LAL,Big,450,37,+2.8,44,+0.7,72,-1.7%,54,-1.3,95,-3.8,83,-12.7%,82,-36.5,9,+4.6,38,+1.4%,26,+25.0
Vince Carter,34.8,DAL,Wing,106,52,-0.5,89,-3.6,95,-5.3%,80,-21.7,62,-0.7,95,-30.3%,28,+22.9,85,-2.9,98,-15.7%,85,-36.6
Mario Chalmers,25.5,MIA,Point,801,69,-4.0,72,-2.0,26,+1.9%,79,-18.7,54,-0.4,39,+3.0%,55,-5.3,72,-1.7,37,+1.9%,76,-23.4
Tyson Chandler,29.1,NYK,Big,166,95,-14.3,68,-1.5,87,-3.6%,64,-8.5,30,+0.8,38,+3.1%,36,+11.3,70,-1.4,73,-3.9%,67,-12.5
Norris Cole,23.0,MIA,Point,142,47,+0.4,50,-0.0,44,+0.4%,58,-3.4,41,+0.3,21,+10.4%,49,+0.5,62,-0.5,51,-0.1%,66,-11.5
Darren Collison,24.2,IND,Point,195,15,+9.9,80,-2.6,37,+1.0%,84,-23.9,21,+1.3,59,-3.5%,28,+22.8,89,-3.2,55,-0.9%,84,-36.4
Nick Collison,31.0,OKC,Big,319,76,-6.0,82,-3.0,21,+2.4%,93,-36.5,84,-1.8,69,-7.1%,88,-45.4,63,-0.8,18,+6.8%,75,-22.9
Mike Conley,24.1,MEM,Point,276,15,+9.1,4,+6.0,69,-1.5%,7,+35.5,49,-0.1,50,+0.1%,75,-27.8,4,+7.3,33,+2.7%,0,+106.1
Glen Davis,25.8,ORL,Big,190,40,+2.0,64,-1.0,97,-6.5%,28,+14.4,93,-3.6,98,-36.7%,25,+24.6,16,+2.6,72,-3.5%,21,+27.8
Luol Deng,26.5,CHI,Wing,227,61,-2.0,40,+1.1,20,+2.5%,39,+9.0,76,-1.5,68,-6.7%,67,-13.5,17,+2.6,8,+9.1%,15,+34.0
Boris Diaw,29.5,SAS,Big,342,96,-16.3,73,-2.0,51,-0.3%,71,-12.0,89,-2.2,34,+3.8%,93,-55.9,46,+0.4,50,-0.0%,34,+10.8
Keyon Dooling,31.5,BOS,Combo,197,54,-0.8,63,-0.9,82,-3.1%,34,+11.5,58,-0.5,93,-23.8%,27,+23.7,60,-0.4,63,-2.2%,42,+5.2
Tim Duncan,35.5,SAS,Big,460,98,-17.6,92,-4.9,23,+2.3%,95,-39.4,94,-3.8,46,+1.7%,95,-63.6,64,-0.9,2,+12.3%,78,-24.5
Kevin Durant,23.1,OKC,Forward,834,37,+2.6,74,-2.1,46,+0.3%,78,-16.5,56,-0.5,18,+12.2%,96,-63.8,72,-1.7,76,-4.3%,60,-5.5
Devin Ebanks,22.0,LAL,Wing,118,94,-14.0,23,+2.3,20,+2.7%,50,+1.0,67,-0.9,87,-16.2%,54,-5.0,15,+3.0,7,+9.5%,52,-0.0
Reggie Evans,31.5,LAC,Big,197,93,-13.0,88,-3.6,63,-1.3%,85,-24.0,27,+0.9,74,-10.2%,24,+25.2,95,-4.4,43,+0.5%,93,-52.9
Kenneth Faried,21.9,DEN,Big,191,46,+0.6,6,+5.3,34,+1.3%,5,+45.5,4,+3.1,79,-11.5%,7,+71.7,26,+1.9,41,+0.7%,20,+30.1
Derrick Favors,20.3,UTA,Big,109,98,-18.0,100,-11.3,99,-8.5%,96,-40.3,81,-1.7,96,-34.6%,9,+62.1,100,-9.5,52,-0.6%,97,-64.2
Landry Fields,23.3,NYK,Wing,105,71,-4.3,13,+4.0,0,+9.2%,20,+18.9,7,+2.5,24,+8.9%,10,+54.5,38,+1.0,1,+15.7%,47,+1.5
Derek Fisher,37.2,OKC,Point,419,57,-1.6,59,-0.8,71,-1.6%,70,-12.0,71,-1.2,91,-23.7%,61,-7.9,40,+0.8,39,+1.3%,55,-2.1
Randy Foye,28.1,LAC,Wing,286,9,+13.0,10,+4.5,37,+0.9%,13,+26.5,72,-1.2,19,+12.1%,80,-34.9,6,+5.6,53,-0.7%,7,+61.4
Danilo Gallinari,23.2,DEN,Forward,219,14,+10.0,2,+7.8,81,-2.7%,1,+70.8,3,+3.2,79,-11.5%,7,+72.3,10,+4.4,96,-11.3%,4,+69.6
Kevin Garnett,35.5,BOS,Big,733,100,-30.1,98,-6.1,91,-4.2%,85,-26.7,85,-1.9,25,+8.5%,86,-42.8,94,-4.1,93,-9.4%,71,-19.0
Marc Gasol,26.8,MEM,Big,260,86,-9.7,29,+1.9,49,-0.1%,37,+10.2,47,+0.0,40,+2.9%,67,-13.7,24,+2.0,47,+0.2%,18,+31.6
Pau Gasol,31.3,LAL,Big,439,62,-2.2,53,-0.5,9,+3.8%,72,-12.1,88,-2.1,16,+14.3%,77,-32.3,34,+1.2,15,+7.3%,63,-7.7
Rudy Gay,25.2,MEM,Forward,279,88,-10.5,97,-5.5,27,+1.8%,100,-73.0,97,-4.5,40,+2.9%,97,-72.2,74,-1.8,14,+7.5%,100,-83.3
Paul George,21.5,IND,Wing,368,67,-3.7,55,-0.6,41,+0.7%,55,-1.7,59,-0.6,80,-11.7%,59,-7.6,41,+0.6,27,+5.0%,50,+0.8
Taj Gibson,26.4,CHI,Big,137,82,-7.5,17,+3.1,36,+1.1%,21,+18.2,19,+1.6,22,+10.0%,19,+30.8,33,+1.4,31,+3.5%,33,+12.9
Manu Ginobili,34.3,SAS,Wing,386,19,+7.8,54,-0.6,59,-0.9%,56,-3.0,28,+0.8,41,+2.6%,39,+7.7,71,-1.6,83,-5.6%,63,-9.1
Danny Granger,28.5,IND,Wing,418,74,-5.4,70,-1.5,98,-6.8%,47,+4.4,83,-1.8,94,-24.3%,59,-6.4,53,-0.2,69,-2.8%,41,+6.5
Danny Green,24.4,SAS,Wing,283,93,-13.9,65,-1.1,46,+0.3%,72,-12.1,53,-0.4,54,-1.1%,52,-1.8,65,-1.0,26,+5.0%,72,-19.0
Blake Griffin,22.6,LAC,Big,391,31,+4.4,11,+4.4,17,+2.9%,11,+27.2,57,-0.5,27,+6.9%,76,-28.8,7,+4.9,34,+2.5%,7,+61.7
Richard Hamilton,33.7,CHI,Wing,170,28,+5.1,75,-2.1,52,-0.3%,68,-10.7,98,-5.4,85,-13.1%,98,-83.3,13,+3.4,67,-2.4%,23,+27.0
Tyler Hansbrough,26.0,IND,Big,152,22,+7.0,30,+1.9,56,-0.6%,16,+21.9,40,+0.5,32,+5.5%,32,+15.7,31,+1.7,89,-8.0%,14,+37.5
James Harden,22.2,OKC,Wing,621,65,-2.6,72,-1.7,90,-4.0%,65,-9.1,76,-1.4,90,-23.5%,69,-13.9,52,-0.2,74,-4.0%,56,-3.3
Al Harrington,31.7,DEN,Big,162,42,+1.1,95,-5.3,67,-1.4%,92,-35.9,86,-2.0,77,-11.0%,72,-17.5,86,-2.9,54,-0.7%,89,-43.5
Devin Harris,28.7,UTA,Point,119,54,-0.9,2,+9.1,60,-0.9%,2,+51.5,82,-1.8,63,-4.8%,94,-61.7,2,+10.9,94,-11.0%,2,+87.8
Udonis Haslem,31.4,MIA,Big,444,38,+2.2,41,+1.0,50,-0.2%,35,+11.2,74,-1.4,43,+2.3%,85,-38.6,24,+2.2,59,-1.3%,15,+33.1
Spencer Hawes,23.5,PHI,Big,328,60,-1.9,26,+2.0,33,+1.3%,36,+11.1,22,+1.2,24,+9.9%,34,+12.4,35,+1.2,67,-2.5%,37,+9.5
Gordon Hayward,21.6,UTA,Wing,122,1,+29.4,28,+2.0,96,-5.9%,18,+19.9,99,-6.1,98,-36.7%,89,-50.0,3,+8.1,44,+0.5%,5,+67.6
Roy Hibbert,24.9,IND,Big,339,59,-1.9,35,+1.5,24,+2.1%,43,+7.2,34,+0.6,37,+3.4%,53,-4.0,37,+1.0,12,+7.7%,41,+6.1
George Hill,25.5,IND,Combo,344,85,-9.5,51,-0.2,58,-0.7%,50,+0.5,77,-1.6,55,-1.3%,73,-22.8,36,+1.1,37,+2.4%,40,+7.3
Jordan Hill,24.3,LAL,Big,210,36,+2.8,60,-0.9,76,-2.1%,40,+8.0,7,+2.5,64,-4.8%,17,+35.9,88,-3.1,84,-5.9%,58,-3.9
Kirk Hinrich,30.8,ATL,Combo,140,64,-2.6,81,-3.0,24,+2.1%,89,-31.6,91,-3.0,31,+6.1%,98,-92.2,58,-0.4,32,+3.0%,64,-9.9
Jrue Holiday,21.4,PHI,Combo,492,53,-0.7,77,-2.3,2,+7.1%,94,-39.2,35,+0.6,6,+29.0%,44,+5.0,87,-3.0,9,+9.0%,95,-58.8
Ryan Hollins,27.1,BOS,Big,146,27,+5.7,36,+1.5,13,+3.1%,45,+5.4,65,-0.8,84,-12.9%,62,-8.5,21,+2.3,5,+10.2%,37,+8.5
Al Horford,25.4,ATL,Big,107,50,+0.1,16,+3.1,94,-5.3%,4,+47.8,1,+4.4,76,-10.4%,2,+116.7,67,-1.0,76,-4.1%,32,+17.0
Serge Ibaka,22.1,OKC,Big,567,39,+2.1,37,+1.5,50,-0.2%,24,+16.5,11,+2.2,17,+13.7%,14,+43.4,68,-1.1,66,-2.3%,65,-9.9
Andre Iguodala,27.8,PHI,Wing,504,91,-12.4,63,-1.0,39,+0.8%,83,-23.6,89,-2.4,20,+10.6%,92,-55.6,32,+1.4,45,+0.4%,53,-0.6
Stephen Jackson,33.6,SAS,Wing,282,11,+12.7,9,+4.6,75,-1.8%,6,+39.5,15,+1.7,51,-0.4%,15,+41.4,15,+2.7,88,-7.6%,11,+39.3
LeBron James,26.8,MIA,Forward,978,76,-6.6,61,-0.9,42,+0.7%,51,-0.1,16,+1.7,44,+2.0%,15,+40.7,80,-2.5,58,-0.9%,68,-13.1
Al Jefferson,26.8,UTA,Big,140,2,+21.4,1,+11.6,98,-8.0%,2,+67.2,93,-3.7,22,+10.0%,99,-109.5,0,+15.2,100,-22.5%,1,+104.7
Joe Johnson,30.3,ATL,Wing,242,85,-9.3,34,+1.6,76,-2.0%,61,-5.4,18,+1.6,5,+30.4%,1,+133.3,56,-0.3,93,-9.7%,80,-28.8
James Jones,31.1,MIA,Wing,149,25,+6.1,85,-3.4,28,+1.7%,91,-35.8,73,-1.2,33,+4.3%,79,-33.9,77,-2.3,70,-3.1%,88,-40.2
DeAndre Jordan,23.3,LAC,Big,245,5,+16.0,8,+4.8,15,+3.1%,10,+30.5,63,-0.7,10,+19.7%,76,-29.2,7,+5.5,24,+5.2%,6,+64.3
Jason Kidd,38.6,DAL,Point,143,79,-7.2,5,+5.6,29,+1.6%,3,+50.4,2,+3.2,14,+15.8%,4,+80.0,19,+2.5,11,+7.7%,11,+39.2
Ty Lawson,24.0,DEN,Point,241,68,-3.9,43,+0.9,93,-5.2%,32,+11.9,31,+0.8,89,-23.3%,33,+14.2,51,-0.1,87,-7.3%,38,+8.2
Kawhi Leonard,20.3,SAS,Forward,376,49,+0.1,57,-0.7,19,+2.7%,76,-15.1,55,-0.4,42,+2.6%,71,-16.8,61,-0.4,7,+9.7%,70,-16.4
Shawn Marion,33.5,DAL,Forward,139,99,-26.5,47,+0.3,7,+4.0%,42,+7.2,23,+1.1,0,+45.2%,81,-36.4,63,-0.9,81,-5.3%,50,+0.5
Kenyon Martin,33.8,LAC,Big,191,73,-5.4,84,-3.3,84,-3.2%,80,-19.1,43,+0.2,73,-9.1%,29,+22.2,92,-3.5,82,-5.5%,90,-44.5
O.J. Mayo,24.0,MEM,Combo,163,34,+3.6,76,-2.2,22,+2.4%,69,-11.7,51,-0.2,33,+5.2%,51,-1.4,76,-2.0,80,-5.2%,74,-22.4
JaVale McGee,23.8,DEN,Big,181,78,-7.1,67,-1.4,55,-0.6%,67,-10.6,44,+0.2,15,+14.5%,41,+6.8,75,-1.9,50,-0.0%,77,-23.8
Andre Miller,35.6,DEN,Combo,199,55,-1.2,78,-2.4,8,+3.8%,89,-31.8,50,-0.2,2,+36.2%,54,-5.0,80,-2.5,22,+5.7%,93,-50.0
Mike Miller,31.7,MIA,Wing,366,20,+7.4,21,+2.5,80,-2.7%,15,+25.0,38,+0.5,50,-0.2%,33,+13.2,22,+2.3,79,-4.6%,17,+31.9
Paul Millsap,26.7,UTA,Big,138,10,+12.9,12,+4.3,57,-0.7%,33,+11.7,100,-6.4,45,+1.8%,100,-128.8,2,+10.7,68,-2.6%,3,+75.6
Gary Neal,27.1,SAS,Combo,204,7,+15.6,20,+2.5,79,-2.7%,15,+22.7,14,+2.0,47,+1.1%,18,+31.4,42,+0.6,98,-13.2%,31,+20.3
Jameer Nelson,29.7,ORL,Point,181,3,+16.8,37,+1.3,80,-2.7%,46,+5.0,61,-0.6,75,-10.2%,31,+17.5,27,+1.9,95,-11.0%,51,0.0
Dirk Nowitzki,33.4,DAL,Big,153,0,+33.4,33,+1.6,67,-1.4%,19,+18.9,66,-0.8,92,-23.8%,50,0.0,20,+2.4,11,+8.7%,11,+39.2
Tony Parker,29.5,SAS,Point,504,97,-17.4,98,-6.1,33,+1.4%,98,-44.3,92,-3.5,72,-7.7%,90,-51.0,85,-2.7,6,+9.9%,92,-46.1
Chris Paul,26.5,LAC,Point,421,67,-3.6,31,+1.9,12,+3.2%,12,+26.5,45,+0.1,12,+17.2%,50,-0.8,28,+1.8,48,+0.1%,9,+42.9
Kendrick Perkins,27.0,OKC,Big,515,48,+0.3,32,+1.7,30,+1.6%,28,+15.1,32,+0.7,8,+20.3%,38,+8.8,45,+0.5,54,-0.8%,36,+9.9
Paul Pierce,34.1,BOS,Forward,775,35,+3.1,24,+2.3,4,+4.9%,54,-1.3,39,+0.5,28,+6.8%,68,-13.8,28,+1.8,25,+5.0%,43,+4.8
Mickael Pietrus,29.7,BOS,Wing,392,56,-1.5,59,-0.9,89,-3.6%,52,-0.4,15,+1.8,63,-4.6%,13,+46.4,81,-2.6,85,-6.8%,72,-21.3
Quincy Pondexter,23.6,MEM,Wing,113,21,+7.4,46,+0.6,15,+3.0%,44,+6.1,46,+0.0,49,+0.2%,46,+1.4,49,+0.0,40,+0.9%,54,-0.8
Zach Randolph,30.3,MEM,Big,247,63,-2.3,46,+0.6,89,-3.8%,31,+12.1,37,+0.5,70,-7.4%,48,+0.8,50,+0.0,78,-4.4%,28,+21.6
JJ Redick,27.4,ORL,Wing,121,87,-9.9,28,+1.9,1,+8.2%,63,-8.2,0,+5.8,1,+42.8%,21,+28.9,93,-3.8,13,+7.6%,89,-41.7
Jason Richardson,30.8,ORL,Wing,148,4,+16.3,79,-2.6,100,-12.8%,27,+15.2,98,-5.9,99,-38.1%,63,-9.8,14,+3.3,99,-18.2%,10,+41.7
Rajon Rondo,25.7,BOS,Point,805,11,+12.2,50,+0.0,25,+2.0%,59,-5.1,48,-0.0,7,+26.5%,64,-10.3,48,+0.0,49,-0.0%,54,-1.0
Thabo Sefolosha,27.5,OKC,Wing,443,50,-0.4,18,+2.6,7,+3.9%,24,+16.5,24,+1.0,11,+18.7%,37,+9.8,29,+1.8,19,+6.6%,24,+26.5
Ramon Sessions,25.6,LAL,Combo,375,77,-7.0,94,-5.3,59,-0.8%,88,-30.5,87,-2.1,13,+16.0%,87,-43.1,91,-3.5,63,-2.2%,83,-33.4
JR Smith,26.1,NYK,Wing,169,24,+6.1,99,-8.0,41,+0.7%,93,-38.5,90,-2.9,61,-4.1%,93,-57.4,98,-5.4,33,+2.6%,86,-37.0
Josh Smith,25.9,ATL,Big,194,41,+1.5,15,+3.3,74,-1.8%,24,+16.9,29,+0.8,53,-0.6%,30,+19.0,23,+2.2,46,+0.3%,33,+11.8
Marreese Speights,24.2,MEM,Big,100,58,-1.7,67,-1.4,2,+5.6%,77,-16.1,85,-1.9,71,-7.5%,89,-46.7,54,-0.2,4,+10.5%,67,-12.4
Tiago Splitter,26.8,SAS,Big,166,6,+15.8,14,+3.9,85,-3.2%,8,+32.4,2,+4.4,85,-13.0%,3,+82.3,59,-0.4,92,-9.1%,45,+2.0
Greg Stiemsma,26.1,BOS,Big,141,2,+18.1,62,-0.9,13,+3.1%,63,-5.7,10,+2.4,60,-4.1%,6,+73.4,89,-3.3,20,+6.4%,85,-36.6
Amar'e Stoudemire,29.0,NYK,Big,139,29,+4.5,52,-0.3,45,+0.4%,74,-13.4,63,-0.7,4,+32.1%,91,-53.3,50,+0.0,80,-5.2%,59,-4.2
Jeff Teague,23.4,ATL,Point,224,33,+3.8,19,+2.5,48,+0.1%,61,-5.4,17,+1.7,3,+35.6%,1,+133.3,43,+0.6,91,-8.4%,80,-28.8
Jason Terry,34.1,DAL,Wing,138,81,-7.4,96,-5.3,73,-1.7%,90,-32.8,78,-1.6,92,-23.8%,65,-12.5,93,-3.8,72,-3.9%,87,-40.0
Ronny Turiaf,28.8,MIA,Big,106,83,-8.3,76,-2.3,63,-1.2%,76,-14.8,79,-1.6,88,-18.0%,83,-37.2,57,-0.3,75,-4.1%,48,+1.2
Hedo Turkoglu,32.6,ORL,Wing,162,7,+15.6,80,-2.7,77,-2.2%,60,-5.2,96,-4.5,67,-5.6%,78,-32.6,30,+1.8,41,+0.7%,19,+30.4
Evan Turner,23.0,PHI,Wing,443,51,-0.5,42,+0.9,70,-1.6%,37,+10.6,80,-1.6,56,-2.2%,85,-39.6,18,+2.6,62,-1.9%,16,+32.0
Dwyane Wade,29.8,MIA,Wing,898,80,-7.2,90,-4.0,32,+1.5%,87,-30.4,72,-1.2,67,-6.1%,74,-24.3,82,-2.7,24,+5.5%,82,-31.1
CJ Watson,27.5,CHI,Point,164,72,-4.3,7,+5.2,6,+4.1%,11,+27.9,26,+1.0,54,-1.0%,35,+12.1,11,+4.3,2,+10.5%,13,+38.0
David West,31.2,IND,Big,415,90,-12.4,86,-3.4,35,+1.1%,86,-29.7,59,-0.5,36,+3.7%,43,+6.5,90,-3.4,15,+7.2%,96,-63.7
Russell Westbrook,23.0,OKC,Point,765,41,+1.6,27,+2.0,78,-2.6%,7,+33.4,20,+1.4,20,+11.3%,23,+26.9,47,+0.0,85,-6.6%,24,+26.8
Lou Williams,25.0,PHI,Point,354,43,+0.8,56,-0.6,61,-1.0%,59,-4.8,13,+2.1,76,-10.4%,11,+52.8,83,-2.7,35,+2.5%,81,-31.0
Marvin Williams,25.4,ATL,Forward,138,26,+5.7,45,+0.7,62,-1.1%,33,+11.5,11,+2.3,81,-11.8%,5,+76.7,69,-1.2,16,+7.1%,69,-15.2
Mo Williams,28.9,LAC,Combo,225,84,-8.5,85,-3.3,86,-3.4%,73,-12.8,24,+1.1,58,-2.8%,16,+38.0,96,-4.5,86,-7.2%,91,-45.7
Metta World Peace,32.0,LAL,Wing,233,45,+0.6,39,+1.1,54,-0.5%,41,+7.6,37,+0.5,52,-0.6%,45,+4.8,46,+0.4,61,-1.8%,35,+10.0
Nick Young,26.4,LAC,Wing,196,89,-10.9,89,-3.8,72,-1.6%,82,-23.0,12,+2.1,58,-2.8%,12,+47.6,98,-5.9,60,-1.8%,98,-70.2
Thaddeus Young,23.4,PHI,Big,275,24,+6.3,38,+1.2,64,-1.3%,38,+9.1,70,-1.1,89,-19.2%,63,-9.2,20,+2.3,30,+3.6%,28,+21.6
