Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
P.J. Brown,38.0,BOS,Big,329,9,+10.7,27,+1.7,66,-1.1%,17,+25.3,58,-0.2,43,+2.5%,43,+12.6,20,+2.0,79,-4.6%,17,+37.3
Kobe Bryant,29.2,LAL,Wing,859,56,-2.3,81,-2.6,41,+0.6%,82,-28.8,87,-2.4,22,+9.7%,96,-73.7,61,-0.7,48,+1.0%,70,-17.3
Caron Butler,27.6,WAS,Wing,245,100,-25.3,20,+2.5,10,+3.9%,51,+0.7,38,+0.5,84,-14.3%,32,+22.9,20,+2.0,2,+15.4%,0,
Jose Calderon,26.1,TOR,Point,118,91,-12.6,98,-9.7,98,-6.9%,98,-56.7,99,-5.6,96,-33.0%,98,-111.1,96,-4.1,95,-13.2%,83,-40.5
Marcus Camby,33.6,DEN,Big,123,11,+10.0,29,+1.7,13,+3.2%,52,0.0,47,+0.1,51,0.0%,65,-20.0,19,+2.0,8,+10.4%,21,+24.1
Sam Cassell,38.0,BOS,Combo,259,65,-3.2,43,+0.1,80,-1.8%,56,-1.6,56,-0.1,68,-5.9%,46,+7.9,43,+0.3,72,-2.7%,57,-6.2
Tyson Chandler,25.1,NOH,Big,409,95,-13.7,73,-1.5,16,+2.3%,84,-30.6,12,+1.6,3,+31.5%,13,+47.6,90,-3.0,18,+7.5%,92,-53.5
Josh Childress,24.4,ATL,Wing,193,80,-8.3,23,+2.0,79,-1.7%,22,+21.2,16,+1.4,37,+4.9%,11,+51.7,46,+0.2,45,+1.8%,59,-7.0
Samuel Dalembert,27.5,PHI,Big,192,24,+7.1,11,+3.2,71,-1.3%,5,+39.6,15,+1.5,53,-0.7%,12,+50.8,36,+0.9,74,-2.8%,35,+14.9
Antonio Daniels,32.6,WAS,Point,151,60,-2.7,30,+1.7,28,+1.4%,27,+13.9,37,+0.5,30,+6.7%,17,+38.6,32,+1.1,6,+11.9%,38,+9.1
Glen Davis,21.8,BOS,Big,112,6,+14.1,51,-0.2,25,+1.5%,55,-1.4,43,+0.2,25,+9.1%,50,+1.1,56,-0.4,50,+0.8%,58,-6.6
Carlos Delfino,25.2,TOR,Wing,120,97,-16.5,98,-9.5,99,-9.2%,99,-59.1,98,-3.8,91,-24.7%,100,-163.6,98,-5.7,96,-13.8%,86,-44.0
Boris Diaw,25.5,PHX,Big,174,64,-3.0,25,+1.9,93,-5.0%,4,+39.7,63,-0.5,55,-1.0%,38,+16.7,13,+2.4,89,-8.4%,11,+47.4
Keyon Dooling,27.5,ORL,Combo,141,76,-7.3,50,-0.2,95,-5.3%,3,+41.8,65,-0.5,84,-15.8%,30,+28.1,45,+0.2,91,-10.2%,10,+48.6
Tim Duncan,31.5,SAS,Big,662,16,+8.6,7,+3.8,11,+3.7%,9,+35.4,11,+1.7,59,-2.1%,7,+63.5,18,+2.1,38,+2.9%,26,+22.1
Maurice Evans,29.0,ORL,Wing,277,67,-3.9,45,+0.0,60,-0.4%,49,+2.4,20,+1.2,86,-16.9%,21,+37.0,68,-1.0,52,+0.6%,73,-22.5
Reggie Evans,27.5,PHI,Big,139,93,-13.1,62,-0.8,36,+0.8%,77,-21.8,95,-3.1,4,+30.7%,99,-113.0,11,+2.8,29,+3.9%,8,+50.0
Jordan Farmar,20.9,LAL,Point,341,8,+10.8,9,+3.4,52,-0.0%,14,+29.2,16,+1.5,79,-10.7%,14,+46.7,25,+1.5,65,-1.7%,27,+19.9
Michael Finley,34.7,SAS,Forward,373,18,+7.9,28,+1.7,62,-0.6%,33,+9.1,34,+0.7,35,+5.2%,47,+3.4,28,+1.4,76,-3.5%,31,+16.6
Derek Fisher,33.2,LAL,Point,663,85,-9.3,91,-3.9,61,-0.4%,87,-32.3,78,-1.3,33,+6.3%,78,-35.6,80,-2.1,44,+1.9%,78,-29.1
T.J. Ford,24.6,TOR,Point,124,3,+17.6,0,+9.4,3,+5.9%,2,+56.7,2,+5.5,7,+25.0%,3,+111.1,5,+3.9,11,+10.1%,14,+40.5
Kevin Garnett,31.5,BOS,Big,984,89,-11.8,75,-1.9,45,+0.4%,79,-25.3,31,+0.9,60,-2.3%,45,+8.5,89,-2.8,51,+0.7%,84,-41.7
Pau Gasol,27.3,LAL,Big,834,59,-2.7,72,-1.4,18,+1.9%,65,-9.3,84,-1.7,21,+9.9%,75,-34.0,60,-0.6,19,+7.1%,66,-11.5
Daniel Gibson,21.7,CLE,Combo,276,34,+3.5,14,+3.1,46,+0.4%,10,+33.9,39,+0.4,77,-10.4%,34,+19.5,9,+2.9,12,+9.5%,11,+46.3
Manu Ginobili,30.3,SAS,Wing,554,49,-0.7,71,-1.4,20,+1.7%,69,-12.7,61,-0.3,39,+4.7%,73,-30.3,71,-1.5,57,-0.6%,67,-13.3
Willie Green,26.3,PHI,Wing,141,14,+9.2,36,+0.8,11,+3.4%,43,+4.6,22,+1.2,75,-9.7%,20,+37.5,65,-0.8,2,+15.2%,89,-50.9
Richard Hamilton,29.7,DET,Wing,648,69,-4.4,34,+1.2,5,+5.4%,53,-0.9,34,+0.7,2,+33.6%,85,-49.1,41,+0.6,13,+8.5%,46,+3.8
Matt Harpring,31.4,UTA,Wing,208,37,+2.7,64,-0.8,58,-0.3%,70,-13.2,9,+1.8,27,+7.5%,26,+31.7,84,-2.4,75,-2.8%,82,-36.5
Chuck Hayes,24.4,HOU,Big,103,57,-2.7,89,-3.5,66,-1.0%,95,-46.2,55,-0.1,74,-9.5%,38,+16.7,87,-2.8,61,-0.7%,96,-68.9
Brendan Haywood,27.9,WAS,Big,178,73,-6.1,68,-1.1,64,-0.6%,34,+8.9,7,+1.9,30,+6.7%,20,+38.1,93,-3.1,75,-3.0%,65,-10.8
Al Horford,21.4,ATL,Big,265,43,+1.5,95,-6.1,92,-4.9%,84,-29.3,89,-2.6,93,-25.8%,80,-41.2,94,-3.3,99,-18.4%,72,-21.7
Robert Horry,37.2,SAS,Big,137,70,-5.1,48,-0.1,30,+1.3%,44,+4.5,36,+0.7,41,+3.1%,25,+31.7,62,-0.7,30,+3.7%,55,-4.9
Eddie House,29.5,BOS,Combo,136,45,+0.7,41,+0.3,59,-0.4%,39,+7.0,74,-0.9,81,-13.6%,52,-3.8,29,+1.3,32,+3.6%,34,+15.4
Dwight Howard,21.9,ORL,Big,421,87,-9.7,5,+4.2,2,+7.0%,28,+12.9,18,+1.4,15,+16.0%,88,-52.8,7,+3.0,7,+10.7%,8,+50.0
Josh Howard,27.5,DAL,Wing,170,98,-22.8,35,+0.9,80,-2.2%,30,+12.5,73,-0.9,12,+18.9%,53,-7.1,42,+0.5,88,-7.0%,25,+22.7
Lindsey Hunter,36.9,DET,Point,115,79,-8.0,21,+2.3,83,-2.8%,16,+28.1,25,+1.0,28,+7.4%,19,+38.5,31,+1.2,89,-7.9%,37,+13.0
Andre Iguodala,23.8,PHI,Wing,228,7,+11.7,70,-1.3,8,+4.4%,88,-32.5,90,-2.6,98,-42.9%,98,-93.8,55,-0.4,3,+14.3%,98,-75.0
Zydrunas Ilgauskas,32.4,CLE,Big,392,66,-3.4,92,-4.1,44,+0.5%,89,-34.9,86,-2.2,71,-8.5%,84,-45.0,78,-2.1,58,-0.6%,80,-31.0
Allen Iverson,32.4,DEN,Combo,157,51,-1.0,26,+1.9,42,+0.6%,35,+8.6,51,-0.0,83,-14.3%,33,+22.7,16,+2.2,4,+13.1%,36,+14.5
Bobby Jackson,34.6,HOU,Combo,137,72,-6.0,86,-3.1,35,+0.8%,92,-42.6,45,+0.2,66,-4.5%,11,+52.8,95,-4.0,31,+3.7%,100,-101.4
LeBron James,22.8,CLE,Forward,550,96,-15.0,69,-1.2,97,-6.0%,50,+1.4,33,+0.7,70,-6.7%,39,+15.8,79,-2.1,98,-16.0%,60,-7.2
Antawn Jamison,31.4,WAS,Forward,236,0,+42.8,2,+8.4,7,+4.7%,1,+71.3,1,+6.2,97,-40.0%,2,+170.6,17,+2.2,16,+8.2%,98,-78.1
Joe Johnson,26.3,ATL,Wing,274,47,-0.0,90,-3.8,87,-3.4%,80,-26.4,96,-3.5,100,-65.4%,80,-41.2,50,-0.1,70,-2.4%,56,-5.3
Jason Kapono,26.7,TOR,Forward,151,92,-12.9,100,-12.7,100,-14.7%,100,-71.9,98,-4.0,98,-41.2%,91,-60.0,100,-8.8,100,-27.0%,97,-73.2
Jason Kidd,34.6,DAL,Point,179,90,-12.0,99,-12.4,86,-3.3%,98,-52.6,93,-3.0,46,+1.3%,84,-46.7,99,-8.1,66,-2.1%,93,-54.6
Andrei Kirilenko,26.7,UTA,Wing,386,57,-2.4,56,-0.4,47,+0.3%,52,-0.6,89,-2.5,67,-5.2%,86,-49.3,23,+1.7,37,+3.0%,25,+23.5
Linas Kleiza,22.8,DEN,Wing,119,48,-0.1,67,-1.1,38,+0.7%,41,+5.2,70,-0.7,13,+18.1%,30,+27.8,48,+0.0,34,+3.4%,48,+2.6
Kyle Korver,26.6,UTA,Wing,258,48,-0.3,39,+0.6,70,-1.3%,45,+4.2,21,+1.2,70,-6.9%,16,+41.4,70,-1.2,71,-2.5%,75,-22.7
Carl Landry,24.1,HOU,Big,103,93,-13.0,83,-2.7,23,+1.6%,85,-31.0,75,-1.0,16,+15.2%,72,-30.0,75,-1.9,43,+1.9%,81,-35.7
Rashard Lewis,28.2,ORL,Big,415,54,-2.0,31,+1.4,30,+1.2%,68,-12.4,39,+0.5,2,+33.0%,89,-54.3,34,+1.1,77,-3.6%,39,+8.7
Kenyon Martin,29.8,DEN,Big,117,84,-9.0,34,+1.0,85,-3.3%,66,-9.7,35,+0.7,14,+17.0%,65,-20.0,57,-0.4,92,-10.3%,75,-22.6
Roger Mason Jr.,27.1,WAS,Combo,114,13,+9.5,70,-1.3,94,-5.3%,42,+5.1,81,-1.5,6,+25.5%,70,-26.1,44,+0.2,98,-16.7%,24,+23.6
Jason Maxiell,24.7,DET,Big,353,82,-8.5,87,-3.1,12,+3.3%,90,-35.8,43,+0.2,45,+1.3%,59,-11.7,93,-3.2,11,+9.8%,85,-43.5
Antonio McDyess,33.1,DET,Big,467,53,-1.3,20,+2.5,75,-1.5%,11,+33.8,61,-0.4,57,-1.2%,55,-7.7,11,+2.7,80,-4.8%,13,+44.1
Tracy McGrady,28.4,HOU,Wing,247,50,-0.7,76,-2.0,89,-3.6%,72,-14.7,62,-0.5,9,+22.9%,94,-66.7,76,-2.0,86,-6.8%,70,-16.7
Andre Miller,31.6,PHI,Combo,228,26,+5.7,19,+2.5,9,+3.9%,21,+22.5,4,+3.1,20,+10.0%,2,+123.5,54,-0.3,35,+3.1%,57,-6.1
Paul Millsap,22.7,UTA,Big,205,30,+4.6,74,-1.6,70,-1.2%,75,-18.2,25,+1.0,26,+7.7%,40,+15.3,81,-2.3,85,-6.0%,80,-35.2
Jamario Moon,27.4,TOR,Forward,103,84,-8.9,3,+6.6,1,+10.8%,7,+35.9,53,-0.1,40,+3.3%,75,-33.3,2,+6.7,1,+20.6%,4,+72.0
Dikembe Mutombo,41.4,HOU,Big,123,35,+3.0,16,+2.5,73,-1.3%,7,+36.7,41,+0.3,63,-3.7%,57,-9.5,10,+2.9,63,-1.3%,2,+73.3
Steve Nash,33.7,PHX,Point,182,7,+13.2,47,-0.1,16,+2.7%,61,-3.0,44,+0.2,17,+15.0%,92,-62.5,52,-0.3,39,+2.7%,44,+4.8
Jameer Nelson,25.7,ORL,Point,332,39,+2.2,66,-1.0,4,+5.8%,96,-49.9,24,+1.1,11,+21.2%,57,-10.5,75,-1.9,7,+11.1%,99,-79.2
Dirk Nowitzki,29.4,DAL,Big,210,75,-6.8,97,-8.3,91,-4.6%,80,-27.0,100,-9.0,95,-32.0%,95,-68.8,40,+0.7,24,+5.4%,41,+5.7
Shaquille O'Neal,35.7,PHX,Big,150,98,-18.8,63,-0.8,32,+1.2%,48,+3.0,50,-0.0,23,+9.5%,44,+10.0,63,-0.8,20,+7.1%,47,+3.3
Fabricio Oberto,32.6,SAS,Big,315,58,-2.7,55,-0.4,84,-3.0%,40,+6.5,60,-0.3,31,+6.5%,61,-13.3,52,-0.3,80,-4.8%,34,+15.0
Lamar Odom,28.0,LAL,Big,784,89,-11.7,79,-2.3,93,-5.0%,70,-13.7,66,-0.5,73,-9.3%,61,-14.7,72,-1.7,93,-12.3%,66,-11.9
Mehmet Okur,28.4,UTA,Big,461,55,-2.3,12,+3.2,65,-1.0%,12,+30.6,30,+0.9,80,-13.5%,24,+34.3,22,+1.8,60,-0.7%,23,+24.0
Jannero Pargo,28.0,NOH,Combo,242,61,-2.7,7,+4.0,37,+0.8%,20,+22.7,57,-0.2,61,-2.8%,63,-15.4,2,+4.2,62,-1.2%,18,+33.6
Anthony Parker,32.4,TOR,Wing,195,2,+25.1,1,+8.7,24,+1.6%,2,+62.9,8,+1.9,29,+7.1%,0,,1,+6.8,20,+7.1%,6,+60.0
Tony Parker,25.5,SAS,Point,651,17,+8.5,46,-0.0,49,+0.1%,23,+19.8,69,-0.6,82,-13.9%,31,+23.3,26,+1.5,30,+3.8%,16,+37.6
Chris Paul,22.5,NOH,Point,483,25,+7.0,58,-0.5,48,+0.2%,66,-10.9,84,-1.8,87,-17.9%,62,-15.0,30,+1.2,10,+10.2%,48,+2.6
Sasha Pavlovic,24.0,CLE,Wing,103,19,+7.9,61,-0.7,90,-4.5%,59,-2.4,10,+1.8,24,+9.4%,18,+38.6,83,-2.3,97,-14.0%,88,-45.6
Kendrick Perkins,23.0,BOS,Big,625,94,-13.3,66,-1.0,43,+0.5%,71,-13.9,59,-0.2,50,+0.4%,67,-20.6,66,-0.9,54,+0.5%,68,-15.3
Morris Peterson,30.2,NOH,Wing,271,77,-7.5,57,-0.5,77,-1.6%,30,+12.6,40,+0.4,54,-0.9%,22,+36.9,66,-0.9,70,-2.4%,43,+5.7
Paul Pierce,30.1,BOS,Forward,986,40,+2.2,30,+1.6,29,+1.3%,29,+12.9,32,+0.8,48,+0.8%,43,+11.7,35,+1.0,34,+3.5%,33,+15.7
James Posey,30.8,BOS,Forward,546,22,+7.3,54,-0.4,57,-0.2%,60,-2.6,48,+0.0,20,+10.0%,60,-12.2,59,-0.5,73,-2.8%,53,-3.2
Leon Powe,23.8,BOS,Big,249,16,+8.6,38,+0.8,63,-0.6%,26,+14.8,68,-0.6,44,+2.2%,34,+21.5,27,+1.4,28,+4.5%,30,+18.4
Tayshaun Prince,27.7,DET,Wing,670,46,+0.7,49,-0.2,96,-5.4%,57,-2.1,72,-0.8,89,-22.8%,36,+19.1,39,+0.7,81,-4.9%,54,-4.1
Vladimir Radmanovic,26.9,LAL,Forward,477,75,-6.4,53,-0.3,34,+0.9%,61,-3.1,48,+0.1,19,+11.3%,58,-11.5,64,-0.8,61,-1.2%,61,-7.2
Theo Ratliff,34.5,DET,Big,116,10,+10.6,85,-3.0,21,+1.7%,89,-34.7,49,+0.0,80,-12.9%,42,+13.8,92,-3.1,14,+8.3%,84,-40.5
Rajon Rondo,21.7,BOS,Point,828,42,+1.6,52,-0.3,33,+1.1%,58,-2.3,42,+0.3,39,+3.9%,56,-8.8,61,-0.6,55,+0.2%,52,-1.3
Luis Scola,27.5,HOU,Big,220,30,+4.3,8,+3.5,26,+1.5%,6,+37.5,14,+1.5,11,+19.0%,15,+45.5,24,+1.5,49,+0.8%,20,+26.3
JR Smith,22.1,DEN,Wing,105,15,+8.7,94,-4.6,39,+0.7%,83,-29.2,93,-3.0,93,-29.0%,64,-17.9,69,-1.2,9,+10.3%,73,-22.5
Joe Smith,32.3,CLE,Big,246,23,+7.2,22,+2.2,89,-3.6%,19,+23.3,6,+2.4,47,+1.0%,7,+60.5,49,-0.1,83,-5.3%,43,+5.3
Josh Smith,21.9,ATL,Big,233,39,+2.3,25,+2.0,7,+4.6%,47,+3.2,70,-0.7,58,-1.7%,80,-41.2,8,+2.9,5,+12.3%,7,+58.5
Jerry Stackhouse,33.0,DAL,Wing,101,12,+9.9,57,-0.5,78,-1.7%,39,+7.3,7,+2.0,89,-22.1%,28,+30.0,86,-2.6,78,-3.9%,49,+1.3
DeShawn Stevenson,26.6,WAS,Wing,195,71,-5.9,48,-0.2,22,+1.6%,38,+7.3,20,+1.2,99,-44.4%,37,+17.1,70,-1.4,16,+7.6%,50,-1.0
Peja Stojakovic,30.4,NOH,Forward,454,27,+5.5,61,-0.7,14,+3.2%,74,-16.8,17,+1.4,1,+43.6%,16,+41.7,80,-2.1,33,+3.5%,79,-30.4
Amar'e Stoudemire,25.0,PHX,Big,201,70,-5.4,80,-2.4,84,-3.0%,67,-12.3,52,-0.1,10,+21.7%,92,-62.5,82,-2.3,84,-5.8%,61,-7.5
Rodney Stuckey,21.5,DET,Combo,346,44,+0.8,17,+2.5,69,-1.2%,15,+28.3,5,+2.7,69,-6.6%,9,+59.9,53,-0.3,67,-2.2%,42,+5.7
Wally Szczerbiak,30.7,CLE,Wing,371,83,-8.8,39,+0.6,6,+4.8%,64,-8.3,29,+0.9,8,+22.9%,35,+19.4,57,-0.5,21,+6.5%,76,-24.3
Jason Terry,30.1,DAL,Combo,179,36,+2.7,84,-3.0,34,+1.1%,91,-36.1,77,-1.2,18,+13.7%,65,-20.0,73,-1.7,68,-2.3%,94,-55.1
Kurt Thomas,35.1,SAS,Big,250,62,-2.8,60,-0.6,52,-0.0%,73,-16.0,80,-1.4,75,-9.5%,83,-43.3,37,+0.9,41,+2.2%,51,-1.3
Ronny Turiaf,24.8,LAL,Big,173,41,+2.2,16,+2.7,74,-1.4%,24,+19.3,13,+1.5,76,-10.2%,25,+34.0,25,+1.5,84,-5.5%,30,+17.1
Hedo Turkoglu,28.6,ORL,Forward,399,20,+7.8,84,-2.9,51,+0.1%,93,-43.9,46,+0.1,38,+4.8%,71,-29.5,89,-2.8,69,-2.3%,89,-48.6
Ime Udoka,30.2,SAS,Forward,202,78,-8.0,42,+0.2,50,+0.1%,46,+3.6,85,-2.2,25,+8.1%,90,-58.9,14,+2.4,57,-0.6%,12,+45.4
Anderson Varejao,25.1,CLE,Big,233,32,+3.9,6,+4.1,27,+1.5%,8,+35.6,11,+1.6,34,+6.0%,27,+31.6,12,+2.6,36,+3.1%,16,+39.5
Sasha Vujacic,23.6,LAL,Wing,437,38,+2.5,52,-0.3,43,+0.5%,54,-1.2,67,-0.6,65,-4.1%,52,-3.3,39,+0.8,47,+1.4%,40,+7.3
Ben Wallace,33.1,CLE,Big,302,86,-9.6,78,-2.3,20,+1.9%,78,-24.6,88,-2.4,72,-8.7%,89,-54.1,48,+0.0,22,+5.9%,63,-9.4
Rasheed Wallace,33.1,DET,Big,584,34,+3.6,10,+3.3,88,-3.5%,18,+24.1,71,-0.8,42,+2.8%,51,-1.9,3,+4.1,93,-12.4%,15,+39.8
Luke Walton,27.6,LAL,Forward,338,25,+6.9,15,+2.9,25,+1.6%,20,+23.0,30,+0.9,43,+2.3%,29,+28.3,16,+2.2,15,+8.3%,20,+24.9
Bonzi Wells,31.1,NOH,Wing,155,29,+4.8,77,-2.2,67,-1.1%,75,-18.1,54,-0.1,88,-20.5%,41,+15.0,77,-2.1,64,-1.4%,77,-26.2
David West,27.2,NOH,Big,484,43,+1.2,96,-7.6,40,+0.7%,97,-51.0,94,-3.1,61,-2.5%,70,-26.7,98,-4.5,39,+2.8%,95,-64.8
Delonte West,24.3,CLE,Point,449,80,-8.4,93,-4.6,57,-0.3%,94,-45.1,83,-1.7,36,+4.9%,87,-52.6,91,-3.1,87,-6.9%,87,-44.7
Deron Williams,23.3,UTA,Point,512,28,+5.1,93,-4.2,15,+2.9%,93,-43.5,82,-1.7,16,+15.6%,69,-24.4,84,-2.5,25,+5.3%,90,-52.0
Lou Williams,21.0,PHI,Combo,106,99,-23.5,32,+1.3,81,-2.4%,25,+17.0,52,-0.1,48,+0.9%,54,-7.5,21,+1.9,90,-8.9%,5,+60.3
Marvin Williams,21.4,ATL,Forward,196,4,+14.8,82,-2.6,31,+1.2%,81,-27.8,79,-1.4,49,+0.5%,74,-30.4,67,-1.0,59,-0.7%,69,-16.2
Thaddeus Young,19.4,PHI,Forward,144,2,+17.7,65,-1.0,72,-1.3%,43,+4.5,23,+1.1,90,-23.3%,6,+66.2,85,-2.5,46,+1.8%,91,-53.3
