Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Sam Cassell,38.0,BOS,Combo,259,48,+0.0,24,-1.9,27,-2.7%,35,-10.8,43,-0.3,22,-12.2%,60,+15.7,25,-1.7,36,-3.2%,25,-24.3
Tyson Chandler,25.1,NOH,Big,409,94,+20.3,83,+2.3,61,+1.0%,75,+16.3,81,+1.8,48,-2.0%,84,+51.3,62,+0.6,35,-3.4%,34,-17.3
Josh Childress,24.4,ATL,Wing,193,90,+17.3,75,+1.6,21,-3.0%,73,+14.3,10,-2.8,3,-34.7%,2,-103.3,93,+4.1,24,-6.0%,87,+36.8
Samuel Dalembert,27.5,PHI,Big,192,17,-7.3,29,-1.6,12,-4.4%,30,-13.7,15,-1.7,24,-11.1%,14,-52.3,59,+0.4,8,-12.9%,56,+3.4
Antonio Daniels,32.6,WAS,Point,151,61,+4.2,38,-0.8,62,+1.2%,38,-9.3,66,+0.8,90,+22.9%,69,+28.6,28,-1.6,39,-2.8%,28,-20.0
Glen Davis,21.8,BOS,Big,112,49,+0.4,22,-2.0,35,-1.7%,15,-24.6,92,+2.5,55,+1.9%,80,+45.5,8,-4.0,22,-6.7%,3,-91.4
Carlos Delfino,25.2,TOR,Wing,120,95,+21.6,43,-0.5,16,-3.9%,80,+20.8,3,-4.2,13,-19.0%,2,-84.6,91,+3.3,18,-7.2%,98,+89.0
Boris Diaw,25.5,PHX,Big,174,80,+10.0,88,+3.3,94,+5.5%,87,+27.6,68,+0.9,99,+43.6%,93,+90.0,84,+2.3,85,+9.2%,80,+25.4
Keyon Dooling,27.5,ORL,Combo,141,6,-14.7,2,-8.4,6,-6.6%,2,-61.0,8,-3.0,48,-1.7%,4,-73.7,3,-5.4,2,-19.7%,10,-61.3
Tim Duncan,31.5,SAS,Big,662,68,+5.5,81,+2.2,64,+1.4%,93,+41.0,64,+0.7,83,+14.3%,82,+50.0,70,+1.1,70,+4.4%,84,+34.4
Maurice Evans,29.0,ORL,Wing,277,25,-4.6,85,+2.9,97,+6.7%,62,+4.9,85,+1.9,81,+13.3%,63,+23.2,69,+0.9,98,+15.5%,47,-2.8
Reggie Evans,27.5,PHI,Big,139,91,+17.4,67,+1.1,39,-1.3%,61,+4.8,86,+1.9,16,-16.7%,89,+63.9,34,-1.3,33,-3.9%,29,-19.8
Jordan Farmar,20.9,LAL,Point,341,4,-16.9,59,+0.7,14,-4.2%,70,+13.4,50,-0.1,8,-24.5%,71,+30.9,64,+0.7,42,-1.6%,62,+7.1
Michael Finley,34.7,SAS,Forward,373,76,+8.5,30,-1.6,50,-0.3%,33,-12.8,75,+1.3,39,-3.5%,85,+53.8,12,-2.6,58,+0.9%,20,-29.3
Derek Fisher,33.2,LAL,Point,663,88,+15.3,34,-0.9,89,+4.5%,27,-16.4,60,+0.5,93,+27.0%,34,-25.0,30,-1.3,60,+1.8%,37,-14.3
T.J. Ford,24.6,TOR,Point,124,53,+1.5,93,+4.3,98,+8.2%,43,-7.2,100,+5.6,98,+39.4%,95,+108.3,35,-0.9,96,+13.8%,9,-63.2
Kevin Garnett,31.5,BOS,Big,984,79,+9.1,25,-1.9,82,+3.5%,14,-24.8,13,-2.0,75,+9.7%,3,-79.7,54,+0.2,61,+1.9%,65,+8.8
Pau Gasol,27.3,LAL,Big,834,87,+15.3,51,+0.2,84,+3.9%,32,-13.4,25,-0.9,59,+2.8%,30,-30.7,66,+0.8,91,+11.1%,39,-8.9
Daniel Gibson,21.7,CLE,Combo,276,81,+10.7,49,+0.2,19,-3.5%,65,+8.6,39,-0.3,51,-0.7%,44,-14.4,61,+0.4,16,-8.2%,66,+12.3
Manu Ginobili,30.3,SAS,Wing,554,46,-1.0,84,+2.6,52,-0.2%,90,+34.0,65,+0.7,86,+18.8%,61,+19.4,76,+1.7,38,-2.8%,83,+32.8
Willie Green,26.3,PHI,Wing,141,20,-6.6,20,-2.0,5,-7.3%,21,-18.7,11,-2.4,66,+5.6%,15,-51.8,65,+0.8,11,-12.6%,41,-7.5
Richard Hamilton,29.7,DET,Wing,648,69,+5.7,9,-3.9,73,+2.8%,3,-55.7,17,-1.5,70,+7.0%,20,-42.1,15,-2.4,75,+5.9%,7,-69.6
Matt Harpring,31.4,UTA,Wing,208,37,-2.0,53,+0.4,17,-3.8%,86,+26.2,89,+2.3,42,-2.9%,93,+84.3,26,-1.6,20,-7.0%,43,-6.7
Chuck Hayes,24.4,HOU,Big,103,9,-11.8,55,+0.4,38,-1.5%,52,0.0,57,+0.3,33,-6.3%,48,-9.5,53,+0.2,26,-5.7%,53,+2.2
Brendan Haywood,27.9,WAS,Big,178,48,-0.2,6,-5.5,26,-2.7%,6,-50.7,33,-0.6,36,-5.1%,39,-16.7,5,-4.9,12,-11.5%,11,-60.4
Al Horford,21.4,ATL,Big,265,0,-21.0,2,-8.2,20,-3.4%,7,-48.2,59,+0.4,18,-14.5%,77,+41.7,1,-8.8,7,-13.3%,7,-69.5
Robert Horry,37.2,SAS,Big,137,41,-1.6,96,+5.0,55,+0.3%,89,+31.5,29,-0.8,43,-2.7%,16,-50.0,97,+5.1,47,-0.5%,92,+57.2
Eddie House,29.5,BOS,Combo,136,82,+11.2,65,+1.1,20,-3.2%,93,+42.0,40,-0.3,23,-11.3%,73,+37.8,78,+1.7,29,-4.4%,93,+61.2
Dwight Howard,21.9,ORL,Big,421,83,+12.1,97,+6.6,85,+3.9%,98,+69.2,87,+2.0,76,+10.0%,88,+63.6,95,+4.6,95,+13.1%,96,+77.1
Josh Howard,27.5,DAL,Wing,170,2,-18.6,1,-9.4,86,+4.0%,0,-84.6,5,-3.7,62,+3.6%,13,-57.8,2,-5.7,54,+0.4%,2,-92.9
Lindsey Hunter,36.9,DET,Point,115,57,+2.5,84,+2.5,81,+3.4%,60,+4.5,89,+2.1,80,+12.0%,57,+9.5,68,+0.9,37,-2.9%,72,+21.4
Andre Iguodala,23.8,PHI,Wing,228,16,-8.3,7,-5.2,3,-7.5%,9,-33.6,12,-2.3,53,0.0%,40,-16.7,11,-2.7,20,-6.8%,16,-34.3
Zydrunas Ilgauskas,32.4,CLE,Big,392,30,-3.3,27,-1.8,66,+1.5%,44,-6.1,36,-0.5,50,-0.8%,45,-13.1,32,-1.3,65,+3.3%,59,+4.6
Allen Iverson,32.4,DEN,Combo,157,66,+5.3,68,+1.2,0,-13.1%,89,+31.9,84,+1.8,2,-40.9%,94,+91.7,38,-0.7,0,-37.8%,61,+5.4
Bobby Jackson,34.6,HOU,Combo,137,23,-6.1,82,+2.2,90,+4.7%,59,+4.3,45,-0.2,70,+6.3%,27,-35.7,86,+2.5,77,+6.8%,75,+23.6
LeBron James,22.8,CLE,Forward,550,98,+25.8,70,+1.3,43,-1.0%,66,+9.3,83,+1.8,34,-6.0%,86,+59.9,42,-0.5,82,+8.6%,14,-43.5
Antawn Jamison,31.4,WAS,Forward,236,19,-7.0,28,-1.7,1,-10.1%,37,-9.8,80,+1.7,10,-23.1%,51,0.0,9,-3.5,41,-2.0%,1,-111.7
Joe Johnson,26.3,ATL,Wing,274,39,-1.7,0,-10.9,4,-7.5%,1,-77.2,55,+0.1,84,+16.7%,22,-40.0,0,-9.8,1,-30.3%,4,-88.6
Jason Kapono,26.7,TOR,Forward,151,86,+14.1,17,-2.4,47,-0.6%,34,-12.8,20,-1.3,38,-3.6%,40,-16.7,21,-1.8,43,-1.4%,30,-19.4
Jason Kidd,34.6,DAL,Point,179,93,+19.9,77,+1.8,83,+3.7%,49,-4.2,97,+3.4,7,-27.8%,98,+153.8,29,-1.6,68,+3.9%,17,-32.1
Andrei Kirilenko,26.7,UTA,Wing,386,70,+5.7,57,+0.6,68,+2.0%,45,-5.6,14,-2.0,34,-5.9%,11,-58.3,84,+2.4,71,+4.5%,82,+26.3
Linas Kleiza,22.8,DEN,Wing,119,62,+4.5,95,+4.9,25,-2.8%,94,+42.1,58,+0.4,64,+4.3%,82,+50.0,94,+4.4,6,-15.3%,89,+41.9
Kyle Korver,26.6,UTA,Wing,258,50,+0.5,25,-1.8,51,-0.3%,20,-19.6,48,-0.2,54,+0.4%,55,+6.0,34,-1.2,69,+4.0%,18,-31.6
Carl Landry,24.1,HOU,Big,103,16,-7.5,39,-0.7,59,+0.7%,22,-18.5,98,+3.4,88,+19.8%,80,+44.3,7,-4.2,14,-9.8%,2,-97.6
Rashard Lewis,28.2,ORL,Big,415,92,+18.0,93,+4.4,57,+0.6%,92,+35.6,84,+1.9,28,-8.9%,88,+63.6,87,+2.5,62,+2.1%,80,+26.2
Kenyon Martin,29.8,DEN,Big,117,22,-6.3,34,-1.1,7,-6.3%,57,+2.4,66,+0.7,32,-6.7%,82,+50.0,20,-1.8,2,-20.0%,31,-19.4
Roger Mason Jr.,27.1,WAS,Combo,114,75,+8.4,73,+1.5,32,-2.2%,83,+23.5,46,-0.2,61,+3.2%,53,+2.5,77,+1.7,31,-4.2%,91,+52.4
Jason Maxiell,24.7,DET,Big,353,59,+2.9,72,+1.3,70,+2.3%,63,+5.8,75,+1.4,67,+5.7%,62,+20.1,51,+0.1,59,+1.2%,49,-1.2
Antonio McDyess,33.1,DET,Big,467,51,+0.7,16,-3.2,48,-0.5%,11,-30.5,16,-1.7,21,-13.5%,21,-40.9,25,-1.7,49,-0.3%,21,-27.9
Tracy McGrady,28.4,HOU,Wing,247,100,+35.9,40,-0.7,33,-1.9%,43,-6.3,11,-2.6,4,-30.6%,19,-43.8,80,+1.9,61,+1.9%,75,+24.0
Andre Miller,31.6,PHI,Combo,228,15,-8.5,11,-3.7,11,-5.0%,16,-24.5,0,-6.8,11,-22.3%,11,-58.3,92,+3.4,20,-6.8%,69,+15.2
Paul Millsap,22.7,UTA,Big,205,30,-3.3,45,-0.2,48,-0.6%,55,+1.7,82,+1.8,61,+3.2%,76,+41.2,22,-1.8,46,-0.5%,33,-17.4
Jamario Moon,27.4,TOR,Forward,103,3,-17.0,39,-0.8,72,+2.5%,20,-19.6,76,+1.4,81,+13.3%,52,+1.2,27,-1.6,44,-1.2%,16,-36.7
Dikembe Mutombo,41.4,HOU,Big,123,84,+12.6,74,+1.5,71,+2.5%,78,+19.8,37,-0.5,75,+9.3%,50,-1.1,81,+2.0,79,+7.5%,88,+40.0
Steve Nash,33.7,PHX,Point,182,63,+4.5,26,-1.8,15,-4.0%,52,0.0,2,-4.5,15,-17.1%,0,-116.7,88,+2.7,19,-7.2%,85,+34.8
Jameer Nelson,25.7,ORL,Point,332,89,+16.0,100,+10.2,92,+5.2%,100,+79.6,90,+2.4,69,+6.2%,75,+40.0,98,+7.7,93,+11.4%,98,+90.0
Dirk Nowitzki,29.4,DAL,Big,210,99,+34.5,91,+3.9,93,+5.4%,79,+20.0,99,+4.6,93,+26.5%,98,+153.8,39,-0.7,97,+13.8%,25,-23.8
Shaquille O'Neal,35.7,PHX,Big,150,31,-3.0,35,-0.9,37,-1.6%,39,-8.8,69,+1.0,5,-30.3%,69,+28.6,20,-1.9,43,-1.6%,22,-27.8
Fabricio Oberto,32.6,SAS,Big,315,60,+3.0,13,-3.5,29,-2.5%,16,-23.7,27,-0.9,52,-0.4%,25,-37.4,16,-2.2,15,-9.2%,26,-22.3
Lamar Odom,28.0,LAL,Big,784,12,-8.8,33,-1.1,75,+2.9%,29,-14.4,30,-0.7,77,+10.6%,17,-48.1,43,-0.3,52,+0.2%,50,-1.0
Mehmet Okur,28.4,UTA,Big,461,72,+7.5,52,+0.3,89,+4.3%,12,-27.3,34,-0.6,79,+12.0%,43,-14.8,57,+0.3,83,+8.6%,12,-52.4
Jannero Pargo,28.0,NOH,Combo,242,26,-4.3,64,+1.0,77,+3.0%,61,+4.5,42,-0.3,57,+2.4%,37,-21.7,66,+0.8,73,+5.5%,73,+22.1
Anthony Parker,32.4,TOR,Wing,195,43,-1.3,98,+7.2,98,+6.8%,99,+78.6,95,+3.2,96,+32.1%,90,+64.7,93,+4.3,98,+15.6%,100,+137.5
Tony Parker,25.5,SAS,Point,651,25,-5.1,48,+0.2,74,+2.9%,71,+13.8,73,+1.2,85,+18.5%,92,+83.3,43,-0.3,78,+7.3%,61,+6.3
Chris Paul,22.5,NOH,Point,483,98,+26.1,14,-3.4,46,-0.7%,8,-34.5,7,-3.5,37,-5.0%,8,-61.9,50,+0.1,48,-0.3%,34,-15.6
Sasha Pavlovic,24.0,CLE,Wing,103,61,+3.5,80,+1.9,34,-1.8%,85,+25.5,96,+3.3,68,+6.1%,66,+26.3,31,-1.3,7,-13.7%,64,+8.3
Kendrick Perkins,23.0,BOS,Big,625,32,-2.9,56,+0.5,80,+3.4%,48,-4.4,26,-0.9,44,-2.5%,33,-26.9,70,+1.1,74,+5.9%,66,+9.4
Morris Peterson,30.2,NOH,Wing,271,67,+5.4,41,-0.7,61,+0.8%,56,+2.2,43,-0.3,45,-2.4%,58,+13.3,48,+0.0,57,+0.7%,44,-4.5
Paul Pierce,30.1,BOS,Forward,986,73,+8.0,44,-0.3,88,+4.3%,26,-16.5,21,-1.2,78,+10.9%,28,-33.9,73,+1.3,90,+10.8%,70,+16.8
James Posey,30.8,BOS,Forward,546,47,-0.9,61,+0.9,13,-4.3%,81,+21.5,80,+1.7,52,-0.5%,78,+43.8,36,-0.9,13,-10.0%,46,-3.7
Leon Powe,23.8,BOS,Big,249,57,+2.2,78,+1.8,36,-1.7%,76,+18.3,93,+2.6,56,+1.9%,90,+64.7,37,-0.9,45,-1.1%,30,-19.5
Tayshaun Prince,27.7,DET,Wing,670,42,-1.6,54,+0.4,57,+0.5%,58,+4.0,16,-1.5,20,-13.9%,42,-15.7,75,+1.4,86,+9.2%,67,+14.0
Vladimir Radmanovic,26.9,LAL,Forward,477,65,+4.7,46,-0.1,66,+1.6%,42,-7.3,53,+0.0,84,+18.4%,38,-17.8,52,+0.2,50,-0.1%,51,-0.1
Theo Ratliff,34.5,DET,Big,116,34,-2.7,69,+1.2,45,-0.8%,84,+25.3,22,-1.2,73,+8.8%,47,-10.8,85,+2.4,63,+2.2%,89,+42.0
Rajon Rondo,21.7,BOS,Point,828,24,-5.6,60,+0.8,76,+3.0%,39,-8.7,57,+0.2,80,+12.9%,34,-26.0,58,+0.4,70,+4.3%,43,-5.4
Luis Scola,27.5,HOU,Big,220,70,+5.8,20,-2.2,24,-2.8%,41,-7.6,2,-5.3,7,-27.4%,7,-63.6,89,+3.2,72,+4.5%,95,+68.1
JR Smith,22.1,DEN,Wing,105,97,+23.1,75,+1.6,75,+3.0%,70,+12.7,72,+1.1,35,-5.6%,31,-30.0,61,+0.5,66,+3.4%,68,+15.2
Joe Smith,32.3,CLE,Big,246,78,+8.6,79,+1.9,22,-3.0%,80,+20.2,63,+0.7,63,+4.0%,72,+35.7,71,+1.2,32,-4.1%,60,+4.9
Josh Smith,21.9,ATL,Big,233,28,-4.2,37,-0.8,100,+9.4%,46,-5.2,67,+0.9,97,+34.5%,22,-40.0,18,-1.9,100,+22.3%,42,-6.8
Jerry Stackhouse,33.0,DAL,Wing,101,27,-4.3,92,+4.1,8,-5.7%,96,+50.1,98,+3.9,39,-3.6%,96,+120.0,56,+0.3,30,-4.2%,78,+25.3
DeShawn Stevenson,26.6,WAS,Wing,195,56,+2.1,15,-3.4,40,-1.3%,13,-25.5,79,+1.6,10,-23.1%,64,+25.0,4,-5.0,34,-3.7%,6,-76.0
Peja Stojakovic,30.4,NOH,Forward,454,75,+8.2,52,+0.3,43,-0.9%,52,-1.3,62,+0.6,31,-8.1%,66,+26.0,57,+0.4,64,+2.6%,19,-29.7
Amar'e Stoudemire,25.0,PHX,Big,201,96,+22.9,99,+9.7,10,-5.2%,98,+75.1,20,-1.4,1,-58.3%,35,-22.2,100,+11.1,10,-12.7%,99,+102.8
Rodney Stuckey,21.5,DET,Combo,346,54,+1.6,66,+1.1,41,-1.3%,72,+13.9,77,+1.5,71,+7.5%,70,+30.7,46,-0.2,23,-6.4%,63,+7.1
Wally Szczerbiak,30.7,CLE,Wing,371,7,-12.7,43,-0.5,70,+2.4%,36,-10.6,32,-0.6,41,-3.0%,57,+11.9,49,+0.0,80,+7.7%,24,-25.1
Jason Terry,30.1,DAL,Combo,179,71,+6.0,58,+0.7,79,+3.3%,31,-13.7,31,-0.6,95,+30.0%,6,-66.7,74,+1.3,80,+8.2%,48,-1.7
Kurt Thomas,35.1,SAS,Big,250,11,-11.0,10,-3.7,42,-1.2%,7,-45.2,35,-0.5,27,-9.0%,24,-39.7,11,-3.1,51,+0.1%,13,-45.9
Ronny Turiaf,24.8,LAL,Big,173,2,-20.2,23,-2.0,16,-3.8%,40,-7.6,54,+0.1,30,-8.5%,61,+18.3,24,-1.7,17,-7.6%,36,-14.7
Hedo Turkoglu,28.6,ORL,Forward,399,66,+5.1,94,+4.8,96,+6.5%,95,+46.4,93,+2.8,98,+42.8%,99,+165.2,80,+2.0,94,+12.3%,80,+26.2
Ime Udoka,30.2,SAS,Forward,202,52,+1.0,89,+3.4,60,+0.8%,82,+23.1,39,-0.3,87,+18.9%,26,-36.8,90,+3.2,39,-2.6%,86,+35.6
Anderson Varejao,25.1,CLE,Big,233,45,-1.1,16,-3.2,28,-2.6%,28,-15.2,18,-1.5,47,-2.3%,29,-32.1,23,-1.8,25,-5.9%,38,-10.9
Sasha Vujacic,23.6,LAL,Wing,437,36,-2.1,63,+0.9,34,-1.8%,74,+15.5,61,+0.6,20,-13.9%,75,+38.2,55,+0.2,57,+0.8%,57,+4.3
Ben Wallace,33.1,CLE,Big,302,20,-6.5,86,+3.1,95,+5.5%,47,-5.2,71,+1.0,60,+2.9%,52,+1.1,83,+2.0,89,+9.6%,52,+0.6
Rasheed Wallace,33.1,DET,Big,584,38,-2.0,66,+1.1,49,-0.5%,66,+9.5,70,+1.0,57,+2.6%,67,+27.9,52,+0.2,48,-0.4%,45,-4.2
Luke Walton,27.6,LAL,Forward,338,64,+4.6,71,+1.3,18,-3.8%,75,+16.7,48,-0.2,14,-17.8%,59,+13.9,72,+1.2,27,-5.6%,70,+17.2
Bonzi Wells,31.1,NOH,Wing,155,13,-8.8,76,+1.7,31,-2.2%,64,+7.6,61,+0.6,58,+2.6%,48,-6.3,63,+0.6,28,-5.4%,71,+17.9
David West,27.2,NOH,Big,484,44,-1.2,8,-4.2,30,-2.4%,17,-22.4,4,-3.9,29,-8.9%,16,-49.5,44,-0.3,55,+0.6%,55,+3.2
Delonte West,24.3,CLE,Point,449,21,-6.4,47,-0.1,91,+4.9%,23,-17.6,52,+0.0,25,-9.9%,30,-30.8,48,-0.1,84,+8.7%,57,+3.8
Deron Williams,23.3,UTA,Point,512,77,+8.5,36,-0.9,65,+1.5%,24,-17.0,56,+0.2,12,-21.1%,64,+25.0,40,-0.6,87,+9.3%,0,-117.8
Lou Williams,21.0,PHI,Combo,106,58,+2.9,21,-2.0,99,+9.2%,48,-5.1,88,+2.1,43,-2.8%,79,+43.9,6,-4.5,99,+16.9%,23,-25.8
Marvin Williams,21.4,ATL,Forward,196,1,-20.8,70,+1.2,69,+2.1%,69,+11.6,78,+1.5,92,+25.8%,87,+60.7,41,-0.6,89,+9.8%,52,+0.5
Thaddeus Young,19.4,PHI,Forward,144,11,-9.0,89,+3.5,52,-0.2%,77,+18.8,23,-1.2,74,+8.9%,11,-58.7,96,+5.1,56,+0.6%,90,+46.2
