Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Reggie Jackson,23.5,OKC,Combo,509,55,+0.9,43,-0.4,26,-1.6%,43,-2.5,31,-0.6,11,-16.8%,56,+5.9,58,+0.6,43,-1.2%,56,+5.0
LeBron James,28.8,MIA,Forward,761,57,+1.0,97,+4.9,92,+4.2%,97,+40.2,60,+0.7,43,-2.8%,54,+5.6,98,+3.9,93,+10.5%,96,+72.3
Al Jefferson,28.8,CHA,Big,105,22,-5.1,8,-3.4,1,-6.1%,15,-21.3,0,-4.8,8,-19.7%,0,-191.7,94,+3.3,1,-15.1%,94,+52.4
Amir Johnson,26.5,TOR,Big,191,22,-5.3,9,-3.2,17,-2.1%,9,-29.2,16,-1.3,46,-1.6%,30,-16.7,16,-1.9,50,-0.1%,17,-30.7
Joe Johnson,32.3,BKN,Wing,469,64,+3.6,77,+2.0,53,-0.1%,67,+9.8,57,+0.5,87,+16.4%,47,+0.9,77,+1.7,41,-1.8%,72,+20.2
James Jones,33.1,MIA,Wing,111,97,+19.7,84,+2.7,89,+4.0%,66,+9.6,81,+1.7,91,+21.9%,64,+11.3,62,+0.7,60,+1.7%,63,+11.3
Terrence Jones,21.8,HOU,Big,138,43,-1.2,98,+4.9,87,+3.8%,84,+23.9,51,+0.2,19,-12.4%,37,-7.5,95,+3.3,85,+6.9%,77,+24.5
DeAndre Jordan,25.3,LAC,Big,440,34,-3.6,36,-0.9,55,+0.3%,21,-17.0,33,-0.6,37,-5.3%,23,-25.5,48,+0.1,71,+3.4%,32,-9.8
Andrei Kirilenko,32.7,BKN,Big,141,87,+13.7,47,-0.1,28,-1.5%,80,+18.0,67,+0.9,5,-22.9%,81,+38.0,27,-1.1,25,-4.2%,53,+1.7
Kyle Korver,32.6,ATL,Wing,250,75,+8.6,91,+3.7,53,-0.0%,93,+33.4,87,+1.9,24,-10.0%,88,+56.7,74,+1.6,36,-2.3%,76,+22.5
Courtney Lee,28.1,MEM,Wing,223,80,+9.5,88,+3.3,24,-1.7%,96,+37.4,89,+2.1,90,+19.5%,71,+22.4,67,+1.2,23,-4.5%,92,+46.2
David Lee,30.5,GSW,Big,217,69,+5.1,93,+4.3,48,-0.3%,88,+29.3,84,+1.8,21,-11.3%,78,+32.6,89,+2.7,80,+5.0%,82,+30.7
Kawhi Leonard,22.3,SAS,Forward,734,47,-0.5,92,+4.0,75,+2.1%,90,+30.4,79,+1.6,71,+8.2%,69,+20.0,85,+2.3,61,+1.8%,80,+29.0
Rashard Lewis,34.2,MIA,Forward,317,65,+3.6,76,+1.8,94,+4.5%,72,+12.0,28,-0.8,40,-4.6%,35,-11.1,90,+2.7,96,+14.2%,74,+21.4
Damian Lillard,23.3,POR,Point,465,99,+29.4,73,+1.6,98,+5.7%,34,-6.7,39,-0.3,74,+8.9%,25,-25.0,81,+2.0,95,+13.5%,62,+11.1
Jeremy Lin,25.2,HOU,Point,176,14,-9.3,29,-1.4,47,-0.5%,17,-19.4,40,-0.3,12,-16.2%,71,+25.0,12,-2.2,40,-2.1%,10,-41.3
Shaun Livingston,28.1,BKN,Combo,325,31,-3.9,64,+1.2,12,-2.9%,63,+7.9,53,+0.2,69,+7.3%,49,+3.0,73,+1.6,46,-0.7%,74,+20.5
Robin Lopez,25.6,POR,Big,366,50,+0.2,16,-2.3,35,-1.1%,9,-29.1,41,-0.3,80,+11.4%,8,-45.2,17,-1.9,15,-6.3%,19,-29.0
Kyle Lowry,27.6,TOR,Combo,271,68,+5.1,54,+0.5,63,+0.8%,37,-5.4,26,-0.9,42,-4.0%,12,-39.7,72,+1.4,66,+2.7%,64,+11.8
Shelvin Mack,23.5,ATL,Combo,110,85,+12.1,86,+3.1,30,-1.4%,95,+35.4,24,-1.0,27,-8.3%,10,-43.3,91,+2.9,74,+3.5%,88,+39.1
Ian Mahinmi,27.0,IND,Big,235,36,-3.4,75,+1.8,43,-0.6%,87,+27.3,43,-0.2,48,-1.4%,38,-6.9,80,+2.0,42,-1.5%,93,+47.3
Shawn Marion,35.5,DAL,Forward,192,46,-0.7,98,+5.7,95,+4.9%,98,+70.3,96,+3.0,94,+27.3%,96,+110.0,92,+3.0,67,+2.9%,95,+66.5
Wesley Matthews,27.0,POR,Wing,426,67,+5.0,26,-1.6,2,-5.4%,40,-3.3,46,-0.0,2,-31.3%,30,-16.7,22,-1.4,2,-13.1%,37,-6.0
Josh McRoberts,26.7,CHA,Big,153,95,+18.3,46,-0.2,100,+6.5%,6,-31.1,94,+2.6,2,-33.3%,91,+75.0,41,-0.2,98,+16.8%,1,-85.7
Andre Miller,37.6,WAS,Point,104,39,-2.5,29,-1.2,0,-6.4%,43,-2.2,27,-0.8,62,+5.2%,39,-6.8,38,-0.4,0,-17.9%,12,-37.1
Mike Miller,33.7,MEM,Wing,173,48,-0.0,67,+1.4,71,+1.4%,64,+9.0,66,+0.8,30,-7.0%,66,+17.2,66,+1.2,79,+4.5%,67,+14.4
Patty Mills,25.2,SAS,Point,336,78,+9.1,49,+0.2,82,+3.0%,36,-5.6,60,+0.7,70,+8.2%,48,+2.5,34,-0.6,83,+6.3%,27,-15.5
Paul Millsap,28.7,ATL,Big,267,17,-8.5,90,+3.6,52,-0.1%,78,+17.7,95,+2.9,85,+14.9%,97,+120.0,54,+0.5,7,-8.8%,31,-10.0
Gary Neal,29.1,CHA,Wing,101,81,+10.2,80,+2.4,12,-2.9%,91,+33.1,90,+2.1,96,+31.9%,95,+109.5,45,-0.1,17,-5.8%,60,+10.6
Joakim Noah,28.7,CHI,Big,209,1,-19.3,82,+2.6,98,+6.1%,95,+35.7,98,,98,+54.2%,98,,68,+1.3,88,+8.1%,84,+35.7
Dirk Nowitzki,35.4,DAL,Big,262,33,-3.6,4,-4.3,4,-4.8%,11,-27.4,15,-1.4,50,0.0%,34,-12.5,7,-2.7,29,-3.7%,11,-40.5
Tony Parker,31.5,SAS,Point,717,38,-2.5,42,-0.5,9,-3.4%,60,+6.3,33,-0.5,29,-8.1%,59,+9.4,46,-0.1,21,-5.3%,52,+1.4
Chandler Parsons,25.0,HOU,Forward,250,41,-1.7,19,-2.2,61,+0.7%,12,-24.3,30,-0.7,12,-16.7%,26,-21.4,47,-0.0,91,+9.1%,26,-16.1
Patrick Patterson,24.6,TOR,Big,199,91,+15.6,59,+0.7,54,+0.1%,60,+6.4,95,+2.9,32,-6.5%,94,+85.7,14,-2.1,34,-2.8%,14,-33.4
Chris Paul,28.5,LAC,Point,470,98,+21.9,87,+3.2,60,+0.6%,74,+12.2,78,+1.5,55,+3.0%,57,+6.0,78,+1.7,53,+0.8%,69,+16.2
Kendrick Perkins,29.0,OKC,Big,382,54,+0.8,78,+2.3,93,+4.3%,57,+5.9,50,+0.1,41,-4.4%,33,-13.2,79,+1.8,90,+8.7%,59,+9.7
Paul Pierce,36.1,BKN,Forward,368,40,-2.2,18,-2.2,34,-1.2%,24,-15.1,3,-2.7,26,-8.4%,9,-43.4,76,+1.7,76,+3.7%,78,+25.6
Mason Plumlee,23.7,BKN,Big,113,11,-9.7,23,-1.9,27,-1.6%,22,-15.6,50,+0.1,16,-13.7%,74,+28.6,19,-1.7,64,+2.2%,19,-28.8
Tayshaun Prince,33.7,MEM,Wing,112,16,-9.1,9,-2.9,6,-4.1%,44,-1.8,13,-1.5,14,-15.3%,82,+41.5,12,-2.2,13,-6.7%,8,-42.9
Zach Randolph,32.3,MEM,Big,234,2,-15.9,2,-6.2,19,-1.9%,1,-58.5,11,-1.6,54,+2.6%,26,-21.5,3,-4.6,11,-7.5%,0,-96.5
JJ Redick,29.4,LAC,Wing,350,84,+11.3,95,+4.5,16,-2.3%,91,+32.3,76,+1.4,13,-15.5%,73,+27.5,91,+2.9,63,+1.9%,87,+37.7
Thomas Robinson,22.6,POR,Big,121,37,-2.6,83,+2.7,78,+2.4%,85,+24.9,65,+0.8,39,-5.0%,88,+57.1,78,+1.7,86,+6.9%,73,+20.3
Terrence Ross,22.7,TOR,Wing,157,63,+3.2,11,-2.7,23,-1.8%,13,-22.0,5,-2.5,20,-11.5%,5,-60.0,42,-0.2,84,+6.5%,50,+0.9
Luis Scola,33.5,IND,Big,237,6,-13.5,60,+1.0,57,+0.4%,75,+15.1,42,-0.2,74,+9.0%,28,-20.5,70,+1.3,57,+1.1%,83,+35.3
Mike Scott,25.3,ATL,Big,138,51,+0.6,81,+2.5,80,+2.7%,79,+17.8,47,+0.0,50,-1.0%,40,-6.3,83,+2.1,97,+14.5%,75,+22.1
Thabo Sefolosha,29.5,OKC,Wing,226,53,+0.7,57,+0.7,40,-0.9%,50,+1.3,47,+0.0,40,-4.9%,36,-8.3,57,+0.6,44,-1.1%,51,+0.9
Tiago Splitter,28.8,SAS,Big,512,24,-4.8,33,-1.1,68,+1.2%,25,-15.1,71,+1.1,33,-5.9%,67,+18.3,9,-2.4,57,+1.1%,9,-41.8
Lance Stephenson,23.2,IND,Wing,704,74,+7.8,89,+3.4,39,-0.9%,98,+42.0,74,+1.3,16,-14.7%,90,+66.2,81,+2.0,55,+1.0%,81,+29.6
Jeff Teague,25.4,ATL,Point,241,5,-13.9,17,-2.2,91,+4.1%,8,-29.3,67,+0.9,85,+14.9%,83,+43.3,19,-1.7,88,+7.7%,16,-31.7
Mirza Teletovic,28.1,BKN,Forward,216,64,+3.3,71,+1.6,58,+0.5%,69,+10.6,93,+2.6,71,+8.4%,84,+43.4,13,-2.1,29,-3.5%,15,-32.5
Klay Thompson,23.7,GSW,Wing,256,26,-4.6,79,+2.3,36,-1.0%,70,+10.6,20,-1.2,89,+17.9%,2,-80.0,96,+3.7,20,-5.3%,91,+46.2
Marcus Thornton,26.4,BKN,Wing,121,59,+1.4,26,-1.8,91,+4.2%,31,-9.1,32,-0.6,49,-1.1%,43,-3.1,40,-0.2,95,+14.2%,53,+2.1
Evan Turner,25.0,IND,Wing,135,3,-15.6,66,+1.3,42,-0.8%,73,+12.1,62,+0.8,93,+23.7%,29,-19.7,56,+0.6,12,-6.7%,81,+30.0
Beno Udrih,31.3,MEM,Point,109,78,+9.1,91,+3.7,29,-1.5%,89,+29.9,29,-0.7,4,-24.5%,64,+15.5,97,+3.7,47,-0.6%,84,+35.6
Jonas Valanciunas,21.5,TOR,Big,200,9,-11.0,22,-2.0,3,-4.8%,27,-11.4,2,-3.3,35,-5.6%,1,-83.3,71,+1.3,35,-2.4%,79,+27.7
Greivis Vasquez,26.8,TOR,Point,189,71,+6.2,84,+2.9,74,+2.1%,86,+25.7,91,+2.3,65,+6.0%,89,+64.3,55,+0.6,51,+0.2%,57,+5.3
Dwyane Wade,31.8,MIA,Wing,691,13,-9.3,61,+1.1,60,+0.6%,65,+9.6,10,-1.6,45,-2.2%,14,-37.6,88,+2.6,48,-0.3%,90,+40.3
Kemba Walker,23.5,CHA,Point,152,32,-3.8,24,-1.9,96,+5.0%,3,-43.3,98,,100,,98,,51,+0.2,71,+3.3%,33,-9.0
John Wall,23.2,WAS,Point,419,66,+3.8,63,+1.2,99,+6.1%,53,+2.2,63,+0.8,38,-5.2%,58,+6.8,53,+0.4,100,+17.7%,86,+37.1
CJ Watson,29.5,IND,Point,331,18,-6.4,10,-2.7,64,+1.0%,7,-30.9,38,-0.3,78,+10.9%,11,-40.7,11,-2.3,45,-0.7%,16,-32.1
Martell Webster,26.9,WAS,Wing,186,30,-4.0,41,-0.6,8,-3.7%,28,-11.2,22,-1.2,52,+2.3%,29,-18.8,60,+0.6,9,-8.6%,29,-13.2
David West,33.2,IND,Big,687,94,+17.6,34,-1.1,56,+0.3%,16,-19.8,61,+0.8,23,-10.4%,75,+29.2,16,-1.9,62,+1.8%,4,-51.0
Russell Westbrook,25.0,OKC,Point,733,96,+19.4,88,+3.2,88,+3.9%,84,+24.0,83,+1.8,72,+8.6%,80,+36.7,67,+1.2,92,+10.1%,68,+14.9
Deron Williams,29.3,BKN,Point,428,72,+6.3,39,-0.7,31,-1.3%,54,+4.6,7,-2.3,34,-5.8%,18,-33.3,69,+1.3,19,-5.7%,71,+18.4
Lou Williams,27.0,ATL,Wing,132,45,-0.8,55,+0.6,13,-2.7%,46,-0.8,18,-1.3,15,-14.9%,7,-47.3,82,+2.1,47,-0.4%,70,+17.3
Mo Williams,30.9,POR,Combo,186,43,-1.1,57,+0.7,85,+3.3%,56,+4.8,72,+1.2,73,+8.9%,78,+34.1,33,-0.7,94,+12.8%,41,-4.1
