Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Taj Gibson,29.4,CHI,Big,270,10,-11.1,18,-3.4,74,+1.8%,16,-32.1,27,-1.3,44,-2.2%,23,-32.6,17,-2.9,86,+6.3%,10,-43.0
Manu Ginobili,37.3,SAS,Wing,130,57,+2.6,48,+0.2,25,-1.7%,67,+11.7,69,+1.1,93,+18.2%,85,+54.9,32,-1.1,46,-1.1%,41,-5.7
Drew Gooden,33.1,WAS,Big,177,72,+5.9,10,-4.5,44,-0.1%,23,-21.4,60,+0.4,91,+16.9%,75,+31.0,3,-5.1,32,-2.3%,11,-39.1
Eric Gordon,25.9,NOP,Combo,143,15,-8.4,0,-10.8,5,-4.6%,0,-104.2,3,-3.3,11,-12.0%,2,-109.1,0,-7.2,4,-10.9%,1,-91.7
Marcin Gortat,30.7,WAS,Big,306,71,+5.6,94,+5.4,54,+0.5%,91,+34.5,63,+0.6,37,-3.5%,60,+8.0,99,+5.0,85,+6.3%,91,+44.3
Danny Green,27.4,SAS,Wing,203,91,+14.3,42,-0.7,40,-0.5%,35,-11.3,9,-2.3,10,-13.2%,1,-119.0,66,+1.2,24,-3.8%,61,+10.6
Draymond Green,24.7,GSW,Big,781,81,+9.4,83,+3.3,84,+3.0%,74,+15.4,62,+0.5,61,+2.6%,50,-4.8,90,+3.4,61,+1.0%,85,+29.4
Jeff Green,28.2,MEM,Forward,295,66,+4.4,70,+1.8,17,-2.4%,87,+28.3,56,+0.2,34,-4.0%,81,+41.4,70,+1.6,35,-1.9%,82,+25.3
Blake Griffin,25.6,LAC,Big,556,35,-2.2,2,-7.8,41,-0.3%,2,-59.6,1,-4.6,62,+2.7%,3,-103.3,24,-1.8,20,-4.5%,27,-25.9
James Harden,25.2,HOU,Wing,633,83,+9.7,77,+2.4,47,+0.0%,75,+15.4,84,+2.0,57,+1.3%,77,+35.8,55,+0.3,57,+0.4%,58,+6.8
John Henson,23.8,MIL,Big,152,24,-4.1,32,-1.7,27,-1.5%,44,-3.5,64,+0.6,30,-5.4%,65,+14.5,28,-1.6,60,+0.8%,38,-8.3
Nene Hilario,32.1,WAS,Big,256,3,-19.7,49,+0.3,34,-0.8%,54,+3.9,8,-2.3,2,-30.6%,25,-31.3,86,+2.8,56,+0.4%,78,+22.9
Kirk Hinrich,33.8,CHI,Combo,116,10,-10.2,27,-2.4,4,-4.6%,38,-7.3,13,-2.0,6,-18.0%,36,-19.2,45,-0.3,33,-2.3%,56,+4.1
Al Horford,28.4,ATL,Big,520,43,-1.2,66,+1.4,87,+3.3%,58,+7.0,74,+1.4,31,-4.6%,69,+23.2,48,-0.1,71,+2.7%,48,-1.0
Dwight Howard,28.9,HOU,Big,572,41,-1.3,36,-1.4,44,-0.1%,41,-5.0,44,-0.3,27,-6.7%,49,-5.1,30,-1.2,19,-4.6%,39,-7.4
Andre Iguodala,30.8,GSW,Wing,632,60,+3.3,46,+0.2,8,-4.4%,59,+7.8,70,+1.2,12,-11.9%,78,+36.5,41,-0.8,34,-2.1%,43,-4.2
Ersan Ilyasova,27.5,MIL,Big,141,64,+3.9,56,+0.7,60,+0.8%,40,-5.6,99,+4.3,68,+4.4%,85,+54.6,9,-4.3,85,+5.5%,5,-61.7
Kyrie Irving,22.6,CLE,Point,463,73,+6.1,81,+2.9,66,+1.1%,85,+26.8,85,+2.1,64,+3.0%,89,+62.5,60,+0.7,64,+1.5%,60,+10.5
Jarrett Jack,31.0,BKN,Combo,152,95,+19.5,90,+4.7,81,+2.6%,93,+38.1,68,+1.0,21,-8.9%,68,+20.0,88,+3.4,72,+2.9%,92,+44.6
LeBron James,29.8,CLE,Wing,843,25,-4.0,86,+4.1,77,+2.3%,86,+28.1,83,+2.0,98,+26.3%,94,+80.0,77,+1.9,70,+2.7%,59,+7.4
Amir Johnson,27.5,TOR,Big,111,77,+7.0,35,-1.5,58,+0.7%,36,-8.5,98,+3.9,96,+21.2%,98,+154.5,11,-3.7,42,-1.4%,2,-73.2
Joe Johnson,33.3,BKN,Wing,248,5,-18.1,56,+0.8,6,-4.6%,77,+17.8,10,-2.2,40,-2.8%,13,-50.0,85,+2.8,48,-0.9%,95,+51.9
James Jones,34.1,CLE,Forward,290,62,+3.5,27,-2.4,10,-3.8%,27,-18.8,26,-1.4,38,-3.3%,12,-52.8,35,-0.9,23,-3.9%,42,-4.4
Terrence Jones,22.8,HOU,Big,396,35,-2.3,55,+0.7,19,-2.1%,45,-3.0,40,-0.4,60,+2.4%,42,-13.3,58,+0.6,28,-2.9%,44,-3.1
DeAndre Jordan,26.3,LAC,Big,481,46,-0.5,20,-3.2,100,+9.4%,2,-59.6,44,-0.3,72,+5.5%,26,-30.0,23,-1.8,100,+17.9%,3,-67.0
Kyle Korver,33.6,ATL,Wing,524,79,+8.2,73,+2.0,75,+1.9%,65,+11.2,59,+0.3,35,-3.8%,58,+6.6,69,+1.5,54,+0.2%,65,+13.0
Kosta Koufos,25.7,MEM,Big,127,52,+1.2,57,+0.8,6,-4.6%,56,+5.2,60,+0.4,18,-10.4%,60,+9.5,56,+0.4,6,-9.1%,50,0.0
Courtney Lee,29.1,MEM,Wing,366,42,-1.3,12,-4.5,21,-2.0%,15,-32.1,27,-1.3,73,+5.8%,28,-27.9,16,-3.2,41,-1.4%,10,-45.0
David Lee,31.5,GSW,Big,102,69,+5.2,44,-0.3,43,-0.2%,48,-0.2,35,-0.7,70,+4.8%,48,-7.9,59,+0.6,83,+5.2%,57,+4.7
Kawhi Leonard,23.3,SAS,Wing,249,6,-16.7,62,+1.2,14,-2.9%,53,+2.7,89,+2.2,22,-8.5%,90,+66.7,27,-1.6,47,-1.1%,24,-27.5
Meyers Leonard,22.7,POR,Big,103,98,+21.0,76,+2.3,56,+0.7%,81,+21.1,31,-1.2,33,-4.4%,9,-75.0,83,+2.5,29,-2.6%,84,+26.1
Damian Lillard,24.3,POR,Combo,200,19,-6.8,31,-1.8,92,+4.2%,18,-29.7,92,+2.7,85,+12.1%,98,+180.0,5,-5.0,90,+8.4%,2,-88.3
Shaun Livingston,29.1,GSW,Combo,369,74,+6.3,74,+2.2,68,+1.3%,66,+11.7,78,+1.5,84,+11.3%,74,+30.7,65,+0.9,77,+3.6%,56,+2.8
Brook Lopez,26.6,BKN,Big,232,44,-1.1,24,-2.5,61,+0.9%,21,-22.7,20,-1.6,55,+0.8%,17,-40.0,31,-1.1,80,+4.4%,34,-12.9
Robin Lopez,26.6,POR,Big,117,0,-27.8,38,-1.4,65,+1.0%,23,-21.1,73,+1.4,69,+4.4%,93,+75.0,23,-1.9,48,-0.7%,25,-27.3
Kevin Love,26.1,CLE,Big,106,94,+16.6,96,+6.2,93,+4.2%,85,+27.1,96,+3.4,95,+19.6%,90,+65.4,76,+1.9,81,+4.6%,60,+10.4
Kyle Lowry,28.6,TOR,Point,131,39,-1.6,98,+6.9,98,+7.3%,99,+71.2,98,+3.8,16,-11.0%,97,+130.8,61,+0.7,98,+12.2%,74,+19.4
O.J. Mayo,27.0,MIL,Wing,155,75,+6.8,54,+0.7,65,+1.1%,69,+11.9,42,-0.3,85,+11.6%,52,-1.0,73,+1.8,73,+3.2%,87,+32.2
CJ McCollum,23.1,POR,Wing,165,100,+35.4,50,+0.3,64,+1.0%,46,-2.9,10,-2.2,19,-10.0%,0,-150.0,77,+1.9,51,-0.4%,70,+16.9
Khris Middleton,23.2,MIL,Wing,231,4,-19.7,16,-3.8,29,-1.2%,24,-20.6,48,-0.1,73,+5.8%,54,+3.6,13,-3.6,18,-4.7%,12,-38.9
Patty Mills,26.2,SAS,Combo,112,93,+16.0,97,+6.3,71,+1.5%,96,+52.4,77,+1.5,86,+12.3%,81,+41.7,100,+5.3,73,+3.0%,97,+62.9
Paul Millsap,29.7,ATL,Big,564,98,+22.4,61,+1.2,51,+0.2%,62,+9.9,38,-0.6,67,+4.3%,45,-9.3,71,+1.6,55,+0.2%,72,+18.1
Nikola Mirotic,23.7,CHI,Forward,149,59,+3.3,40,-0.9,22,-1.9%,42,-4.6,28,-1.2,65,+3.2%,33,-22.7,63,+0.8,19,-4.5%,64,+11.8
Timofey Mozgov,28.3,CLE,Big,523,33,-2.7,65,+1.4,94,+4.4%,52,+2.0,88,+2.2,80,+8.1%,91,+69.2,40,-0.8,87,+7.0%,21,-29.7
Joakim Noah,29.7,CHI,Big,389,40,-1.5,41,-0.8,9,-4.0%,64,+10.7,19,-1.6,15,-11.2%,46,-9.3,57,+0.5,15,-5.4%,68,+16.2
Dirk Nowitzki,36.4,DAL,Big,180,76,+6.9,4,-6.4,79,+2.3%,17,-31.7,17,-1.8,19,-10.2%,35,-21.4,8,-4.3,77,+3.7%,26,-27.2
Zaza Pachulia,30.7,MIL,Big,128,56,+2.1,53,+0.7,48,+0.1%,44,-3.5,15,-1.9,63,+2.9%,21,-35.3,75,+1.8,23,-3.9%,65,+12.0
Tony Parker,32.5,SAS,Point,209,23,-4.8,17,-3.5,35,-0.7%,15,-32.6,18,-1.7,3,-21.8%,17,-40.0,21,-2.2,40,-1.6%,19,-32.4
Patrick Patterson,25.6,TOR,Big,105,18,-6.9,3,-6.8,63,+1.0%,4,-56.3,7,-2.4,81,+8.4%,4,-100.0,14,-3.6,12,-5.8%,13,-38.3
Chris Paul,29.5,LAC,Point,444,50,+0.9,37,-1.4,94,+4.4%,28,-18.1,31,-1.1,29,-6.1%,27,-28.2,52,+0.1,99,+12.7%,40,-6.9
Paul Pierce,37.1,WAS,Wing,297,30,-3.5,90,+4.4,45,-0.0%,81,+20.4,46,-0.2,9,-13.5%,47,-8.3,96,+4.8,82,+5.0%,89,+34.8
Quincy Pondexter,26.6,NOP,Wing,124,9,-11.1,33,-1.6,48,+0.0%,25,-19.9,22,-1.5,52,0.0%,13,-50.0,39,-0.8,44,-1.2%,30,-18.7
Otto Porter,21.4,WAS,Wing,329,88,+11.5,23,-2.7,73,+1.8%,22,-22.6,65,+0.6,98,+31.0%,24,-32.0,15,-3.6,25,-3.7%,23,-28.0
Pablo Prigioni,37.5,HOU,Point,279,36,-2.1,65,+1.4,52,+0.4%,52,+2.6,11,-2.2,79,+7.7%,15,-48.5,91,+3.6,52,-0.3%,80,+23.6
Zach Randolph,33.3,MEM,Big,380,16,-7.3,48,+0.3,49,+0.1%,35,-8.7,53,-0.0,36,-3.6%,51,-1.9,54,+0.3,60,+0.9%,36,-10.5
JJ Redick,30.4,LAC,Wing,539,28,-3.8,2,-7.6,40,-0.6%,6,-48.5,4,-3.2,87,+12.9%,8,-78.9,12,-3.7,10,-6.7%,23,-28.4
Austin Rivers,22.3,LAC,Combo,233,27,-3.9,69,+1.5,3,-4.8%,78,+18.4,72,+1.2,58,+1.9%,66,+16.0,44,-0.3,1,-12.4%,63,+11.4
Derrick Rose,26.1,CHI,Combo,452,96,+20.5,93,+5.4,85,+3.1%,94,+39.6,77,+1.4,51,-1.0%,77,+34.3,92,+3.8,94,+8.9%,96,+57.3
Terrence Ross,23.7,TOR,Wing,104,48,+0.6,100,+7.1,30,-0.9%,98,+62.6,95,+3.1,40,-3.0%,96,+116.7,98,+4.8,78,+3.8%,98,+64.3
Dennis Schroder,21.1,ATL,Point,281,8,-11.9,5,-5.7,10,-3.8%,10,-37.6,45,-0.3,26,-7.0%,44,-10.8,6,-4.9,11,-6.4%,7,-53.4
Mike Scott,26.3,ATL,Big,157,7,-15.2,7,-5.1,55,+0.5%,13,-35.2,12,-2.0,90,+14.2%,20,-39.7,22,-2.1,65,+1.7%,28,-25.9
Ramon Sessions,28.6,WAS,Combo,217,53,+1.8,23,-3.0,12,-3.2%,33,-12.1,56,+0.1,27,-6.9%,63,+13.3,15,-3.3,13,-5.7%,29,-24.1
Iman Shumpert,24.4,CLE,Wing,693,61,+3.4,40,-0.8,36,-0.7%,40,-6.1,50,-0.1,47,-1.4%,34,-21.7,43,-0.6,27,-3.4%,53,+0.1
JR Smith,29.1,CLE,Wing,552,51,+0.9,60,+1.2,32,-0.8%,60,+8.7,33,-0.9,42,-2.6%,43,-11.2,81,+2.1,52,-0.2%,69,+16.9
Josh Smith,28.9,HOU,Big,393,65,+4.2,52,+0.6,72,+1.6%,55,+5.2,67,+1.0,43,-2.4%,70,+24.4,49,-0.0,67,+2.1%,54,+1.5
Tony Snell,23.0,CHI,Wing,121,6,-16.5,10,-4.9,15,-2.8%,6,-50.8,40,-0.4,56,+1.0%,52,0.0,7,-4.4,6,-9.6%,0,-103.3
Tiago Splitter,29.8,SAS,Big,123,2,-20.0,11,-4.5,13,-3.2%,11,-35.8,14,-1.9,5,-19.5%,17,-40.0,18,-2.8,14,-5.6%,16,-35.0
Jeff Teague,26.4,ATL,Point,526,86,+10.8,85,+3.5,91,+4.2%,80,+19.6,43,-0.3,69,+4.7%,38,-17.9,89,+3.4,94,+9.3%,90,+37.1
Jason Terry,37.1,HOU,Combo,485,54,+1.9,19,-3.2,42,-0.2%,32,-12.9,90,+2.4,54,+0.6%,83,+48.5,2,-5.5,59,+0.6%,14,-37.1
Isaiah Thomas,25.7,BOS,Point,118,90,+11.8,43,-0.4,67,+1.2%,39,-6.6,55,+0.1,99,+51.8%,10,-66.7,37,-0.9,27,-3.5%,55,+2.7
Klay Thompson,24.7,GSW,Wing,758,55,+2.0,52,+0.5,33,-0.8%,63,+10.6,25,-1.4,75,+6.4%,23,-33.1,73,+1.6,22,-4.2%,83,+25.7
Tristan Thompson,23.6,CLE,Big,724,17,-7.2,44,-0.3,23,-1.8%,61,+9.5,32,-1.0,32,-4.6%,31,-26.2,64,+0.8,15,-5.1%,81,+23.6
Evan Turner,26.0,BOS,Combo,116,63,+3.6,85,+3.8,97,+5.3%,77,+16.4,79,+1.5,2,-30.0%,76,+32.1,87,+2.9,95,+9.4%,67,+13.9
Beno Udrih,32.3,MEM,Point,171,38,-1.9,68,+1.4,46,-0.0%,60,+8.3,51,-0.1,49,-1.2%,39,-17.7,69,+1.5,50,-0.4%,90,+37.1
Jonas Valanciunas,22.5,TOR,Big,103,78,+7.9,92,+5.1,31,-0.8%,95,+43.6,66,+1.0,13,-11.4%,72,+28.6,72,+1.6,62,+1.3%,76,+20.0
John Wall,24.2,WAS,Point,271,69,+5.0,79,+2.6,89,+3.8%,70,+12.4,58,+0.2,31,-4.9%,59,+6.6,84,+2.5,92,+8.8%,77,+20.5
Deron Williams,30.3,BKN,Point,191,56,+2.2,6,-5.3,62,+0.9%,5,-52.6,34,-0.8,81,+9.4%,17,-40.0,6,-4.7,65,+1.7%,4,-62.2
Lou Williams,28.0,TOR,Combo,102,58,+2.7,14,-4.4,78,+2.3%,7,-46.4,2,-3.3,65,+3.0%,2,-116.7,44,-0.5,62,+1.3%,50,0.0
Thaddeus Young,26.4,BKN,Big,189,45,-0.9,1,-9.7,2,-5.1%,2,-71.4,2,-3.9,15,-11.3%,5,-98.7,2,-5.3,2,-12.0%,6,-57.6
