Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Avery Bradley,23.9,BOS,Combo,132,61,-4.3,43,+1.4,77,-2.5%,24,+22.4,2,+4.3,19,+12.7%,1,+172.7,90,-3.7,79,-6.6%,95,-60.8
Corey Brewer,28.7,HOU,Wing,417,16,+9.2,12,+5.1,45,+0.4%,23,+23.5,23,+1.2,55,-2.9%,31,+22.5,19,+3.2,36,+1.8%,27,+21.2
Aaron Brooks,29.8,CHI,Point,120,13,+11.1,97,-7.0,4,+4.7%,96,-48.7,93,-3.0,24,+10.1%,91,-57.9,91,-4.0,23,+3.9%,89,-44.0
Jimmy Butler,25.1,CHI,Wing,505,84,-11.7,41,+1.4,94,-5.1%,35,+17.6,81,-1.6,9,+18.6%,71,-24.5,20,+3.0,82,-7.4%,19,+34.2
Nick Calathes,25.7,MEM,Combo,117,50,+0.3,20,+3.5,77,-2.6%,9,+38.6,75,-1.2,85,-13.3%,69,-20.0,15,+3.7,49,-0.4%,10,+48.8
Clint Capela,20.5,HOU,Big,108,26,+5.4,76,-3.4,93,-5.0%,75,-23.1,83,-1.7,90,-16.3%,83,-43.5,69,-1.7,76,-5.4%,65,-15.0
DeMarre Carroll,28.3,ATL,Wing,556,56,-3.2,46,+0.9,7,+3.6%,52,-1.6,63,-0.2,30,+7.6%,54,+0.4,32,+1.2,5,+10.5%,48,+1.5
Vince Carter,37.8,MEM,Wing,193,23,+6.8,8,+5.8,73,-1.8%,6,+42.5,24,+1.2,2,+28.8%,40,+12.2,6,+4.9,72,-4.5%,6,+54.1
Michael Carter-Williams,23.1,MIL,Point,190,4,+18.9,37,+1.7,16,+2.6%,49,+4.8,27,+1.1,97,-25.4%,10,+71.2,28,+1.4,6,+10.4%,45,+4.2
Tyson Chandler,32.1,DAL,Big,160,27,+4.9,15,+4.3,92,-4.9%,23,+23.4,2,+4.2,23,+10.9%,4,+95.5,64,-1.1,90,-10.2%,63,-12.0
Norris Cole,26.1,NOP,Point,105,98,-24.9,92,-5.3,25,+1.7%,90,-36.9,97,-3.3,65,-4.3%,94,-69.4,89,-3.6,1,+13.8%,90,-44.4
Mike Conley,27.1,MEM,Point,243,79,-10.3,70,-2.5,10,+3.4%,80,-27.9,74,-1.0,27,+9.3%,81,-42.2,63,-1.1,31,+2.9%,73,-18.9
Jamal Crawford,34.6,LAC,Wing,372,5,+18.7,14,+4.7,21,+2.0%,21,+24.2,66,-0.4,10,+18.2%,69,-20.3,10,+4.7,21,+4.3%,16,+37.2
Jae Crowder,24.3,BOS,Forward,100,31,+4.2,31,+2.5,3,+5.0%,31,+19.4,77,-1.4,21,+12.4%,100,-125.0,13,+3.9,10,+7.7%,2,+78.2
Stephen Curry,26.6,GSW,Point,823,73,-7.6,65,-1.9,9,+3.5%,73,-20.6,41,+0.4,47,0.0%,47,+7.8,81,-2.7,9,+7.8%,88,-42.0
Anthony Davis,21.6,NOP,Big,171,99,-31.3,5,+7.2,17,+2.4%,3,+51.8,6,+3.4,15,+14.0%,2,+126.7,17,+3.5,98,-15.3%,23,+26.9
Glen Davis,28.8,LAC,Big,136,8,+14.3,3,+7.8,5,+4.5%,13,+32.7,35,+0.7,3,+24.5%,37,+16.7,2,+6.9,2,+12.0%,15,+39.0
DeMar DeRozan,25.2,TOR,Wing,158,11,+12.7,63,-1.6,2,+5.7%,84,-31.0,99,-6.2,98,-40.9%,98,-117.3,8,+4.7,0,+21.3%,22,+30.0
Matthew Dellavedova,24.1,CLE,Combo,486,77,-9.2,60,-0.7,65,-1.0%,55,-3.2,61,-0.1,74,-7.7%,68,-19.4,51,-0.3,78,-6.2%,50,+1.0
Boris Diaw,32.5,SAS,Big,197,3,+19.4,2,+8.4,37,+0.7%,2,+57.8,21,+1.3,57,-3.1%,27,+26.5,3,+5.8,19,+5.3%,4,+58.0
Jared Dudley,29.3,MIL,Forward,110,93,-14.7,94,-6.1,65,-1.1%,94,-45.4,85,-1.8,36,+5.0%,95,-71.2,94,-4.5,74,-4.8%,94,-55.1
Tim Duncan,38.5,SAS,Big,249,54,-2.3,89,-4.9,2,+5.3%,98,-53.3,9,+2.6,5,+23.7%,2,+121.1,98,-5.9,6,+10.3%,99,-91.1
Mike Dunleavy,34.1,CHI,Wing,388,69,-6.7,23,+3.1,70,-1.5%,27,+22.0,19,+1.5,35,+5.1%,20,+34.4,33,+1.2,40,+1.5%,39,+9.7
Monta Ellis,29.0,DAL,Wing,196,52,-2.0,27,+2.8,98,-7.7%,39,+15.0,44,+0.4,38,+4.7%,89,-52.4,26,+2.2,90,-9.6%,32,+14.7
Tyreke Evans,25.1,NOP,Wing,125,1,+28.3,27,+2.7,99,-7.8%,19,+26.1,35,+0.7,79,-9.5%,27,+25.0,14,+3.8,98,-16.7%,14,+39.3
Festus Ezeli,25.0,GSW,Big,179,30,+4.5,18,+3.9,47,+0.4%,27,+20.4,17,+1.6,40,+3.4%,18,+36.4,24,+2.6,35,+2.1%,31,+15.6
Marc Gasol,29.8,MEM,Big,413,38,+3.4,33,+2.1,30,+1.0%,42,+13.4,40,+0.5,100,-44.4%,43,+10.7,29,+1.4,38,+1.6%,34,+13.4
Pau Gasol,34.3,CHI,Big,315,87,-12.8,42,+1.4,29,+1.6%,48,+6.0,20,+1.4,32,+7.0%,38,+15.7,53,-0.4,51,-0.8%,57,-6.2
Taj Gibson,29.4,CHI,Big,270,15,+9.5,55,-0.1,69,-1.4%,50,+3.4,31,+0.9,52,-0.9%,52,+2.7,57,-0.6,70,-4.1%,40,+6.9
Manu Ginobili,37.3,SAS,Wing,130,9,+13.7,11,+5.3,44,+0.4%,12,+33.4,36,+0.6,70,-6.2%,44,+10.0,12,+4.0,43,+1.1%,15,+38.1
Drew Gooden,33.1,WAS,Big,177,56,-3.2,93,-5.6,72,-1.6%,95,-47.7,90,-1.9,42,+1.9%,96,-74.3,86,-3.3,58,-1.8%,87,-41.0
Eric Gordon,25.9,NOP,Combo,143,6,+17.1,2,+9.9,35,+0.7%,1,+68.8,55,+0.1,12,+16.7%,67,-17.3,0,+9.5,100,-19.8%,0,+99.5
Marcin Gortat,30.7,WAS,Big,306,14,+10.0,24,+2.9,34,+0.8%,29,+20.0,27,+1.0,77,-8.2%,21,+34.1,40,+0.6,37,+1.8%,44,+4.5
Danny Green,27.4,SAS,Wing,203,71,-6.9,77,-3.5,79,-2.8%,60,-9.2,57,+0.0,44,+0.6%,25,+28.3,75,-2.2,56,-1.5%,69,-17.0
Draymond Green,24.7,GSW,Big,781,83,-11.4,87,-4.9,75,-2.3%,89,-36.6,90,-2.6,94,-19.3%,84,-44.6,74,-2.2,35,+2.2%,78,-26.8
Jeff Green,28.2,MEM,Forward,295,49,+0.4,66,-2.0,80,-3.2%,70,-19.3,91,-2.8,29,+8.2%,90,-56.9,44,+0.4,73,-4.7%,61,-8.9
Blake Griffin,25.6,LAC,Big,556,97,-22.4,85,-4.6,94,-5.3%,67,-17.6,89,-1.9,99,-42.7%,88,-51.4,81,-2.6,97,-15.0%,58,-6.5
James Harden,25.2,HOU,Wing,633,33,+3.9,90,-5.0,41,+0.5%,83,-29.8,68,-0.5,25,+9.8%,64,-9.2,83,-3.0,60,-1.9%,77,-26.1
John Henson,23.8,MIL,Big,152,32,+3.9,94,-5.9,61,-0.7%,92,-41.3,69,-0.5,39,+3.8%,74,-30.8,98,-5.8,75,-5.0%,96,-60.8
Nene Hilario,32.1,WAS,Big,256,65,-5.5,15,+4.7,6,+4.4%,11,+34.8,15,+1.7,14,+15.1%,22,+31.5,23,+2.7,26,+3.6%,13,+39.5
Kirk Hinrich,33.8,CHI,Combo,116,2,+24.8,52,+0.1,35,+0.8%,56,-3.9,69,-0.6,46,+0.1%,65,-10.2,30,+1.3,47,+0.4%,40,+7.8
Al Horford,28.4,ATL,Big,520,88,-13.3,68,-2.1,55,-0.3%,68,-18.3,42,+0.4,60,-3.7%,30,+22.9,76,-2.2,60,-1.9%,82,-29.2
Dwight Howard,28.9,HOU,Big,572,85,-12.0,40,+1.4,27,+1.6%,46,+8.1,29,+1.0,33,+6.4%,35,+20.1,49,-0.2,28,+3.3%,54,-3.9
Andre Iguodala,30.8,GSW,Wing,632,17,+8.9,23,+3.1,49,+0.1%,33,+18.5,62,-0.2,26,+9.4%,63,-7.2,19,+3.1,52,-0.9%,19,+32.6
Ersan Ilyasova,27.5,MIL,Big,141,2,+19.9,6,+7.0,8,+3.5%,5,+46.6,14,+1.8,61,-3.8%,11,+66.2,4,+5.6,2,+12.6%,2,+66.9
Kyrie Irving,22.6,CLE,Point,463,29,+4.5,22,+3.1,31,+1.0%,32,+19.2,15,+1.7,40,+3.6%,15,+39.8,31,+1.2,22,+4.2%,35,+12.7
Jarrett Jack,31.0,BKN,Combo,152,100,-34.7,100,-12.0,58,-0.5%,100,-77.8,100,-6.9,56,-3.0%,99,-118.0,93,-4.1,41,+1.4%,90,-46.6
LeBron James,29.8,CLE,Wing,843,44,+1.1,57,-0.4,48,+0.1%,63,-10.6,23,+1.2,47,0.0%,31,+22.4,67,-1.6,55,-1.2%,76,-24.3
Amir Johnson,27.5,TOR,Big,111,27,+5.0,19,+3.8,82,-3.5%,28,+20.4,58,-0.0,41,+3.0%,41,+11.4,15,+3.8,81,-7.3%,25,+23.2
Joe Johnson,33.3,BKN,Wing,248,0,+40.8,0,+11.6,60,-0.7%,0,+74.1,32,+0.9,2,+24.6%,29,+23.3,1,+8.5,89,-9.0%,1,+96.4
James Jones,34.1,CLE,Forward,290,23,+6.5,30,+2.5,52,-0.0%,31,+19.5,60,-0.1,57,-3.1%,46,+8.1,21,+2.9,53,-1.0%,23,+27.6
Terrence Jones,22.8,HOU,Big,396,35,+3.8,36,+1.8,32,+0.9%,44,+9.2,28,+1.0,16,+13.5%,48,+7.6,35,+1.0,50,-0.6%,36,+11.0
DeAndre Jordan,26.3,LAC,Big,481,90,-13.8,80,-3.8,63,-0.9%,72,-20.3,10,+2.1,75,-7.9%,15,+38.0,96,-5.4,63,-2.2%,86,-38.4
Kyle Korver,33.6,ATL,Wing,524,78,-10.0,65,-1.6,38,+0.7%,65,-13.1,70,-0.6,19,+12.7%,92,-64.5,59,-0.7,66,-2.6%,51,-1.1
Kosta Koufos,25.7,MEM,Big,127,10,+13.1,39,+1.5,64,-0.9%,40,+14.5,18,+1.6,31,+7.1%,8,+75.9,46,+0.1,39,+1.5%,47,+2.1
Courtney Lee,29.1,MEM,Wing,366,55,-3.0,72,-2.5,12,+2.7%,78,-26.0,77,-1.5,76,-8.0%,85,-46.0,65,-1.3,15,+6.1%,73,-18.5
David Lee,31.5,GSW,Big,102,37,+3.4,48,+0.8,40,+0.6%,44,+8.7,13,+1.8,8,+18.6%,16,+36.7,69,-1.7,61,-1.9%,64,-13.3
Kawhi Leonard,23.3,SAS,Wing,249,7,+16.4,77,-3.7,0,+6.4%,99,-71.5,52,+0.2,28,+8.6%,72,-25.0,84,-3.0,4,+11.2%,100,-93.6
Meyers Leonard,22.7,POR,Big,103,91,-14.1,44,+1.3,74,-2.1%,35,+16.7,30,+1.0,37,+5.0%,60,-6.3,44,+0.4,83,-7.4%,12,+43.3
Damian Lillard,24.3,POR,Combo,200,59,-3.5,45,+1.1,43,+0.5%,47,+7.3,81,-1.7,59,-3.6%,74,-30.8,22,+2.8,24,+3.8%,3,+61.1
Shaun Livingston,29.1,GSW,Combo,369,42,+1.2,35,+1.9,85,-3.7%,18,+26.9,60,-0.1,64,-4.2%,39,+15.7,25,+2.2,69,-4.0%,17,+37.1
Brook Lopez,26.6,BKN,Big,232,28,+4.8,1,+10.2,39,+0.6%,2,+64.2,3,+4.1,23,+10.5%,9,+75.8,9,+4.7,19,+5.4%,5,+54.8
Robin Lopez,26.6,POR,Big,117,62,-4.3,60,-0.7,23,+1.8%,57,-5.3,80,-1.6,52,-0.7%,60,-6.3,37,+0.9,17,+5.8%,56,-5.6
Kevin Love,26.1,CLE,Big,106,36,+3.4,28,+2.7,60,-0.7%,25,+22.3,59,-0.1,60,-3.7%,53,+1.0,23,+2.8,27,+3.5%,20,+31.6
Kyle Lowry,28.6,TOR,Point,131,96,-21.7,44,+1.2,19,+2.1%,43,+9.6,51,+0.3,77,-8.3%,32,+21.7,36,+0.9,27,+3.6%,43,+5.0
O.J. Mayo,27.0,MIL,Wing,155,74,-8.3,79,-3.8,76,-2.5%,88,-34.5,94,-3.0,93,-17.9%,80,-40.0,55,-0.4,77,-5.4%,70,-17.4
CJ McCollum,23.1,POR,Wing,165,72,-7.0,78,-3.7,88,-4.4%,97,-50.6,92,-2.9,94,-23.2%,60,-6.3,60,-0.9,48,-0.3%,92,-53.8
Khris Middleton,23.2,MIL,Wing,231,39,+2.3,49,+0.4,10,+3.1%,66,-17.4,6,+3.0,89,-15.5%,19,+35.7,85,-3.1,44,+1.0%,93,-53.9
Patty Mills,26.2,SAS,Combo,112,64,-4.7,34,+2.0,56,-0.4%,30,+19.8,33,+0.9,86,-13.4%,19,+35.2,50,-0.2,34,+2.3%,49,+1.4
Paul Millsap,29.7,ATL,Big,564,40,+2.3,13,+5.1,11,+2.9%,8,+38.9,43,+0.4,1,+30.0%,65,-10.3,7,+4.7,15,+6.2%,6,+53.9
Nikola Mirotic,23.7,CHI,Forward,149,18,+8.7,38,+1.5,54,-0.3%,38,+15.5,11,+1.8,80,-9.6%,12,+54.2,52,-0.3,48,-0.1%,60,-7.8
Timofey Mozgov,28.3,CLE,Big,523,81,-10.6,74,-2.9,19,+2.2%,77,-25.6,87,-1.9,51,-0.4%,85,-45.1,62,-1.0,8,+7.9%,67,-15.7
Joakim Noah,29.7,CHI,Big,389,68,-6.4,69,-2.4,13,+2.7%,73,-22.3,82,-1.7,45,+0.2%,73,-27.6,58,-0.7,13,+7.1%,68,-16.5
Dirk Nowitzki,36.4,DAL,Big,180,57,-3.3,16,+4.3,95,-5.7%,15,+30.6,16,+1.7,17,+13.3%,14,+41.1,31,+1.3,96,-14.8%,33,+13.9
Zaza Pachulia,30.7,MIL,Big,128,45,+0.8,6,+6.6,40,+0.6%,6,+45.5,34,+0.8,61,-3.8%,23,+30.8,5,+5.4,20,+4.4%,7,+53.8
Tony Parker,32.5,SAS,Point,209,58,-3.4,83,-4.5,53,-0.2%,85,-32.3,71,-0.7,10,+18.5%,66,-12.5,80,-2.4,65,-2.5%,79,-27.5
Patrick Patterson,25.6,TOR,Big,105,52,-1.5,98,-8.3,81,-3.4%,94,-45.2,48,+0.3,18,+12.7%,51,+4.2,100,-8.6,94,-13.1%,98,-63.4
Chris Paul,29.5,LAC,Point,444,69,-6.5,91,-5.3,96,-6.1%,71,-19.9,39,+0.5,69,-6.1%,33,+20.7,97,-5.7,95,-14.5%,85,-35.1
Paul Pierce,37.1,WAS,Wing,297,19,+7.7,9,+5.8,31,+0.9%,7,+40.8,10,+2.1,73,-7.2%,10,+66.4,11,+4.2,32,+2.8%,10,+44.6
Quincy Pondexter,26.6,NOP,Wing,124,46,+0.8,29,+2.6,15,+2.6%,41,+13.4,8,+2.7,12,+16.7%,7,+80.8,54,-0.4,91,-10.6%,52,-1.9
Otto Porter,21.4,WAS,Wing,329,73,-7.8,86,-4.7,81,-3.4%,81,-28.8,85,-1.8,69,-6.1%,79,-38.6,78,-2.3,67,-3.3%,77,-25.4
Pablo Prigioni,37.5,HOU,Point,279,51,-0.1,10,+5.3,15,+2.6%,19,+26.8,26,+1.1,34,+6.3%,49,+5.8,16,+3.7,16,+5.8%,21,+30.9
Zach Randolph,33.3,MEM,Big,380,80,-10.3,85,-4.6,1,+5.9%,98,-52.8,50,+0.3,22,+12.3%,82,-42.7,95,-5.2,18,+5.6%,97,-61.6
JJ Redick,30.4,LAC,Wing,539,86,-12.3,90,-5.0,28,+1.6%,87,-34.3,84,-1.8,98,-26.0%,77,-35.4,85,-3.1,14,+6.9%,81,-27.9
Austin Rivers,22.3,LAC,Combo,233,15,+9.5,51,+0.2,51,+0.0%,48,+4.9,65,-0.4,27,+8.8%,55,+0.4,42,+0.5,54,-1.1%,46,+3.9
Derrick Rose,26.1,CHI,Combo,452,89,-13.4,25,+2.9,90,-4.7%,26,+22.1,22,+1.2,81,-10.1%,26,+27.3,27,+1.6,68,-3.8%,27,+19.7
Terrence Ross,23.7,TOR,Wing,104,22,+7.1,7,+6.1,33,+0.9%,10,+38.3,56,+0.1,87,-13.9%,52,+3.0,2,+6.1,25,+3.7%,9,+50.0
Dennis Schroder,21.1,ATL,Point,281,19,+8.7,81,-3.8,66,-1.1%,79,-26.2,78,-1.5,84,-12.7%,81,-41.9,77,-2.2,56,-1.3%,75,-22.0
Mike Scott,26.3,ATL,Big,157,12,+11.5,56,-0.2,90,-4.5%,54,-2.0,72,-0.8,95,-23.5%,56,-3.0,41,+0.5,93,-11.1%,52,-1.8
Ramon Sessions,28.6,WAS,Combo,217,76,-8.8,32,+2.2,52,-0.1%,37,+15.9,37,+0.6,92,-17.3%,44,+9.5,39,+0.6,11,+7.5%,31,+15.8
Iman Shumpert,24.4,CLE,Wing,693,44,+0.8,73,-2.8,24,+1.7%,69,-18.4,73,-0.9,11,+17.5%,70,-23.6,70,-1.8,23,+3.9%,65,-15.0
JR Smith,29.1,CLE,Wing,552,47,+0.8,54,+0.0,73,-1.8%,52,+2.1,52,+0.2,73,-7.3%,28,+24.4,47,+0.0,59,-1.8%,53,-1.9
Josh Smith,28.9,HOU,Big,393,48,+0.5,64,-1.6,56,-0.4%,60,-9.7,56,+0.0,67,-5.3%,48,+7.1,68,-1.6,42,+1.2%,71,-17.9
Tony Snell,23.0,CHI,Wing,121,60,-3.7,61,-1.3,36,+0.7%,64,-11.2,86,-1.8,90,-17.2%,87,-48.1,40,+0.6,44,+0.6%,41,+6.6
Tiago Splitter,29.8,SAS,Big,123,85,-12.0,82,-4.4,57,-0.4%,81,-28.5,88,-1.9,7,+19.3%,86,-46.4,73,-1.9,86,-8.3%,62,-10.7
Jeff Teague,26.4,ATL,Point,526,65,-5.7,40,+1.4,22,+1.9%,45,+8.6,31,+1.0,6,+21.0%,35,+20.0,43,+0.4,45,+0.5%,44,+5.0
Jason Terry,37.1,HOU,Combo,485,48,+0.5,88,-4.9,69,-1.3%,77,-25.4,64,-0.4,53,-1.1%,50,+5.6,88,-3.5,73,-4.7%,83,-29.4
Isaiah Thomas,25.7,BOS,Point,118,53,-2.0,81,-4.2,89,-4.5%,76,-25.2,76,-1.2,78,-8.3%,94,-68.9,90,-3.8,81,-7.3%,59,-7.7
Klay Thompson,24.7,GSW,Wing,758,34,+3.8,71,-2.5,59,-0.6%,69,-18.3,65,-0.4,15,+15.0%,77,-34.7,73,-2.0,85,-8.0%,72,-17.9
Tristan Thompson,23.6,CLE,Big,724,31,+4.1,47,+0.9,71,-1.6%,40,+14.0,25,+1.1,68,-5.5%,23,+30.2,60,-0.8,71,-4.4%,55,-4.1
Evan Turner,26.0,BOS,Combo,116,77,-9.8,35,+2.0,27,+1.7%,58,-5.7,4,+3.5,20,+12.7%,3,+120.8,65,-1.3,29,+3.1%,98,-80.5
Beno Udrih,32.3,MEM,Point,171,10,+13.0,19,+3.9,42,+0.5%,16,+29.7,5,+3.4,43,+1.9%,6,+87.8,38,+0.8,40,+1.5%,37,+10.2
Jonas Valanciunas,22.5,TOR,Big,103,67,-6.2,10,+5.6,14,+2.7%,20,+25.2,46,+0.3,96,-23.8%,58,-4.2,6,+5.3,3,+11.9%,18,+37.0
John Wall,24.2,WAS,Point,271,35,+3.5,84,-4.6,87,-4.0%,85,-31.6,79,-1.6,48,-0.2%,78,-35.7,72,-1.9,94,-12.9%,80,-27.7
Deron Williams,30.3,BKN,Point,191,6,+17.9,4,+7.6,85,-3.7%,4,+50.6,1,+5.7,63,-4.1%,5,+91.4,34,+1.1,46,+0.4%,29,+17.6
Lou Williams,28.0,TOR,Combo,102,43,+1.2,96,-6.5,91,-4.7%,86,-33.4,40,+0.5,31,+7.5%,40,+12.9,99,-7.0,92,-11.0%,91,-50.0
Thaddeus Young,26.4,BKN,Big,189,60,-4.1,59,-0.5,6,+4.4%,61,-9.8,54,+0.1,50,-0.4%,56,0.0,56,-0.6,7,+8.8%,69,-17.3
