Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
DeMar DeRozan,29.2,SAS,Wing,248,10,+17.4,20,+3.2,93,-3.0%,19,+25.3,18,+1.4,94,-25.7%,18,+40.5,22,+2.0,86,-4.5%,21,+25.2
Spencer Dinwiddie,25.6,BKN,Combo,131,73,-4.0,68,-1.5,98,-6.6%,62,-8.8,63,-0.6,17,+13.3%,67,-17.5,70,-0.9,100,-15.7%,67,-9.9
Andre Drummond,25.2,DET,Big,127,0,+33.6,9,+6.4,19,+3.5%,13,+31.8,19,+1.2,15,+13.3%,57,-8.3,8,+5.2,70,-1.5%,13,+43.9
Kevin Durant,30.1,GSW,Forward,441,74,-4.2,48,-0.0,68,-0.4%,48,+0.7,68,-0.6,60,-1.5%,60,-9.7,43,+0.7,57,+0.1%,41,+7.5
Wayne Ellington,30.9,DET,Wing,128,23,+8.4,23,+3.0,13,+4.4%,64,-9.5,91,-1.9,48,+1.5%,98,-110.3,10,+5.0,9,+10.5%,28,+15.7
Joel Embiid,24.6,PHI,Big,334,100,-27.3,97,-5.5,92,-2.9%,95,-38.8,94,-2.7,53,+0.2%,94,-75.9,83,-2.4,94,-7.5%,80,-25.2
James Ennis,28.3,PHI,Wing,224,25,+7.1,23,+2.7,24,+2.6%,24,+17.6,8,+2.7,21,+11.5%,8,+52.7,56,-0.0,18,+6.9%,55,-0.9
Derrick Favors,27.3,UTA,Big,103,96,-15.9,75,-1.9,98,-6.0%,63,-9.1,89,-1.9,91,-19.0%,34,+13.2,47,+0.5,93,-7.4%,59,-4.0
Bryn Forbes,25.3,SAS,Combo,207,85,-7.4,85,-3.3,71,-0.8%,87,-30.1,90,-1.9,100,-38.5%,83,-39.4,62,-0.4,37,+3.5%,73,-13.3
Evan Fournier,26.0,ORL,Wing,172,8,+18.3,90,-3.7,34,+1.5%,92,-35.7,98,-5.0,98,-28.1%,97,-94.7,38,+1.0,73,-2.1%,48,+3.8
Danilo Gallinari,30.2,LAC,Big,201,72,-3.9,74,-1.9,8,+5.0%,73,-14.0,13,+1.7,70,-4.5%,5,+70.5,84,-2.5,4,+13.2%,93,-40.4
Marc Gasol,33.8,TOR,Big,733,49,+0.7,66,-1.4,38,+1.3%,68,-10.8,69,-0.7,33,+5.9%,73,-23.4,64,-0.6,54,+0.3%,64,-7.3
Rudy Gay,32.2,SAS,Forward,176,19,+10.0,24,+2.6,89,-2.4%,55,-3.2,9,+2.5,7,+23.1%,12,+47.3,69,-0.9,95,-9.3%,92,-40.2
Paul George,28.5,OKC,Wing,203,99,-26.1,83,-3.1,48,+0.6%,88,-32.5,98,-4.0,56,-0.7%,88,-60.0,36,+1.0,6,+12.7%,78,-22.5
Rudy Gobert,26.3,UTA,Big,152,4,+21.5,17,+4.4,8,+4.8%,8,+43.4,3,+4.4,2,+34.5%,3,+74.5,67,-0.7,26,+5.1%,47,+4.0
Aaron Gordon,23.1,ORL,Forward,160,18,+12.4,2,+9.6,43,+1.0%,3,+68.4,11,+2.3,25,+9.0%,22,+35.0,4,+7.0,68,-1.2%,3,+80.3
Eric Gordon,29.9,HOU,Wing,408,33,+4.5,46,+0.1,63,-0.3%,38,+6.6,10,+2.4,90,-17.3%,21,+35.4,81,-2.2,88,-5.4%,77,-19.1
Jerami Grant,24.6,OKC,Big,176,3,+25.0,3,+9.0,28,+2.0%,2,+76.2,50,+0.1,28,+7.1%,55,-7.5,1,+8.9,23,+5.8%,1,+134.4
Danny Green,31.4,TOR,Wing,683,46,+1.1,21,+3.2,65,-0.4%,21,+22.9,18,+1.3,24,+9.0%,24,+27.4,20,+2.4,53,+0.3%,22,+25.0
Draymond Green,28.7,GSW,Big,850,88,-9.3,27,+2.4,59,-0.0%,22,+20.0,39,+0.4,68,-3.5%,38,+9.3,27,+1.7,40,+1.9%,19,+29.3
JaMychal Green,28.4,LAC,Big,138,52,+0.4,19,+3.4,41,+1.2%,15,+29.8,60,-0.4,18,+13.0%,68,-17.8,13,+4.5,14,+7.9%,8,+58.6
James Harden,29.2,HOU,Combo,423,50,+0.5,4,+7.3,10,+4.7%,5,+64.7,3,+4.2,40,+4.0%,6,+68.2,18,+3.2,5,+13.1%,7,+69.0
Maurice Harkless,25.5,POR,Forward,387,39,+3.4,18,+4.0,44,+0.9%,18,+26.5,12,+1.9,43,+2.5%,13,+47.0,28,+1.5,33,+3.7%,30,+15.4
Montrezl Harrell,24.8,LAC,Big,157,2,+25.7,28,+2.2,93,-3.0%,36,+9.1,33,+0.6,20,+12.3%,48,-2.6,43,+0.7,98,-12.9%,51,+1.4
Gary Harris,24.1,DEN,Wing,517,92,-13.0,65,-1.4,23,+2.9%,83,-22.3,43,+0.3,81,-9.2%,28,+17.8,77,-1.7,18,+7.1%,91,-36.3
Joe Harris,27.2,BKN,Wing,147,15,+13.8,33,+1.8,11,+4.6%,46,+2.0,96,-3.1,65,-2.5%,100,-125.0,12,+4.9,17,+7.3%,12,+44.4
Tobias Harris,26.3,PHI,Forward,443,73,-4.0,56,-0.4,28,+1.9%,53,-2.6,87,-1.7,62,-1.6%,83,-38.4,48,+0.5,8,+11.0%,31,+14.9
Gordon Hayward,28.6,BOS,Wing,264,31,+5.0,48,-0.1,82,-1.5%,51,-1.4,76,-1.1,46,+1.8%,75,-27.7,30,+1.3,83,-3.6%,37,+12.3
George Hill,32.5,MIL,Combo,386,35,+3.8,41,+0.6,75,-1.1%,37,+7.3,47,+0.2,48,+1.2%,35,+12.3,52,+0.3,53,+0.4%,45,+4.4
Rodney Hood,26.0,POR,Wing,370,62,-1.8,70,-1.5,48,+0.6%,67,-10.7,57,-0.3,59,-1.4%,48,-2.0,63,-0.5,51,+0.6%,65,-9.1
Al Horford,32.4,BOS,Big,309,86,-7.8,98,-6.0,99,-6.9%,91,-34.4,83,-1.5,71,-5.2%,87,-56.0,97,-4.6,99,-13.0%,83,-29.1
Danuel House,25.4,HOU,Forward,134,64,-2.5,57,-0.5,73,-0.9%,61,-7.7,84,-1.6,93,-21.4%,74,-26.7,35,+1.0,56,+0.1%,36,+12.4
Serge Ibaka,29.1,TOR,Big,490,59,-1.3,43,+0.3,78,-1.2%,47,+1.0,54,-0.1,72,-5.5%,43,+3.9,51,+0.4,64,-0.9%,52,+1.1
Andre Iguodala,34.8,GSW,Wing,629,51,+0.4,67,-1.5,81,-1.5%,63,-9.2,17,+1.5,88,-14.2%,19,+37.5,88,-2.7,74,-2.1%,88,-32.4
Ersan Ilyasova,31.5,MIL,Big,249,57,-1.0,36,+1.1,57,+0.2%,41,+3.5,63,-0.4,79,-8.7%,45,+1.2,29,+1.4,19,+6.6%,44,+4.4
Joe Ingles,31.1,UTA,Wing,150,24,+7.7,10,+6.4,26,+2.3%,9,+43.3,15,+1.6,6,+23.6%,49,-2.9,15,+4.0,47,+1.2%,11,+50.3
Kyrie Irving,26.6,BOS,Point,329,13,+15.5,8,+6.5,84,-2.0%,7,+50.6,30,+0.8,41,+3.5%,25,+24.1,7,+5.6,83,-3.4%,8,+63.2
Reggie Jackson,28.5,DET,Point,107,8,+18.6,39,+1.0,45,+0.8%,71,-11.8,97,-3.5,45,+1.9%,99,-116.7,14,+4.5,10,+10.2%,24,+18.6
Jonas Jerebko,31.7,GSW,Big,105,20,+9.7,60,-0.6,74,-1.1%,60,-7.4,53,-0.1,28,+7.3%,52,-4.3,61,-0.4,62,-0.6%,62,-5.9
Nikola Jokic,23.7,DEN,Big,556,98,-24.2,78,-2.4,38,+1.4%,89,-33.3,35,+0.5,93,-22.9%,43,+7.3,90,-2.9,23,+5.7%,94,-47.0
Enes Kanter,26.5,POR,Big,460,63,-1.9,35,+1.4,72,-0.8%,39,+6.6,72,-0.8,61,-1.6%,61,-10.8,23,+2.0,71,-1.5%,29,+15.4
Caris LeVert,24.2,BKN,Wing,144,94,-14.7,96,-5.2,86,-2.1%,94,-36.6,4,+4.1,87,-14.2%,3,+117.5,100,-9.2,63,-0.8%,100,-95.6
Kawhi Leonard,27.3,TOR,Forward,939,33,+4.5,30,+2.2,88,-2.1%,23,+18.3,24,+1.1,78,-8.6%,23,+31.7,31,+1.2,45,+1.4%,33,+14.5
Meyers Leonard,26.7,POR,Big,166,40,+3.2,81,-3.0,33,+1.5%,74,-14.4,74,-0.9,68,-3.7%,63,-12.4,80,-2.2,28,+4.5%,73,-13.9
Damian Lillard,28.3,POR,Point,650,17,+13.3,26,+2.5,78,-1.4%,26,+16.7,44,+0.3,53,+0.2%,40,+8.1,24,+1.9,87,-4.9%,25,+17.3
Shaun Livingston,33.1,GSW,Combo,321,45,+1.2,44,+0.2,57,+0.2%,43,+2.6,67,-0.6,43,+2.8%,47,+1.0,40,+0.9,55,+0.1%,42,+6.3
Kevon Looney,22.7,GSW,Big,429,75,-4.3,28,+2.2,95,-4.1%,23,+19.0,42,+0.4,58,-1.3%,38,+11.1,28,+1.6,91,-6.4%,23,+18.8
Brook Lopez,30.6,MIL,Big,437,68,-3.2,59,-0.6,76,-1.2%,34,+9.5,34,+0.6,50,+1.0%,31,+15.2,71,-1.0,82,-3.1%,40,+8.9
Kyle Lowry,32.6,TOR,Point,898,80,-5.4,89,-3.6,87,-2.1%,77,-16.3,32,+0.8,82,-9.5%,36,+12.0,93,-3.8,48,+1.1%,78,-23.1
Wesley Matthews,32.0,IND,Wing,118,48,+0.9,25,+2.5,3,+7.0%,56,-3.9,46,+0.2,28,+7.1%,68,-20.0,23,+2.0,3,+14.4%,43,+4.8
CJ McCollum,27.1,POR,Combo,635,32,+4.8,15,+4.7,80,-1.4%,16,+29.6,28,+0.9,42,+3.1%,29,+15.9,17,+3.4,68,-1.1%,16,+40.2
Khris Middleton,27.2,MIL,Wing,515,36,+3.8,76,-2.2,33,+1.6%,79,-18.4,49,+0.1,19,+12.8%,79,-32.7,88,-2.7,58,-0.1%,81,-25.6
Patty Mills,30.2,SAS,Combo,149,53,+0.3,13,+5.4,29,+1.8%,8,+47.0,22,+1.2,8,+19.0%,18,+39.4,18,+3.2,60,-0.3%,14,+42.9
Paul Millsap,33.7,DEN,Big,468,79,-5.2,42,+0.5,94,-3.1%,25,+16.8,40,+0.4,92,-20.3%,14,+43.3,55,+0.1,67,-1.1%,39,+10.6
Nikola Mirotic,27.7,MIL,Big,280,23,+7.7,18,+3.7,27,+2.3%,18,+27.7,7,+2.9,27,+7.6%,4,+71.2,37,+1.0,41,+1.9%,38,+11.3
Marcus Morris,29.2,BOS,Big,254,58,-1.2,93,-5.0,85,-2.0%,88,-30.4,31,+0.8,5,+25.7%,30,+15.4,98,-5.6,93,-7.2%,95,-48.7
Jamal Murray,21.7,DEN,Combo,504,78,-5.0,37,+1.1,73,-0.9%,29,+12.9,23,+1.2,77,-8.0%,17,+40.7,57,-0.0,50,+0.7%,50,+2.0
Chris Paul,33.5,HOU,Point,396,78,-4.6,31,+1.8,88,-2.1%,30,+12.7,21,+1.2,22,+11.2%,23,+32.7,44,+0.7,96,-9.5%,63,-6.2
Mason Plumlee,28.7,DEN,Big,208,12,+15.7,29,+2.2,54,+0.3%,32,+12.3,36,+0.5,57,-0.9%,41,+7.9,26,+1.7,76,-2.4%,26,+16.9
Jakob Poeltl,23.0,SAS,Big,176,71,-3.7,72,-1.7,53,+0.5%,28,+13.7,88,-1.8,88,-14.5%,69,-21.2,50,+0.4,33,+3.7%,18,+37.8
Norman Powell,25.4,TOR,Wing,341,81,-5.9,68,-1.5,35,+1.5%,68,-10.9,77,-1.1,69,-3.9%,65,-15.2,63,-0.5,48,+1.0%,66,-9.3
JJ Redick,34.4,PHI,Wing,375,56,-0.3,86,-3.3,68,-0.5%,86,-28.3,92,-2.3,63,-2.4%,85,-53.3,68,-0.8,89,-5.8%,71,-12.5
Austin Rivers,26.3,HOU,Combo,208,37,+3.8,43,+0.4,61,-0.1%,42,+3.4,26,+0.9,13,+14.8%,27,+20.6,65,-0.6,30,+4.4%,53,0.0
Terrence Ross,27.7,ORL,Wing,143,93,-13.5,83,-3.2,96,-4.2%,72,-12.9,52,+0.0,8,+18.8%,33,+13.3,86,-2.6,92,-6.7%,85,-30.7
Terry Rozier,24.6,BOS,Combo,149,90,-12.5,73,-1.9,39,+1.3%,82,-21.5,71,-0.8,37,+4.8%,78,-29.2,72,-1.0,46,+1.3%,76,-17.3
Ricky Rubio,28.0,UTA,Point,167,11,+17.4,79,-2.6,97,-5.3%,73,-14.2,6,+3.1,52,+0.6%,8,+55.0,98,-5.4,98,-11.2%,96,-59.6
D'Angelo Russell,22.7,BKN,Combo,147,16,+13.5,53,-0.3,6,+5.3%,57,-6.3,59,-0.4,51,+0.7%,96,-81.3,54,+0.1,28,+4.7%,56,-1.4
Dennis Schroder,25.1,OKC,Combo,150,69,-3.5,100,-8.4,83,-2.0%,99,-54.9,78,-1.2,78,-8.0%,66,-17.3,99,-7.2,88,-5.7%,98,-73.2
Mike Scott,30.3,PHI,Big,192,22,+8.7,14,+5.1,60,-0.1%,14,+29.8,13,+1.7,38,+4.6%,26,+22.8,16,+3.5,65,-0.9%,18,+30.0
Iman Shumpert,28.4,HOU,Wing,102,27,+6.7,95,-5.1,43,+0.9%,90,-34.2,100,-6.1,55,-0.2%,98,-96.2,39,+0.9,13,+8.0%,33,+14.5
Pascal Siakam,24.6,TOR,Big,888,70,-3.6,64,-1.2,64,-0.3%,44,+2.4,55,-0.2,13,+14.0%,63,-13.2,74,-1.3,66,-1.1%,43,+4.8
Ben Simmons,22.3,PHI,Combo,420,55,-0.2,38,+1.0,22,+3.1%,31,+12.4,68,-0.7,74,-6.7%,54,-6.7,19,+2.4,34,+3.6%,20,+25.3
Klay Thompson,28.7,GSW,Wing,817,43,+1.9,34,+1.5,51,+0.5%,27,+16.5,33,+0.6,85,-12.0%,37,+11.3,45,+0.6,75,-2.1%,28,+16.1
PJ Tucker,33.5,HOU,Big,425,93,-14.3,62,-0.9,13,+4.4%,65,-10.5,5,+3.4,73,-5.9%,7,+57.5,94,-4.2,13,+7.9%,97,-61.1
Evan Turner,30.0,POR,Combo,245,76,-4.3,84,-3.3,25,+2.5%,81,-21.0,58,-0.3,31,+6.6%,59,-9.4,89,-2.9,32,+4.2%,84,-29.7
Myles Turner,22.6,IND,Big,125,30,+5.8,11,+6.0,1,+8.4%,20,+24.3,28,+0.9,15,+13.3%,53,-4.5,13,+4.8,0,+17.8%,15,+42.3
Fred VanVleet,24.7,TOR,Combo,578,42,+2.5,58,-0.5,31,+1.6%,78,-17.4,82,-1.4,67,-3.1%,81,-37.2,46,+0.6,52,+0.5%,69,-11.6
Nikola Vucevic,28.0,ORL,Big,147,9,+18.0,1,+11.0,50,+0.6%,4,+68.4,8,+2.8,95,-26.6%,13,+43.8,2,+7.9,43,+1.8%,3,+89.0
Russell Westbrook,30.0,OKC,Point,197,1,+30.2,3,+8.9,16,+3.9%,1,+94.2,73,-0.8,35,+5.6%,84,-39.5,0,+9.7,22,+5.8%,0,+163.6
Lou Williams,32.0,LAC,Combo,175,5,+19.9,6,+7.0,42,+1.2%,11,+41.7,14,+1.6,14,+13.5%,15,+42.9,11,+4.9,78,-2.8%,17,+38.9
Thaddeus Young,30.4,IND,Big,130,83,-6.3,40,+0.9,40,+1.2%,45,+2.1,56,-0.3,1,+36.7%,89,-61.5,38,+0.9,79,-3.0%,34,+13.1
Quinn Cook,25.6,GSW,Point,178,18,+11.5,49,-0.1,20,+3.4%,48,-0.2,41,+0.4,26,+8.1%,42,+7.3,58,-0.2,72,-1.7%,68,-10.0
Torrey Craig,27.9,DEN,Wing,326,48,+1.0,61,-0.8,58,+0.0%,40,+4.7,53,-0.0,4,+26.1%,46,+1.0,66,-0.7,59,-0.2%,54,-0.5
Monte Morris,23.3,DEN,Point,212,29,+6.0,52,-0.1,63,-0.2%,54,-2.8,66,-0.6,12,+15.1%,62,-12.4,49,+0.4,81,-3.1%,49,+3.0
Alfonzo McKinnie,26.1,GSW,Wing,219,26,+6.9,50,-0.1,53,+0.4%,49,-0.8,65,-0.6,11,+15.7%,58,-9.3,53,+0.2,38,+3.4%,58,-3.6
Jonathan Isaac,21.1,ORL,Big,136,41,+2.7,73,-1.8,23,+3.0%,78,-17.3,88,-1.8,98,-29.8%,80,-36.7,60,-0.3,15,+7.9%,53,+0.5
Jayson Tatum,20.7,BOS,Forward,292,68,-3.3,55,-0.3,83,-1.8%,66,-10.6,62,-0.4,97,-27.4%,64,-14.2,57,-0.1,36,+3.5%,68,-10.8
Sterling Brown,23.7,MIL,Wing,138,63,-2.4,51,-0.1,77,-1.2%,50,-0.9,48,+0.2,49,+1.0%,28,+16.3,59,-0.2,49,+0.9%,57,-2.4
Derrick White,24.3,SAS,Point,190,53,+0.1,94,-5.1,70,-0.8%,93,-36.2,43,+0.3,83,-10.8%,44,+3.3,95,-4.5,42,+1.8%,93,-46.2
Terrance Ferguson,20.5,OKC,Wing,124,7,+19.5,0,+14.2,17,+3.9%,0,+113.8,1,+6.3,23,+9.1%,1,+141.7,3,+7.8,12,+9.8%,2,+92.7
Zach Collins,21.0,POR,Big,268,66,-2.7,69,-1.5,62,-0.2%,69,-11.5,37,+0.5,54,-0.1%,57,-7.8,76,-1.6,44,+1.4%,72,-13.2
Jarrett Allen,20.5,BKN,Big,110,65,-2.7,16,+4.5,4,+5.7%,12,+33.9,93,-2.6,83,-11.1%,86,-55.6,3,+7.1,7,+11.9%,4,+77.6
Luke Kennard,22.4,DET,Wing,121,28,+6.5,63,-1.1,100,-7.1%,38,+7.3,85,-1.6,76,-7.3%,19,+37.5,48,+0.5,97,-9.8%,48,+4.0
Donovan Mitchell,22.1,UTA,Combo,193,6,+19.8,5,+7.2,15,+4.2%,3,+69.0,2,+5.2,39,+4.4%,2,+120.8,21,+2.3,29,+4.4%,13,+43.0
Royce O'Neale,25.4,UTA,Wing,134,97,-22.8,99,-6.4,9,+4.7%,98,-54.6,99,-5.2,96,-26.7%,92,-63.7,68,-0.8,1,+16.5%,74,-14.3
Shai Gilgeous-Alexander,20.3,LAC,Point,170,67,-3.0,91,-3.8,21,+3.2%,93,-36.4,86,-1.7,44,+2.0%,91,-63.1,78,-1.7,21,+5.8%,83,-27.8
Landry Shamet,21.6,LAC,Wing,171,98,-24.1,78,-2.5,49,+0.6%,43,+3.0,23,+1.1,10,+17.2%,9,+50.0,92,-3.2,39,+3.2%,60,-5.8
